"Year","Album","Plays"
"2018","Ariana Grande ~ no tears left to cry",2
"2018","Post Malone ~ rockstar",2
"2019","Trippie Redd ~ !",2
"2019","Mustard ~ 100 Bands (feat. Quavo, 21 Savage, YG & Meek Mill)",2
"2019","Kido ~ 4k God",2
"2019","Journey ~ 80s 100 Hits",2
"2019","Joseph Caleb ~ A Peaceful Mind",2
"2019","Bruno Major ~ A Song For Every Moon",2
"2019","Arctic Monkeys ~ AM",2
"2019","Kevin Abstract ~ ARIZONA BABY",2
"2019","Jay Sean ~ All Or Nothing",2
"2019","KISS ~ Animalize",2
"2019","Rex Orange County ~ Apricot Princess",2
"2019","Mike Sherm ~ Asshole",2
"2019","Quality Control ~ Baby",2
"2019","DaBaby ~ Back On My Baby Jesus Sh!t",2
"2019","DRAM ~ Big Baby DRAM",2
"2019","The Foundations ~ Build Me Up Buttercup",2
"2019","Shordie Shordie ~ Captain Hook",2
"2019","Quinn MacKenzie ~ Charon",2
"2019","KISS ~ Crazy Nights",2
"2019","Meek Mill ~ DC4",2
"2019","24kGoldn ~ DROPPED OUTTA COLLEGE",2
"2019","6ix9ine ~ Day69: Graduation Day",2
"2019","The Lovin' Spoonful ~ Do you Believe In Magic",2
"2019","Ben E. King ~ Don't Play That Song",2
"2019","Bruno Mars ~ Doo-Wops & Hooligans",2
"2019","KISS ~ Dressed To Kill",2
"2019","Gunna ~ Drip Season 3",2
"2019","6LACK ~ East Atlanta Love Letter",2
"2019","Leo Sayer ~ Endless Flight",2
"2019","Charlotte Funke ~ Episode",2
"2019","Journey ~ Escape",2
"2019","Offset ~ FATHER OF 4",2
"2019","Lil Uzi Vert ~ Futsal Shuffle 2020",2
"2019","Future ~ Future Hndrxx Presents: The WIZRD",2
"2019","Young Thug ~ Hot (Remix) [feat. Gunna and Travis Scott]",2
"2019","a-ha ~ Hunting High and Low",2
"2019","iann dior ~ Industry Plant",2
"2019","J. Cole ~ KOD",2
"2019","KISS ~ Kiss",2
"2019","Ace Frehley ~ Kiss: Ace Frehley",2
"2019","Flipp Dinero ~ LOVE FOR GUALA",2
"2019","Peter Cavallo ~ La Madonna",2
"2019","Aliotta Haynes Jeremiah ~ Lake Shore Drive",2
"2019","Preme ~ Light Of Day",2
"2019","Ray Hutchcraft ~ Marble Falls",2
"2019","YNW Melly ~ Melly vs. Melvin",2
"2019","iLOVEFRiDAY ~ Mia Khalifa",2
"2019","Milo Edale ~ Moonlight",2
"2019","Oneke ~ More than Close",2
"2019","John Mayer ~ New Light",2
"2019","Don Toliver ~ No Idea",2
"2019","Daniel Caesar ~ Pilgrim's Paradise",2
"2019","Playboi Carti ~ Playboi Carti",2
"2019","Sage The Gemini ~ Remember Me",2
"2019","Roddy Ricch ~ Ricch Forever",2
"2019","Wiz Khalifa ~ Rolling Papers 2",2
"2019","Tee Grizzley ~ Satish",2
"2019","21 Savage ~ Savage Mode",2
"2019","Brent Faiyaz ~ Sonder Son",2
"2019","The Tides ~ Soul Searching",2
"2019","boy pablo ~ Soy Pablo",2
"2019","Post Malone ~ Stoney",2
"2019","Kelly Clarkson ~ Stronger",2
"2019","Benny Treskow ~ Sunday Stroll",2
"2019","Lil Wayne ~ Tha Carter III",2
"2019","The Animals ~ The Best Of The Animals",2
"2019","Eminem ~ The Eminem Show",2
"2019","Poco ~ The Essential Poco",2
"2019","John Legend ~ The Hamilton Mixtape",2
"2019","Eminem ~ The Marshall Mathers LP2",2
"2019","Eminem ~ The Slim Shady LP",2
"2019","Majid Jordan ~ The Space Between",2
"2019","Jaden ~ The Sunset Tapes: A Cool Tape Story",2
"2019","TOTO ~ Toto IV",2
"2019","Trey Songz ~ Tremaine the Album",2
"2019","Trippie Redd ~ Under Enemy Arms",2
"2019","Charlie Puth ~ Voicenotes",2
"2019","Darius Rucker ~ When Was The Last Time",2
"2019","Lil Baby ~ Woah",2
"2019","Migos ~ Young Rich N*ggas",2
"2019","iann dior ~ nothings ever good enough",2
"2019","Kendrick Lamar ~ untitled 07 | levitate",2
"2020","Brooks & Dunn ~ #1s ... and then some",2
"2020","XXXTENTACION ~ 17",2
"2020","Grand Puba ~ 2000",2
"2020","Mark Chesnutt ~ 20th Century Masters: The Millennium Collection: Best of Mark Chesnutt",2
"2020","Wun Two ~ 247 Mics",2
"2020","Skengdo ~ 2Bunny",2
"2020","Alan Jackson ~ 34 Number Ones",2
"2020","6LACK ~ 6pc Hot EP",2
"2020","Lil Nas X ~ 7 EP",2
"2020","88GLAM ~ 88GLAM2",2
"2020","Bob Seger ~ Against The Wind",2
"2020","Hoodie Allen ~ All American",2
"2020","Miguel ~ All I Want Is You",2
"2020","Kendrick Lamar ~ All The Stars (with SZA)",2
"2020","SwuM ~ All Things Considered, Vol. 1",2
"2020","Grateful Dead ~ Aoxomoxoa",2
"2020","Jimi Hendrix ~ Are You Experienced",2
"2020","Aretha Franklin ~ Aretha Now",2
"2020","James Blake ~ Assume Form",2
"2020","A$AP Rocky ~ Babushka Boi",2
"2020","RLLBTS ~ Backland",2
"2020","Thin Lizzy ~ Bad Reputation",2
"2020","Ozzy Osbourne ~ Blizzard Of Ozz",2
"2020","George Strait ~ Blue Clear Sky",2
"2020","Ten Years After ~ Blues Guitar Masters",2
"2020","Joni Mitchell ~ Both Sides Now",2
"2020","Ryan Beatty ~ Boy in Jeans",2
"2020","The Alchemist ~ Bread",2
"2020","Keef Hartley Band ~ British Radio Sessions 1969 - 1971",2
"2020","Red Hot Chili Peppers ~ Californication",2
"2020","NLE Choppa ~ Camelot",2
"2020","Jimmy Buffett ~ Changes In Latitudes, Changes In Attitudes",2
"2020","SiR ~ Chasing Summer",2
"2020","John Sebastian ~ Cheapo-Cheapo Productions Presents Real Live John Sebastian",2
"2020","Jerry Goldsmith ~ Chinatown",2
"2020","Tory Lanez ~ Chixtape 5",2
"2020","Michael Buble ~ Christmas",2
"2020","Mac Miller ~ Circles",2
"2020","Mountain ~ Climbing!",2
"2020","Twotrees ~ Cruisin'",2
"2020","Ruel ~ Dazed & Confused",2
"2020","Brent Faiyaz ~ Dead Man Walking",2
"2020","Rejjie Snow ~ Dear Annie",2
"2020","Faygogotcash ~ Desires",2
"2020","Big Sean ~ Detroit 2",2
"2020","Polo G ~ Die A Legend",2
"2020","Lata Mangeshkar ~ Dilwale Dulhania Le Jayenge (Original Motion Picture Soundtrack)",2
"2020","Electric Light Orchestra ~ Discovery",2
"2020","Cream ~ Disraeli Gears",2
"2020","Ed Sheeran ~ Divide",2
"2020","Dominic Fike ~ Don't Forget About Me, Demos",2
"2020","Meek Mill ~ Dreams Worth More Than Money",2
"2020","Gunna ~ Drip or Drown 2",2
"2020","Jaden ~ ERYS",2
"2020","DaniLeigh ~ Easy",2
"2020","Supertramp ~ Even In The Quietest Moments",2
"2020","Zmeyev ~ Every Night",2
"2020","Logic ~ Everybody",2
"2020","Ty Dolla $ign ~ Featuring Ty Dolla $ign",2
"2020","Justin Timberlake ~ Feel Good Friday",2
"2020","Asher Roth ~ Flowers On The Weekend",2
"2020","FKJ ~ French Kiwi Juice",2
"2020","Joan Baez ~ From Every Stage",2
"2020","Lost Kids ~ Fuck The World - ChopNotSlop",2
"2020","Justin Timberlake ~ FutureSex/LoveSounds",2
"2020","Wun Two ~ Glacier Water",2
"2020","Pitbull ~ Globalization",2
"2020","Ten Years After ~ Goin' Home!",2
"2020","Lazlow ~ Gravitate",2
"2020","Sha Na Na ~ Greaser High School Hop",2
"2020","Creedence Clearwater Revival ~ Green River",2
"2020","Loafy Building ~ Heart-Shaped Pebbles",2
"2020","Quinte ~ Hold It Down",2
"2020","Lazlow ~ Hold On",2
"2020","goosetaf ~ Hypercolor",2
"2020","Jo Dee Messina ~ I'm Alright",2
"2020","Wyl ~ Ileleho",2
"2020","LBL ~ Illusion",2
"2020","Joji ~ In Tongues",2
"2020","Anti Lilly ~ It's Nice Outside",2
"2020","V Jackk ~ Itna Na Mujhse Tu",2
"2020","paris91 ~ Kaviar",2
"2020","A$AP Rocky ~ LONG.LIVE.A$AP",2
"2020","Aretha Franklin ~ Lady Soul",2
"2020","Aliotta Haynes Jeremiah ~ Lake Shore Drive",2
"2020","Pandrezz ~ Lakewood",2
"2020","Shakira ~ Laundry Service",2
"2020","Iris Temple ~ Lemonade",2
"2020","J. Cole ~ Lewis Street",2
"2020","Ellie Goulding ~ Lights",2
"2020","Plusma ~ Limbo",2
"2020","Grateful Dead ~ Live / Dead",2
"2020","The Who ~ Live At Hull",2
"2020","The Who ~ Live At The Isle Of Wight Festival 1970",2
"2020","Tame Impala ~ Live Versions",2
"2020","Ray Charles ~ Live at l'Olympia",2
"2020","G R I Z ~ Lonely in a Crowd",2
"2020","Sammy TQ ~ Lookout",2
"2020","Lukas Graham ~ Lukas Graham",2
"2020","Sheck Wes ~ MUDBOY",2
"2020","Lil Skies ~ Magic",2
"2020","Travis Scott ~ Mamacita (feat. Rich Homie Quan & Young Thug)",2
"2020","Pop Smoke ~ Meet The Woo",2
"2020","Pop Smoke ~ Meet The Woo 2",2
"2020","Melanie ~ Melanie",2
"2020","Nujabes ~ Modal Soul",2
"2020","A.K. ~ Model Minority",2
"2020","Koralle ~ Mom & Dad",2
"2020","Tee Grizzley ~ My Moment",2
"2020","Tom The Mail Man ~ My Storm",2
"2020","SLXWCLXP ~ NO SLEEP",2
"2020","Max I Million ~ Neat No Ice",2
"2020","Tracy Byrd ~ No Ordinary Man",2
"2020","David Guetta ~ Nothing but the Beat",2
"2020","Amine ~ ONEPOINTFIVE",2
"2020","Joan Baez ~ One Day At A Time",2
"2020","Lil Tecca ~ Out Of Love",2
"2020","David Lee Murphy ~ Out With A Bang",2
"2020","Kendrick Lamar ~ Overly Dedicated",2
"2020","Paul Simon ~ Paul Simon",2
"2020","Playboi Carti ~ Playboi Carti",2
"2020","Rex Orange County ~ Pony",2
"2020","ilyTOMMY ~ Princess Bubblegum",2
"2020","Otis Neon ~ Purple Skies",2
"2020","Kid Cudi ~ Pursuit Of Happiness",2
"2020","Nicki Minaj ~ Queen",2
"2020","Swae Lee ~ Reality Check",2
"2020","Love ~ Reel To Real",2
"2020","The All-American Singers ~ Renditions Of Sha Na Na",2
"2020","Common ~ Resurrection",2
"2020","Dreamville ~ Revenge Of The Dreamers III: Director's Cut",2
"2020","LEGAXY ~ Rotation",2
"2020","Ski Mask The Slump God ~ STOKELEY",2
"2020","Dave ~ Samantha",2
"2020","Nana ~ Save Yourself",2
"2020","Johnny Winter ~ Second Winter",2
"2020","UNCOMMENN ~ Selfish",2
"2020","Pachakuti ~ Semilla",2
"2020","Snoop Dogg ~ Singh Is Kinng",2
"2020","Hast ~ Sky",2
"2020","Shuko ~ Slow Down with Me",2
"2020","Drake ~ Sneakin'",2
"2020","Glimlip ~ Snowcap",2
"2020","Internet Money ~ Somebody",2
"2020","Bazzi ~ Soul Searching",2
"2020","Omar Apollo ~ Stereo",2
"2020","Post Malone ~ Stoney",2
"2020","Sublime ~ Sublime",2
"2020","Depf ~ Sultry Sunday",2
"2020","Childish Gambino ~ Summer Pack",2
"2020","David Ball ~ Super Hits",2
"2020","The Beach Boys ~ Surfin' USA",2
"2020","Black Eyed Peas ~ THE E.N.D. (THE ENERGY NEVER DIES)",2
"2020","Jason Derulo ~ Talk Dirty",2
"2020","Xavier Weeks ~ Team",2
"2020","Jack Harlow ~ Thats What They All Say",2
"2020","Kid Cudi ~ The Adventures of Moon Man & Slim Shady (with Eminem)",2
"2020","Ten Years After ~ The Anthology (1967-1971)",2
"2020","Drake ~ The Best In The World Pack",2
"2020","Melanie ~ The Good Book",2
"2020","Large Professor ~ The LP",2
"2020","Bruce Springsteen ~ The Rising",2
"2020","Billy Joel ~ The Stranger (Legacy Edition)",2
"2020","Isaiah Rashad ~ The Sun's Tirade",2
"2020","Tory Lanez ~ The VVS Capsule",2
"2020","The Who ~ The Who Sell Out",2
"2020","Thin Lizzy ~ Thin Lizzy Live In Concert",2
"2020","Travis Scott ~ Trap Still Boomin' 3",2
"2020","Wun Two ~ Two Medicine Lake",2
"2020","The Incredible String Band ~ U",2
"2020","Omar Apollo ~ Unbothered",2
"2020","goosetaf ~ Unmo",2
"2020","Joan Baez ~ Vanguard Visionaries",2
"2020","Saltyyyy V ~ Very Amiable",2
"2020","lisnn ~ Warmer Together",2
"2020","Kanye West ~ Wash Us In The Blood",2
"2020","Peter Green ~ Whatcha Gonna Do?",2
"2020","Pink Floyd ~ Wish You Were Here",2
"2020","Yung Hurn ~ Y",2
"2020","YBN Nahmir ~ YBN: The Mixtape",2
"2020","Loyle Carner ~ Yesterday's Gone",2
"2020","Huey Daze ~ Yozora",2
"2020","Dominique Cerejo ~ Zindagi Na Milegi Dobara",2
"2020","Machine Gun Kelly ~ bloom",2
"2020","Kendrick Lamar ~ i",2
"2020","Jeremy Zucker ~ idle",2
"2020","Flughand ~ ili",2
"2020","Kendrick Lamar ~ untitled unmastered.",2
"2021","The Script ~ #3",2
"2021","HM Surf ~ 1 Am. Study Session",2
"2021","Dean Lewis ~ 7 Minutes",2
"2021","Fivio Foreign ~ 800 BC",2
"2021","Molchat Doma ~ <U+042D><U+0442><U+0430><U+0436><U+0438>",2
"2021","XXXTENTACION ~ ?",2
"2021","The 1975 ~ A Brief Inquiry Into Online Relationships",2
"2021","Vince Guaraldi Trio ~ A Charlie Brown Christmas [2012 Remastered & Expanded Edition]",2
"2021","Gene Autry ~ A Gene Autry Christmas",2
"2021","Frank Sinatra ~ A Jolly Christmas From Frank Sinatra",2
"2021","Dean Martin ~ A Winter Romance",2
"2021","Brent Faiyaz ~ A.M. Paradox",2
"2021","Harris Jayaraj ~ Aadhavan",2
"2021","T. M. Soundararajan ~ Aalayamani (Original Motion Picture Soundtrack)",2
"2021","Laffey ~ After The Rain",2
"2021","Kendrick Lamar ~ All The Stars (with SZA)",2
"2021","Fitz and The Tantrums ~ All the Feels",2
"2021","ODIE ~ Analogue",2
"2021","Jimi Hendrix ~ Are You Experienced",2
"2021","XXXTENTACION ~ Arms Around You (feat. Maluma & Swae Lee)",2
"2021","ABBA ~ Arrival",2
"2021","Young Dolph ~ Aspen",2
"2021","Sleeping At Last ~ Atlas: II",2
"2021","Tchami ~ Aurra / Shades",2
"2021","BluntOne ~ Autumn in Budapest",2
"2021","S. P. Balasubrahmanyam ~ Aval Oru Tamilachi (Original Motion Picture Soundtrack)",2
"2021","Jimi Hendrix ~ Axis: Bold As Love",2
"2021","Drake ~ Back To Back",2
"2021","Bastille ~ Bad Blood",2
"2021","Diddy ~ Bad Boy's 10th Anniversary- The Hits",2
"2021","2 Chainz ~ Bigger Than You feat. Drake & Quavo",2
"2021","Mario Judah ~ Bih Yah",2
"2021","Jonas Blue ~ Blue",2
"2021","Philadelphia Orchestra ~ Blues Symphony",2
"2021","Bruce Springsteen ~ Born In The U.S.A.",2
"2021","Aaron May ~ CHASE",2
"2021","PLVTINUM ~ Champagne & Sunshine",2
"2021","The Neighbourhood ~ Chip Chrome & The Mono-Tones",2
"2021","Isaiah Rashad ~ Cilvia Demo",2
"2021","Jason Derulo ~ Colors",2
"2021","Bon Jovi ~ Crush",2
"2021","DNCE ~ DNCE",2
"2021","King Harvest ~ Dancing in the Moonlight",2
"2021","P. Susheela ~ Darling Darling Darling",2
"2021","Big Sean ~ Detroit 2",2
"2021","Famous Dex ~ Dex Meets Dexter",2
"2021","Luna Shadows ~ Digital Pacific",2
"2021","Ed Sheeran ~ Divide",2
"2021","The Chainsmokers ~ Don't Let Me Down (feat. Daya)",2
"2021","Sunidhi Chauhan ~ Dus",2
"2021","Jaden ~ ERYS",2
"2021","Benny Dayal ~ Easan",2
"2021","Allman Brothers Band ~ Eat A Peach",2
"2021","P. Susheela ~ Enchanting Voice of South Cinema - P. Susheela",2
"2021","K. J. Yesudas ~ Endrum Raaja",2
"2021","L. R. Eswari ~ Enga Veettu Pillai (Original Motion Picture Soundtrack)",2
"2021","Konteks ~ Equinox",2
"2021","Jose Feliciano ~ Feliz Navidad",2
"2021","Daniel Caesar ~ Freudian",2
"2021","Pharrell Williams ~ G I R L",2
"2021","SL ~ Gentleman",2
"2021","Key Glock ~ Glockoma",2
"2021","Moon Taxi ~ Good As Gold",2
"2021","Bastille ~ Good Grief",2
"2021","070 Shake ~ Guilty Conscience",2
"2021","AG Club ~ Halfway Off the Porch",2
"2021","Shawn Mendes ~ Handwritten",2
"2021","Maluma ~ Hawai",2
"2021","FITZ ~ Head Up High",2
"2021","Don Diablo ~ Heaven To Me (feat. Alex Clare)",2
"2021","MAX ~ Hell's Kitchen Angel",2
"2021","S. D. Burman ~ Hindi Songs Of S. D. Burman",2
"2021","Internet Money ~ His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",2
"2021","Shankar Mahadevan ~ Hits of Shankar Mahadevan",2
"2021","Calvin Harris ~ How Deep Is Your Love",2
"2021","Joyner Lucas ~ I Love",2
"2021","Morgan Wallen ~ If I Know Me",2
"2021","Raphael Lake ~ Indie Soul",2
"2021","iann dior ~ Industry Plant",2
"2021","French Montana ~ Jungle Rules",2
"2021","Eminem ~ Kamikaze",2
"2021","Claude Debussy ~ Kathryn Stott: The Complete Solo Recordings",2
"2021","Carly Rae Jepsen ~ Kiss",2
"2021","Yvng Jin ~ LOVESICK",2
"2021","Hippo Campus ~ Landmark",2
"2021","Luxury Tax ~ Law",2
"2021","Internet Money ~ Lemonade (feat. Gunna, Don Toliver & NAV)",2
"2021","KISS ~ Lick It Up",2
"2021","San Holo ~ Light",2
"2021","Jazz At Lincoln Center Orchestra ~ Live in Cuba",2
"2021","golden era ~ LoFi Remixes & Covers Vol.1",2
"2021","Bobby Dreamz BIG ~ Loungy",2
"2021","Joey Bada$$ ~ Love Is Only a Feeling",2
"2021","Sheck Wes ~ MUDBOY",2
"2021","Shaan ~ Maine Pyaar Kyun Kiya",2
"2021","Thirupathi V Sathyanarayana ~ Mangala Isai (Nadaswaram)",2
"2021","No Spirit ~ Memories We Made",2
"2021","Chavo ~ Michigan",2
"2021","Axwell /\ Ingrosso ~ More Than You Know",2
"2021","2 Friends Remixes ~ Mr. Brightside",2
"2021","T. M. Soundararajan ~ Muruga",2
"2021","Tee Grizzley ~ My Moment",2
"2021","Lil Baby ~ My Turn",2
"2021","Vani Jairam ~ Naane Naana",2
"2021","redveil ~ Niagara",2
"2021","Lilskrt4k ~ No Play",2
"2021","Radiohead ~ OK Computer",2
"2021","Martin Garrix ~ Ocean (feat. Khalid)",2
"2021","Faces ~ Ooh La La",2
"2021","ScHoolboy Q ~ Oxymoron",2
"2021","Major Lazer ~ Peace Is The Mission",2
"2021","Kurt Stewart ~ Pegan Hill",2
"2021","PRETTYMUCH ~ Phases",2
"2021","Kodaline ~ Politics of Living",2
"2021","New Order ~ Power Corruption and Lies",2
"2021","Labh Janjua ~ Queen",2
"2021","Taylor Swift ~ Red (Taylor's Version)",2
"2021","TyLuv. ~ River Glow",2
"2021","Dream ~ Roadtrip",2
"2021","Tank ~ SAVAGE",2
"2021","Rae Sremmurd ~ SR3MM",2
"2021","Jaden ~ SYRE",2
"2021","Veorra ~ Sapphire",2
"2021","Martin Garrix ~ Scared to Be Lonely",2
"2021","BIGBABYGUCCI ~ Send Help",2
"2021","Snoop Dogg ~ Singh Is Kinng",2
"2021","Goodnyght ~ Sleep Cycles EP",2
"2021","Young Nudy ~ Sli'merre",2
"2021","Drake ~ Sneakin'",2
"2021","Spencer Hunt ~ Sound Asleep",2
"2021","Rae Sremmurd ~ SremmLife",2
"2021","Wynton Marsalis ~ Standard Time Vol. 3: The Resolution Of Romance",2
"2021","Queen ~ Stone Cold Classics",2
"2021","Lil Baby ~ Street Gossip",2
"2021","Laffey ~ Summer Nights",2
"2021","Khalid ~ Suncity",2
"2021","Kendrick Lamar ~ Swimming Pools (Drank)",2
"2021","WALK THE MOON ~ TALKING IS HARD",2
"2021","A$AP Rocky ~ TESTING",2
"2021","Tyga ~ Taste (feat. Offset)",2
"2021","Ken Carson ~ Teen X",2
"2021","Justin Timberlake ~ The 20/20 Experience - 2 of 2",2
"2021","Allman Brothers Band ~ The Allman Brothers Band",2
"2021","A Boogie Wit da Hoodie ~ The Bigger Artist",2
"2021","AJR ~ The Click",2
"2021","The Weeknd ~ The Highlights",2
"2021","Paul McCartney ~ The Kiss Of Venus (Dominic Fike)",2
"2021","The Script ~ The Script",2
"2021","Mick Jenkins ~ The Water[s]",2
"2021","Alec Benjamin ~ These Two Windows",2
"2021","Ilaiyaraaja ~ Thoongathe Thambi Thoongathe (Original Motion Picture Soundtrack)",2
"2021","Dexys Midnight Runners ~ Too Rye Ay",2
"2021","G Mills ~ Tranquility",2
"2021","ILOVEMAKONNEN ~ Tuesday (feat. Drake)",2
"2021","Jack Harlow ~ Tyler Herro",2
"2021","Dobie Gray ~ Ultimate Collection: Dobie Gray",2
"2021","The Barden Bellas ~ Ultimate Pitch Perfect",2
"2021","Logic ~ Under Pressure",2
"2021","Migos ~ Versace (feat. Drake) [Remix] - Single",2
"2021","Gunna ~ WUNNA",2
"2021","Jack Harlow ~ Way Out (feat. Big Sean)",2
"2021","Dominic Fike ~ What Could Possibly Go Wrong",2
"2021","21 Savage ~ Without Warning",2
"2021","Skrillex ~ Would You Ever",2
"2021","Lofi Fruits Music ~ Yellow",2
"2021","Ski Mask The Slump God ~ You Will Regret",2
"2021","gianni & kyle ~ do u even miss me at all?",2
"2021","J. Cole ~ i n t e r l u d e",2
"2021","Saint Motel ~ saintmotelevision",2
"2021","Kendrick Lamar ~ untitled 07 | levitate",2
"2021","gnash ~ we",2
"2022","Tay-K ~ #SantanaWorld (+)",2
"2022","will.i.am ~ #willpower",2
"2022","Oasis ~ (What's The Story) Morning Glory?",2
"2022","G-Eazy ~ 1942 (feat. Yo Gotti & YBN Nahmir)",2
"2022","Berner ~ 20 Joints - Single",2
"2022","Chief Keef ~ 4NEM",2
"2022","Kido ~ 4k God",2
"2022","HYTYD ~ 7 Years (Remix)",2
"2022","Fifth Harmony ~ 7/27",2
"2022","Cashmere Cat ~ 9",2
"2022","Panic! At The Disco ~ A Fever You Can't Sweat Out",2
"2022","Kid Cudi ~ A Kid Named Cudi",2
"2022","Tony Bennett ~ A Swingin' Christmas Featuring The Count Basie Big Band",2
"2022","Good Guys Go to Heaven ~ A Time for Everything",2
"2022","A$AP Rocky ~ A$AP Forever (feat. Moby)",2
"2022","YoungBoy Never Broke Again ~ AI YoungBoy 2",2
"2022","Kevin Abstract ~ ARIZONA BABY",2
"2022","Avicii ~ AVICI",2
"2022","Zmeyev ~ Airmode",2
"2022","Plain White T's ~ All That We Needed",2
"2022","Bebe Rexha ~ All Your Fault: Pt. 2",2
"2022","Smash Mouth ~ Astro Lounge",2
"2022","Jay Safari ~ Bad Decisions",2
"2022","Hippo Campus ~ Bad Dream Baby",2
"2022","Juice WRLD ~ Bandit (with YoungBoy Never Broke Again)",2
"2022","Common ~ Be",2
"2022","Christy Nockels ~ Be Held : Lullabies for the Beloved",2
"2022","V.I.C. ~ Beast",2
"2022","Danger Mouse ~ Because (feat. Joey Bada$$, Russ, and Dylan Cartlidge)",2
"2022","Van Halen ~ Best of Volume 1",2
"2022","NEIKED ~ Better Days (NEIKED x Mae Muller x Polo G)",2
"2022","Nia Sultana ~ Bigger Dreams",2
"2022","2 Chainz ~ Bigger Than You feat. Drake & Quavo",2
"2022","Rihanna ~ Bitch Better Have My Money",2
"2022","ScHoolboy Q ~ Blank Face LP",2
"2022","KOMOREBI ~ Bloom",2
"2022","Queen ~ Bohemian Rhapsody",2
"2022","Sigurd Barrett ~ Bornesange Fra Sigurds Bjornetime - Bornemusik Med Sigurd Barrett",2
"2022","Onlybino! ~ Butterfly Doors",2
"2022","Rod Wave ~ By Your Side",2
"2022","Daniel Caesar ~ CASE STUDY 01",2
"2022","BEAM ~ Cactus",2
"2022","Train ~ California 37",2
"2022","Bad Bunny ~ Callaita",2
"2022","ScrewStache ~ Cancun Sega Edition",2
"2022","PLVTINUM ~ Champagne & Sunshine",2
"2022","Tyler, The Creator ~ Cherry Bomb + Instrumentals",2
"2022","Lichtboje ~ Chillin'",2
"2022","The Growlers ~ Chinese Fountain",2
"2022","Bing Crosby ~ Christmas",2
"2022","The Beach Boys ~ Christmas With The Beach Boys",2
"2022","FloFilz ~ Close Distance",2
"2022","George Harrison ~ Cloud Nine",2
"2022","HawkOne ~ Coffee for Two",2
"2022","The Clash ~ Combat Rock (Remastered)",2
"2022","Carolina Liar ~ Coming To Terms",2
"2022","Logic ~ Confessions of a Dangerous Mind",2
"2022","TLC ~ Crazysexycool",2
"2022","Larry June ~ Cruise Usa",2
"2022","Eminem ~ Curtain Call: The Hits",2
"2022","6LACK ~ Cutting Ties",2
"2022","Frank Ocean ~ DHL",2
"2022","Lupe Fiasco ~ DROGAS Light",2
"2022","Steve Lacy ~ Dark Red",2
"2022","Yebba ~ Dawn",2
"2022","Central Cee ~ Day in the Life",2
"2022","Vani Jairam ~ Deerga Sumangali (Original Motion Picture Soundtrack)",2
"2022","HoodRich Pablo Juan ~ Designer Drugz 3",2
"2022","Don Toliver ~ Diva",2
"2022","Montana of 300 ~ Don't Doubt The God",2
"2022","Keak Da Sneak ~ Dopegame 2",2
"2022","KISS ~ Dressed To Kill",2
"2022","Legend Yae ~ Drugs & a Mic",2
"2022","Larry June ~ Early Bird",2
"2022","Veorra ~ Emerald",2
"2022","Logic ~ Everybody Dies",2
"2022","Roy Woods ~ Exis",2
"2022","The Kid LAROI ~ F*CK LOVE (SAVAGE)",2
"2022","Chris Brown ~ F.A.M.E.",2
"2022","T-Pain ~ F.B.G.M. (feat. Young M.A.)",2
"2022","Babyface ~ Face 2 Face",2
"2022","Ty Dolla $ign ~ Featuring Ty Dolla $ign",2
"2022","Bdcmbio ~ Federal Reserve Note",2
"2022","The Byrds ~ Fifth Dimension",2
"2022","Juice WRLD ~ Fighting Demons",2
"2022","Ty Dolla $ign ~ Free TC",2
"2022","Quinn XCII ~ From Michigan With Love",2
"2022","Fall Out Boy ~ From Under The Cork Tree",2
"2022","The Countdown Kids ~ Fun Songs for Kids",2
"2022","Justin Timberlake ~ FutureSex/LoveSounds Deluxe Edition",2
"2022","DJ Khaled ~ GREECE (feat. Drake)",2
"2022","PSY ~ Gangnam Style (<U+AC15><U+B0A8><U+C2A4><U+D0C0><U+C77C>)",2
"2022","Machine Gun Kelly ~ General Admission",2
"2022","Daniel Caesar ~ Get You - Single",2
"2022","Dimitri Vegas & Like Mike ~ Gold Skies",2
"2022","Bastille ~ Good Grief",2
"2022","NAV ~ Good Intentions",2
"2022","Gallery Provence ~ Gotham City",2
"2022","Mr. Green ~ Gucci Ninja Assassins",2
"2022","whiterosemoxie ~ HABITS",2
"2022","Neon Trees ~ Habits",2
"2022","AG Club ~ Halfway Off the Porch",2
"2022","Dayglow ~ Harmony House",2
"2022","Mistah F.A.B. ~ Hella Ratchet",2
"2022","Drake ~ Her Loss",2
"2022","papichuloteej ~ Homecoming",2
"2022","Supergrass ~ I Should Coco",2
"2022","David Guetta ~ I'm Good (Blue)",2
"2022","Shawn Mendes ~ Illuminate",2
"2022","Baby Smoove ~ Im Still Serious",2
"2022","Bedroom ~ In My Head",2
"2022","Sam Smith ~ In The Lonely Hour",2
"2022","flamingo zamperoni ~ In and Out",2
"2022","Raphael Lake ~ Indie Soul",2
"2022","iann dior ~ Industry Plant",2
"2022","Larry June ~ Into The Late Night",2
"2022","The Strokes ~ Is This It",2
"2022","lorleaf ~ Isca",2
"2022","Trisha Mohring ~ It Runs Deep",2
"2022","Kanye West ~ JESUS IS KING",2
"2022","Rashid Ali ~ Jaane Tu... Ya Jaane Na",2
"2022","Rexx Life Raj ~ Jerry Curl (feat. Larry June)",2
"2022","Junior Varsity ~ Junior Varsity",2
