"Year","Album","Plays"
"2021","Travis Scott ~ FRANCHISE (feat. Young Thug & M.I.A.)",1
"2021","benny blanco ~ FRIENDS KEEP SECRETS",1
"2021","Phil Collins ~ Face Value (Deluxe Editon)",1
"2021","Thundercat ~ Fair Chance",1
"2021","Dweeb ~ Falling",1
"2021","Only The Family ~ Family Over Everything",1
"2021","Ty Dolla $ign ~ Featuring Ty Dolla $ign",1
"2021","Roddy Ricch ~ Feed Tha Streets II",1
"2021","Train ~ Feel Good Friday",1
"2021","Bcalm ~ Feelings",1
"2021","H.E.R. ~ Find A Way (feat. Lil Baby & Lil Durk)",1
"2021","Polo G ~ First Place",1
"2021","A$AP Ferg ~ Floor Seats",1
"2021","A$AP Ferg ~ Floor Seats II",1
"2021","Flora Vida ~ Flora Vida",1
"2021","Lilac ~ Florist",1
"2021","Koralle ~ Fonografie",1
"2021","Tom The Mail Man ~ Forever",1
"2021","Tems ~ Found (feat. Brent Faiyaz)",1
"2021","Anarbor ~ Free Your Mind",1
"2021","Flux Pavilion ~ Freeway Remixes",1
"2021","Riton ~ Friday (feat. Mufasa & Hypeman)",1
"2021","Sitting Duck ~ Friends Circle",1
"2021","Peter Kind ~ From Above",1
"2021","Journey ~ Frontiers",1
"2021","Brent Faiyaz ~ Fuck The World (Summer in London)",1
"2021","Fleetwood Mac ~ Future Games",1
"2021","Justin Timberlake ~ FutureSex/LoveSounds",1
"2021","Polo G ~ GANG GANG (with Lil Wayne)",1
"2021","Slumm Prince ~ GD Folks Anthem",1
"2021","Mac Miller ~ GO:OD AM",1
"2021","Nebu Kiniza ~ Gassed Up",1
"2021","SahBabii ~ Gates to the Sun (POLLEN Singles)",1
"2021","George Gershwin ~ Gershwin: 3 Preludes",1
"2021","Mano ~ Gharana Mugudu",1
"2021","SAINt JHN ~ Ghetto Lenny's Love Songs",1
"2021","Adam Lambert ~ Ghost Town (Remixes)",1
"2021","Cordae ~ Gifted (feat. Roddy Ricch)",1
"2021","GAMPER & DADONI ~ Gimme! Gimme! Gimme!",1
"2021","The Temptations ~ Give Love At Christmas",1
"2021","Unni Menon ~ Gokulam",1
"2021","Dimitri Vegas & Like Mike ~ Gold Skies",1
"2021","Jhove ~ Golden Hour",1
"2021","Deorro ~ Good Evening",1
"2021","Still Woozy ~ Goodie Bag",1
"2021","Travis Scott ~ Goosebumps",1
"2021","Low Phil ~ Great Falls",1
"2021","Sheik Chinna Moulana ~ Gresat Masters - Dr.Sheikchinnamoulana (Nadaswaram - Vol. 2)",1
"2021","Project AER ~ Growth Patterns",1
"2021","A. M. Rajah ~ Gulebakavali (Original Motion Picture Soundtrack)",1
"2021","Spaze Windu ~ Gumpen",1
"2021","Lil Nas X ~ HOLIDAY",1
"2021","MadeinTYO ~ HUNNIDDOLLA",1
"2021","Big Sean ~ Hall Of Fame",1
"2021","Jazz At Lincoln Center Orchestra ~ Handful of Keys",1
"2021","Maroon 5 ~ Hands All Over",1
"2021","Dayglow ~ Harmony House",1
"2021","Ajmw ~ Heading Home",1
"2021","Yeah Yeah Yeahs ~ Heads Will Roll",1
"2021","Martina McBride ~ Hear Something Country Christmas",1
"2021","Bakar ~ Hell N Back",1
"2021","Martin Solveig ~ Hello",1
"2021","Alessia Cara ~ Here",1
"2021","Loafy Building ~ High Flying",1
"2021","Future ~ High Off Life",1
"2021","Lil Yachty ~ Hit Bout It",1
"2021","SZA ~ Hit Different",1
"2021","S. Janaki ~ Hits Of Ilaiyaraaja Vol. 1",1
"2021","KSI ~ Holiday",1
"2021","Idina Menzel ~ Holiday Wishes",1
"2021","Thunderclap Newman ~ Hollywood Dream",1
"2021","*NSYNC ~ Home For Christmas",1
"2021","America ~ Homecoming",1
"2021","l'Outlander ~ Homeland",1
"2021","Logic ~ Homicide",1
"2021","COIN ~ How Will You Know If You Never Try",1
"2021","Gary Numan ~ Hybrid CD #2",1
"2021","Coldplay ~ Hymn for the Weekend",1
"2021","Beyonce ~ I AM...SASHA FIERCE",1
"2021","Earth, Wind & Fire ~ I Am",1
"2021","Lil Wayne ~ I Am Not A Human Being",1
"2021","D. Savage ~ I Know",1
"2021","Gayla Peevey ~ I Want a Hippopotamus for Christmas (Hippo the Hero)",1
"2021","Gloria Gaynor ~ I Will Survive",1
"2021","Jency ~ Idhayam Poguthe",1
"2021","AK420 ~ Il Paradiso",1
"2021","Vani Jairam ~ Ilaiyaraaja - The Passion Of The Early Years",1
"2021","Shawn Mendes ~ Illuminate",1
"2021","Denzel Curry ~ Imperial",1
"2021","Frank Ocean ~ In My Room",1
"2021","Soul Legend ~ In You",1
"2021","Grateful Dead ~ In the Dark",1
"2021","damaa.beats ~ Inner Borders",1
"2021","Tohaj ~ Inner Space",1
"2021","Tame Impala ~ InnerSpeaker",1
"2021","Cardi B ~ Invasion of Privacy",1
"2021","Ayzon ~ Invisible Man",1
"2021","Thundercat ~ It Is What It Is",1
"2021","Maroon 5 ~ It Won't Be Soon Before Long.",1
"2021","Sandaru Sathsara ~ It's My Life",1
"2021","Jae Trill ~ JOTARO!",1
"2021","T.I. ~ Jefe (feat. Meek Mill)",1
"2021","The Band ~ Jericho",1
"2021","Bobby Helms ~ Jingle Bell Rock/Captain Santa Claus (And His Reindeer Space Patrol)",1
"2021","Masego ~ Judas and the Black Messiah: The Inspired Album",1
"2021","True Story Gee ~ Just In Case",1
"2021","Cordae ~ Just Until....",1
"2021","Tom Walker ~ Just You and I",1
"2021","Teyana Taylor ~ K.T.S.E.",1
"2021","KC & The Sunshine Band ~ KC & the Sunshine Band... and More",1
"2021","J. Cole ~ KOD",1
"2021","Ramu ~ Kaappatruvaye Sri Venkatesa",1
"2021","Shankar-Ehsaan-Loy ~ Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack)",1
"2021","Mukesh ~ Kabhi Kabhie (Original Motion Picture Soundtrack)",1
"2021","Veeramani Raju ~ Kallum Mullum",1
"2021","Malaysia Vasudevan ~ Kalyanaraman (Original Motion Picture Soundtrack)",1
"2021","P. B. Sreenivas ~ Kathiruntha Kangal (Original Motion Picture Soundtrack)",1
"2021","High John ~ Keeps Getting Better",1
"2021","Sonu Nigam ~ Khakee",1
"2021","Jay Rock ~ King's Dead (with Kendrick Lamar, Future & James Blake)",1
"2021","Nas ~ King's Disease",1
"2021","Masego ~ King's Rant",1
"2021","Mac Miller ~ Knock Knock - Single",1
"2021","Kishore Kumar ~ Krazy Kishore",1
"2021","Jatin-Lalit ~ Kuch Kuch Hota Hai",1
"2021","IAMPAUL ~ Kyuta EP #1",1
"2021","IAMPAUL ~ Kyuta EP #2",1
"2021","Loop Schrauber ~ Lake",1
"2021","Foster The People ~ Lamb's Wool",1
"2021","Tom Doolie ~ Land of Calm",1
"2021","Summer Walker ~ Last Day Of Summer",1
"2021","Takeoff ~ Last Memory",1
"2021","Cap Kendricks ~ Late Nights & Joyrides",1
"2021","Pueblo Vista ~ Latenite Joints 010",1
"2021","goosetaf ~ Latibule",1
"2021","Isaiah Rashad ~ Lay Wit Ya (feat. Duke Deuce)",1
"2021","Burrito Brown ~ Lazy Lemonade",1
"2021","Marshmello ~ Leave Before You Love Me",1
"2021","The Grass Roots ~ Leaving It All Behind",1
"2021","Meek Mill ~ Legends of the Summer",1
"2021","Internet Money ~ Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix]",1
"2021","Adam Hicks ~ Lemonade Mouth",1
"2021","Orleans ~ Let There Be Music",1
"2021","FloFilz ~ Letsoh",1
"2021","Dua Lipa ~ Levitating EP",1
"2021","Future ~ Life Is Good (feat. Drake)",1
"2021","Lil Skies ~ Life of a Dark Rose",1
"2021","Lifehouse ~ Lifehouse",1
"2021","Pablo Cruise ~ Lifeline",1
"2021","Lil Yachty ~ Lil Boat 3",1
"2021","Psalm Trees ~ Lisbon Penthouse",1
"2021","tobi lou ~ Live on Ice",1
"2021","DaBaby ~ Lonely (with Lil Wayne)",1
"2021","SicknessMP ~ Longing for Rain",1
"2021","The Alchemist ~ Loose Change (feat. Earl Sweatshirt)",1
"2021","Lukas Graham ~ Lukas Graham",1
"2021","Anthony Drawn ~ Lush Grind",1
"2021","Augustine ~ Luzon",1
"2021","SSGKobe ~ MIA",1
"2021","G. V. Prakash ~ Madharasapattinam",1
"2021","Olympic Ayres ~ Magic",1
"2021","Badfinger ~ Magic Christian Music",1
"2021","Sam Cross ~ Magnifying",1
"2021","S. P. Balasubrahmanyam ~ Maharshi",1
"2021","Gustav Mahler ~ Mahler: Symphony No.9",1
"2021","Anderson .Paak ~ Malibu",1
"2021","Amanda Seyfried ~ Mamma Mia! The Movie Soundtrack",1
"2021","Felly ~ Mariposa",1
"2021","Wynton Marsalis ~ Marsalis Standard Time - Volume I",1
"2021","Rascal Flatts ~ Me And My Gang",1
"2021","SYML ~ Meant to Stay Hid",1
"2021","tomcbumpz ~ Melodic Nostalgic",1
"2021","David Guetta ~ Memories (feat. Kid Cudi)",1
"2021","One Direction ~ Midnight Memories",1
"2021","Milky Chance ~ Mind The Moon",1
"2021","Lil Gnar ~ Missiles (feat. Trippie Redd)",1
"2021","Stevie Wonder ~ Mono Singles",1
"2021","Sam Hunt ~ Montevallo",1
"2021","24kGoldn ~ Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",1
"2021","P. Jayachandran ~ Moondru Mudichu (Original Motion Picture Soundtrack)",1
"2021","S N U G ~ Moonglow",1
"2021","S. Janaki ~ Mouna Ragam",1
"2021","Rush ~ Moving Pictures",1
"2021","Saba ~ Mrs. Whoever / Something in the Water",1
"2021","P. Jayachandran ~ Mudhal Iravu (Original Motion Picture Soundtrack)",1
"2021","Ilaiyaraaja ~ Mundhanai Mudichu (Original Motion Picture Soundtrack)",1
"2021","Ariana Grande ~ My Everything",1
"2021","John Coltrane ~ My Favorite Things",1
"2021","Tobu ~ My Own Paradise",1
"2021","Problem ~ NOTHIN",1
"2021","Sundar C. Babu ~ Naadodigal (Original Motion Picture Soundtrack)",1
"2021","Naresh Iyer ~ Naan Avanillai (Original Motion Picture Soundtrack)",1
"2021","James Vasanthan ~ Naanayam (Original Motion Picture Soundtrack)",1
"2021","Mambalam M.K.S. Siva ~ Nadaswaram - Evergreen Classical Hits",1
"2021","LUCKI ~ Nascar Dashcar",1
"2021","Chinmayi ~ Naveena Saraswathi Sabatham",1
"2021","Lata Mangeshkar ~ Navratri Special, Vol. 1",1
"2021","MadeinTYO ~ Ned Flanders (feat. A$AP Ferg)",1
"2021","Nef The Pharaoh ~ Nef The Pharaoh",1
"2021","AJR ~ Neotheater",1
"2021","The Vamps ~ Night & Day",1
"2021","DLJ ~ Night Emotions",1
"2021","Boney M. ~ Nightflight to Venus",1
"2021","Cash Kidd ~ No Socks",1
"2021","Birds Of The West ~ Nobody But You",1
"2021","Rich The Kid ~ Nobody Safe",1
"2021","Beatchild ~ Nostalgia: Beats of 2008 - 2020",1
"2021","Wallows ~ Nothing Happens",1
"2021","Lil Skies ~ Nowadays (feat. Landon Cube)",1
"2021","Young Nudy ~ Nudy Land",1
"2021","Lil Yachty ~ Nuthin' 2 Prove",1
"2021","Del Water Gap ~ Ode to a Conversation Stuck in Your Throat",1
"2021","Michael Jackson ~ Off the Wall",1
"2021","Oh Wonder ~ Oh Wonder",1
"2021","King Harvest ~ Old Friends",1
"2021","Sukhwinder Singh ~ Om Shanti Om",1
"2021","RINZ. ~ On My Way",1
"2021","less.people ~ One Day It's Over",1
"2021","Nometronn ~ One Note",1
"2021","less.people ~ Online Mall Music",1
"2021","Meek Mill ~ Otherside Of America",1
"2021","Smiley ~ Over The Top (feat. Drake)",1
"2021","Kendrick Lamar ~ Overly Dedicated",1
"2021","PARTYNEXTDOOR ~ PARTYMOBILE",1
"2021","Tory Lanez ~ PLAYBOY",1
"2021","Cochise ~ POCKET ROCKET",1
"2021","DJ Khaled ~ POPSTAR (feat. Drake)",1
"2021","P-Lo ~ PRIME",1
"2021","T. M. Soundararajan ~ Padagotti (Original Motion Picture Soundtrack)",1
"2021","Quinn XCII ~ Panama",1
"2021","Sheff G ~ Panic",1
"2021","Lil Nas X ~ Panini",1
"2021","elmo ~ Papillon",1
"2021","Wajid ~ Partner",1
"2021","KSI ~ Patience (feat. YUNGBLUD & Polo G)",1
"2021","Glimlip ~ Peach",1
"2021","Yaima ~ Pellucidity",1
"2021","NF ~ Perception",1
"2021","Bill & Pecker ~ Phase II",1
"2021","Fitz and The Tantrums ~ Pickin' up the Pieces",1
"2021","Luxury Tax ~ Pints Bricks",1
"2021","Pitbull ~ Pitbull Starring In Rebelution",1
"2021","John Lennon ~ Plastic Ono Band",1
"2021","Living Room ~ Player's Blues",1
"2021","Aitch ~ Polaris",1
"2021","Cookin Soul ~ Polo Beats",1
"2021","Rex Orange County ~ Pony",1
"2021","Ilaiyaraaja ~ Poomani",1
"2021","Rook1e ~ Portrait in Love",1
"2021","IDK ~ PradadaBang",1
"2021","Westside Gunn ~ Pray for Paris",1
"2021","Dylan Sinclair ~ Proverb",1
"2021","Axian ~ Psalm",1
"2021","blnkspc_ ~ Queens",1
"2021","Atlanta Rhythm Section ~ Quinella",1
"2021","Mura Masa ~ R.Y.C",1
"2021","A$AP Mob ~ RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",1
"2021","No Rome ~ RIP Indo Hisashi",1
"2021","BROCKHAMPTON ~ ROADRUNNER: NEW LIGHT, NEW MACHINE",1
"2021","Alexander Scriabin ~ Rachmaninoff: Piano Concerto No. 3 / Scriabin: Etudes",1
"2021","Pink Hoodie ~ Raindrops",1
"2021","RejSende ~ Rainy Friday",1
"2021","Mano ~ Ramachari",1
"2021","Jasleen Royal ~ Ranjha",1
"2021","Octavian ~ Rari (Chapter 1)",1
"2021","Maurice Ravel ~ Ravel: Complete Works for Solo Piano",1
"2021","Usher ~ Raymond v Raymond",1
"2021","Taylor Swift ~ Red",1
"2021","DaBaby ~ Red Light Green Light",1
"2021","halfpastseven ~ Red Piano",1
"2021","Maroon 5 ~ Red Pill Blues",1
"2021","Sech ~ Relacion",1
"2021","Phlocalyst ~ Relatives",1
"2021","Phlocalyst ~ Reminisce Over Us",1
"2021","Selena Gomez ~ Revival",1
"2021","Blues Image ~ Rewind the 70s - Volume 3",1
"2021","Juice WRLD ~ Rich And Blind",1
"2021","Young Nudy ~ Rich Shooter",1
"2021","The Federal Empire ~ Road Through Hell",1
"2021","Ayo & Teo ~ Rolex",1
"2021","Don Toliver ~ Run Up",1
"2021","Dion ~ Runaround Sue",1
"2021","dvsn ~ SEPT 5TH",1
"2021","No Suits ~ SEX",1
"2021","IDK ~ SHOOT MY SHOT",1
"2021","The Kid LAROI ~ STAY (with Justin Bieber)",1
"2021","Jack Harlow ~ SUVs (Black on Black)",1
"2021","SYML ~ SYML",1
"2021","Camille Saint-Saens ~ Saint-Saens: Organ Symphony; Bacchanale; Danse Macabre; Carnaval des Animaux",1
"2021","Swedish House Mafia ~ Save The World",1
"2021","Dreamer Isioma ~ Sensitive",1
"2021","N. R. P. Ravichandhran ~ Shiva Shambo",1
"2021","NLE Choppa ~ Shotta Flow (Feat. Blueface) [Remix]",1
"2021","Mila Coolness ~ Silent River",1
"2021","Silver ~ Silver",1
"2021","Bhavatharini ~ Singers Special - Bhavatharini",1
"2021","P. B. Sreenivas ~ Singha Kuralon TMS",1
"2021","Hast ~ Sky",1
"2021","PhatCap! ~ Sleigh Bells",1
"2021","Calvin Harris ~ Slide (feat. Frank Ocean & Migos)",1
"2021","Young Nudy ~ SlimeBall 2",1
"2021","Winnetka Bowling League ~ Slow Dances",1
"2021","ODIE ~ Slowly",1
"2021","Leos Janacek ~ Smetana & Janacek: String Quartets",1
"2021","NOTD ~ So Close (feat. Georgia Ku)",1
"2021","Crosby, Stills, Nash & Young ~ So Far",1
"2021","amies ~ Solitude",1
"2021","Satyr ~ Something Between Us",1
"2021","Tom Petty and the Heartbreakers ~ Southern Accents",1
"2021","IAMPAUL ~ Special Love",1
"2021","Kid Cudi ~ Speedin' Bullet 2 Heaven",1
"2021","GROUPLOVE ~ Spreading Rumours",1
"2021","Hast ~ Spruce",1
"2021","Wynton Marsalis ~ Standard Time Vol. 2: Intimacy Calling",1
"2021","Blaccmass ~ Starseed",1
"2021","Quinn XCII ~ Stay Next To Me (with Chelsea Cutler)",1
"2021","The Rolling Stones ~ Sticky Fingers",1
"2021","SOB ~ Still Gangin",1
"2021","MAX ~ Still New York (feat. Joey Bada$$)",1
"2021","A$AP Ferg ~ Still Striving",1
"2021","B.o.B ~ Strange Clouds",1
"2021","Lord Huron ~ Strange Trails",1
"2021","Peter Gabriel ~ Stranger Things (Soundtrack from the Netflix Original Series)",1
"2021","Rick James ~ Street Songs",1
"2021","Parental ~ Submarine",1
"2021","Looking Glass ~ Subway Serenade",1
"2021","Rebounder ~ Subway Songs",1
"2021","Sugarloaf ~ Sugarloaf",1
"2021","P. B. Sreenivas ~ Sumaithangi (Original Motion Picture Soundtrack)",1
"2021","Majid Jordan ~ Summer Rain",1
"2021","Vince Staples ~ Summertime '06",1
"2021","Bcalm ~ Sunny Memories",1
"2021","LUCKI ~ Sunset",1
"2021","S.P. Charan ~ Super Hits of Vaali, Vol. 2",1
"2021","Sidual. ~ Sway",1
"2021","Purrple Cat ~ Sweet Dreams",1
"2021","The Byrds ~ Sweetheart Of The Rodeo",1
"2021","Denzel Curry ~ TA13OO",1
"2021","THE SCOTTS ~ THE SCOTTS",1
"2021","ROSALIA ~ TKN (feat. Travis Scott)",1
"2021","loland ~ Tahata",1
"2021","Robbie Williams ~ Take The Crown",1
"2021","Rihanna ~ Talk That Talk",1
"2021","Enluv ~ Tangerine",1
"2021","Fleetwood Mac ~ Tango In the Night",1
"2021","Katy Perry ~ Teenage Dream: The Complete Confection",1
"2021","Cochise ~ Tell Em",1
"2021","Lenny Loops ~ Tender Memories",1
"2021","Mondo Loops ~ Terrapin",1
"2021","Cage The Elephant ~ Thank You Happy Birthday",1
"2021","Shakira ~ The 2014 FIFA World Cup Official Album: One Love, One Rhythm",1
"2021","Andy Williams ~ The Andy Williams Christmas Album",1
"2021","Ahmad Jamal Trio ~ The Awakening",1
"2021","The Beatles ~ The Beatles 1962 - 1966",1
"2021","G-Eazy ~ The Beautiful & Damned",1
"2021","Drake ~ The Best In The World Pack",1
"2021","Dion ~ The Best Of Dion",1
"2021","2Pac ~ The Best of 2Pac",1
"2021","Lil Baby ~ The Bigger Picture",1
"2021","King ~ The Carnival",1
"2021","Nat King Cole ~ The Christmas Song",1
"2021","John Coltrane Quartet ~ The Classic Quartet-Complete Impulse! Studio Recordings",1
"2021","Clap Cotton ~ The Colour Cool",1
"2021","Nat King Cole Trio ~ The Complete Capitol Recordings Of The Nat King Cole Trio",1
"2021","Avicii ~ The Days / Nights",1
"2021","Louis Armstrong ~ The Decca Singles 1949-1958",1
"2021","George Frideric Handel ~ The Essential Wynton Marsalis",1
"2021","KC & The Sunshine Band ~ The Greatest 70's Hits",1
"2021","Jack Harlow ~ The Handsome Harlow EP",1
"2021","Mick Jenkins ~ The Healing Component",1
"2021","Jon Bellion ~ The Human Condition",1
"2021","T. M. Soundararajan ~ The King of Light Music M. S. Viswanathan",1
"2021","Derek & The Dominos ~ The Layla Sessions",1
"2021","Joey Bada$$ ~ The Light Pack",1
"2021","Curren$y ~ The Marina",1
"2021","Taj Mahal ~ The Natch'l Blues",1
"2021","JID ~ The Never Story",1
"2021","The Strokes ~ The New Abnormal",1
"2021","Tory Lanez ~ The New Toronto 3",1
"2021","Cordae ~ The Parables",1
"2021","Nicki Minaj ~ The Pinkprint",1
"2021","Bow Wow ~ The Price Of Fame",1
"2021","Bruce Springsteen ~ The Rising",1
"2021","The Runaways ~ The Runaways",1
"2021","Tame Impala ~ The Slow Rush",1
"2021","Billy Joel ~ The Stranger (Legacy Edition)",1
"2021","Gwen Stefani ~ The Sweet Escape",1
"2021","Drakeo the Ruler ~ The Truth Hurts",1
"2021","Daryl Hall & John Oates ~ The Very Best of Daryl Hall / John Oates",1
"2021","Dropkick Murphys ~ The Warrior's Code",1
"2021","Phillip Phillips ~ The World From The Side Of The Moon",1
"2021","Bing Crosby ~ Their Complete Recordings Together",1
"2021","Russ ~ There's Really A Wolf",1
"2021","Rudimental ~ These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",1
"2021","Third Eye Blind ~ Third Eye Blind",1
"2021","Macklemore & Ryan Lewis ~ This Unruly Mess I've Made",1
"2021","Clean Bandit ~ Tick Tock (feat. 24kGoldn)",1
"2021","Thouxanbanfauni ~ Time of My Life",1
"2021","DVBBS ~ Tinted Eyes (feat. blackbear & 24kGoldn)",1
"2021","Jason Derulo ~ Tip Toe (feat. French Montana)",1
"2021","Rudimental ~ Toast to Our Differences",1
"2021","ENRA ~ Tomorrows That Follow",1
"2021","Foster The People ~ Torches",1
"2021","Pontiac Puma ~ Tracy",1
"2021","John Coltrane ~ Traneing In",1
"2021","Lil Keed ~ Trapped On Cleveland 3",1
"2021","Tom The Mail Man ~ Traveling Alone",1
"2021","Smino ~ Trina",1
"2021","Bill Evans ~ Trio 64",1
"2021","YN Jay ~ Triple S",1
"2021","Zedd ~ True Colors",1
"2021","Bryson Tiller ~ True to Self",1
"2021","D. Savage ~ Trust No One",1
"2021","Fleetwood Mac ~ Tusk",1
"2021","T. M. Soundararajan ~ Ullam Urughudayya Muruga",1
"2021","Santana ~ Ultimate Santana",1
"2021","tobi lou ~ Uncle Iroh",1
"2021","Sviatoslav Richter ~ Underrated Classical: 4 Hours of the Greatest Classical Music You Should be Listening to, Volume 2",1
"2021","Yasumu ~ Until Forever",1
"2021","Mozzy ~ Untreated Trauma",1
"2021","One Direction ~ Up All Night",1
"2021","Future ~ Used to This (feat. Drake)",1
"2021","Rauw Alejandro ~ VICE VERSA",1
"2021","Harris Jayaraj ~ Vaaranam Aayiram (Original Motion Picture Soundtrack)",1
"2021","Silambarasan TR ~ Vallavan (Original Motion Picture Soundtrack)",1
"2021","Pandiraj ~ Vamsam",1
"2021","T. M. Soundararajan ~ Vasantha Maaligai (Original Motion Picture Soundtrack)",1
"2021","P. Susheela ~ Vennira Aadai (Original Motion Picture Soundtrack)",1
"2021","Sirkazhi Govindarajan ~ Vinayagar - Murugan Songs",1
"2021","M. S. Subbulakshmi ~ Vinayakar Agaval",1
"2021","Keith Richards ~ Vintage Vinos",1
"2021","Lil Tecca ~ Virgo World",1
"2021","Coldplay ~ Viva La Vida (Prospekt's March Edition)",1
"2021","EVAN GIIA ~ WESTWORLD",1
"2021","Jack Harlow ~ WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne)",1
"2021","WZRD ~ WZRD",1
"2021","Shakira ~ Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground)",1
"2021","Brenda Lee ~ Walking In A Winter Wonderland",1
"2021","Cl4pers ~ Want me!! (OFFICIAL SONG)",1
"2021","Screen Jazzmaster ~ Warm Breeze",1
"2021","NickyDiesel ~ Wasabi",1
"2021","Kanye West ~ Wash Us In The Blood",1
"2021","Hozier ~ Wasteland, Baby!",1
"2021","Jason Mraz ~ We Sing. We Dance. We Steal Things.",1
"2021","Declan McKenna ~ What Do You Think About the Car?",1
"2021","Sonder ~ What You Heard",1
"2021","Hoodie Allen ~ Whatever USA",1
"2021","Yawn Shop ~ When It Rains",1
"2021","Giveon ~ When It's All Said And Done",1
"2021","Isaiah Rashad ~ Why Worry",1
"2021","takeo ~ Window Seat",1
"2021","Rayan ~ With my Love 2009",1
"2021","Lata Mangeshkar ~ Woh Kaun Thi? (Original Motion Picture Soundtrack)",1
"2021","Grateful Dead ~ Workingman's Dead",1
"2021","Kelly Clarkson ~ Wrapped In Red",1
"2021","Miyagi & Andy Panda ~ YAMAKASI",1
"2021","Hulk Hodn ~ Yakamoz",1
"2021","A$AP Mob ~ Yamborghini High (feat. Juicy J)",1
"2021","James Vasanthan ~ Yathumaagi",1
"2021","The Legends ~ Yeah, Right",1
"2021","Cherub ~ Year of the Caprese",1
"2021","S. P. Balasubrahmanyam ~ Yedho Oru (From """"Enna Thavam Seithen"""") - Single",1
"2021","Priceless Da Roc ~ Yiken (Certified) - Single",1
"2021","Vince Staples ~ Yo Love",1
"2021","Yung Bleu ~ You're Mines Still (feat. Drake)",1
