"SchoolPeriod","Artist","Plays"
"Sophomore Year","DLJ",1
"Sophomore Year","DMX",1
"Sophomore Year","DRWN.",1
"Sophomore Year","DVBBS",1
"Sophomore Year","DYVN",1
"Sophomore Year","Deorro",1
"Sophomore Year","Dev Negi",1
"Sophomore Year","Dion",1
"Sophomore Year","Don Philippe",1
"Sophomore Year","Dpsht",1
"Sophomore Year","Dr. Dundiff",1
"Sophomore Year","Dream",1
"Sophomore Year","Dreamer Isioma",1
"Sophomore Year","Dro Kenji",1
"Sophomore Year","Droop-E",1
"Sophomore Year","Dua Lipa",1
"Sophomore Year","Duan Wasi",1
"Sophomore Year","Dweeb",1
"Sophomore Year","EVAN GIIA",1
"Sophomore Year","Earl Sweatshirt",1
"Sophomore Year","Eearz",1
"Sophomore Year","Elijah Lee",1
"Sophomore Year","Elsei",1
"Sophomore Year","Elujay",1
"Sophomore Year","Elvis Presley",1
"Sophomore Year","Empire of the Sun",1
"Sophomore Year","Eurythmics",1
"Sophomore Year","FEDUK",1
"Sophomore Year","Faith Hill",1
"Sophomore Year","Famous Dex",1
"Sophomore Year","Farruko",1
"Sophomore Year","Fed Nance",1
"Sophomore Year","Fergie",1
"Sophomore Year","Fin",1
"Sophomore Year","Flipp Dinero",1
"Sophomore Year","Flume",1
"Sophomore Year","Flux Pavilion",1
"Sophomore Year","Foreigner",1
"Sophomore Year","Fountains Of Wayne",1
"Sophomore Year","Frankie Valli & The Four Seasons",1
"Sophomore Year","Freddie Gibbs",1
"Sophomore Year","Fugees",1
"Sophomore Year","GRANDVIEW",1
"Sophomore Year","Gas Lab",1
"Sophomore Year","Gayla Peevey",1
"Sophomore Year","Ghantasala",1
"Sophomore Year","Gianni",1
"Sophomore Year","Ginuwine",1
"Sophomore Year","Glass Animals",1
"Sophomore Year","Goldenninjah",1
"Sophomore Year","Grandmaster Tilden",1
"Sophomore Year","Guustavv",1
"Sophomore Year","Gwen Stefani",1
"Sophomore Year","H.E.R.",1
"Sophomore Year","Hailee Steinfeld",1
"Sophomore Year","Harry Belafonte",1
"Sophomore Year","Hell Ya Fucking Right",1
"Sophomore Year","Her's",1
"Sophomore Year","Highly Suspect",1
"Sophomore Year","HoodRich Pablo Juan",1
"Sophomore Year","Hotel Ugly",1
"Sophomore Year","Hozier",1
"Sophomore Year","Hubert Daviz",1
"Sophomore Year","Ian Ewing",1
"Sophomore Year","Idina Menzel",1
"Sophomore Year","Iyaz",1
"Sophomore Year","J.O.B",1
"Sophomore Year","Jacob Sigman",1
"Sophomore Year","Jake Jurant",1
"Sophomore Year","James Blake",1
"Sophomore Year","Jasleen Royal",1
"Sophomore Year","Jazzinuf",1
"Sophomore Year","Jazzy James",1
"Sophomore Year","Jef Miles",1
"Sophomore Year","Jency",1
"Sophomore Year","Jimmy Eat World",1
"Sophomore Year","John Lennon",1
"Sophomore Year","Johnny Mathis",1
"Sophomore Year","Jon Waltz",1
"Sophomore Year","Josh Groban",1
"Sophomore Year","Jr. Wellness",1
"Sophomore Year","Jungle",1
"Sophomore Year","KANKAN",1
"Sophomore Year","KOMOREBI",1
"Sophomore Year","Kanisan",1
"Sophomore Year","Kelly Clarkson",1
"Sophomore Year","Kesha",1
"Sophomore Year","King",1
"Sophomore Year","Kishore Kumar",1
"Sophomore Year","Knowsum",1
"Sophomore Year","Konteks",1
"Sophomore Year","Kubuch",1
"Sophomore Year","Ky akasha",1
"Sophomore Year","L. R. Eswari",1
"Sophomore Year","LIZER",1
"Sophomore Year","Lady Gaga",1
"Sophomore Year","Lamar Azul",1
"Sophomore Year","Lata Mangeshkar",1
"Sophomore Year","Lazlow",1
"Sophomore Year","Lenny Loops",1
"Sophomore Year","Lil Dicky",1
"Sophomore Year","Lil Gnar",1
"Sophomore Year","Lil Jon & The East Side Boyz",1
"Sophomore Year","Lil Skies",1
"Sophomore Year","Lilac",1
"Sophomore Year","Linearwave",1
"Sophomore Year","Lo'Dale",1
"Sophomore Year","Loafy Building",1
"Sophomore Year","Local Natives",1
"Sophomore Year","Loop Schrauber",1
"Sophomore Year","Lord Huron",1
"Sophomore Year","Louis Armstrong",1
"Sophomore Year","Luke Christopher",1
"Sophomore Year","M. S. Subbulakshmi",1
"Sophomore Year","MEDUZA",1
"Sophomore Year","MIXK",1
"Sophomore Year","Made in M",1
"Sophomore Year","MadeinTYO",1
"Sophomore Year","Malaysia Vasudevan",1
"Sophomore Year","Martin Solveig",1
"Sophomore Year","Martina McBride",1
"Sophomore Year","Marvin Gaye",1
"Sophomore Year","Mavado",1
"Sophomore Year","Max MacVeety",1
"Sophomore Year","Megan Thee Stallion",1
"Sophomore Year","Michael Buble",1
"Sophomore Year","Michael The Author",1
"Sophomore Year","Mike Dimes",1
"Sophomore Year","Mike Irish",1
"Sophomore Year","Mike Sherm",1
"Sophomore Year","Mike WiLL Made-It",1
"Sophomore Year","Mila Coolness",1
"Sophomore Year","Miramare",1
"Sophomore Year","Miyagi & Andy Panda",1
"Sophomore Year","Mizta Z",1
"Sophomore Year","Mnogoznaal",1
"Sophomore Year","Money Man",1
"Sophomore Year","Moneybagg Yo",1
"Sophomore Year","Mr. Green",1
"Sophomore Year","Mujo",1
"Sophomore Year","Mvdb",1
"Sophomore Year","Mylo B",1
"Sophomore Year","Myriad",1
"Sophomore Year","NEIKED",1
"Sophomore Year","NOTD",1
"Sophomore Year","Naresh Iyer",1
"Sophomore Year","Nat King Cole Trio",1
"Sophomore Year","Nathan Kawanishi",1
"Sophomore Year","Neeraj Shridhar",1
"Sophomore Year","Nef The Pharaoh",1
"Sophomore Year","New Order",1
"Sophomore Year","Nipsey Hussle",1
"Sophomore Year","No Rome",1
"Sophomore Year","NoCap",1
"Sophomore Year","Noisestorm",1
"Sophomore Year","Nothingtosay",1
"Sophomore Year","Nouman Khalid",1
"Sophomore Year","Novo Amor",1
"Sophomore Year","Oasis",1
"Sophomore Year","Offset",1
"Sophomore Year","Olivia Rodrigo",1
"Sophomore Year","Onlybino!",1
"Sophomore Year","Orestes Gomez",1
"Sophomore Year","Palmasur",1
"Sophomore Year","Pandiraj",1
"Sophomore Year","Pantone",1
"Sophomore Year","Payroll Giovanni & Cardo",1
"Sophomore Year","Peezy",1
"Sophomore Year","Peter Kind",1
"Sophomore Year","PhatCap!",1
"Sophomore Year","Pointy Features",1
"Sophomore Year","Pollari",1
"Sophomore Year","Pressure",1
"Sophomore Year","Pretty Vicious",1
"Sophomore Year","Priceless Da Roc",1
"Sophomore Year","Pritam",1
"Sophomore Year","Quality Control",1
"Sophomore Year","RJMrLA",1
"Sophomore Year","RLLBTS",1
"Sophomore Year","Radiohead",1
"Sophomore Year","Ralfy the Plug",1
"Sophomore Year","Ramu",1
"Sophomore Year","Raouf Beats",1
"Sophomore Year","Rariboy Spin",1
"Sophomore Year","Rebounder",1
"Sophomore Year","Rexx Life Raj",1
"Sophomore Year","Rich Homie Quan",1
"Sophomore Year","Richie Rych",1
"Sophomore Year","Rick James",1
"Sophomore Year","Rio Da Yung Og",1
"Sophomore Year","Riovaz",1
"Sophomore Year","Riton",1
"Sophomore Year","Robinson",1
"Sophomore Year","Rook1e",1
"Sophomore Year","S.P. Charan",1
"Sophomore Year","SOB",1
"Sophomore Year","Sage The Gemini",1
"Sophomore Year","Sahara",1
"Sophomore Year","Saib",1
"Sophomore Year","Saiko",1
"Sophomore Year","Salim-Sulaiman",1
"Sophomore Year","Sam Cooke",1
"Sophomore Year","Sam Smith",1
"Sophomore Year","Sandaru Sathsara",1
"Sophomore Year","Saweetie",1
"Sophomore Year","Schmiddunsk",1
"Sophomore Year","Sean Paul",1
"Sophomore Year","Sia",1
"Sophomore Year","Silambarasan TR",1
"Sophomore Year","Sirkazhi Govindarajan",1
"Sophomore Year","Skence",1
"Sophomore Year","Skilla Baby",1
"Sophomore Year","Skryptonite",1
"Sophomore Year","Sleepermane",1
"Sophomore Year","Smeeagain",1
"Sophomore Year","Smoke",1
"Sophomore Year","Sniper Gang",1
"Sophomore Year","Snorlads",1
"Sophomore Year","SoNE",1
"Sophomore Year","SoulChef",1
"Sophomore Year","Soulja Boy",1
"Sophomore Year","SpoonBeats",1
"Sophomore Year","SpotemGottem",1
"Sophomore Year","Stephanie Beatriz",1
"Sophomore Year","Steve Aoki",1
"Sophomore Year","Steve Miller Band",1
"Sophomore Year","Sublime",1
"Sophomore Year","Sukhwinder Singh",1
"Sophomore Year","Sundar C. Babu",1
"Sophomore Year","Suraj Jagan",1
"Sophomore Year","Surf Curse",1
"Sophomore Year","Survivor",1
"Sophomore Year","Sweatson Klank",1
"Sophomore Year","T.I.",1
"Sophomore Year","THE SCOTTS",1
"Sophomore Year","TRIBEZ.",1
"Sophomore Year","Taio Cruz",1
"Sophomore Year","Take Me To Your Best Friends House",1
"Sophomore Year","Tavares",1
"Sophomore Year","Teebs",1
"Sophomore Year","Tems",1
"Sophomore Year","Teyana Taylor",1
"Sophomore Year","The Carters",1
"Sophomore Year","The Foundations",1
"Sophomore Year","The Game",1
"Sophomore Year","The Heavy",1
"Sophomore Year","The Raconteurs",1
"Sophomore Year","The Runaways",1
"Sophomore Year","The Score",1
"Sophomore Year","The Sugarhill Gang",1
"Sophomore Year","The Turtles",1
"Sophomore Year","The White Stripes",1
"Sophomore Year","The Young Xp",1
"Sophomore Year","Third Eye Blind",1
"Sophomore Year","Tis L",1
"Sophomore Year","Tom Hanks",1
"Sophomore Year","Tom Petty and the Heartbreakers",1
"Sophomore Year","Tom The Mail Man",1
"Sophomore Year","Tones And I",1
"Sophomore Year","Too $hort",1
"Sophomore Year","Toonorth",1
"Sophomore Year","Trapperman Dale",1
"Sophomore Year","Trey Songz",1
"Sophomore Year","True Story Gee",1
"Sophomore Year","TyLuv.",1
"Sophomore Year","UFO",1
"Sophomore Year","UKDD",1
"Sophomore Year","Uma Ramanan",1
"Sophomore Year","Un!dentified",1
"Sophomore Year","Unni Menon",1
"Sophomore Year","VIC MENSA",1
"Sophomore Year","Veeramani Raju",1
"Sophomore Year","Village People",1
"Sophomore Year","Vishal-Shekhar",1
"Sophomore Year","Vundabar",1
"Sophomore Year","WZRD",1
"Sophomore Year","Wajid",1
"Sophomore Year","Walter Murphy",1
"Sophomore Year","Wings",1
"Sophomore Year","Wun Two",1
"Sophomore Year","YBN Nahmir",1
"Sophomore Year","Yashita Sharma",1
"Sophomore Year","Yasumu",1
"Sophomore Year","Yo Gotti",1
"Sophomore Year","Yung Bans",1
"Sophomore Year","Yuvan Shankar Raja",1
"Sophomore Year","Yvonne Elliman",1
"Sophomore Year","Zen Park",1
"Sophomore Year","Zigz Gaud",1
"Sophomore Year","alt-J",1
"Sophomore Year","don C",1
"Sophomore Year","dryhope",1
"Sophomore Year","farewell",1
"Sophomore Year","iamalex",1
"Sophomore Year","j'san",1
"Sophomore Year","juno",1
"Sophomore Year","less.people",1
"Sophomore Year","milligon",1
"Sophomore Year","mndyrmm",1
"Sophomore Year","paris91",1
"Sophomore Year","redveil",1
"Sophomore Year","squeeda",1
"Sophomore Year","stream_error",1
"Sophomore Year","takeo",1
"Sophomore Year","twuan",1
"Sophomore Year","xander.",1
"Sophomore-Junior Summer","$uicideboy$",1
"Sophomore-Junior Summer","070 Shake",1
"Sophomore-Junior Summer","24Lik",1
"Sophomore-Junior Summer","42 Dugg",1
"Sophomore-Junior Summer","A.CHAL",1
"Sophomore-Junior Summer","Ace Hood",1
"Sophomore-Junior Summer","Aerosmith",1
"Sophomore-Junior Summer","Aitch",1
"Sophomore-Junior Summer","Akon",1
"Sophomore-Junior Summer","Alec Benjamin",1
"Sophomore-Junior Summer","Alesso",1
"Sophomore-Junior Summer","Amanda Seyfried",1
"Sophomore-Junior Summer","Amerie",1
"Sophomore-Junior Summer","Anarbor",1
"Sophomore-Junior Summer","Ansel Elgort",1
"Sophomore-Junior Summer","Axwell /\ Ingrosso",1
"Sophomore-Junior Summer","BJ The Chicago Kid",1
"Sophomore-Junior Summer","Baby Weight",1
"Sophomore-Junior Summer","Bebe Rexha",1
"Sophomore-Junior Summer","Bhad Bhabie",1
"Sophomore-Junior Summer","Big Hooch",1
"Sophomore-Junior Summer","Big Pun",1
"Sophomore-Junior Summer","Big Thief",1
"Sophomore-Junior Summer","Blackstreet",1
"Sophomore-Junior Summer","Bob Seger",1
"Sophomore-Junior Summer","Bobby Shmurda",1
"Sophomore-Junior Summer","Briston Maroney",1
"Sophomore-Junior Summer","Bruno Major",1
"Sophomore-Junior Summer","Busta Rhymes",1
"Sophomore-Junior Summer","Capital Cities",1
"Sophomore-Junior Summer","Cardi B",1
"Sophomore-Junior Summer","Cascada",1
"Sophomore-Junior Summer","Cash Kidd",1
"Sophomore-Junior Summer","Cazzu",1
"Sophomore-Junior Summer","Charli XCX",1
"Sophomore-Junior Summer","Cobra Starship",1
"Sophomore-Junior Summer","Comethazine",1
"Sophomore-Junior Summer","Counting Crows",1
"Sophomore-Junior Summer","DNCE",1
"Sophomore-Junior Summer","DUSTY LOCANE",1
"Sophomore-Junior Summer","DWLLRS",1
"Sophomore-Junior Summer","Danger Mouse",1
"Sophomore-Junior Summer","David Kushner",1
"Sophomore-Junior Summer","Davido",1
"Sophomore-Junior Summer","Dayglow",1
"Sophomore-Junior Summer","Dean Lewis",1
"Sophomore-Junior Summer","Del Water Gap",1
"Sophomore-Junior Summer","Denzel Curry",1
"Sophomore-Junior Summer","Dexys Midnight Runners",1
"Sophomore-Junior Summer","Dizaro",1
"Sophomore-Junior Summer","Don McLean",1
"Sophomore-Junior Summer","Eearz",1
"Sophomore-Junior Summer","Elujay",1
"Sophomore-Junior Summer","Endor",1
"Sophomore-Junior Summer","Eurythmics",1
"Sophomore-Junior Summer","FITZ",1
"Sophomore-Junior Summer","FKA twigs",1
"Sophomore-Junior Summer","FRENSHIP",1
"Sophomore-Junior Summer","Fall Out Boy",1
"Sophomore-Junior Summer","Fat Joe",1
"Sophomore-Junior Summer","Fivio Foreign",1
"Sophomore-Junior Summer","Flipp Dinero",1
"Sophomore-Junior Summer","Galantis",1
"Sophomore-Junior Summer","Gianna Nannini",1
"Sophomore-Junior Summer","Gloria Gaynor",1
"Sophomore-Junior Summer","Gucci Mane",1
"Sophomore-Junior Summer","Gwen Stefani",1
"Sophomore-Junior Summer","Hailee Steinfeld",1
"Sophomore-Junior Summer","Hakan Hellstrom",1
"Sophomore-Junior Summer","Hariharan",1
"Sophomore-Junior Summer","HoodRich Pablo Juan",1
"Sophomore-Junior Summer","Horsegirl",1
"Sophomore-Junior Summer","Hubert Daviz",1
"Sophomore-Junior Summer","Jack Johnson",1
"Sophomore-Junior Summer","James Blake",1
"Sophomore-Junior Summer","Jef Miles",1
"Sophomore-Junior Summer","Jerico",1
"Sophomore-Junior Summer","JiKay",1
"Sophomore-Junior Summer","John Mayer",1
"Sophomore-Junior Summer","Jonas Blue",1
"Sophomore-Junior Summer","Jonas Brothers",1
"Sophomore-Junior Summer","Joyner Lucas",1
"Sophomore-Junior Summer","Kevin Abstract",1
"Sophomore-Junior Summer","Kishore Kumar",1
"Sophomore-Junior Summer","Kota the Friend",1
"Sophomore-Junior Summer","Labrinth",1
"Sophomore-Junior Summer","Lana Del Rey",1
"Sophomore-Junior Summer","Legend Yae",1
"Sophomore-Junior Summer","Leon Bridges",1
"Sophomore-Junior Summer","Liam Gallagher",1
"Sophomore-Junior Summer","Liam Payne",1
"Sophomore-Junior Summer","Lil Durk",1
"Sophomore-Junior Summer","Lil Skies",1
"Sophomore-Junior Summer","Loud Luxury",1
"Sophomore-Junior Summer","Louis Armstrong",1
"Sophomore-Junior Summer","Luna Shadows",1
"Sophomore-Junior Summer","Lunar",1
"Sophomore-Junior Summer","Maggie Rogers",1
"Sophomore-Junior Summer","Mashonda",1
"Sophomore-Junior Summer","MattOfficiel",1
"Sophomore-Junior Summer","Matthew Mole",1
"Sophomore-Junior Summer","Maxo Kream",1
"Sophomore-Junior Summer","Mike Dimes",1
"Sophomore-Junior Summer","Montana of 300",1
"Sophomore-Junior Summer","Mr. Green",1
"Sophomore-Junior Summer","N.E.R.D",1
"Sophomore-Junior Summer","NLE Choppa",1
"Sophomore-Junior Summer","Neil Diamond",1
"Sophomore-Junior Summer","Nico & Vinz",1
"Sophomore-Junior Summer","ODESZA",1
"Sophomore-Junior Summer","Oddisee",1
"Sophomore-Junior Summer","Old Man Canyon",1
"Sophomore-Junior Summer","Olivia Rodrigo",1
"Sophomore-Junior Summer","Olly Murs",1
"Sophomore-Junior Summer","One Direction",1
"Sophomore-Junior Summer","Onlybino!",1
"Sophomore-Junior Summer","Ozzy Osbourne",1
"Sophomore-Junior Summer","PRETTYMUCH",1
"Sophomore-Junior Summer","Palace",1
"Sophomore-Junior Summer","Passenger",1
"Sophomore-Junior Summer","Payroll Giovanni & Cardo",1
"Sophomore-Junior Summer","Peach Pit",1
"Sophomore-Junior Summer","Phil Collins",1
"Sophomore-Junior Summer","Quavo",1
"Sophomore-Junior Summer","RTB MB",1
"Sophomore-Junior Summer","Radiohead",1
"Sophomore-Junior Summer","Rainbow",1
"Sophomore-Junior Summer","Ramones",1
"Sophomore-Junior Summer","Redbone",1
"Sophomore-Junior Summer","Rejjie Snow",1
"Sophomore-Junior Summer","Rick Astley",1
"Sophomore-Junior Summer","Riovaz",1
"Sophomore-Junior Summer","Robinson",1
"Sophomore-Junior Summer","Rod Wave",1
"Sophomore-Junior Summer","SL",1
"Sophomore-Junior Summer","Sada Baby",1
"Sophomore-Junior Summer","Salva",1
"Sophomore-Junior Summer","Samm Henshaw",1
"Sophomore-Junior Summer","San Holo",1
"Sophomore-Junior Summer","Seeb",1
"Sophomore-Junior Summer","Shaan",1
"Sophomore-Junior Summer","Sheck Wes",1
"Sophomore-Junior Summer","Shouse",1
"Sophomore-Junior Summer","Sided",1
"Sophomore-Junior Summer","Simon & Garfunkel",1
"Sophomore-Junior Summer","Social House",1
"Sophomore-Junior Summer","Sonder",1
"Sophomore-Junior Summer","Soulja Boy",1
"Sophomore-Junior Summer","Steppenwolf",1
"Sophomore-Junior Summer","Still Woozy",1
"Sophomore-Junior Summer","Styx",1
"Sophomore-Junior Summer","Summer Walker",1
"Sophomore-Junior Summer","Swedish House Mafia",1
"Sophomore-Junior Summer","T.I.",1
"Sophomore-Junior Summer","TLC",1
"Sophomore-Junior Summer","Takeoff",1
"Sophomore-Junior Summer","Talking Heads",1
"Sophomore-Junior Summer","Taylor Swift",1
"Sophomore-Junior Summer","The Animals",1
"Sophomore-Junior Summer","The Black Keys",1
"Sophomore-Junior Summer","The Chords",1
"Sophomore-Junior Summer","The Cure",1
"Sophomore-Junior Summer","The Doobie Brothers",1
"Sophomore-Junior Summer","The Drums",1
"Sophomore-Junior Summer","The J. Geils Band",1
"Sophomore-Junior Summer","The Script",1
"Sophomore-Junior Summer","Theophilus London",1
"Sophomore-Junior Summer","Third Eye Blind",1
"Sophomore-Junior Summer","Tiago PZK",1
"Sophomore-Junior Summer","Tino Szn",1
"Sophomore-Junior Summer","TobyMac",1
"Sophomore-Junior Summer","Tove Lo",1
"Sophomore-Junior Summer","Ty Dolla $ign",1
"Sophomore-Junior Summer","Uncle Kracker",1
"Sophomore-Junior Summer","UnoTheActivist",1
"Sophomore-Junior Summer","Vampire Weekend",1
"Sophomore-Junior Summer","Vance Joy",1
"Sophomore-Junior Summer","Veronica Maggio",1
"Sophomore-Junior Summer","Vory",1
"Sophomore-Junior Summer","WESTSIDE BOOGIE",1
"Sophomore-Junior Summer","Wham!",1
"Sophomore-Junior Summer","White Town",1
"Sophomore-Junior Summer","Wings",1
"Sophomore-Junior Summer","YG",1
"Sophomore-Junior Summer","Yebba",1
"Sophomore-Junior Summer","Yung Gravy",1
"Sophomore-Junior Summer","Yvng Jin",1
"Sophomore-Junior Summer","ZAYN",1
"Sophomore-Junior Summer","Zedd",1
"Sophomore-Junior Summer","bLAck pARty",1
"Sophomore-Junior Summer","youngnys",1
