"Season","Album","Plays"
"Spring","Daryl Hall & John Oates ~ Voices",3
"Spring","Travis Scott ~ Watch (feat. Lil Uzi Vert & Kanye West)",3
"Spring","Ugly God ~ Water",3
"Spring","Majid Jordan ~ Waves of Blue",3
"Spring","Louis Armstrong ~ What A Wonderful World",3
"Spring","The Backseat Lovers ~ When We Were Friends",3
"Spring","Sitting Duck ~ Wonderland Chapter II",3
"Spring","Post Malone ~ Wow.",3
"Spring","Skizzy Mars ~ are you OK?",3
"Spring","Smino ~ blkswn",3
"Spring","whiterosemoxie ~ trix (Remix) [feat. Baby Smoove]",3
"Spring","Kendrick Lamar ~ untitled unmastered.",3
"Spring","Hippo Campus ~ warm glow",3
"Spring","Nvmb. ~ wilderness",3
"Summer","G-Eazy ~ 1942 (feat. Yo Gotti & YBN Nahmir)",3
"Summer","Van Halen ~ 1984",3
"Summer","Sleepy Hallow ~ 2055",3
"Summer","Adele ~ 25",3
"Summer","HYTYD ~ 7 Years (Remix)",3
"Summer","Playboi Carti ~ @ MEH",3
"Summer","Brent Faiyaz ~ Allure",3
"Summer","Bruno Mars ~ An Evening With Silk Sonic",3
"Summer","Comethazine ~ Bawskee",3
"Summer","The Rolling Stones ~ Beggars Banquet",3
"Summer","Justin Bieber ~ Believe",3
"Summer","Labh Janjua ~ Best Of Neha Kakkar",3
"Summer","S. P. Balasubrahmanyam ~ Best of Kamalhasan from Tamil Film",3
"Summer","Imran Khan ~ Bewafa",3
"Summer","Rihanna ~ Bitch Better Have My Money",3
"Summer","Lil Pump ~ Boss",3
"Summer","Talat Mahmood ~ Chhaya (Original Motion Picture Soundtrack)",3
"Summer","The Clash ~ Combat Rock (Remastered)",3
"Summer","Logic ~ Confessions of a Dangerous Mind",3
"Summer","Eearz ~ Creed II: The Album",3
"Summer","6LACK ~ Cutting Ties",3
"Summer","Pusha T ~ DAYTONA",3
"Summer","Mac Dre ~ Da U.S. Open",3
"Summer","Big Sean ~ Dark Sky Paradise",3
"Summer","Journey ~ Departure",3
"Summer","Famous Dex ~ Dex Meets Dexter",3
"Summer","Electric Light Orchestra ~ Discovery",3
"Summer","Rainbow ~ Down To Earth",3
"Summer","Thundercat ~ Dragonball Durag (Remix)",3
"Summer","Meek Mill ~ Dreams Worth More Than Money",3
"Summer","Gunna ~ Drip or Drown 2",3
"Summer","24kGoldn ~ El Dorado",3
"Summer","Phil Collins ~ Face Value (Deluxe Editon)",3
"Summer","Chief Keef ~ Finally Rich",3
"Summer","Nikki Lane ~ First High",3
"Summer","Daniel Caesar ~ Freudian",3
"Summer","Lil Mosey ~ G Walk (with Chris Brown)",3
"Summer","Mac Miller ~ GO:OD AM",3
"Summer","Young Thug ~ Hear No Evil",3
"Summer","Machine Gun Kelly ~ Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha) [From Bright: The Album]",3
"Summer","Ed Sheeran & Justin Bieber ~ I Don't Care (with Justin Bieber)",3
"Summer","A$AP Rocky ~ I Know NIGO!",3
"Summer","Joyner Lucas ~ I Love",3
"Summer","S. Janaki ~ Indha Minminikku",3
"Summer","FWC Big Key ~ Industry Ready",3
"Summer","Cardi B ~ Invasion of Privacy",3
"Summer","Mac Miller ~ Knock Knock - Single",3
"Summer","Roddy Ricch ~ LIVE LIFE FAST",3
"Summer","Led Zeppelin ~ Led Zeppelin II",3
"Summer","Meek Mill ~ Legends of the Summer",3
"Summer","Lord Huron ~ Long Lost",3
"Summer","BlocBoy JB ~ Look Alive (feat. Drake)",3
"Summer","Brent Faiyaz ~ Lost",3
"Summer","One Direction ~ Made In The A.M.",3
"Summer","Felly ~ Mariposa",3
"Summer","The Vamps ~ Married In Vegas",3
"Summer","Pop Smoke ~ Meet The Woo 2",3
"Summer","Marvin Gaye ~ Midnight Love",3
"Summer","Migos ~ No Label II",3
"Summer","Young Nudy ~ Nudy Land",3
"Summer","Rex Orange County ~ OPEN A WINDOW (feat. Tyler, The Creator)",3
"Summer","The Zombies ~ Odessey and Oracle",3
"Summer","Bryce Hase ~ Off the Planet",3
"Summer","Only The Family ~ Only The Family - Lil Durk Presents: Loyal Bros",3
"Summer","Rvssian ~ Only The Team (with Lil Mosey & Lil Tjay)",3
"Summer","ScHoolboy Q ~ Oxymoron",3
"Summer","Lil Nas X ~ Panini",3
"Summer","Snoop Dogg ~ R&G (Rhythm & Gangsta): The Masterpiece",3
"Summer","Taylor Swift ~ Red",3
"Summer","Wings ~ Red Rose Speedway",3
"Summer","Sage The Gemini ~ Remember Me",3
"Summer","The Weeknd ~ Reminder",3
"Summer","Ayo & Teo ~ Rolex",3
"Summer","Olivia Rodrigo ~ SOUR",3
"Summer","Veorra ~ Sapphire",3
"Summer","Queen ~ Sheer Heart Attack",3
"Summer","Yung Gravy ~ Snow Cougar",3
"Summer","Khalid ~ Suncity",3
"Summer","The Beach Boys ~ Surfin' USA",3
"Summer","Kendrick Lamar ~ Swimming Pools (Drank)",3
"Summer","6ix9ine ~ TATI",3
"Summer","P. Susheela ~ Tamil Film Songs 70-80s Vol. 6",3
"Summer","Lehmber Hussainpuri ~ Tanu Weds Manu",3
"Summer","Katy Perry ~ Teenage Dream: The Complete Confection",3
"Summer","Amit Kumar ~ Teri Kasam",3
"Summer","A Boogie Wit da Hoodie ~ The Bigger Artist",3
"Summer","Pi'erre Bourne ~ The Life Of Pi'erre 5",3
"Summer","Isaiah Rashad ~ The Sun's Tirade",3
"Summer","UB40 ~ The Very Best Of",3
"Summer","Lil Uzi Vert ~ The Way Life Goes (feat. Nicki Minaj & Oh Wonder)",3
"Summer","SZA ~ The Weekend",3
"Summer","Childish Gambino ~ This Is America",3
"Summer","Jazz At Lincoln Center Orchestra ~ Una Noche Con Ruben Blades",3
"Summer","Rauw Alejandro ~ VICE VERSA",3
"Summer","Migos ~ Versace (feat. Drake) [Remix] - Single",3
"Summer","Vince Staples ~ Vince Staples",3
"Summer","Jack Harlow ~ WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne)",3
"Summer","Cl4pers ~ Want Me",3
"Summer","Louis Armstrong ~ What A Wonderful World",3
"Summer","Sonder ~ What You Heard",3
"Summer","Peter Green ~ White Sky",3
"Summer","Flying Lotus ~ You're Dead!",3
"Summer","Roddy Ricch ~ late at night",3
"Winter","The Script ~ #3",3
"Winter","SHLOK ~ 20",3
"Winter","Tyler, The Creator ~ 435",3
"Winter","Justin Rarri ~ 4EVARARRi",3
"Winter","Cashmere Cat ~ 9",3
"Winter","Trippie Redd ~ A Love Letter To You 3",3
"Winter","Andre Nickatina ~ A Tale Of Two Andres",3
"Winter","Joji ~ BALLADS 1",3
"Winter","Amar Arshi ~ Baar Baar Dekho",3
"Winter","James Arthur ~ Back from the Edge",3
"Winter","Bastille ~ Bad Blood",3
"Winter","Young Thug ~ Beautiful Thugger Girls",3
"Winter","Vince Staples ~ Big Fish Theory",3
"Winter","Nico & Vinz ~ Black Star Elephant",3
"Winter","Ozzy Osbourne ~ Blizzard Of Ozz",3
"Winter","Mac Miller ~ Blue Slide Park",3
"Winter","Bruce Springsteen ~ Bruce Springsteen & The E Street Band Live 1975-85",3
"Winter","Aries ~ CONVERSATIONS",3
"Winter","Bazzi ~ COSMIC",3
"Winter","khoa ~ Cabin Fever",3
"Winter","Drake ~ Certified Lover Boy",3
"Winter","Del Water Gap ~ Del Water Gap",3
"Winter","Electric Light Orchestra ~ Discovery",3
"Winter","2 Chainz ~ Dope Don't Sell Itself",3
"Winter","Offset ~ FATHER OF 4",3
"Winter","Roddy Ricch ~ Feed Tha Streets II",3
"Winter","MO ~ Final Song",3
"Winter","Blue Oyster Cult ~ Fire of Unknown Origin",3
"Winter","Ty Dolla $ign ~ Free TC",3
"Winter","Tee Grizzley ~ From The D To The A (feat. Lil Yachty)",3
"Winter","Kiiara ~ Gold (feat. Lil Wayne)",3
"Winter","Paul Simon ~ Graceland (25th Anniversary Deluxe Edition)",3
"Winter","Polo G ~ Hall of Fame",3
"Winter","Polo G ~ Hall of Fame 2.0",3
"Winter","88rising ~ Head In The Clouds",3
"Winter","AC/DC ~ Highway to Hell",3
"Winter","papichuloteej ~ Homecoming",3
"Winter","Jazz Cartier ~ Hotel Paranoia",3
"Winter","Tory Lanez ~ I Told You",3
"Winter","iann dior ~ I'm Gone",3
"Winter","Shawn Mendes ~ Illuminate",3
"Winter","Sam Smith ~ In The Lonely Hour",3
"Winter","Briston Maroney ~ Indiana",3
"Winter","Justin Timberlake ~ Justified",3
"Winter","6ix9ine ~ KEKE",3
"Winter","Trippie Redd ~ LIFE'S A TRIP",3
"Winter","Kansas ~ Leftoverture",3
"Winter","Rixton ~ Let The Road",3
"Winter","Lil Yachty ~ Lil Boat",3
"Winter","Lil Pump ~ Lil Pump",3
"Winter","Looking Glass ~ Looking Glass",3
"Winter","Sheck Wes ~ MUDBOY",3
"Winter","One Direction ~ Made In The A.M.",3
"Winter","Lil Skies ~ Magic",3
"Winter","Justin Timberlake ~ Man of the Woods",3
"Winter","Kanye West ~ Mercy",3
"Winter","Electric Guest ~ Mondo",3
"Winter","P-Lo ~ More Than Anything",3
"Winter","Lil Baby ~ My Turn",3
"Winter","The Vamps ~ Night & Day",3
"Winter","G-Eazy ~ No Limit",3
"Winter","Wallows ~ Nothing Happens",3
"Winter","Kendrick Lamar ~ Overly Dedicated",3
"Winter","Imagine Dragons ~ Party All Night",3
"Winter","Eye Knives ~ R O T T W E I L E R .",3
"Winter","Xavier Weeks ~ Rambo",3
"Winter","Mike WiLL Made-It ~ Ransom 2",3
"Winter","Warren G ~ Regulate. G Funk Era",3
"Winter","Dream ~ Roadtrip",3
"Winter","Elton John ~ Rock Of The Westies",3
"Winter","Taio Cruz ~ Rokstarr",3
"Winter","Dr. Dog ~ Shame, Shame",3
"Winter","Queen ~ Sheer Heart Attack",3
"Winter","A.R. Rahman ~ Slumdog Millionaire - Music From The Motion Picture",3
"Winter","Drake ~ So Far Gone",3
"Winter","Adam Counts ~ Spirit",3
"Winter","Rae Sremmurd ~ SremmLife 2",3
"Winter","Migos ~ Stir Fry",3
"Winter","David Ball ~ Super Hits",3
"Winter","Drake ~ The Best In The World Pack",3
"Winter","Justin Timberlake ~ The Book of Love (Original Motion Picture Soundtrack)",3
"Winter","Avicii ~ The Days / Nights",3
"Winter","Mick Jenkins ~ The Healing Component",3
"Winter","The Weeknd ~ The Hills",3
"Winter","JID ~ The Never Story",3
"Winter","Isaiah Rashad ~ The Sun's Tirade",3
"Winter","NF ~ Therapy Session",3
"Winter","Blueface ~ Thotiana (feat. Cardi B, YG) [Remix]",3
"Winter","Anderson .Paak ~ Tints (feat. Kendrick Lamar)",3
"Winter","Foster The People ~ Torches",3
"Winter","Mary Shannon ~ Train Tracks",3
"Winter","Trippie Redd ~ Trip At Knight",3
"Winter","Lil Tjay ~ True 2 Myself",3
"Winter","X Ambassadors ~ VHS",3
"Winter","Daryl Hall & John Oates ~ Voices",3
"Winter","Drake ~ What A Time To Be Alive",3
"Winter","Louis Armstrong ~ What A Wonderful World",3
"Winter","Declan McKenna ~ What Do You Think About the Car?",3
"Winter","The Backseat Lovers ~ When We Were Friends",3
"Winter","Kiiara ~ Whippin (feat. Felix Snow)",3
"Winter","Migos ~ Young Rich N*ggas",3
"Winter","Dominique Cerejo ~ Zindagi Na Milegi Dobara",3
"Winter","tsubi club ~ burbank house",3
"Winter","Jeremy Zucker ~ idle",3
"Fall","Tay-K ~ #SantanaWorld (+)",2
"Fall","Oasis ~ (What's The Story) Morning Glory?",2
"Fall","HM Surf ~ 1 Am. Study Session",2
"Fall","Wun Two ~ 247 Mics",2
"Fall","Adele ~ 25",2
"Fall","Skengdo ~ 2Bunny",2
"Fall","YG ~ 4REAL 4REAL",2
"Fall","Jerico ~ 80 Degrees",2
"Fall","Fivio Foreign ~ 800 BC",2
"Fall","Vince Guaraldi Trio ~ A Charlie Brown Christmas [2012 Remastered & Expanded Edition]",2
"Fall","Gene Autry ~ A Gene Autry Christmas",2
"Fall","Kid Cudi ~ A Kid Named Cudi",2
"Fall","Joseph Caleb ~ A Peaceful Mind",2
"Fall","Bruno Major ~ A Song For Every Moon",2
"Fall","Harris Jayaraj ~ Aadhavan",2
"Fall","2Pac ~ All Eyez On Me",2
"Fall","Plain White T's ~ All That We Needed",2
"Fall","SwuM ~ All Things Considered, Vol. 1",2
"Fall","Kendrick Lamar ~ Alright",2
"Fall","Kesha ~ Animal",2
"Fall","KISS ~ Animalize",2
"Fall","Grateful Dead ~ Aoxomoxoa",2
"Fall","Miguel ~ Art Dealer Chic 4",2
"Fall","A Boogie Wit da Hoodie ~ Artist 2.0",2
"Fall","James Blake ~ Assume Form",2
"Fall","Sleeping At Last ~ Atlas: II",2
"Fall","Tchami ~ Aurra / Shades",2
"Fall","Big Boi ~ BOOMIVERSE",2
"Fall","DaBaby ~ Baby On Baby",2
"Fall","Don Toliver ~ Back Up (feat. Wiz Khalifa)",2
"Fall","RLLBTS ~ Backland",2
"Fall","Wiz Khalifa ~ Bake Sale (feat. Travis Scott)",2
"Fall","Juice WRLD ~ Bandit (with YoungBoy Never Broke Again)",2
"Fall","Christy Nockels ~ Be Held : Lullabies for the Beloved",2
"Fall","V.I.C. ~ Beast",2
"Fall","brillion. ~ Bedtime Stories Pt. 3",2
"Fall","24Lik ~ Big 24 Shit",2
"Fall","BabyTron ~ Bin Reaper",2
"Fall","Rihanna ~ Bitch Better Have My Money",2
"Fall","Ten Years After ~ Blues Guitar Masters",2
"Fall","Loud Luxury ~ Body",2
"Fall","Ryan Beatty ~ Boy in Jeans",2
"Fall","The Alchemist ~ Bread",2
"Fall","Keef Hartley Band ~ British Radio Sessions 1969 - 1971",2
"Fall","The Buttertones ~ Buttertones",2
"Fall","Steve Lacy ~ C U Girl",2
"Fall","Aaron May ~ CHASE",2
"Fall","Bad Bunny ~ Callaita",2
"Fall","Camila Cabello ~ Camila",2
"Fall","Post Malone ~ Candy Paint",2
"Fall","Bryce Vine ~ Carnival",2
"Fall","Quinn MacKenzie ~ Charon",2
"Fall","John Sebastian ~ Cheapo-Cheapo Productions Presents Real Live John Sebastian",2
"Fall","Jerry Goldsmith ~ Chinatown",2
"Fall","The Beach Boys ~ Christmas With The Beach Boys",2
"Fall","Mac Miller ~ Circles",2
"Fall","Mountain ~ Climbing!",2
"Fall","George Harrison ~ Cloud Nine",2
"Fall","Redbone ~ Come and Get Your Love",2
"Fall","Carolina Liar ~ Coming To Terms",2
"Fall","KISS ~ Crazy Nights",2
"Fall","Hoodie Allen ~ Crew Cuts",2
"Fall","Twotrees ~ Cruisin'",2
"Fall","6LACK ~ Cutting Ties",2
"Fall","Pusha T ~ DAYTONA",2
"Fall","Frank Ocean ~ DHL",2
"Fall","Mustard ~ Dangerous World (feat. Travis Scott & YG)",2
"Fall","Steve Lacy ~ Dark Red",2
"Fall","Central Cee ~ Day in the Life",2
"Fall","Rejjie Snow ~ Dear Annie",2
"Fall","Trippie Redd ~ Death (feat. DaBaby)",2
"Fall","Panic! At The Disco ~ Death of a Bachelor",2
"Fall","Lil Tjay ~ Destined 2 Win",2
"Fall","Lata Mangeshkar ~ Diamonds Forever - Lata Mangeshkar",2
"Fall","Lata Mangeshkar ~ Dilwale Dulhania Le Jayenge (Original Motion Picture Soundtrack)",2
"Fall","Dominic Fike ~ Don't Forget About Me, Demos",2
"Fall","Maroon 5 ~ Don't Wanna Know",2
"Fall","Sunidhi Chauhan ~ Dus",2
"Fall","Benny Dayal ~ Easan",2
"Fall","DaniLeigh ~ Easy",2
"Fall","24kGoldn ~ El Dorado",2
"Fall","Roosevelt ~ Elliot",2
"Fall","Leo Sayer ~ Endless Flight",2
"Fall","Charlotte Funke ~ Episode",2
"Fall","Supertramp ~ Even In The Quietest Moments",2
"Fall","Zmeyev ~ Every Night",2
"Fall","Babyface ~ Face 2 Face",2
"Fall","Pop Smoke ~ Faith",2
"Fall","Ty Dolla $ign ~ Featuring Ty Dolla $ign",2
"Fall","Bdcmbio ~ Federal Reserve Note",2
"Fall","Roddy Ricch ~ Feed Tha Streets II",2
"Fall","Curren$y ~ Fetti",2
"Fall","The Byrds ~ Fifth Dimension",2
"Fall","Asher Roth ~ Flowers On The Weekend",2
"Fall","FKJ ~ French Kiwi Juice",2
"Fall","Joan Baez ~ From Every Stage",2
"Fall","Fall Out Boy ~ From Under The Cork Tree",2
"Fall","Lost Kids ~ Fuck The World - ChopNotSlop",2
"Fall","Lil Uzi Vert ~ Futsal Shuffle 2020",2
"Fall","Dua Lipa ~ Future Nostalgia",2
"Fall","Dayglow ~ Fuzzybrain",2
"Fall","Mac Miller ~ GO:OD AM",2
"Fall","PnB Rock ~ GTTM: Goin Thru the Motions",2
"Fall","Machine Gun Kelly ~ General Admission",2
"Fall","50 Cent ~ Get Rich Or Die Tryin'",2
"Fall","Maroon 5 ~ Girls Like You (feat. Cardi B)",2
"Fall","The Temptations ~ Give Love At Christmas",2
"Fall","Wun Two ~ Glacier Water",2
"Fall","Ten Years After ~ Goin' Home!",2
"Fall","Still Woozy ~ Goodie Bag",2
"Fall","Lazlow ~ Gravitate",2
"Fall","Sha Na Na ~ Greaser High School Hop",2
"Fall","whiterosemoxie ~ HABITS",2
"Fall","The Turtles ~ Happy Together",2
"Fall","Loafy Building ~ Heart-Shaped Pebbles",2
"Fall","Drake ~ Her Loss",2
"Fall","Shankar Mahadevan ~ Hits of Shankar Mahadevan",2
"Fall","Quinte ~ Hold It Down",2
"Fall","Lazlow ~ Hold On",2
"Fall","Calvin Harris ~ How Deep Is Your Love",2
"Fall","goosetaf ~ Hypercolor",2
"Fall","Big Sean ~ I Decided.",2
"Fall","iann dior ~ I'm Gone",2
"Fall","Baby Keem ~ INVENTED IT",2
"Fall","Wyl ~ Ileleho",2
"Fall","LBL ~ Illusion",2
"Fall","Mike Sherm ~ Ima Boy",2
"Fall","Bedroom ~ In My Head",2
"Fall","Marvin Gaye ~ In The Groove",2
"Fall","Joji ~ In Tongues",2
"Fall","iann dior ~ Industry Plant",2
"Fall","Anti Lilly ~ It's Nice Outside",2
"Fall","Benzz ~ Je M'appelle",2
"Fall","paris91 ~ Kaviar",2
"Fall","Alex Newell ~ Kill The Lights (with Nile Rodgers)",2
"Fall","The Cure ~ Kiss Me, Kiss Me, Kiss Me",2
"Fall","Ace Frehley ~ Kiss: Ace Frehley",2
"Fall","Starship ~ Knee Deep In The Hoopla",2
"Fall","Peter Cavallo ~ La Madonna",2
"Fall","Pandrezz ~ Lakewood",2
"Fall","Meek Mill ~ Legends of the Summer",2
"Fall","Iris Temple ~ Lemonade",2
"Fall","San Holo ~ Light",2
"Fall","Ellie Goulding ~ Lights",2
"Fall","Plusma ~ Limbo",2
"Fall","Grateful Dead ~ Live / Dead",2
"Fall","The Who ~ Live At Hull",2
"Fall","The Who ~ Live At The Isle Of Wight Festival 1970",2
"Fall","Tame Impala ~ Live Versions",2
"Fall","Ray Charles ~ Live at l'Olympia",2
"Fall","G R I Z ~ Lonely in a Crowd",2
"Fall","Looking Glass ~ Looking Glass",2
"Fall","Sammy TQ ~ Lookout",2
"Fall","Lukas Graham ~ Lukas Graham",2
"Fall","Olympic Ayres ~ Magic",2
"Fall","Shaan ~ Maine Pyaar Kyun Kiya",2
"Fall","Ray Hutchcraft ~ Marble Falls",2
"Fall","Don Omar ~ Meet The Orphans",2
"Fall","Pop Smoke ~ Meet The Woo",2
"Fall","Melanie ~ Melanie",2
"Fall","Rejjie Snow ~ Mirrors",2
"Fall","Nujabes ~ Modal Soul",2
"Fall","Koralle ~ Mom & Dad",2
"Fall","Future ~ Monster",2
"Fall","Milo Edale ~ Moonlight",2
"Fall","Axwell /\ Ingrosso ~ More Than You Know",2
"Fall","Oneke ~ More than Close",2
"Fall","Migos ~ MotorSport",2
"Fall","The All-American Rejects ~ Move Along",2
"Fall","Larry June ~ Mr. Midnight",2
"Fall","Verzache ~ My Head is a Moshpit",2
"Fall","Lil Tecca ~ NEVER LEFT",2
"Fall","SLXWCLXP ~ NO SLEEP",2
"Fall","Max I Million ~ Neat No Ice",2
"Fall","Diddy ~ No Way Out",2
"Fall","Frank Ocean ~ Novacane",2
"Fall","Ryan Trey ~ Nowhere To Run",2
"Fall","T-Pain ~ Oblivion",2
"Fall","Joan Baez ~ One Day At A Time",2
"Fall","Luniz ~ Operation Stackola",2
"Fall","Kendrick Lamar ~ Overly Dedicated",2
"Fall","ScHoolboy Q ~ Oxymoron",2
"Fall","DJ Khaled ~ POPSTAR (feat. Drake)",2
"Fall","Brent Faiyaz ~ PRICE OF FAME",2
"Fall","Kurt Stewart ~ Pegan Hill",2
"Fall","Famous Dex ~ Pick It Up (feat. A$AP Rocky)",2
"Fall","Daniel Caesar ~ Pilgrim's Paradise",2
"Fall","Nicki Minaj ~ Pink Friday ... Roman Reloaded",2
"Fall","Kodak Black ~ Project Baby 2: All Grown Up",2
"Fall","Russ ~ Psycho, Pt. 2",2
"Fall","Otis Neon ~ Purple Skies",2
"Fall","Tove Lo ~ Queen Of The Clouds",2
"Fall","Flo Rida ~ R.O.O.T.S. (Route of Overcoming the Struggle)",2
"Fall","No Rome ~ RIP Indo Hisashi",2
"Fall","Eminem ~ Rap God",2
"Fall","Swae Lee ~ Reality Check",2
"Fall","The All-American Singers ~ Renditions Of Sha Na Na",2
"Fall","Common ~ Resurrection",2
"Fall","trxxshed ~ Retro Colors",2
"Fall","Roddy Ricch ~ Ricch Forever",2
"Fall","Juice WRLD ~ Rich And Blind",2
"Fall","Living Room ~ Rituals",2
"Fall","Wiz Khalifa ~ Rolling Papers 2",2
"Fall","The Chainsmokers ~ Roses",2
"Fall","LEGAXY ~ Rotation",2
"Fall","BROCKHAMPTON ~ SATURATION II",2
"Fall","21 Savage ~ SAVAGE MODE II",2
"Fall","Eminem ~ SHADYXV",2
"Fall","Ski Mask The Slump God ~ STOKELEY",2
"Fall","Future ~ SUPER SLIMEY",2
"Fall","Aastha Gill ~ Saara India",2
"Fall","Selena Gomez ~ Same Old Love Remix",2
"Fall","Drake ~ Scary Hours 2",2
"Fall","Mick Jenkins ~ Scottie Pippen",2
"Fall","Johnny Winter ~ Second Winter",2
"Fall","UNCOMMENN ~ Selfish",2
"Fall","Pachakuti ~ Semilla",2
"Fall","Queen ~ Sheer Heart Attack",2
"Fall","Shoreline Mafia ~ Shoreline Mafia Presents Rob Vicious: Traplantic",2
"Fall","The Chainsmokers ~ Sick Boy",2
"Fall","Hast ~ Sky",2
"Fall","Goodnyght ~ Sleep Cycles EP",2
"Fall","PhatCap! ~ Sleigh Bells",2
"Fall","Shuko ~ Slow Down with Me",2
"Fall","Yung Gravy ~ Snow Cougar",2
"Fall","Glimlip ~ Snowcap",2
"Fall","The Tides ~ Soul Searching",2
"Fall","Spencer Hunt ~ Sound Asleep",2
"Fall","Adam Counts ~ Spirit",2
"Fall","G-Eazy ~ Step Brothers",2
"Fall","Steppenwolf ~ Steppenwolf",2
"Fall","Omar Apollo ~ Stereo",2
"Fall","Queen ~ Stone Cold Classics",2
"Fall","Roddy Ricch ~ Stop Breathing",2
"Fall","Depf ~ Sultry Sunday",2
"Fall","Laffey ~ Summer Nights",2
"Fall","Caillou ~ Summertime Jams",2
"Fall","Benny Treskow ~ Sunday Stroll",2
"Fall","Bryce Vine ~ Sunflower Seeds",2
"Fall","whiterosemoxie ~ TROJAN",2
"Fall","The Weeknd ~ Take My Breath",2
"Fall","Bleachers ~ Take the Sadness Out of Saturday Night",2
"Fall","Lehmber Hussainpuri ~ Tanu Weds Manu",2
"Fall","Taylor Swift ~ Taylor Swift",2
"Fall","Katy Perry ~ Teenage Dream",2
"Fall","The 1975 ~ The 1975",2
"Fall","ABBA ~ The Album",2
"Fall","Ten Years After ~ The Anthology (1967-1971)",2
"Fall","Don McLean ~ The Best Of Don McLean",2
"Fall","A Boogie Wit da Hoodie ~ The Bigger Artist",2
"Fall","DJ Rell ~ The Black Tape",2
"Fall","Nat King Cole ~ The Christmas Song",2
"Fall","Foo Fighters ~ The Colour And The Shape",2
"Fall","The Game ~ The Documentary",2
"Fall","Melanie ~ The Good Book",2
"Fall","Jon Bellion ~ The Human Condition",2
"Fall","Large Professor ~ The LP",2
"Fall","Takeoff ~ The Last Rocket",2
"Fall","Benny The Butcher ~ The Plugs I Met",2
"Fall","Bruce Springsteen ~ The Rising",2
"Fall","Eminem ~ The Slim Shady LP",2
"Fall","Sean Paul ~ The Trinity",2
"Fall","Little Bruce ~ The Truth Mixtape",2
"Fall","Elton John ~ The Union",2
"Fall","Tory Lanez ~ The VVS Capsule",2
"Fall","Pink Floyd ~ The Wall",2
"Fall","The Who ~ The Who Sell Out",2
"Fall","Grady ~ The in Between",2
"Fall","Dontcry ~ Time In Motion",2
"Fall","Anderson .Paak ~ Tints (feat. Kendrick Lamar)",2
"Fall","PnB Rock ~ TrapStar Turnt PopStar",2
"Fall","Wun Two ~ Two Medicine Lake",2
"Fall","The Incredible String Band ~ U",2
"Fall","Omar Apollo ~ Unbothered",2
"Fall","goosetaf ~ Unmo",2
"Fall","Eminem ~ Untouchable",2
"Fall","Joan Baez ~ Vanguard Visionaries",2
"Fall","Saltyyyy V ~ Very Amiable",2
"Fall","2 Bandz ~ Vice",2
"Fall","Gunna ~ WUNNA",2
"Fall","NAV ~ Wanted You (feat. Lil Uzi Vert)",2
"Fall","lisnn ~ Warmer Together",2
"Fall","Mac Miller ~ Watching Movies with the Sound Off",2
"Fall","Jason Mraz ~ We Sing. We Dance. We Steal Things.",2
"Fall","Arctic Monkeys ~ Whatever People Say I Am, That's What I'm Not",2
"Fall","Darius Rucker ~ When Was The Last Time",2
"Fall","SleazyWorld Go ~ Where The Shooters Be",2
"Fall","Flo Rida ~ Wild Ones",2
"Fall","Majid Jordan ~ Wildest Dreams",2
"Fall","Lil Baby ~ Woah",2
"Fall","Loyle Carner ~ Yesterday's Gone",2
"Fall","Huey Daze ~ Yozora",2
"Fall","Soulja Boy ~ iSouljaBoyTellem",2
"Fall","Flughand ~ ili",2
"Fall","glaive ~ old dog, new tricks",2
"Fall","Sublime ~ pov: ur on a beach",2
"Fall","Soulja Boy ~ souljaboytellem.com",2
"Fall","Gunna ~ too easy",2
"Fall","whiterosemoxie ~ trix (Remix) [feat. Baby Smoove]",2
"Fall","whiterosemoxie ~ white ceilings",2
"Spring","Example ~ #hits",2
"Spring","will.i.am ~ #willpower",2
"Spring","dryhope ~ 3 Am. Study Session",2
"Spring","Kido ~ 4k God",2
"Spring","Fivio Foreign ~ 800 BC",2
"Spring","Moneybagg Yo ~ A Gangsta's Pain",2
"Spring","Good Guys Go to Heaven ~ A Time for Everything",2
"Spring","Travis Scott ~ A-Team",2
"Spring","Ludwig van Beethoven ~ Absolute Masterworks - Romantic",2
"Spring","Chance the Rapper ~ Acid Rap",2
"Spring","Tee Grizzley ~ Activated",2
"Spring","Larry June ~ Adjust To The Game",2
"Spring","Zmeyev ~ Airmode",2
"Spring","Jay Sean ~ All Or Nothing",2
"Spring","Fitz and The Tantrums ~ All the Feels",2
"Spring","Brent Faiyaz ~ Allure",2
"Spring","ODIE ~ Analogue",2
"Spring","Kainbeats ~ Angelic",2
"Spring","Aretha Franklin ~ Aretha Now",2
"Spring","Amar Arshi ~ Baar Baar Dekho",2
"Spring","Yung Gravy ~ Baby Gravy EP",2
"Spring","DaBaby ~ Back On My Baby Jesus Sh!t",2
"Spring","Diddy ~ Bad Boy's 10th Anniversary- The Hits",2
"Spring","Hippo Campus ~ Bad Dream Baby",2
"Spring","Wiz Khalifa ~ Bake Sale (feat. Travis Scott)",2
"Spring","Chief Keef ~ Bang 3",2
"Spring","Sada Baby ~ Bartier Bounty",2
"Spring","Common ~ Be",2
"Spring","P!nk ~ Beautiful Trauma",2
"Spring","brillion. ~ Bedtime Stories Pt. 2",2
