"Season","Album","Plays"
"Summer","Lil Wayne ~ Tha Carter V",30
"Summer","Kendrick Lamar ~ The Heart Part 4",30
"Summer","Bryson Tiller ~ True to Self",30
"Summer","Playboi Carti ~ Whole Lotta Red",30
"Summer","Ansel Elgort ~ You Can Count On Me",30
"Winter","SZA ~ Ctrl",30
"Winter","Jeremih ~ Late Nights: The Album",30
"Winter","Eminem ~ Revival",30
"Winter","Lil Wayne ~ Tha Carter V",30
"Fall","Red Hot Chili Peppers ~ Blood Sugar Sex Magik",29
"Fall","NLE Choppa ~ Camelot",29
"Fall","Elton John ~ Madman Across The Water",29
"Fall","SZA ~ SOS",29
"Fall","Jack Harlow ~ Thats What They All Say",29
"Fall","Luna Shadows ~ Waves",29
"Spring","Beach House ~ Depression Cherry",29
"Spring","Queen ~ Jazz",29
"Spring","Drake ~ Laugh Now Cry Later (feat. Lil Durk)",29
"Spring","Larry June ~ Out The Trunk",29
"Spring","2 Chainz ~ Pretty Girls Like Trap Music",29
"Spring","Pacific Air ~ Stop Talking",29
"Spring","The Wanted ~ The Wanted",29
"Spring","Traffic ~ Traffic",29
"Spring","Lil Tecca ~ We Love You Tecca",29
"Summer","A$AP Mob ~ Cozy Tapes Vol. 2: Too Cozy",29
"Summer","The Jackson 5 ~ Greatest Hits",29
"Summer","Chris Brown ~ Heartbreak on a Full Moon",29
"Summer","Lil Wayne ~ I Am Not A Human Being",29
"Summer","Major Lazer ~ Know No Better",29
"Summer","Fitz and The Tantrums ~ More Than Just a Dream",29
"Summer","Lil Tecca ~ Ransom",29
"Summer","The Wanted ~ The Wanted",29
"Summer","ILOVEMAKONNEN ~ Tuesday (feat. Drake)",29
"Summer","Billie Eilish ~ dont smile at me",29
"Summer","Baby Keem ~ hooligan / sons & critics",29
"Winter","Tyler, The Creator ~ IGOR",29
"Winter","Shankar-Ehsaan-Loy ~ Kal Ho Naa Ho (Original Motion Picture Soundtrack)",29
"Winter","Juice WRLD ~ Legends Never Die",29
"Winter","Pacific Air ~ Stop Talking",29
"Fall","Queen ~ A Night At The Opera",28
"Fall","Blaccmass ~ Dragon Energy",28
"Fall","Queen ~ Hot Space",28
"Fall","Huncho Jack ~ Huncho Jack, Jack Huncho",28
"Fall","Jason Derulo ~ Jason Derulo",28
"Fall","Majid Jordan ~ The Space Between",28
"Spring","George Harrison ~ All Things Must Pass",28
"Spring","Dreamville ~ Revenge Of The Dreamers III",28
"Spring","Roy Woods ~ Say Less",28
"Spring","Kiiara ~ low kii savage",28
"Summer","Ariana Grande ~ My Everything",28
"Summer","Pop Smoke ~ Shoot For The Stars Aim For The Moon",28
"Summer","Drake ~ Thank Me Later",28
"Summer","The Beatles ~ The Beatles",28
"Summer","Maroon 5 ~ V",28
"Winter","Bryce Vine ~ Lazy Fair",28
"Winter","Tory Lanez ~ LoVE me NOw",28
"Winter","Offset ~ Without Warning",28
"Winter","Kanye West ~ Yeezus",28
"Fall","Tame Impala ~ Currents",27
"Fall","Young Thug ~ So Much Fun",27
"Fall","The Wanted ~ The Wanted",27
"Fall","YNW Melly ~ We All Shine",27
"Spring","Pitbull ~ Global Warming: Meltdown",27
"Spring","Lil Wayne ~ I Am Not A Human Being II",27
"Spring","Eagles ~ One of These Nights",27
"Spring","Selena Gomez ~ Revival",27
"Spring","Foster The People ~ Sacred Hearts Club",27
"Spring","Yung Gravy ~ Sensational",27
"Spring","JAY-Z ~ Watch The Throne",27
"Spring","Kanye West ~ Yeezus",27
"Summer","French Montana ~ Jungle Rules",27
"Summer","Polo G ~ THE GOAT",27
"Summer","Machine Gun Kelly ~ bloom",27
"Summer","Halsey ~ hopeless fountain kingdom",27
"Winter","Led Zeppelin ~ In Through the out Door",27
"Winter","The Beatles ~ The Beatles 1967 - 1970",27
"Fall","J. Cole ~ Born Sinner",26
"Fall","Travis Scott ~ HIGHEST IN THE ROOM",26
"Fall","Kid Cudi ~ Indicud",26
"Fall","MKTO ~ MKTO",26
"Fall","Eminem ~ Revival",26
"Fall","Calvin Harris ~ Slide (feat. Frank Ocean & Migos)",26
"Fall","The Weeknd ~ The Hills",26
"Fall","21 Savage ~ Without Warning",26
"Spring","Fetty Wap ~ 679 (feat. Remy Boyz)",26
"Spring","J. Cole ~ Born Sinner",26
"Spring","Cage The Elephant ~ Cage The Elephant",26
"Spring","Tame Impala ~ Currents",26
"Spring","Brent Faiyaz ~ Dead Man Walking",26
"Spring","Kirko Bangz ~ Drank in My Cup",26
"Spring","Marshmello ~ FRIENDS",26
"Spring","Calvin Harris ~ Funk Wav Bounces Vol.1",26
"Spring","The Rolling Stones ~ Let It Bleed",26
"Spring","Lil Nas X ~ Old Town Road",26
"Spring","Kid Cudi ~ Passion, Pain & Demon Slayin'",26
"Spring","TOTO ~ Toto",26
"Summer","Green Day ~ American Idiot",26
"Summer","Migos ~ Culture",26
"Summer","Eminem ~ Kamikaze",26
"Summer","The Beatles ~ Let It Be",26
"Summer","Young Money ~ Rise Of An Empire",26
"Summer","Skrillex ~ Would You Ever",26
"Winter","A$AP Rocky ~ AT.LONG.LAST.A$AP",26
"Winter","Migos ~ Culture II",26
"Winter","6ix9ine ~ DUMMY BOY",26
"Winter","Shankar Mahadevan ~ Dil Chahta Hai",26
"Winter","The Weeknd ~ Kiss Land",26
"Winter","Saint Motel ~ My Type EP",26
"Winter","Drake ~ Nothing Was The Same",26
"Winter","Kodak Black ~ Project Baby 2: All Grown Up",26
"Winter","Giveon ~ Stuck On You",26
"Winter","Eminem ~ The Marshall Mathers LP",26
"Fall","Logic ~ Bobby Tarantino II",25
"Fall","Eagles ~ One of These Nights",25
"Fall","MGMT ~ Oracular Spectacular",25
"Fall","Usher ~ Raymond v Raymond",25
"Fall","Maroon 5 ~ Red Pill Blues",25
"Fall","Roy Woods ~ Say Less",25
"Fall","Estelle ~ Shine",25
"Fall","Internet Money ~ Somebody",25
"Fall","Post Malone ~ Stoney",25
"Fall","Avicii ~ The Days / Nights",25
"Fall","Billy Joel ~ The Essential Billy Joel",25
"Fall","John Newman ~ Tribute",25
"Fall","Frank Ocean ~ channel ORANGE",25
"Spring","BabyJake ~ Cigarettes On Patios",25
"Spring","Migos ~ Culture II",25
"Spring","DNCE ~ DNCE",25
"Spring","Daft Punk ~ Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]",25
"Spring","Post Malone ~ Hollywood's Bleeding",25
"Spring","A$AP Rocky ~ LONG.LIVE.A$AP",25
"Spring","Hippo Campus ~ LP3",25
"Spring","Drake ~ Nice For What",25
"Spring","Drake ~ So Far Gone",25
"Spring","Foo Fighters ~ Sonic Highways",25
"Spring","A$AP Rocky ~ Sundress",25
"Spring","NxWorries ~ Yes Lawd!",25
"Spring","Ansel Elgort ~ You Can Count On Me",25
"Spring","iann dior ~ gone girl",25
"Spring","whiterosemoxie ~ white ceilings",25
"Summer","Bryson Tiller ~ A N N I V E R S A R Y",25
"Summer","George Harrison ~ All Things Must Pass",25
"Summer","SZA ~ Ctrl",25
"Summer","Daft Punk ~ Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]",25
"Summer","Childish Gambino ~ Kauai",25
"Summer","Queen ~ Live At Wembley Stadium",25
"Summer","Bas ~ Milky Way",25
"Summer","Selena Gomez ~ Revival",25
"Summer","Jack Harlow ~ Sweet Action",25
"Summer","Mac Miller ~ Swimming",25
"Summer","Coldplay ~ Viva La Vida or Death and All His Friends",25
"Summer","Lil Tecca ~ We Love You Tecca",25
"Winter","Led Zeppelin ~ Led Zeppelin IV",25
"Winter","David Guetta ~ One Love",25
"Winter","Lynyrd Skynyrd ~ Second Helping",25
"Winter","Kendrick Lamar ~ Section.80",25
"Winter","The Wanted ~ The Wanted",25
"Winter","Maroon 5 ~ V",25
"Winter","Weezer ~ Weezer",25
"Fall","J. Cole ~ 4 Your Eyez Only",24
"Fall","Guns N' Roses ~ Appetite For Destruction",24
"Fall","Chance the Rapper ~ Coloring Book",24
"Fall","Tee Grizzley ~ From The D To The A (feat. Lil Yachty)",24
"Fall","Owl City ~ Ocean Eyes",24
"Fall","NAV ~ Perfect Timing",24
"Fall","Lynyrd Skynyrd ~ Pronounced' Leh-'Nerd 'Skin-'Nerd",24
"Spring","Vince Staples ~ Big Fish Theory",24
"Spring","The Jackson 5 ~ Greatest Hits",24
"Spring","Ellie Goulding ~ Halcyon Days",24
"Spring","DJ Khaled ~ I'm the One",24
"Spring","Saint Motel ~ My Type EP",24
"Spring","Kodak Black ~ Project Baby 2: All Grown Up",24
"Spring","Drake ~ Summer Sixteen",24
"Spring","Mac Miller ~ Swimming",24
"Spring","Skrillex ~ Would You Ever",24
"Spring","Billie Eilish ~ dont smile at me",24
"Summer","Joey Bada$$ ~ 2000",24
"Summer","Marshmello ~ FRIENDS",24
"Summer","Calvin Harris ~ Funk Wav Bounces Vol.1",24
"Summer","Marshmello ~ Happier",24
"Summer","Post Malone ~ Hollywood's Bleeding",24
"Summer","J. Cole ~ KOD",24
"Summer","Macklemore & Ryan Lewis ~ The Heist",24
"Summer","John Newman ~ Tribute",24
"Summer","JAY-Z ~ Watch The Throne",24
"Summer","iann dior ~ gone girl",24
"Summer","Kendrick Lamar ~ i",24
"Winter","Coldplay ~ A Head Full of Dreams",24
"Winter","Childish Gambino ~ Kauai",24
"Winter","Bas ~ Milky Way",24
"Winter","Electric Light Orchestra ~ Out of the Blue",24
"Winter","Calvin Harris ~ Slide (feat. Frank Ocean & Migos)",24
"Fall","Avicii ~ AVICI",23
"Fall","George Harrison ~ All Things Must Pass",23
"Fall","Blaccmass ~ Days B4 da Fame",23
"Fall","Shankar Mahadevan ~ Dil Chahta Hai",23
"Fall","Ellie Goulding ~ Halcyon Days",23
"Fall","Jimi Hendrix ~ Live at Woodstock",23
"Fall","Tory Lanez ~ LoVE me NOw",23
"Fall","Fitz and The Tantrums ~ More Than Just a Dream",23
"Fall","Daft Punk ~ Random Access Memories",23
"Fall","Drake ~ Summer Sixteen",23
"Fall","JAY-Z ~ Top Five",23
"Fall","The Doobie Brothers ~ Toulouse Street",23
"Fall","ILOVEMAKONNEN ~ Tuesday (feat. Drake)",23
"Spring","Meek Mill ~ Championships",23
"Spring","Mustard ~ Dangerous World (feat. Travis Scott & YG)",23
"Spring","24kGoldn ~ El Dorado",23
"Spring","Huncho Jack ~ Huncho Jack, Jack Huncho",23
"Spring","The Beatles ~ Let It Be",23
"Spring","BlocBoy JB ~ Look Alive (feat. Drake)",23
"Spring","Elton John ~ Madman Across The Water",23
"Spring","MGMT ~ Oracular Spectacular",23
"Spring","Drake ~ Scary Hours",23
"Spring","Queen ~ The Game",23
"Summer","Fetty Wap ~ 679 (feat. Remy Boyz)",23
"Summer","Tyler, The Creator ~ CALL ME IF YOU GET LOST",23
"Summer","benny blanco ~ FRIENDS KEEP SECRETS",23
"Summer","The Neighbourhood ~ I Love You.",23
"Summer","Kid Cudi ~ Indicud",23
"Summer","The Beatles ~ Revolver",23
"Summer","Fleetwood Mac ~ Rumours",23
"Summer","Lynyrd Skynyrd ~ Second Helping",23
"Summer","Billy Joel ~ The Stranger (Legacy Edition)",23
"Summer","Yusuf / Cat Stevens ~ The Very Best Of Cat Stevens",23
"Winter","DNCE ~ DNCE",23
"Winter","Eagles ~ Hotel California",23
"Winter","Huncho Jack ~ Huncho Jack, Jack Huncho",23
"Winter","Hailee Steinfeld ~ Let Me Go (with Alesso, Florida Georgia Line & watt)",23
"Winter","NAV ~ Perfect Timing",23
"Winter","Jhene Aiko ~ Trip",23
"Winter","Coldplay ~ Viva La Vida or Death and All His Friends",23
"Winter","Frank Ocean ~ channel ORANGE",23
"Fall","6ix9ine ~ DUMMY BOY",22
"Fall","Eminem ~ Encore",22
"Fall","Kid Cudi ~ Entergalactic",22
"Fall","Don Toliver ~ Life of a DON",22
"Fall","Eminem ~ The Marshall Mathers LP2",22
"Fall","Creedence Clearwater Revival ~ Willy And The Poor Boys",22
"Spring","Joey Bada$$ ~ B4.DA.$$",22
"Spring","Childish Gambino ~ Because the Internet",22
"Spring","Red Hot Chili Peppers ~ Blood Sugar Sex Magik",22
"Spring","Dua Lipa ~ Future Nostalgia",22
"Spring","Capital Cities ~ In A Tidal Wave Of Mystery",22
"Spring","Led Zeppelin ~ In Through the out Door",22
"Spring","Jason Derulo ~ Jason Derulo",22
"Spring","David Guetta ~ One Love",22
"Spring","Shakira ~ Oral Fixation, Vol. 2",22
"Spring","Coldplay ~ Parachutes",22
"Spring","Marshmello ~ Project Dreams",22
"Spring","Lynyrd Skynyrd ~ Second Helping",22
"Spring","Estelle ~ Shine",22
"Spring","Martin Garrix ~ Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)",22
"Spring","John Newman ~ Tribute",22
"Summer","Queen ~ A Night At The Opera",22
"Summer","Mustard ~ Dangerous World (feat. Travis Scott & YG)",22
"Summer","Kris Wu ~ Deserve (feat. Travis Scott)",22
"Summer","Lil Baby ~ Drip Harder",22
"Summer","Eagles ~ Hotel California",22
"Summer","The Beatles ~ Magical Mystery Tour",22
"Summer","Larry June ~ Out The Trunk",22
"Summer","Usher ~ Raymond v Raymond",22
"Summer","Milky Chance ~ Sadnecessary",22
"Summer","Drake ~ So Far Gone",22
"Summer","Lil Wayne ~ Tha Carter IV",22
"Winter","CHASE B ~ Cafeteria (feat. Gunna)",22
"Winter","Lil Mosey ~ Certified Hitmaker",22
"Winter","Kirko Bangz ~ Drank in My Cup",22
"Winter","OneRepublic ~ Dreaming Out Loud",22
"Winter","Fetty Wap ~ Fetty Wap",22
"Winter","Queen ~ Hot Space",22
"Winter","Eminem ~ Music To Be Murdered By",22
"Winter","David Bowie ~ The Rise and Fall of Ziggy Stardust and the Spiders from Mars",22
"Winter","Creedence Clearwater Revival ~ Willy And The Poor Boys",22
"Winter","Baby Keem ~ no sense",22
"Fall","Internet Money ~ B4 The Storm",21
"Fall","Noisestorm ~ Crab Rave",21
"Fall","Vance Joy ~ Dream Your Life Away",21
"Fall","Drake ~ Laugh Now Cry Later (feat. Lil Durk)",21
"Fall","Ariana Grande ~ My Everything",21
"Fall","Electric Light Orchestra ~ Out of the Blue",21
"Fall","Don Toliver ~ Situation",21
"Fall","Jhene Aiko ~ Trip",21
"Fall","Machine Gun Kelly ~ bloom",21
"Fall","blackbear ~ deadroses",21
"Spring","Aerosmith ~ Aerosmith",21
"Spring","A Boogie Wit da Hoodie ~ Artist 2.0",21
"Spring","Ellie Goulding ~ Close To Me (feat. Swae Lee)",21
"Spring","Bruno Mars ~ Doo-Wops & Hooligans",21
"Spring","Alina Baraz ~ Electric (feat. Khalid)",21
"Spring","M83 ~ Hurry Up, We're Dreaming",21
"Spring","Led Zeppelin ~ Led Zeppelin IV",21
"Spring","KYLE ~ Moment (feat. Wiz Khalifa)",21
"Spring","Baby Keem ~ ORANGE SODA",21
"Spring","NAV ~ Perfect Timing",21
"Spring","Death Cab for Cutie ~ Plans",21
"Spring","The Beatles ~ Please Please Me",21
"Spring","Justin Bieber ~ Purpose",21
"Spring","Clean Bandit ~ Rather Be (feat. Jess Glynne)",21
"Spring","Drake ~ Scary Hours 2",21
"Spring","Lil Uzi Vert ~ XO TOUR Llif3",21
"Summer","Childish Gambino ~ """"Awaken, My Love!""""",21
"Summer","Jimi Hendrix ~ Axis: Bold As Love",21
"Summer","Internet Money ~ B4 The Storm",21
"Summer","Boston ~ Boston",21
"Summer","42 Dugg ~ Free Dem Boyz",21
"Summer","DJ Khaled ~ Grateful",21
"Summer","A.R. Rahman ~ Rang De Basanti (Original Motion Picture Soundtrack)",21
"Summer","Kendrick Lamar ~ Section.80",21
"Summer","Quinn XCII ~ The Story of Us",21
"Winter","Arctic Monkeys ~ AM",21
"Winter","BabyJake ~ Cigarettes On Patios",21
"Winter","Migos ~ Culture",21
"Winter","Juice WRLD ~ Goodbye & Good Riddance",21
"Winter","Rex Orange County ~ Loving Is Easy (feat. Benny Sings)",21
"Winter","Chris Brown ~ Questions",21
"Winter","Macklemore & Ryan Lewis ~ The Heist",21
"Winter","Absofacto ~ Thousand Peaces",21
"Winter","Playboi Carti ~ Whole Lotta Red",21
"Fall","Drake ~ 0 To 100 / The Catch Up",20
"Fall","Lil Nas X ~ 7 EP",20
"Fall","Miguel ~ All I Want Is You",20
"Fall","Billy Joel ~ An Innocent Man",20
"Fall","Post Malone ~ Hollywood's Bleeding",20
"Fall","The Mamas & The Papas ~ If You Can Believe Your Eyes & Ears",20
"Fall","Rex Orange County ~ Loving Is Easy (feat. Benny Sings)",20
"Fall","Osibih ~ Pressure 2.0",20
"Fall","Kid Cudi ~ Speedin' Bullet 2 Heaven",20
"Fall","Khalid ~ Suncity",20
"Fall","Rex Orange County ~ Sunflower",20
"Fall","Jack Harlow ~ Sweet Action",20
"Fall","Redbone ~ The Best Of Redbone",20
"Fall","Macklemore & Ryan Lewis ~ The Heist",20
"Fall","Coldplay ~ Viva La Vida or Death and All His Friends",20
"Spring","Bryce Vine ~ Carnival",20
"Spring","Pitbull ~ Globalization",20
"Spring","Drake ~ If You're Reading This It's Too Late",20
"Spring","Jeremih ~ Late Nights: The Album",20
"Spring","MKTO ~ MKTO",20
"Spring","Jonas Brothers ~ Sucker",20
"Spring","JAY-Z ~ The Blueprint 3",20
"Spring","Daddy Yankee ~ Vaiven",20
"Spring","Weezer ~ Weezer",20
"Spring","Portugal. The Man ~ Woodstock",20
"Spring","Machine Gun Kelly ~ bloom",20
"Summer","Sonu Nigam ~ 3 Idiots",20
"Summer","Mike Posner ~ 31 Minutes to Takeoff",20
"Summer","Ellie Goulding ~ Halcyon Days",20
"Summer","A$AP Rocky ~ LONG.LIVE.A$AP",20
"Summer","Drake ~ Laugh Now Cry Later (feat. Lil Durk)",20
"Summer","Kid Cudi ~ The Boy Who Flew To The Moon",20
"Summer","Weezer ~ Weezer",20
"Winter","Tyler, The Creator ~ BEST INTEREST",20
"Winter","Future ~ HNDRXX",20
"Winter","Queen ~ Live At Wembley Stadium",20
"Winter","Mustard ~ Perfect Ten",20
"Winter","The Beatles ~ Revolver",20
"Winter","Billy Joel ~ The Essential Billy Joel",20
"Winter","ILOVEMAKONNEN ~ Tuesday (feat. Drake)",20
"Winter","blackbear ~ deadroses",20
"Fall","Bryson Tiller ~ Blame",19
"Fall","Juice WRLD ~ Death Race For Love",19
"Fall","NoMBe ~ Drama (feat. Big Data)",19
"Fall","benny blanco ~ FRIENDS KEEP SECRETS",19
"Fall","The Beatles ~ Help!",19
"Fall","Shankar-Ehsaan-Loy ~ Kal Ho Naa Ho (Original Motion Picture Soundtrack)",19
"Fall","Roddy Ricch ~ LIVE LIFE FAST",19
"Fall","Aliotta Haynes Jeremiah ~ Lake Shore Drive",19
"Fall","Jeremih ~ Late Nights: The Album",19
"Fall","Lil Nas X ~ Panini",19
"Fall","Nicki Minaj ~ Queen",19
"Fall","NLE Choppa ~ Shotta Flow (Feat. Blueface) [Remix]",19
"Fall","Tame Impala ~ The Slow Rush",19
"Fall","Baby Keem ~ no sense",19
"Spring","Childish Gambino ~ """"Awaken, My Love!""""",19
"Spring","The Rolling Stones ~ Beggars Banquet",19
"Spring","Jason Derulo ~ Colors",19
"Spring","Benny Benassi ~ Electroman",19
"Spring","ZAYN ~ Fifty Shades Darker",19
"Spring","Far East Movement ~ Free Wired",19
"Spring","Eminem ~ Kamikaze",19
"Spring","Hippo Campus ~ Landmark",19
"Spring","YG ~ My Krazy Life",19
"Spring","Masego ~ Mystery Lady (feat. Don Toliver)",19
"Spring","Electric Light Orchestra ~ Out of the Blue",19
"Spring","Swedish House Mafia ~ Paradise Again",19
"Spring","Young Thug ~ So Much Fun",19
"Spring","Lil Wayne ~ Tha Carter IV",19
"Spring","Billy Joel ~ The Essential Billy Joel",19
"Spring","Ms. Lauryn Hill ~ The Miseducation of Lauryn Hill",19
"Spring","Queen ~ The Works",19
"Spring","Avicii ~ True",19
"Spring","Creedence Clearwater Revival ~ Willy And The Poor Boys",19
"Spring","Offset ~ Without Warning",19
"Summer","Avicii ~ AVICI",19
"Summer","CHASE B ~ Cafeteria (feat. Gunna)",19
"Summer","Noisestorm ~ Crab Rave",19
"Summer","Vance Joy ~ Dream Your Life Away",19
"Summer","Calvin Harris ~ Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",19
"Summer","Rihanna ~ Good Girl Gone Bad: Reloaded",19
"Summer","Drake ~ If You're Reading This It's Too Late",19
"Summer","Hailee Steinfeld ~ Let Me Go (with Alesso, Florida Georgia Line & watt)",19
"Summer","Drake ~ More Than A Game",19
"Summer","Owl City ~ Ocean Eyes",19
"Summer","Ty Dolla $ign ~ Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]",19
"Summer","Marshmello ~ Silence",19
"Summer","GROUPLOVE ~ Spreading Rumours",19
"Summer","Zedd ~ Stay",19
"Summer","TOTO ~ Toto",19
"Winter","Aerosmith ~ Aerosmith",19
"Winter","Big Sean ~ Double Or Nothing (& Metro Boomin)",19
"Winter","Maroon 5 ~ Hands All Over",19
"Winter","A$AP Rocky ~ LONG.LIVE.A$AP",19
"Winter","Coldplay ~ Parachutes",19
"Winter","Rae Sremmurd ~ SR3MM",19
"Winter","Majid Jordan ~ The Space Between",19
"Winter","ABBA ~ Waterloo",19
"Winter","Machine Gun Kelly ~ bloom",19
"Fall","HYTYD ~ 7 Years (Remix)",18
"Fall","Green Day ~ American Idiot",18
"Fall","CHASE B ~ Cafeteria (feat. Gunna)",18
"Fall","Maroon 5 ~ Hands All Over",18
"Fall","Led Zeppelin ~ In Through the out Door",18
"Fall","21 Savage ~ Issa Album",18
"Fall","Hailee Steinfeld ~ Let Me Go (with Alesso, Florida Georgia Line & watt)",18
"Fall","Joe Cocker ~ Live At Woodstock",18
"Fall","Billy Joel ~ The Stranger (Legacy Edition)",18
"Spring","Yung Gravy ~ Alley Oop",18
"Spring","B.o.B ~ B.o.B Presents: The Adventures of Bobby Ray",18
"Spring","Chance the Rapper ~ Coloring Book",18
"Spring","Green Day ~ Greatest Hits: God's Favorite Band",18
"Spring","Maroon 5 ~ Hands All Over",18
"Spring","Marshmello ~ Here With Me",18
"Spring","Baby Keem ~ INVENTED IT",18
"Spring","No Wyld ~ Odyssey",18
"Spring","Usher ~ Raymond v Raymond",18
"Spring","21 Savage ~ SAVAGE MODE II",18
"Spring","Young Stoner Life ~ Slime Language 2",18
"Spring","J. Cole ~ The Off-Season",18
"Spring","Rich The Kid ~ The World Is Yours",18
"Spring","ILOVEMAKONNEN ~ Tuesday (feat. Drake)",18
"Spring","Kendrick Lamar ~ i",18
"Summer","Bruno Mars ~ Doo-Wops & Hooligans",18
"Summer","A Boogie Wit da Hoodie ~ Hoodie SZN",18
"Summer","Lil Nas X ~ INDUSTRY BABY (feat. Jack Harlow)",18
"Summer","Capital Cities ~ In A Tidal Wave Of Mystery",18
"Summer","Tiesto ~ Jackie Chan",18
"Summer","Metro Boomin ~ NOT ALL HEROES WEAR CAPES",18
"Summer","Doja Cat ~ Planet Her",18
"Summer","The Temptations ~ The Temptations Sing Smokey",18
"Winter","Childish Gambino ~ """"Awaken, My Love!""""",18
"Winter","Traffic ~ 20th Century Masters: The Millennium Collection: The Best Of Traffic",18
"Winter","Billy Joel ~ An Innocent Man",18
"Winter","Dayglow ~ Fuzzybrain",18
"Winter","Lil Wayne ~ I Am Not A Human Being",18
"Winter","French Montana ~ Jungle Rules",18
"Winter","J. Cole ~ MIDDLE CHILD",18
"Winter","Major Lazer ~ Major Lazer Essentials",18
"Winter","Vance Joy ~ Nation of Two",18
"Winter","2 Chainz ~ Pretty Girls Like Trap Music",18
