"Year","Album","Plays"
"2020","sagun ~ I'm Drunk And Confused",2
"2020","Peach Tree Rascals ~ I'm Sorry",2
"2020","SEBASTIAN PAUL ~ IMPATIENT",2
"2020","Xuitcasecity ~ INDXGO",2
"2020","Segedoo Tovar ~ Iatrology",2
"2020","Raveena ~ If Only",2
"2020","Khai ~ If You",2
"2020","Hook N Sling ~ If You're Hearing This",2
"2020","Shawn Mendes ~ Illuminate",2
"2020","Brainzz ~ Illusion",2
"2020","musitzun ~ Improvised Piano Arrangement - Mother Mary",2
"2020","Jack Johnson ~ In Between Dreams",2
"2020","ENRA ~ In Motion",2
"2020","Martin Garrix ~ In the Name of Love",2
"2020","Goody Grace ~ Infinite",2
"2020","Julia Michaels ~ Inner Monologue Part 1",2
"2020","Stevie Wonder ~ Innervisions",2
"2020","Farruko ~ Inolvidable",2
"2020","Hamamo ~ Intense",2
"2020","The Format ~ Interventions and Lullabies",2
"2020","Kalp Bird ~ Into the Woods",2
"2020","Sasha Alex Sloan ~ Is It Just Me?",2
"2020","Jordan Maxwell ~ Is It Too Much to Ask For",2
"2020","Kygo ~ It Ain't Me",2
"2020","Thundercat ~ It Is What It Is",2
"2020","Macklemore ~ It's Christmas Time (feat. Dan Caplen)",2
"2020","Maisie Peters ~ It's Your Bed Babe, It's Your Funeral",2
"2020","Kanye West ~ JESUS IS KING",2
"2020","Pritam ~ Jab We Met",2
"2020","Javed-Mohsin ~ Jalebi",2
"2020","James Bay ~ James Bay Spotify Session 2015",2
"2020","Sarcastic Sounds ~ Jealousy",2
"2020","Alec Benjamin ~ Jesus In LA",2
"2020","Tom Walker ~ Just You and I",2
"2020","Abeer Arora ~ Kangana",2
"2020","Amaal Mallik ~ Kapoor & Sons (Since 1921) (Original Motion Picture Soundtrack)",2
"2020","Matoma ~ Keep It Simple (feat. Wilder Woods)",2
"2020","Badshah ~ Khandaani Shafakhana",2
"2020","Will Rays ~ Kilimanjaro",2
"2020","David Guetta ~ Kill Me Slow (Vocal Rework)",2
"2020","Jai Wolf ~ Kindred Spirits",2
"2020","The Weeknd ~ King Of The Fall",2
"2020","Jacquees ~ King of R&B",2
"2020","Kupla ~ Kingdom in Blue",2
"2020","Kind des Herrn ~ Kirche mit Gesang",2
"2020","Alessia Cara ~ Know-It-All",2
"2020","Maleek Berry ~ Kontrol",2
"2020","Elemenkal ~ Kreuz Jesu",2
"2020","Genkopawn ~ Kurz vorm Seelenfrieden",2
"2020","Manu Skip ~ Kurze lange Zeit",2
"2020","Baby Smoove ~ La Vibes",2
"2020","Ingrid Andress ~ Lady Like",2
"2020","NATTI NATASHA ~ Lamento Tu Perdida",2
"2020","Scott Paton ~ Lapideous",2
"2020","Lastlings ~ Last Breath",2
"2020","Kungs ~ Layers",2
"2020","Bryce Vine ~ Lazy Fair",2
"2020","Bill Withers ~ Lean on Me: The Best of Bill Withers",2
"2020","Naestro ~ Lecon numero 1 (feat. Soprano)",2
"2020","N.E.R.D ~ Lemon (feat. Drake)",2
"2020","Harry Hudson ~ Let Me",2
"2020","Juice WRLD ~ Let Me Know (I Wonder Why Freestyle)",2
"2020","Max Styler ~ Let Me Take You There (feat. Laura White)",2
"2020","David Guetta ~ Let's Love",2
"2020","Kaua Correia ~ Leticia",2
"2020","Juice WRLD ~ Life's A Mess (feat. Halsey)",2
"2020","Ritviz ~ Liggi",2
"2020","KYLE ~ Light of Mine",2
"2020","Desiigner ~ Liife",2
"2020","David Guetta ~ Listen",2
"2020","Ayo & Teo ~ Lit Right Now",2
"2020","Sara Bareilles ~ Little Voice",2
"2020","Eleonora Feldt ~ Ljusa Dro?mmar",2
"2020","Farruko ~ Loco (Remix)",2
"2020","Lapsley ~ Long Way Home",2
"2020","James Carter ~ Lose It All",2
"2020","Tyler and Mark ~ Losing My Religion",2
"2020","OTR ~ Lost At Midnight",2
"2020","Ruth B. ~ Lost Boy",2
"2020","Canyon City ~ Lost Sparks",2
"2020","JD Allen ~ Love Stone",2
"2020","Carsky ~ Lover",2
"2020","Raveena ~ Lucid",2
"2020","James Carter ~ Lucky Ones",2
"2020","Tony Kakkar ~ Luka Chuppi",2
"2020","Lukas Graham ~ Lukas Graham",2
"2020","Kasbo ~ Lune",2
"2020","Gavin Luke ~ Luster",2
"2020","Pedro Capo ~ MUNAY",2
"2020","Shoreline Mafia ~ Mafia Bidness",2
"2020","Tom Odell ~ Magnetised",2
"2020","Denis Coleman ~ Make Friends",2
"2020","John Splithoff ~ Make It Happen",2
"2020","Jabberwocky ~ Make Make",2
"2020","Borgeous ~ Make Me Yours",2
"2020","Borgeous ~ Making Me Feel",2
"2020","Gotye ~ Making Mirrors",2
"2020","Anderson .Paak ~ Malibu",2
"2020","Paloma Mami ~ Mami",2
"2020","Lirico En La Casa ~ Marianela",2
"2020","Maisie Peters ~ Maybe Don't (feat. JP Saxe)",2
"2020","Pop Smoke ~ Meet The Woo 2",2
"2020","The Chainsmokers ~ Memories...Do Not Open",2
"2020","Neon Trees ~ Mess Me Up",2
"2020","LO ~ Metronome",2
"2020","Mytom ~ Minutes",2
"2020","Sofia Carson ~ Miss U More Than U Know (with R3HAB)",2
"2020","Blewbird ~ Miss You",2
"2020","Lostboycrow ~ Missing London",2
"2020","Luh Kel ~ Mixed Emotions",2
"2020","Black Eyed Peas ~ Monkey Business",2
"2020","The Nowhows ~ MonoStereo",2
"2020","Harvey Barakis ~ Monoploxy",2
"2020","DJ Diddy ~ Monopoly",2
"2020","Ashe ~ Moral of the Story",2
"2020","Usher ~ More",2
"2020","HM Surf ~ Mujura",2
"2020","Yash Narvekar ~ Muqabla (From """"Street Dancer 3D"""") [Tamil]",2
"2020","SRTW ~ Music & Me",2
"2020","Rusted Root ~ Music From Party of Five",2
"2020","Rihanna ~ Music Of The Sun",2
"2020","Kind des Herrn ~ Musik des Herrn",2
"2020","Sam Smith ~ My Oasis (feat. Burna Boy)",2
"2020","Borgeous ~ My Own Way",2
"2020","AJR ~ My Play",2
"2020","The Band CAMINO ~ My Thoughts on You",2
"2020","Arizona Zervas ~ NIGHTRIDER",2
"2020","Cali Y El Dandee ~ Nada",2
"2020","Dennis Hobb ~ Never Stop",2
"2020","Dennis Lloyd ~ Nevermind",2
"2020","FINNEAS ~ New Girl",2
"2020","Nora Van Elken ~ New Guinea",2
"2020","David Guetta ~ New Rave",2
"2020","Pritam ~ New York",2
"2020","Haleema Pham ~ Nga`y Mai",2
"2020","Niall Horan ~ Nice To Meet Ya",2
"2020","Petit Biscuit ~ Night Trouble",2
"2020","Yung Pinch ~ Nightmares (feat. Lil Skies)",2
"2020","SAFE ~ No Answer",2
"2020","Blxst ~ No Love Lost",2
"2020","Pink Sweat$ ~ No Replacing You",2
"2020","Kranium ~ Nobody Has to Know (feat. Ty Dolla $ign)",2
"2020","Maroon 5 ~ Nobody's Love",2
"2020","Amir Obe ~ None Of The Clocks Work",2
"2020","Conor Maynard ~ Nothing but You",2
"2020","Robinson ~ Nothing to Regret (Remixes)",2
"2020","Frank Ocean ~ Novacane",2
"2020","A.R. Rahman ~ OK Jaanu (Original Motion Picture Soundtrack)",2
"2020","David Archuleta ~ OK, All Right",2
"2020","RONNY J ~ OMGRONNY",2
"2020","X Ambassadors ~ ORION",2
"2020","Alina Baraz ~ Off the Grid (feat. Khalid) [Remixes]",2
"2020","Kacey Musgraves ~ Oh, What a World 2.0",2
"2020","Katy Perry ~ One Of The Boys",2
"2020","FLETCHER ~ One Too Many",2
"2020","Life of Dillon ~ Only Fools Fall in Love",2
"2020","SiR ~ Ooh Nah Nah (feat. Masego)",2
"2020","Naresh Iyer ~ Orange",2
"2020","quickly, quickly ~ Over Skies",2
"2020","Borgeous ~ Over The Edge",2
"2020","Joseph Alphane ~ Oxygen",2
"2020","Maluma ~ PAPI JUANCHO",2
"2020","PARTYNEXTDOOR ~ PARTYNEXTDOOR 3 (P3)",2
"2020","Marc E. Bassy ~ PMD",2
"2020","Pentatonix ~ PTX, Vol. 1",2
"2020","Pentatonix ~ PTX, Vol. 2",2
"2020","David Guetta ~ Pa' La Cultura",2
"2020","Bankrol Hayden ~ Pain is Temporary",2
"2020","Mome ~ Panorama",2
"2020","Octavian ~ Papi Chulo",2
"2020","AM!R ~ Parachute",2
"2020","Indila ~ Parle a ta tete",2
"2020","Masego ~ Passport",2
"2020","Rain Recordings ~ Peaceful Rain Recordings",2
"2020","NF ~ Perception",2
"2020","Luis Fonsi ~ Perfecta",2
"2020","Chris Mazuera ~ Perspective",2
"2020","Tungevaag ~ Peru",2
"2020","Hayley Williams ~ Petals For Armor II",2
"2020","Arin Ray ~ Phases II",2
"2020","Dominic Fike ~ Phone Numbers",2
"2020","Elara Taurendil ~ Phony Heart",2
"2020","minite ~ Pick You Up",2
"2020","Pitbull ~ Planet Pit",2
"2020","Tunji Ige ~ Pounds",2
"2020","Ellie Goulding ~ Power",2
"2020","Petit Biscuit ~ Presence",2
"2020","Bryce Vine ~ Problems",2
"2020","February Rapz ~ Profusion Ain't Stopping Soon",2
"2020","Russ ~ Psycho, Pt. 2",2
"2020","Kid Cudi ~ Pursuit Of Happiness",2
"2020","Tove Lo ~ Queen Of The Clouds",2
"2020","Feki ~ Quiet Minds",2
"2020","Alesso ~ REMEDY",2
"2020","Arizona Zervas ~ ROXANNE",2
"2020","chloe moriondo ~ Rabbit Hearted.",2
"2020","Brice Fame ~ Rabid Insurrection",2
"2020","Lucas Estrada ~ Radio Love",2
"2020","Sounds of Nature Noise ~ Rain Clappering Outside",2
"2020","Rain Sound Studio ~ Rain Sounds For Sleeping",2
"2020","Factorial FX ~ Rain in the Forest",2
"2020","Mike WiLL Made-It ~ Ransom 2",2
"2020","Daft Beer ~ Raving",2
"2020","Clean Bandit ~ Real Love x Sunchyme (feat. Jess Glynne) [VIP Mash-up]",2
"2020","Fabricantes De Lluvia ~ Relaxing Rain Sounds",2
"2020","Ani ~ Release",2
"2020","Ali Gatie ~ Remedy",2
"2020","Sara Kays ~ Remember That Night?",2
"2020","Juice WRLD ~ Reminds Me Of You",2
"2020","Becca ~ Return of Infinity",2
"2020","Eminem ~ Revival",2
"2020","Jay Sean ~ Ride It",2
"2020","Hamamo ~ Roadkill",2
"2020","Wiz Khalifa ~ Rolling Papers",2
"2020","Wiz Khalifa ~ Rolling Papers 2",2
"2020","S1mba ~ Rover (feat. Piso 21)",2
"2020","Joji ~ Run",2
"2020","Lewis Capaldi ~ Rush (feat. Jessie Reyez)",2
"2020","Enrique Iglesias ~ SEX AND LOVE",2
"2020","Smooth December ~ Sad",2
"2020","llaurentz ~ Sad Cold Winter Day",2
"2020","Ruth B. ~ Safe Haven",2
"2020","Moneybagg Yo ~ Said Sum (feat. City Girls & DaBaby)",2
"2020","Jhene Aiko ~ Sail Out",2
"2020","Lil Uzi Vert ~ Sanguine Paradise",2
"2020","Jawsh 685 ~ Savage Love (Laxed - Siren Beat) [BTS Remix]",2
"2020","Megan Thee Stallion ~ Savage Remix (feat. Beyonce)",2
"2020","Ali Gatie ~ Say to You",2
"2020","FRKND ~ Second Chance",2
"2020","KYLE ~ See You When I am Famous!!!!!!!!!!!!",2
"2020","Mac Miller ~ Self Care",2
"2020","Harrison Storm ~ Sense of Home",2
"2020","Shawn Mendes ~ Shawn Mendes",2
"2020","Jeff Birma ~ Shimmering Above Clouds",2
"2020","SG Lewis ~ Shivers",2
"2020","Hundred Waters ~ Show Me Love (feat. Chance The Rapper, Moses Sumney and Robin Hannibal)",2
"2020","Purity Ring ~ Shrines",2
"2020","ElectronicFirefly ~ Simple Dreams",2
"2020","Maluma ~ Sin Contrato (feat. Fifth Harmony)",2
"2020","Alec Benjamin ~ Six Feet Apart",2
"2020","DripReport ~ Skechers (feat. Tyga)",2
"2020","Flume ~ Skin: The Remixes",2
"2020","Rain Recorders ~ Sleep Rain",2
"2020","Charlotte Lawrence ~ Sleep Talking",2
"2020","Sleepy Clouds ~ Sleepy Sky",2
"2020","Znooz ~ Sleepyhead",2
"2020","shy martin ~ Slow",2
"2020","ODIE ~ Slowly",2
"2020","K CAMP ~ Slum Anthem",2
"2020","Leven Kali ~ Smile",2
"2020","NOTD ~ So Close (feat. Georgia Ku)",2
"2020","Alicia Keys ~ So Done (feat. Khalid)",2
"2020","Martin Garrix ~ So Far Away (feat. Jamie Scott & Romy Dya)",2
"2020","Knowmadic ~ Solitude",2
"2020","Powfu ~ Some Boring, Love Stories",2
"2020","BAYNK ~ Someone's EP II",2
"2020","Lucas Estrada ~ Somewhere",2
"2020","Maroon 5 ~ Songs About Jane: 10th Anniversary Edition",2
"2020","The Outdoor Library ~ Sounds of Nature",2
"2020","Anne-Marie ~ Speak Your Mind",2
"2020","Nujabes ~ Spiritual State",2
"2020","Jack and Jeremy ~ Spotlight",2
"2020","Jai Wolf ~ Starlight",2
"2020","Quinn XCII ~ Stay Next To Me (with Chelsea Cutler)",2
"2020","Kasbo ~ Staying in Love / Skogsra",2
"2020","Phaicnach Carufort ~ Stealing Information",2
"2020","shy martin ~ Still the Same (feat. Boy In Space)",2
"2020","Klermant ~ Stille Geburt",2
"2020","Avicii ~ Stories",2
"2020","Phoebe Bridgers ~ Stranger in the Alps",2
"2020","Jubel ~ Strawtown",2
"2020","Ariana Grande ~ Stuck with U",2
"2020","Vishal-Shekhar ~ Student of the Year 2",2
"2020","SAINt JHN ~ Sucks To Be You",2
"2020","Jan Thiel ~ Suda",2
"2020","Sarcastic Sounds ~ Suddenly You're in Love",2
"2020","Pedro Caceres ~ Sueno tranquilo",2
"2020","Common Kings ~ Summer Anthems",2
"2020","Snakehips ~ Summer Fade (feat. Anna of the North)",2
"2020","Lennon Stella ~ Summer Feelings (feat. Charlie Puth)",2
"2020","khai dreams ~ Summer Is Like a Dream",2
"2020","Laffey ~ Summer Nights",2
"2020","Bob Marley & The Wailers ~ Sun Is Shining",2
"2020","llaurentz ~ Sunrise In Morocco",2
"2020","Sole Sole ~ Sunset Under Palms",2
"2020","Furco ~ Supermodel Girl",2
"2020","Gallant ~ Sweet Insomnia",2
"2020","Ariana Grande ~ Sweetener",2
"2020","Kendrick Lamar ~ Swimming Pools (Drank)",2
"2020","Tory Lanez ~ TAlk tO Me (with Rich The Kid feat. Lil Wayne)",2
"2020","SEBASTIAN PAUL ~ TROJAN HORSE",2
"2020","Troye Sivan ~ TRXYE",2
"2020","Rowan Blanchard ~ Take On the World",2
"2020","Pretty Lights ~ Taking up Your Precious Time",2
"2020","Neotantra ~ Tantric Life",2
"2020","Nio Garcia ~ Te Bote (Remix)",2
"2020","MYA ~ Te Olvidare",2
"2020","Ross Lynch ~ Teen Beach 2",2
"2020","B Free ~ Teleport Me",2
"2020","Elfva ~ Tenderly",2
"2020","Rahat Fateh Ali Khan ~ Tere Bin (From """"Simmba"""")",2
"2020","Lil Uzi Vert ~ That Way",2
"2020","Kid Cudi ~ The Adventures of Moon Man & Slim Shady (with Eminem)",2
"2020","Klingande ~ The Album",2
"2020","Badshah ~ The Badshah of Party Hits",2
"2020","Shannon ~ The Best Is Yet To Come",2
"2020","A Boogie Wit da Hoodie ~ The Bigger Artist",2
"2020","SYML ~ The Dark",2
"2020","Alicia Keys ~ The Element Of Freedom",2
"2020","Lars and Len ~ The Enlightenment",2
"2020","Gnarly Gibbs ~ The Ghost in Your Smile",2
"2020","Tyler Ward ~ The Hardest Thing",2
"2020","Macklemore & Ryan Lewis ~ The Heist",2
"2020","Backstreet Boys ~ The Hits--Chapter One",2
"2020","Nick Cannon ~ The Miseducation of The Negro You Love to Hate",2
"2020","Kid Quill ~ The Name Above the Title",2
"2020","JID ~ The Never Story",2
"2020","Nicki Minaj ~ The Pinkprint",2
"2020","Tame Impala ~ The Slow Rush",2
"2020","Tee Grizzley ~ The Smartest",2
"2020","MOWE ~ The Sun",2
"2020","Isaiah Rashad ~ The Sun's Tirade",2
"2020","Gwen Stefani ~ The Sweet Escape",2
"2020","Bruno Mars ~ The Twilight Saga: Breaking Dawn - Part 1",2
"2020","Bon Iver ~ The Twilight Saga: New Moon (Original Motion Picture Soundtrack)",2
"2020","Billie Eilish ~ Therefore I Am",2
"2020","Rudimental ~ These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2
"2020","Kina ~ Things I Wanted To Tell You",2
"2020","Khalid ~ This Way",2
"2020","Sasha Alex Sloan ~ Thoughts",2
"2020","Lennon Stella ~ Three. Two. One.",2
"2020","Thunderstorm Sound Bank ~ Thunder & Rain Relaxation",2
"2020","Nature Sounds ~ Thunderstorms - Sounds of Nature",2
"2020","Clean Bandit ~ Tick Tock (feat. 24kGoldn)",2
"2020","Jose P ~ Tiger Blood",2
"2020","Barlito ~ Times We Had",2
"2020","DVBBS ~ Tinted Eyes (feat. blackbear & 24kGoldn)",2
"2020","Sia ~ Together",2
"2020","Nimrat Khaira ~ Tohar",2
"2020","Dexys Midnight Runners ~ Too Rye Ay",2
"2020","ayokay ~ Too Young (feat. Baker Grace)",2
"2020","Major Lazer ~ Trigger",2
"2020","Jhene Aiko ~ Trip",2
"2020","Topaz Jones ~ Tropicana",2
"2020","Anson Seabra ~ Trying My Best",2
"2020","Kevin Lyttle ~ Turn Me On",2
"2020","Nightly ~ Twenty Something/No Call, No Reply",2
"2020","3LAU ~ Ultraviolet",2
"2020","Jeezai ~ Under Protection",2
"2020","Jasmine Thompson ~ Under the Willow Tree",2
"2020","Mindezer ~ Untruths",2
"2020","MOWE ~ Untz",2
"2020","Chance Pena ~ Up, Up & Away",2
"2020","GASHI ~ Upset",2
"2020","Shashwat Sachdev ~ Uri - The Surgical Strike",2
"2020","Harris Jayaraj ~ Vaaranam Aayiram (Original Motion Picture Soundtrack)",2
"2020","Judi Khan ~ Veceras",2
"2020","Arijit Singh ~ Veere Di Wedding",2
"2020","Frank Pierce ~ Vibe (feat. Emily Bonabon)",2
"2020","The Deli ~ Vibes 3",2
"2020","Brixta ~ Von der Gosse in den Himmel",2
"2020","EVAN GIIA ~ WESTWORLD",2
"2020","WSTRN ~ WSTRN Season, Vol. 2",2
"2020","Lindsey Stirling ~ Warmer In The Winter",2
"2020","Olivia O'Brien ~ Was It Even Real?",2
"2020","Hozier ~ Wasteland, Baby!",2
"2020","Silento ~ Watch Me (Whip / Nae Nae)",2
"2020","Like April ~ Watching The Snow",2
"2020","Beowulf ~ We Accept the Love We Think We Deserve",2
"2020","YNW Melly ~ We All Shine",2
"2020","Ali Gatie ~ Welcome Back (feat. Alessia Cara)",2
"2020","Why Don't We ~ What Am I",2
"2020","Monty Datta ~ What Do Normal People Do When They Get Sad",2
"2020","Kaskade ~ When I'm With You",2
"2020","Jeremy Zucker ~ When You Wake up...",2
"2020","asking for a friend ~ Where the Tree Tops Glisten",2
"2020","Misc.Inc ~ Whispers",2
"2020","No Suits ~ William Foe",2
"2020","Halsey ~ Without Me",2
"2020","Lil Baby ~ Woah",2
"2020","Plested ~ Worthy Of You",2
"2020","PRETTYMUCH ~ Would You Mind",2
"2020","Jonas Brothers ~ XV",2
"2020","Emmit Fenn ~ Yellow",2
"2020","Smooth Piana ~ Your Castle",2
"2020","Zendaya ~ Zendaya",2
"2020","Janee ~ Zombie",2
"2020","Hintakla ~ Zu viel Zeit",2
"2020","potsu ~ [oops]",2
"2020","Tate McRae ~ all the things i never said",2
"2020","Purity Ring ~ another eternity",2
"2020","XXXTENTACION ~ bad vibes forever",2
"2020","Jeremy Zucker ~ better off",2
"2020","Billie Eilish ~ bitches broken hearts",2
"2020","blackbear ~ cashmere noose",2
"2020","chief. ~ coffee",2
"2020","blackbear ~ deadroses",2
"2020","Powfu ~ death bed (coffee for your head)",2
"2020","gianni & kyle ~ do u even miss me at all?",2
"2020","Lauv ~ fuck, i'm lonely",2
"2020","iann dior ~ gone girl",2
"2020","Christian French ~ head first (remixes)",2
"2020","blackbear ~ if i were u (with Lauv)",2
"2020","John K ~ if we never met (feat. Kelsea Ballerini)",2
"2020","Aquilo ~ ii",2
"2020","Bea Miller ~ it's not u it's me",2
"2020","for KING & COUNTRY ~ joy. (R3HAB Remix)",2
"2020","Alaina Castillo ~ just a boy",2
"2020","Kelsea Ballerini ~ kelsea",2
"2020","blackbear ~ lil bit",2
"2020","gnash ~ me",2
"2020","Gracie Abrams ~ minor",2
"2020","keshi ~ more",2
"2020","mazie ~ no friends",2
"2020","LANY ~ okay",2
"2020","Greyson Chance ~ portraits",2
"2020","Delayde ~ running around dreaming",2
"2020","Ruel ~ say it over (feat. Cautious Clay)",2
"2020","TorontoMusicPlug ~ secret drop*",2
"2020","gianni & kyle ~ she's no angel",2
"2020","Zaeden ~ socha na tha",2
"2020","Palmer ~ stay inside",2
"2020","Jeremy Zucker ~ supercuts",2
"2020","Ariana Grande ~ thank u, next",2
"2020","EVAN GIIA ~ tiny life",2
"2020","Mikalimba ~ toyboxtrap",2
"2020","Kevin Stolz ~ unequal boyhood",2
"2020","girl in red ~ we fell in love in october / forget her",2
"2020","The xx ~ xx",2
"2021","Big Star ~ #1 Record",2
"2021","MitiS ~ 'Til the End",2
"2021","Britney Spears ~ ...Baby One More Time (Digital Deluxe Version)",2
"2021","Billy Lemos ~ 12:34 AM",2
"2021","Shoffy ~ 14 Texts",2
"2021","Headie One ~ 18HUNNA (feat. Dave)",2
"2021","J. Cole ~ 2014 Forest Hills Drive",2
"2021","2CELLOS ~ 2Cellos",2
"2021","Spencer. ~ 2much",2
"2021","Lofi Fruits Music ~ 3 AM. Gaming",2
"2021","Adele ~ 30",2
"2021","Flatbush Zombies ~ 3001: A Laced Odyssey",2
"2021","Mickey Singh ~ 4AM",2
"2021","SAULT ~ 5",2
"2021","6LACK ~ 6pc Hot EP",2
"2021","David Guetta ~ 7",2
"2021","Lofi Fruits Music ~ 90s Oldschool Lofi Hip Hop",2
"2021","Selena Gomez ~ 999 (with Camilo)",2
"2021","?Teo? ~ ?Teo?",2
"2021","Two Feet ~ A 20 Something Fuck",2
"2021","The 1975 ~ A Brief Inquiry Into Online Relationships",2
"2021","Orion Sun ~ A Collection of Fleeting Moments and Daydreams",2
"2021","Euforbia ~ A Fair Wind",2
"2021","Brantley Gilbert ~ A Modern Day Prodigal Son",2
"2021","Eklipse ~ A Night In Strings",2
"2021","Paradise Sunset ~ A Solid State",2
"2021","blackbear ~ ANONYMOUS",2
"2021","Santana ~ Abraxas",2
"2021","J. Maya ~ Achilles Heel",2
"2021","Sid Sriram ~ Adithya Varma",2
"2021","Madeon ~ Adventure",2
"2021","Afro B ~ Afrowave 2",2
"2021","Elton John ~ After All",2
"2021","Ed Sheeran ~ Afterglow",2
"2021","Dance Fruits Music ~ Ain't No Sunshine",2
"2021","Jeremih ~ All About You",2
"2021","Nebu Kiniza ~ All In",2
"2021","AJ Mitchell ~ All My Friends",2
"2021","Sammy Adams ~ All Night Longer",2
"2021","Jay Sean ~ All Or Nothing",2
"2021","Michael Franti & Spearhead ~ All Rebel Rockers",2
"2021","Eleonora Feldt ~ Allt finns kvar",2
"2021","Juice WRLD ~ Already Dead",2
"2021","Rightfield from College ~ Alright",2
"2021","Sleepy Clouds ~ Always Moving",2
"2021","Anuel AA ~ Amanece",2
"2021","Ben Kyle ~ America",2
"2021","Goldbird ~ And We Disappear",2
"2021","Vansire ~ Angel Youth",2
"2021","Kainbeats ~ Angelic",2
"2021","Armaan Malik ~ Aravindha Sametha",2
"2021","Vlad Holiday ~ Artificial Paradise",2
"2021","Los Sobriles ~ Astralica Catharsis",2
"2021","Vicetone ~ Astronomia",2
"2021","Pentatonix ~ At Home",2
"2021","Mike Posner ~ At Night, Alone.",2
"2021","YSRBEATS ~ Atif Rocks",2
"2021","Sleeping At Last ~ Atlas: Hearing",2
"2021","Center of Jupiter ~ Atmosphere",2
"2021","Wolfgang Schulmann ~ Auf dem Felde",2
"2021","Octave Riviere ~ Aurore",2
"2021","Big Wild ~ Awaken (Feel Alive)",2
"2021","B.o.B ~ B.o.B Presents: The Adventures of Bobby Ray",2
"2021","Big Time Rush ~ BTR",2
"2021","Selena Gomez ~ Back To You",2
"2021","Jesper Jenset ~ Bad Vibrations",2
"2021","Shekar Chandra ~ Baguntundhi Nuvvu Navvithe",2
"2021","Marshmello ~ Be Kind (with Halsey)",2
"2021","Kendra Dias ~ Be Nice",2
"2021","Friends At The Falls ~ Be The Change EP",2
"2021","Nicki Minaj ~ Beam Me Up Scotty",2
"2021","Dan Stevens ~ Beauty and the Beast",2
"2021","Ne-Yo ~ Because Of You",2
"2021","brillion. ~ Bedtime Stories Pt. 3",2
"2021","juniorodeo ~ Before Sunrise",2
"2021","Jiao Ch'ien ~ Belief",2
"2021","Amplified Pieces ~ Below the Red Skies",2
"2021","Waneesa ~ Berhenti Masa",2
"2021","Arijit Singh ~ Best Of Sunidhi Chauhan",2
"2021","Dabin ~ Between Broken",2
"2021","Hayden James ~ Between Us",2
"2021","FLETCHER ~ Bitter",2
"2021","D Smoke ~ Black Habits",2
"2021","7715 ~ Black Out",2
"2021","Jorja Smith ~ Black Panther The Album Music From And Inspired By",2
"2021","alayna ~ Bliss",2
"2021","Bon Iver ~ Blood Bank",2
"2021","FINNEAS ~ Blood Harmony",2
"2021","Canyon City ~ Bluebird",2
"2021","Loud Luxury ~ Body",2
"2021","Meet Bros Anjjan ~ Bollywood Party With Meet Bros",2
"2021","Sheppard ~ Bombs Away",2
"2021","Bon Iver ~ Bon Iver",2
"2021","Fuse ODG ~ Booze Anthem",2
"2021","Fivio Foreign ~ Bop It (feat. Polo G)",2
"2021","JOMALU ~ Breathe In Breathe Out",2
"2021","Rnwy Lites ~ Breathe into the Still",2
"2021","Brett Eldredge ~ Brett Eldredge",2
"2021","Kris Bowers ~ Bridgerton (Covers from the Netflix Original Series)",2
"2021","Chandeller ~ Brightness",2
"2021","Alfa Mist ~ Bring Backs",2
"2021","Brett Eldredge ~ Bring You Back",2
"2021","Julia Michaels ~ Broad Stories",2
"2021","Christian French ~ By Myself",2
"2021","Calvin Harris ~ By Your Side (feat. Tom Grennan)",2
"2021","Tyler, The Creator ~ CALL ME IF YOU GET LOST",2
"2021","Peter CottonTale ~ CATCH",2
"2021","Aaron May ~ CHASE",2
"2021","Aries ~ CONVERSATIONS",2
"2021","Billie Eilish ~ COPYCAT",2
"2021","xander. ~ Cabin Fever",2
"2021","Lofi Fruits Music ~ Calm Study Ambience",2
"2021","Peach Tree Rascals ~ Camp Nowhere",2
"2021","Amir Obe ~ Can't Be A ____Here: Chapter 2",2
"2021","Yann Muller ~ Can't Take My Eyes Off You",2
"2021","Prince Royce ~ Carita de Inocente (feat. Myke Towers)",2
"2021","Elsa Greeve ~ Catastrophically in love with you",2
"2021","Valeria Rosso ~ Celestial Road",2
"2021","PLVTINUM ~ Champagne & Sunshine",2
"2021","Meek Mill ~ Championships",2
"2021","Dream ~ Change My Clothes",2
"2021","Darius Rucker ~ Charleston, SC 1966",2
"2021","Sara Kays ~ Chosen Last",2
"2021","Chris Brown ~ Chris Brown",2
"2021","Christine and the Queens ~ Christine and the Queens",2
"2021","Pusher ~ Clear",2
"2021","Sarcastic Sounds ~ Closure (feat. BIRDY and Mishaal)",2
"2021","LoFi Waiter ~ Coffee Sunset",2
"2021","Duava ~ Colombo Rain",2
"2021","Dazik69 ~ Color Spectrum",2
"2021","Lofi Fruits Music ~ Concentrate Your Mind",2
"2021","The Temper Trap ~ Conditions",2
"2021","Universo ~ Constelaciones",2
"2021","Lulleaux ~ Contact",2
"2021","Aysha Mathis ~ Convince Me",2
"2021","Austin Marc ~ Couple Ideas",2
"2021","James Blake ~ Covers",2
"2021","Peter Hollens ~ Covers, Vol. III",2
"2021","cxlt. ~ Cozy Winter",2
"2021","A R I Z O N A ~ Cross My Mind: The Mixtape",2
"2021","Melanie Martinez ~ Cry Baby",2
"2021","6LACK ~ Cutting Ties",2
"2021","Aries ~ DITTO",2
