"Year","Album","Plays"
"2021","Boy In Space ~ Dance Alone",2
"2021","Morgan Wallen ~ Dangerous: The Double Album",2
"2021","Pyres ~ Dark",2
"2021","Alan Walker ~ Darkside",2
"2021","STEPHAN ~ Daytrip",2
"2021","Gabrielle Aplin ~ Dear Happy Deluxe",2
"2021","Borgeous ~ Dear Me,",2
"2021","Juice WRLD ~ Death Race For Love",2
"2021","Mind Explorer ~ Deep Waters",2
"2021","Keith Urban ~ Defying Gravity",2
"2021","Shaqdi ~ Deja Vu",2
"2021","Leslie Grace ~ Diganle",2
"2021","Trinidad Cardona ~ Dinero",2
"2021","Bad Suns ~ Disappear Here",2
"2021","Magical Piano Player ~ Disney Piano Renditions",2
"2021","Absofacto ~ Dissolve",2
"2021","Andrew Belle ~ Dive Deep",2
"2021","Andrew Belle ~ Dive Deep (Hushed)",2
"2021","Ludovico Einaudi ~ Divenire",2
"2021","Jess Benko ~ Do You Love Me, or Are You Just Lonely?",2
"2021","Oh Wonder ~ Don't Let The Neighbourhood Hear",2
"2021","KHEA ~ Donde Estas (with Piso 21) - Remix",2
"2021","R3HAB ~ Downtown (with Kelvin Jones)",2
"2021","Aaarly ~ Doze",2
"2021","Pim Miles ~ Dreams Within Dreams",2
"2021","Hippie Sabotage ~ Drifter",2
"2021","Niel Hupkes ~ Dromen over jou",2
"2021","Alann8h ~ Dumb Daze",2
"2021","Mimi Webb ~ Dumb Love",2
"2021","Scintillante ~ E ora di dormire",2
"2021","Travis Scott ~ ESCAPE PLAN / MAFIA",2
"2021","Sleepy Tom ~ Ear Candy",2
"2021","Beren Olivia ~ Early Hours of the AM",2
"2021","In Stars Above ~ Early Sunrise",2
"2021","Dharan Kumar ~ Edho Solla",2
"2021","Dries Wold ~ Eenzame stilte",2
"2021","Monocle Twins ~ Eidolon",2
"2021","Lina Amsler ~ Ein neuer Tag",2
"2021","Katy Perry ~ Electric",2
"2021","Alina Baraz ~ Electric (R3hab Remix)",2
"2021","Khalid ~ Eleven",2
"2021","Khalid ~ Eleven (feat. Summer Walker)",2
"2021","Minke ~ Elsewhere",2
"2021","Hazey Eyes ~ Emotion",2
"2021","DJ Snake ~ Encore",2
"2021","J Balvin ~ Energia",2
"2021","Nice & Wild ~ Energy, Love And Unity",2
"2021","Dru Hill ~ Enter The Dru",2
"2021","Erratic Peace ~ Eons",2
"2021","Danny Ocean ~ Epa Wei",2
"2021","Imperial Atlas ~ Etheral Ease",2
"2021","Yung L ~ Eve Bounce",2
"2021","ARMNHMR ~ Everybody Feels (feat. Zack Gray)",2
"2021","Sia ~ Everyday Is Christmas",2
"2021","Benji Lewis ~ Everything's Alright",2
"2021","HAEVN ~ Eyes Closed",2
"2021","The Kid LAROI ~ F*CK LOVE",2
"2021","Popcaan ~ FIXTAPE",2
"2021","Moi Je ~ Fabrique Club",2
"2021","Galantis ~ Faith (with Dolly Parton) [feat. Mr. Probz]",2
"2021","Lauv ~ Fake",2
"2021","Jenna Lotti ~ Fake Id",2
"2021","James Arthur ~ Falling Like The Stars",2
"2021","Delle Alpi ~ Falling Stars",2
"2021","Lawrence ~ False Alarms (with Jon Bellion)",2
"2021","Jazmine Sullivan ~ Fearless",2
"2021","Billie Marten ~ Feeding Seahorses by Hand",2
"2021","David Solomon ~ Feel Alive (feat. Katt Rockell)",2
"2021","Suriel Hess ~ Feel Love",2
"2021","Fern. ~ Fern.",2
"2021","Emelie Norstadt ~ Fields of Joy",2
"2021","Great Good Fine Ok ~ Find Yourself",2
"2021","Bruno Mars ~ Finesse (Remix) [feat. Cardi B]",2
"2021","VAX ~ Fireproof (feat. Teddy Sky)",2
"2021","Niall Horan ~ Flicker",2
"2021","Masego ~ Flight 99",2
"2021","Altair Blake ~ Floating Away",2
"2021","Waka Flocka Flame ~ Flockaveli",2
"2021","Altair Blake ~ Floetry",2
"2021","Flume ~ Flume",2
"2021","Altair Blake ~ Fly Away",2
"2021","Olin And The Moon ~ Footsteps",2
"2021","Jungle ~ For Ever",2
"2021","SZA ~ For The Throne (Music Inspired by the HBO Series Game of Thrones)",2
"2021","Jazz Fruits Music ~ Formal Jazz Session",2
"2021","Kasbo ~ Found You",2
"2021","Flatsound ~ Four Songs for Losing You",2
"2021","Briston Maroney ~ Freakin' Out On The Interstate",2
"2021","James Blake ~ Friends That Break Your Heart",2
"2021","Brent Faiyaz ~ Fuck The World",2
"2021","Leah Kate ~ Fuck Up the Friendship",2
"2021","SPEECHLESS ~ Future Feelings",2
"2021","Dayglow ~ Fuzzybrain",2
"2021","Aries ~ GENIE",2
"2021","Juke Ross ~ GREY",2
"2021","Giveon ~ Garden Kisses",2
"2021","Zaeden ~ Genesis 1:1",2
"2021","Sheppard ~ Geronimo",2
"2021","Dekleyn ~ Ghost",2
"2021","Vishal-Shekhar ~ Ghungroo (From """"War"""")",2
"2021","Kameron Marlowe ~ Giving You Up",2
"2021","Tenant Rights ~ Glide and Tread",2
"2021","James Blake ~ Godspeed",2
"2021","Berhana ~ Golden pt. 2 (feat. Mereba)",2
"2021","Good Night World ~ Good Night World",2
"2021","ILLENIUM ~ Good Things Fall Apart (with Jon Bellion)",2
"2021","Hazey Eyes ~ Goodbye",2
"2021","Nicky Jam ~ Greatest Hits Vol. 1",2
"2021","Nicky Jam ~ Greatest Hits, Vol. 1",2
"2021","070 Shake ~ Guilty Conscience",2
"2021","Hey Violet ~ Guys My Age",2
"2021","Leven Kali ~ HIGHTIDE",2
"2021","Hailee Steinfeld ~ Half Written Story",2
"2021","Tori Kelly ~ Hallelujah",2
"2021","Jonas Brothers ~ Happiness Begins",2
"2021","Sam Hunt ~ Hard To Forget",2
"2021","Johnny Stimson ~ Hard to Say Goodbye",2
"2021","Vicetone ~ Harmony",2
"2021","ILLENIUM ~ Hearts on Fire",2
"2021","Maverick Sabre ~ Her Grace",2
"2021","Armaan Malik ~ Hero",2
"2021","Internet Money ~ His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",2
"2021","The PropheC ~ Hit Me Up - Single",2
"2021","Adam Melchor ~ Hold On For Dear Life",2
"2021","Mills ~ Hollow",2
"2021","Machine Gun Kelly ~ Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha) [From Bright: The Album]",2
"2021","Pink Sweat$ ~ Honesty",2
"2021","Jordy Chandra ~ Hope You Are Okay",2
"2021","James TW ~ Hopeless Romantics",2
"2021","Calvin Harris ~ How Deep Is Your Love",2
"2021","Bonny Lauren ~ How Does It Feel",2
"2021","Slow Magic ~ How To Run Away",2
"2021","SLANDER ~ Hurts Sometimes (with Jonathan Mendelsohn)",2
"2021","YNW Melly ~ I AM YOU",2
"2021","The National ~ I Am Easy to Find",2
"2021","Ed Sheeran ~ I Don't Care (with Justin Bieber)",2
"2021","Kate Bollinger ~ I Don't Wanna Lose",2
"2021","Jon Bellion ~ I FEEL IT (with Burna Boy)",2
"2021","Munn ~ I Lost Myself",2
"2021","Novo Amor ~ I Make Sparks",2
"2021","Lofi Fruits Music ~ I See Fire",2
"2021","Imaginary Future ~ I Will Spend My Whole Life Loving You",2
"2021","Lateras ~ I'M JUST SAYIN!",2
"2021","Hitimpulse ~ I'm in Love with the Coco",2
"2021","David Simon, Anitha ~ Idharammayilatho",2
"2021","Sinead Harnett ~ If You Let Me",2
"2021","Drake ~ If You're Reading This It's Too Late",2
"2021","Justin Wellington ~ Iko Iko (My Bestie)",2
"2021","Shawn Mendes ~ Illuminate",2
"2021","Joshua Hyslop ~ In Deepest Blue",2
"2021","Alessia Cara ~ In The Meantime",2
"2021","Mauve ~ In the Morning",2
"2021","Mauve ~ In the Rain",2
"2021","CAL ~ In the Water (with Quinn XCII)",2
"2021","Inside Lands ~ Incessant",2
"2021","Chris Brown ~ Indigo",2
"2021","Teenage Priest ~ Innocent",2
"2021","SRTW ~ Into the Night",2
"2021","Lori Dulac ~ Iridescent",2
"2021","Ludovico Einaudi ~ Islands - Essential Einaudi",2
"2021","Avonlea ~ It Sucks",2
"2021","James Arthur ~ It'll All Make Sense In The End",2
"2021","Jeremih ~ Jeremih",2
"2021","A.R. Rahman ~ Jodhaa Akbar",2
"2021","Martin Solveig ~ Juliet & Romeo",2
"2021","Julia Michaels ~ Jump (with Trippie Redd)",2
"2021","YNW Melly ~ Just A Matter of Slime",2
"2021","P!nk ~ Just Like Fire (From the Original Motion Picture """"Alice Through The Looking Glass"""")",2
"2021","Aries ~ KIDS ON MOLLY",2
"2021","Tochi Raina ~ Kabira (VIP Remix)",2
"2021","Shankar-Ehsaan-Loy ~ Kal Ho Naa Ho (Original Motion Picture Soundtrack)",2
"2021","Bob Marley & The Wailers ~ Kaya",2
"2021","Ashley Singh ~ Keep Me",2
"2021","NOTD ~ Keep You Mine",2
"2021","Kupla ~ Kingdom in Blue",2
"2021","ayokay ~ Kings of Summer",2
"2021","Doja Cat ~ Kiss Me More (feat. SZA)",2
"2021","Idzi Kowalczyk ~ Kolysanka",2
"2021","Blissful Heaven ~ Kundalini Yoga 2",2
"2021","Udit Narayan ~ Kuruvi",2
"2021","KAROL G ~ LOCATION",2
"2021","Shordie Shordie ~ LOVE (feat. Trippie Redd)",2
"2021","Jennifer Lopez ~ LOVE?",2
"2021","Sayulita ~ La Caoba",2
"2021","Conway the Machine ~ La Maquina",2
"2021","Russ ~ Lake Como",2
"2021","NATTI NATASHA ~ Lamento Tu Perdida",2
"2021","Diddy - Dirty Money ~ Last Train To Paris",2
"2021","Lofi Fruits Music ~ Late Night Driving Lo-Fi",2
"2021","Player ~ Late Night Tales: Music For Pleasure",2
"2021","Drake ~ Laugh Now Cry Later (feat. Lil Durk)",2
"2021","Towerz ~ Lazy Sunday",2
"2021","Astrid S ~ Leave It Beautiful",2
"2021","Vicetone ~ Legacy",2
"2021","Olympic Ayres ~ Leisureplex",2
"2021","The Beatles ~ Let It Be",2
"2021","Hayne ~ Letters I Never Sent U",2
"2021","Lianne La Havas ~ Lianne La Havas",2
"2021","Hearts & Colors ~ Lighthouse",2
"2021","Lennon Stella ~ Like Everybody Else",2
"2021","David Guetta ~ Like I Do",2
"2021","Alec Wynter ~ Liquid Dream - Piano Version",2
"2021","Sara Bareilles ~ Little Voice",2
"2021","Big Sean ~ Living Single",2
"2021","Lofi Fruits Music ~ Lofi Hip Hop Music, Vol. 1",2
"2021","Mokita ~ London",2
"2021","Lonely Benson ~ Lonely Benson",2
"2021","Mokita ~ Lonely City",2
"2021","Joy Again ~ Looking Out for You",2
"2021","Kygo ~ Lose Somebody",2
"2021","Jai Wolf ~ Lost (feat. Chelsea Jade)",2
"2021","Pritam ~ Love Aaj Kal",2
"2021","Sean Kingston ~ Love Is Wonderful (feat. Travis Barker)",2
"2021","Jason Mraz ~ Love Is a Four Letter Word",2
"2021","UMI ~ Love Language",2
"2021","HONNE ~ Love Me / Love Me Not",2
"2021","John Mayer ~ Love on the Weekend",2
"2021","Ella Fitzgerald ~ Love, Ella",2
"2021","8D Tunes ~ Lovely (8D Audio)",2
"2021","Harmony Byrne ~ Loving You Is Lonely",2
"2021","j ember ~ Lower Than Low",2
"2021","Lukas Graham ~ Lukas Graham",2
"2021","PRETTYMUCH ~ Lying (feat. Lil Tjay)",2
"2021","Pachanga ~ M.P.3",2
"2021","Bad Bunny ~ MIA (feat. Drake)",2
"2021","Majestic Sleep ~ Majestic Dream",2
"2021","Gotye ~ Making Mirrors",2
"2021","Pitbull ~ Mala (feat. Becky G & De La Ghetto)",2
"2021","Paloma Mami ~ Mami",2
"2021","Nathanael Ekstrom ~ Mangata",2
"2021","Boudoin ~ Marmoris",2
"2021","Drake ~ Marvins Room",2
"2021","Shirene Sanjay ~ Mast Magan x Kaise Mujhe",2
"2021","Luke Chiang ~ May I Ask",2
"2021","Pritam ~ Mehrama",2
"2021","The Chainsmokers ~ Memories...Do Not Open",2
"2021","Shordie Shordie ~ Memory Lane",2
"2021","Mariah Carey ~ Merry Christmas",2
"2021","Munn ~ Midnight Drives",2
"2021","Pink Sweat$ ~ Midnight River (feat. 6LACK)",2
"2021","Restless Modern ~ Midwestern Nights",2
"2021","Adelina Palm ~ Migla",2
"2021","SABAI ~ Million Days",2
"2021","Else ~ Mirage",2
"2021","ODIE ~ Miss Summer",2
"2021","itssvd ~ Missing",2
"2021","Luh Kel ~ Mixed Emotions",2
"2021","Moana Karaoke ~ Moana",2
"2021","KYLE ~ Moment (feat. Wiz Khalifa)",2
"2021","Modal Colours ~ Moment To Moment",2
"2021","Jerzy Elle ~ Mon Bateau Tranquille",2
"2021","24kGoldn ~ Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",2
"2021","S N U G ~ Moonglow",2
"2021","Lucas Leigh ~ Moonlight Memoirs",2
"2021","Raveena ~ Moonstone EP",2
"2021","Ashe ~ Moral of the Story",2
"2021","Swedish House Mafia ~ Moth To A Flame",2
"2021","Lost Kings ~ Mountains",2
"2021","Wolfgang Amadeus Mozart ~ Mozart for the day",2
"2021","Wolfgang Amadeus Mozart ~ Mozart: Kleine Nachtmusik (Eine) / Serenata Notturna / Divertimento No. 10",2
"2021","Ben Platt ~ Music From The Netflix Original Series The Politician",2
"2021","Major Lazer ~ Music Is The Weapon",2
"2021","KSHMR ~ My Best Life (feat. Mike Waters)",2
"2021","The Weeknd ~ My Dear Melancholy,",2
"2021","Jack Gilinsky ~ My Love",2
"2021","Justin Bieber ~ My World",2
"2021","NAV ~ NAV",2
"2021","Lucas Forch ~ Naoko",2
"2021","Jay Loud ~ Nap Town",2
"2021","Vance Joy ~ Nation of Two",2
"2021","Gowtham Bharadwaj ~ Nee Neeli Kannullona (From """"Dear Comrade"""")",2
"2021","Gryffin ~ New Blood (with Boy Matthews)",2
"2021","Surfaces ~ Next Thing (Loverboy)",2
"2021","Nick Cannon ~ Nick Cannon",2
"2021","Faime ~ Night Sky",2
"2021","Skepta ~ Nirvana",2
"2021","Bastille ~ No Bad Days",2
"2021","lophiile ~ No Bus",2
"2021","Calum Scott ~ No Matter What",2
"2021","Coi Leray ~ No More Parties",2
"2021","REASON ~ No More, No Less: Demo 1",2
"2021","Sabrina Claudio ~ No Rain, No Flowers",2
"2021","Altair Blake ~ No Sleep",2
"2021","Lana Del Rey ~ Norman Fucking Rockwell!",2
"2021","WYS ~ North Pole",2
"2021","Drake ~ Nothing Was The Same",2
"2021","CloZee ~ Nouvelle Era",2
"2021","$uicideboy$ ~ Now the Moon's Rising",2
"2021","Bando. ~ O.M.G.",2
"2021","Duke Dumont ~ Ocean Drive",2
"2021","Alec Benjamin ~ Older",2
"2021","Fenne Lily ~ On Hold",2
"2021","Young Thug ~ On the Run",2
"2021","Invadable Harmony ~ Once Upon a Dream",2
"2021","Calvin Harris ~ One Kiss (with Dua Lipa)",2
"2021","David Guetta ~ One Love",2
"2021","San Holo ~ One Thing",2
"2021","Keith Urban ~ One Too Many",2
"2021","Sasha Alex Sloan ~ Only Child",2
"2021","Jimi Charles Moody ~ Only You",2
"2021","Daddy Yankee ~ Otra Cosa",2
"2021","Gordi ~ Our Two Skins",2
"2021","RINI ~ Out of the Blue (feat. EARTHGANG)",2
"2021","BEAUZ ~ Outerspace",2
"2021","Conan Gray ~ Overdrive",2
"2021","Maroon 5 ~ Overexposed",2
"2021","Gaidaa ~ Overture",2
"2021","PJ Morton ~ PAUL",2
"2021","PRETTYMUCH ~ PRETTYMUCH an EP",2
"2021","William Black ~ Pages",2
"2021","PakistaniPlug ~ Pakistani Hits",2
"2021","Arijit Singh ~ Pal Pal Dil Ke Paas- Title Track (From """"Pal Pal Dil Ke Paas"""")",2
"2021","Mau y Ricky ~ Para Aventuras y Curiosidades",2
"2021","Cuco ~ Para Mi",2
"2021","Drake Chisholm ~ Passages",2
"2021","Rando ~ Passionfruit",2
"2021","Trevor Daniel ~ Past Life (with Selena Gomez)",2
"2021","Tee Grizzley ~ Payroll (feat. Payroll Giovanni)",2
"2021","Trippie Redd ~ Pegasus: Neon Shark vs Pegasus Presented By Travis Barker",2
"2021","Chieloka ~ Pendwmpian",2
"2021","Pentatonix ~ Pentatonix",2
"2021","Conan Gray ~ People Watching",2
"2021","Dominic Fike ~ Phone Numbers",2
"2021","The Theorist ~ Piano Covers, Vol. 12",2
"2021","Matt Large ~ Piano For Painkillers",2
"2021","Bliss Phenomena ~ Pillowside",2
"2021","Otto A. Totland ~ Pino",2
"2021","Kasbo ~ Places We Don't Know",2
"2021","Universo ~ Planetas",2
"2021","Kyle Dion ~ Play Too Much",2
"2021","Rufus Wainwright ~ Poses",2
"2021","Khalid ~ Present",2
"2021","Noah Kahan ~ Pride",2
"2021","Prince Royce ~ Prince Royce",2
"2021","Raftaar ~ Pritam's Musical Journey",2
"2021","Faime ~ Promises",2
"2021","Shierro ~ Quiet Storm",2
"2021","Mura Masa ~ R.Y.C",2
"2021","Aries ~ RACECAR",2
"2021","Ella Mai ~ READY",2
"2021","Pritam ~ Raabta",2
"2021","Stromae ~ Racine Carree",2
"2021","Joe Nora ~ Rainfall",2
"2021","Joyner Lucas ~ Ramen & OJ",2
"2021","Mike WiLL Made-It ~ Ransom 2",2
"2021","SiR ~ Rapper Weed",2
"2021","Usher ~ Raymond v Raymond",2
"2021","Joao Marta ~ Rayos de luz",2
"2021","Eminem ~ Recovery",2
"2021","Drake ~ Relapse: Refill",2
"2021","Sebastian Ingrosso ~ Reload",2
"2021","Juice WRLD ~ Reminds Me Of You",2
"2021","Col3trane ~ Rendezvous (with Miraa May)",2
"2021","6LACK ~ Rent Free / By Any Means",2
"2021","Fiona Kolev ~ Reticence",2
"2021","Fran Vasilic ~ Retrovizor",2
"2021","Charmaine D'Avis ~ Revasseur",2
"2021","Gus Glasser ~ Rhythm of the Road (Scenic Route Edition)",2
"2021","Louis The Child ~ Right To It (with Ashe)",2
"2021","Songs On The Moon ~ Ripples In Time",2
"2021","Ron Adelaar ~ River Flows in You",2
"2021","TyLuv. ~ River Glow",2
"2021","Anson Seabra ~ Robin Hood",2
"2021","Adam Christopher ~ Rockin' Around the Christmas Tree",2
"2021","Dominic Fike ~ Rollerblades",2
"2021","Joey Montana ~ Rosas O Espinas",2
"2021","Jazzinuf ~ Rose Moods",2
"2021","S1mba ~ Rover (feat. Piso 21)",2
"2021","boy pablo ~ Roy Pablo",2
"2021","Galantis ~ Runaway (U & I)",2
"2021","R3HAB ~ Runaway (with Sigala and JP Cooper)",2
"2021","Seven Lions ~ Rush Over Me",2
"2021","Flume ~ Rushing Back",2
"2021","SALES ~ SALES",2
"2021","BROCKHAMPTON ~ SATURATION",2
"2021","BROCKHAMPTON ~ SATURATION II",2
"2021","Benjamin Earl Turner ~ SELLING AIR",2
"2021","dvsn ~ SEPT 5TH",2
"2021","Tory Lanez ~ SKAT (feat. DaBaby)",2
"2021","BENEE ~ STELLA & STEVE",2
"2021","Ruth B. ~ Safe Haven",2
"2021","Camille Saint-Saens ~ Saint-Saens: Carnival of the Animals: The Swan",2
"2021","Lostboycrow ~ Santa Fe",2
"2021","Pax Gene ~ Sapnis",2
"2021","Monty Datta ~ Say Goodbye",2
"2021","ODESZA ~ Say My Name Remixes",2
"2021","James Blake ~ Say What You Will",2
"2021","James Arthur ~ Say You Won't Let Go",2
"2021","Drake ~ Scary Hours 2",2
"2021","INTRN ~ Seams",2
"2021","Alexander Descartes ~ Seconda parte",2
"2021","Louis The Child ~ Self Care (with COIN)",2
"2021","BAYNK ~ Settle",2
"2021","Cannons ~ Shadows",2
"2021","VIBIE ~ Shayad",2
"2021","Cyndi Lauper ~ She's So Unusual: A 30th Anniversary Celebration",2
"2021","KhakiKid ~ Shlumped Up",2
"2021","Dave Bawa ~ Side Man",2
"2021","Mumford & Sons ~ Sigh No More",2
"2021","Monty Datta ~ Sing to You",2
"2021","Sukhwinder Singh ~ Singham",2
"2021","Big Sean ~ Single Again",2
"2021","Sleep in 8D ~ Sleep in 8D Vol.1",2
"2021","Mauve ~ Slow Me Down",2
"2021","ODIE ~ Slowly",2
"2021","Chaima Bergevoet ~ Sluimeren",2
"2021","SRTW ~ Smoke",2
"2021","Bruno Mars ~ Smokin Out The Window",2
"2021","Angus & Julia Stone ~ Snow",2
"2021","Josh Ritter ~ So Runs The World Away",2
"2021","John Mayer ~ Sob Rock",2
"2021","Bazzi ~ Sober",2
"2021","Maluma ~ Sobrio",2
"2021","KWAYE ~ Solar",2
"2021","SNBRN ~ Sole",2
"2021","Carrie Underwood ~ Some Hearts",2
"2021","Noah Kahan ~ Someone Like You",2
"2021","Hayden James ~ Something About You",2
"2021","softy ~ Sometimes I Wait for You",2
"2021","Sarcastic Sounds ~ Song You'll Never Hear (feat. Maisie Peters)",2
"2021","Azido 88 ~ Soulitude",2
"2021","Prince Royce ~ Soy el Mismo",2
"2021","Fiji Blue ~ Space Makes Me Sad",2
"2021","Akira Kosemura ~ Spiral",2
"2021","Angus & Julia Stone ~ Spotify Sessions",2
"2021","kudo ~ Staring Through",2
"2021","George Taylor ~ Stay Warm",2
"2021","iann dior ~ Still Here",2
"2021","Pacific Air ~ Stop Talking",2
"2021","Troye Sivan ~ Strawberries & Cigarettes",2
"2021","Ariana Grande ~ Stuck with U",2
"2021","Healy ~ Subluxe",2
"2021","DJ Khaled ~ Suffering From Success",2
"2021","Megan Thee Stallion ~ Suga",2
"2021","YNW Melly ~ Suicidal (Remix) [feat. Juice WRLD]",2
"2021","Jaden ~ Summer",2
"2021","PRETTYMUCH ~ Summer on You",2
"2021","Vince Staples ~ Summertime '06",2
"2021","Devin Kennedy ~ SunDayDreams",2
"2021","Elise Magnefold ~ Sunset Dreams",2
"2021","Furco ~ Supermodel Girl",2
"2021","Alessia Cara ~ Sweet Dream",2
"2021","Megan Britt ~ Sweet Somethings, Pt. 1",2
"2021","Gavin DeGraw ~ Sweeter",2
"2021","6LACK ~ Switch",2
"2021","The Police ~ Synchronicity",2
"2021","Luke Christopher ~ TMRWFRVR",2
"2021","Cara Berge ~ Ta chaleur",2
"2021","Drake ~ Take Care",2
"2021","J Elle ~ Take Me Away",2
"2021","The Weeknd ~ Take My Breath",2
"2021","DJ Snake ~ Taki Taki (with Selena Gomez, Ozuna & Cardi B)",2
"2021","Jason Derulo ~ Talk Dirty",2
"2021","Pyotr Ilyich Tchaikovsky ~ Tchaikovsky for Brainpower",2
"2021","Mauve ~ Tell the Truth",2
"2021","Jack Harlow ~ Thats What They All Say",2
"2021","THEY. ~ The Amanda Tape",2
"2021","Galantis ~ The Aviary",2
"2021","Tiesto ~ The Business",2
"2021","Francesco Parrino ~ The Covers, Pt. 7",2
"2021","Fergie ~ The Dutchess",2
"2021","Lady Gaga ~ The Fame",2
"2021","Zac Brown Band ~ The Foundation",2
"2021","The Foundations ~ The Foundations",2
"2021","San Holo ~ The Future (Remixes)",2
"2021","Tyler Ward ~ The Hardest Thing",2
"2021","Backstreet Boys ~ The Hits--Chapter One",2
"2021","Isaiah Rashad ~ The House Is Burning",2
"2021","Logic ~ The Incredible True Story",2
"2021","KSHMR ~ The Lion Across The Field",2
"2021","Kasbo ~ The Making of a Paracosm (Remixes Vol. 1)",2
"2021","Baby Keem ~ The Melodic Blue",2
"2021","JID ~ The Never Story",2
"2021","Madeon ~ The Prince",2
"2021","Mako ~ The Remixes",2
"2021","Alan Walker ~ The Spectre",2
"2021","Isaiah Rashad ~ The Sun's Tirade",2
"2021","Wiz Khalifa ~ The Thrill",2
"2021","Jordy Chandra ~ The Time We Spent",2
"2021","Bruce Hornsby ~ The Way It Is",2
"2021","SRTW ~ The Way We Used to Be",2
"2021","SZA ~ The Weekend",2
"2021","Teen Daze ~ Themes for Dying Earth",2
"2021","Jeremy Zucker ~ Therapist",2
"2021","Billie Eilish ~ Therefore I Am",2
"2021","Rhys Lewis ~ Things I Chose To Remember",2
"2021","Michael Jackson ~ Thriller 25 Super Deluxe Edition",2
"2021","Corey Hommel ~ Tired of Loving You",2
"2021","Weyes Blood ~ Titanic Rising",2
"2021","J Lisk ~ To California",2
"2021","Tep No ~ Toluca Lake",2
"2021","Happy Pills ~ Tomake Chai-Lofi",2
"2021","Ouse ~ Too Many Problems",2
"2021","TOTO ~ Toto IV",2
"2021","Elskavon ~ Traditions & Traitors",2
"2021","Ben Chandler ~ Transitions",2
"2021","Sabrina Claudio ~ Truth Is",2
"2021","DallasK ~ Try Again (feat. Lauv)",2
"2021","Barrio Latino ~ Tu Eres (feat. Nicky Jam)",2
"2021","Rochak Kohli ~ Tu Hi Yaar Mera (From """"Pati Patni Aur Woh"""")",2
"2021","Kevin Lyttle ~ Turn Me On",2
"2021","Sleeping At Last ~ Turning Page",2
