"SchoolPeriod","Artist","Plays"
"11th Grade","Rae Sremmurd, Quavo, Pharrell Williams, Mike WiLL Made-It, Big Sean",3
"11th Grade","Raekwon, Kid Cudi, Kanye West",3
"11th Grade","Rhye, King Henry",3
"11th Grade","Robb Bank$, Kid Trunks, Flyboy Tarantino",3
"11th Grade","Roddy Ricch, Marshmello",3
"11th Grade","Sheck Wes, DJ Snake",3
"11th Grade","Sol K. Bright's Hollywaiians",3
"11th Grade","Swae Lee, Khalid",3
"11th Grade","Tankhead, Ikabod Veins",3
"11th Grade","The Chainsmokers",3
"11th Grade","They Might Be Giants (For Kids)",3
"11th Grade","Trippie Redd, Bali Baby",3
"11th Grade","Tyga",3
"11th Grade","Usher",3
"11th Grade","V.I.C.",3
"11th Grade","Valee",3
"11th Grade","Vince Staples, Billie Eilish",3
"11th Grade","XXXTENTACION, Reddz, Kin$oul, Bass Santana",3
"11th Grade","XXXTENTACION, Ski Mask the Slump God, Bass Santana",3
"11th Grade","absentwill, Robb Bank$, Kin$oul, Bhris, Bass Santana",3
"11th Grade","rawhool mane, ratchet roach, Tankhead, SB, Kin$oul, Kid Trunks, Flyboy Tarantino, Craig Xen, Cooliecut, Bass Santana",3
"11th-12th Summer","6LACK",3
"11th-12th Summer","6xaidan",3
"11th-12th Summer","Big Sean",3
"11th-12th Summer","Black Eyed Peas",3
"11th-12th Summer","Cassius Jay",3
"11th-12th Summer","Diplo",3
"11th-12th Summer","Flying Lotus",3
"11th-12th Summer","French Montana",3
"11th-12th Summer","Imagine Dragons",3
"11th-12th Summer","JID, J. Cole",3
"11th-12th Summer","Joey Purp",3
"11th-12th Summer","NAV",3
"11th-12th Summer","Nelly",3
"11th-12th Summer","Nipsey Hussle",3
"11th-12th Summer","Omen, Lute, Dreamville",3
"11th-12th Summer","Parsa",3
"11th-12th Summer","Polo G",3
"11th-12th Summer","Raekwon, Kid Cudi, Kanye West",3
"11th-12th Summer","Redbone",3
"11th-12th Summer","Rich Brian",3
"11th-12th Summer","Rick Ross",3
"11th-12th Summer","SALES",3
"11th-12th Summer","ScHoolboy Q, Saudi, Kendrick Lamar, 2 Chainz",3
"11th-12th Summer","T-Pain",3
"11th-12th Summer","The Chainsmokers",3
"11th-12th Summer","The Weeknd",3
"11th-12th Summer","Travis Scott, Meek Mill",3
"11th-12th Summer","WESTSIDE BOOGIE",3
"11th-12th Summer","blackbear",3
"12th Grade","14 trapdoors",3
"12th Grade","Aesop Rock",3
"12th Grade","Alphaville",3
"12th Grade","Beast Coast",3
"12th Grade","Bing Crosby",3
"12th Grade","CHVRCHES",3
"12th Grade","David Dallas",3
"12th Grade","Desiigner",3
"12th Grade","Dick Dale & His Del-Tones",3
"12th Grade","Feign",3
"12th Grade","Four Tops",3
"12th Grade","Free Nationals, Chronixx",3
"12th Grade","Gerry Rafferty",3
"12th Grade","Grouplove",3
"12th Grade","Haiti Babii",3
"12th Grade","Harry Belafonte",3
"12th Grade","J. Cole, Dreamville",3
"12th Grade","Jackson 5",3
"12th Grade","Jalen Santoy",3
"12th Grade","Kaash Paige",3
"12th Grade","Mac Miller, Kali Uchis, Free Nationals",3
"12th Grade","Macklemore & Ryan Lewis",3
"12th Grade","Mobb Deep",3
"12th Grade","Ms. Danniboo, DJ Rell",3
"12th Grade","Pete Rock, C.L. Smooth",3
"12th Grade","Playboi Carti, Nicki Minaj",3
"12th Grade","Raekwon, Kid Cudi, Kanye West",3
"12th Grade","Rihanna",3
"12th Grade","SAINt JHN",3
"12th Grade","Smino, Dreezy",3
"12th Grade","Stunna 4 Vegas, Polo G, NLE Choppa, Mike WiLL Made-It",3
"12th Grade","Swae Lee, Khalid",3
"12th Grade","Swae Lee, Post Malone",3
"12th Grade","T-Pain",3
"12th Grade","The Monkees",3
"12th Grade","The Neighbourhood",3
"12th Grade","The Police",3
"12th Grade","Travis Scott, ScHoolboy Q",3
"12th Grade","YS Lost",3
"12th Grade","lovelytheband",3
"12th Grade","tobi lou, Galimatias",3
"12th-Freshman Summer","Addivt",3
"12th-Freshman Summer","American Authors",3
"12th-Freshman Summer","Barlito",3
"12th-Freshman Summer","Bobby Shmurda",3
"12th-Freshman Summer","Brodsky Quartet",3
"12th-Freshman Summer","CHASE B",3
"12th-Freshman Summer","Calvin Harris",3
"12th-Freshman Summer","Chipmunk",3
"12th-Freshman Summer","Corbin",3
"12th-Freshman Summer","Daughtry",3
"12th-Freshman Summer","Dion",3
"12th-Freshman Summer","Drop City Yacht Club",3
"12th-Freshman Summer","Electric Light Orchestra",3
"12th-Freshman Summer","Eminem",3
"12th-Freshman Summer","FINNEAS",3
"12th-Freshman Summer","Gbabysan",3
"12th-Freshman Summer","Genghis Tron",3
"12th-Freshman Summer","GoldLink",3
"12th-Freshman Summer","Grupo G",3
"12th-Freshman Summer","Jack Stauber",3
"12th-Freshman Summer","Jesse McCartney",3
"12th-Freshman Summer","Joey Purp",3
"12th-Freshman Summer","Kevin Abstract",3
"12th-Freshman Summer","Khalid",3
"12th-Freshman Summer","Lee Bannon, Joey Bada$$",3
"12th-Freshman Summer","Lil Peep",3
"12th-Freshman Summer","Lute, J. Cole, Dreamville",3
"12th-Freshman Summer","Major Lazer",3
"12th-Freshman Summer","Mark Battles",3
"12th-Freshman Summer","Migos, Marshmello",3
"12th-Freshman Summer","Miguel",3
"12th-Freshman Summer","Moslikely",3
"12th-Freshman Summer","Ms. Danniboo, DJ Rell",3
"12th-Freshman Summer","Muse",3
"12th-Freshman Summer","Neon Trees",3
"12th-Freshman Summer","Quality Control, Migos",3
"12th-Freshman Summer","Rihanna",3
"12th-Freshman Summer","Roddy Ricch, Mustard",3
"12th-Freshman Summer","Ryan Adams & The Cardinals",3
"12th-Freshman Summer","Skrillex",3
"12th-Freshman Summer","Slaughterhouse",3
"12th-Freshman Summer","Smino, Kenny Beats, JID",3
"12th-Freshman Summer","Stevie Wonder",3
"12th-Freshman Summer","Swae Lee, Khalid",3
"12th-Freshman Summer","Swae Lee, Slim Jxmmi, Rae Sremmurd",3
"12th-Freshman Summer","T-Pain",3
"12th-Freshman Summer","TJ Porter",3
"12th-Freshman Summer","Tantric",3
"12th-Freshman Summer","Taylor Swift",3
"12th-Freshman Summer","The Neighbourhood",3
"12th-Freshman Summer","The Willowz",3
"12th-Freshman Summer","Theophilus London",3
"12th-Freshman Summer","Tory Lanez, Rich The Kid",3
"12th-Freshman Summer","Travis Scott, ROSALIA",3
"12th-Freshman Summer","USS",3
"12th-Freshman Summer","WESTSIDE BOOGIE",3
"12th-Freshman Summer","We Are Scientists",3
"12th-Freshman Summer","Weezer",3
"12th-Freshman Summer","YS Lost",3
"12th-Freshman Summer","Ye Ali, Jazz Cartier",3
"12th-Freshman Summer","Young Thug, Travis",3
"12th-Freshman Summer","Young Thug, Young Stoner Life",3
"12th-Freshman Summer","Zachary Thielen",3
"12th-Freshman Summer","iLoveMakonnen",3
"8th Grade","2Pac",3
"8th Grade","A Great Big World",3
"8th Grade","Akon",3
"8th Grade","Beyonce",3
"8th Grade","Black Eyed Peas",3
"8th Grade","Bobby Shmurda",3
"8th Grade","Casey Veggies",3
"8th Grade","Chris Brown",3
"8th Grade","Classified",3
"8th Grade","Drop City Yacht Club",3
"8th Grade","Fun.",3
"8th Grade","Greg Street, DJ Greg Street",3
"8th Grade","Hoodie Allen",3
"8th Grade","Ice Cube",3
"8th Grade","JAY-Z, Alicia Keys",3
"8th Grade","Jeru the Damaja",3
"8th Grade","Lil Wayne, Kanye West, Eminem, Drake",3
"8th Grade","Nico & Vinz",3
"8th Grade","Oh Wonder",3
"8th Grade","PARTYNEXTDOOR",3
"8th Grade","Rick Ross",3
"8th Grade","Sia, Angel Haze",3
"8th Grade","Slaughterhouse",3
"8th Grade","T-Wayne",3
"8th Grade","T.I., JAY-Z",3
"8th Grade","Tech N9ne",3
"8th Grade","The Weeknd",3
"8th Grade","Travis Scott",3
"8th Grade","Trick Trick",3
"8th Grade","Trick Trick, Royce da 5'9, Eminem, DeJ Loaf, Danny Brown, Big Sean",3
"8th Grade","Zara Larsson, MNEK",3
"8th Grade","Zedd, Aloe Blacc",3
"8th-9th Summer","50 Cent",3
"8th-9th Summer","Avicii",3
"8th-9th Summer","Dave East",3
"8th-9th Summer","Dougie F",3
"8th-9th Summer","Ed Sheeran",3
"8th-9th Summer","G-Eazy, Borgore",3
"8th-9th Summer","Jeremih",3
"8th-9th Summer","Joe Ortiz Jr",3
"8th-9th Summer","Kehlani",3
"8th-9th Summer","Lil Dicky",3
"8th-9th Summer","Lil Wayne",3
"8th-9th Summer","MF DOOM",3
"8th-9th Summer","Matthew Tavares, Earl Sweatshirt, Chester Handsen, Alex Sowinski",3
"8th-9th Summer","Post Malone",3
"8th-9th Summer","Rihanna, Kanye West, JAY-Z",3
"8th-9th Summer","Young Thug",3
"8th-9th Summer","iLoveMakonnen",3
"8th-9th Summer","mike.",3
"9th Grade","2Pac",3
"9th Grade","50 Cent",3
"9th Grade","Ady Suleiman",3
"9th Grade","AlunaGeorge",3
"9th Grade","Bibi Bourelly",3
"9th Grade","Bobby Shmurda",3
"9th Grade","CGB",3
"9th Grade","DJ Kool",3
"9th Grade","Ed Sheeran",3
"9th Grade","FUTURISTIC",3
"9th Grade","Famous Dex",3
"9th Grade","Iggy Azalea",3
"9th Grade","JAY-Z, Alicia Keys",3
"9th Grade","Jhene Aiko",3
"9th Grade","Joey Purp",3
"9th Grade","John Mayer",3
"9th Grade","LION BABE",3
"9th Grade","Machine Gun Kelly, Camila Cabello",3
"9th Grade","Major Lazer",3
"9th Grade","Maroon 5",3
"9th Grade","Matt Martians",3
"9th Grade","NF",3
"9th Grade","Nate Ruess",3
"9th Grade","Nicki Minaj",3
"9th Grade","OneRepublic",3
"9th Grade","PnB Rock, Kodak Black, A Boogie wit da Hoodie",3
"9th Grade","Pressure",3
"9th Grade","SiR",3
"9th Grade","Sia",3
"9th Grade","Skepta",3
"9th Grade","Skrillex",3
"9th Grade","Sufjan Stevens",3
"9th Grade","The Notorious B.I.G.",3
"9th Grade","Trinidad James",3
"9th Grade","Usher",3
"9th Grade","Zayion McCall, Zay Hilfigerrr",3
"9th Grade","iLoveMakonnen",3
"9th-10th Summer","Flatbush Zombies",3
"9th-10th Summer","Gerry Rafferty",3
"9th-10th Summer","Lil Wayne, Kanye West",3
"9th-10th Summer","Macklemore & Ryan Lewis",3
"9th-10th Summer","Major Lazer",3
"9th-10th Summer","Post Malone",3
"9th-10th Summer","Skylar Grey",3
"9th-10th Summer","Tabby",3
"Freshman Year","100 gecs",3
"Freshman Year","AJR",3
"Freshman Year","AlunaGeorge",3
"Freshman Year","Bad Meets Evil",3
"Freshman Year","Bahamas",3
"Freshman Year","Bass Drum of Death",3
"Freshman Year","Bruno Mars",3
"Freshman Year","Curtis Roach",3
"Freshman Year","DDG",3
"Freshman Year","DJ Khaled",3
"Freshman Year","DMX",3
"Freshman Year","Dillon Francis, DJ Snake",3
"Freshman Year","Disclosure",3
"Freshman Year","Domo Genesis",3
"Freshman Year","Double 0 Zero",3
"Freshman Year","Dreamville",3
"Freshman Year","Dua Lipa",3
"Freshman Year","Edith Piaf",3
"Freshman Year","Elton John",3
"Freshman Year","Flo Rida",3
"Freshman Year","Gucci Mane",3
"Freshman Year","Harry Belafonte",3
"Freshman Year","Harry Styles",3
"Freshman Year","Hotel St. George",3
"Freshman Year","Imagine Dragons",3
"Freshman Year","JID, Conway the Machine",3
"Freshman Year","Jet",3
"Freshman Year","Johnny Cash",3
"Freshman Year","Judas and the Black Messiah",3
"Freshman Year","KIDS SEE GHOSTS",3
"Freshman Year","Kap G",3
"Freshman Year","Lil Uzi Vert, 21 Savage",3
"Freshman Year","Lil West",3
"Freshman Year","Lorde",3
"Freshman Year","Lynchparty",3
"Freshman Year","M83",3
"Freshman Year","Masego, Don Toliver",3
"Freshman Year","Matt Mems",3
"Freshman Year","Metro Station",3
"Freshman Year","Mick Jenkins, Isaac Zale",3
"Freshman Year","Miguel",3
"Freshman Year","Moneybagg Yo, Lil Baby",3
"Freshman Year","Mura Masa, Bonzai",3
"Freshman Year","NAV",3
"Freshman Year","Nasty C, Ari Lennox",3
"Freshman Year","Oasis",3
"Freshman Year","Peter Bjorn and John",3
"Freshman Year","Piero Piccioni",3
"Freshman Year","Pitbull",3
"Freshman Year","Popp Hunna",3
"Freshman Year","Pusha T, Kanye West",3
"Freshman Year","Raleigh Ritchie",3
"Freshman Year","Rise Against",3
"Freshman Year","River Tiber",3
"Freshman Year","Roar",3
"Freshman Year","Saint Motel",3
"Freshman Year","Skepta",3
"Freshman Year","SpotemGottem",3
"Freshman Year","Taio Cruz",3
"Freshman Year","Tay-K",3
"Freshman Year","Tee Grizzley",3
"Freshman Year","The Rolling Stones",3
"Freshman Year","The Turtles",3
"Freshman Year","This Life. We Lead.",3
"Freshman Year","Toto",3
"Freshman Year","Trenchtown",3
"Freshman Year","Trippie Redd, Kid Cudi",3
"Freshman Year","Typhoon",3
"Freshman Year","Victorious Cast",3
"Freshman Year","Wiz Khalifa, 2 Chainz",3
"Freshman Year","YS Lost",3
"Freshman Year","Young Stoner Life, Yak Gotti, Sheck Wes",3
"Freshman Year","Young Thug, Future",3
"Freshman Year","Young Thug, Future, Drake",3
"Freshman Year","Young Thug, Lil Baby",3
"Freshman Year","Young Thug, Young Stoner Life, Meek Mill",3
"Freshman Year","monte booker, Kota the Friend, Felly",3
"Freshman-Sophomore Summer","42 Dugg",3
"Freshman-Sophomore Summer","Atwood",3
"Freshman-Sophomore Summer","BJ the Chicago Kid",3
"Freshman-Sophomore Summer","Bakar",3
"Freshman-Sophomore Summer","Barry White",3
"Freshman-Sophomore Summer","Beastie Boys",3
"Freshman-Sophomore Summer","Billy Idol",3
"Freshman-Sophomore Summer","Boss Martians",3
"Freshman-Sophomore Summer","Carnage",3
"Freshman-Sophomore Summer","Cher Lloyd",3
"Freshman-Sophomore Summer","Cody Jinks",3
"Freshman-Sophomore Summer","Counting Crows",3
"Freshman-Sophomore Summer","Creedence Clearwater Revival",3
"Freshman-Sophomore Summer","Cyndi Lauper",3
"Freshman-Sophomore Summer","Dexys Midnight Runners",3
"Freshman-Sophomore Summer","Diplo",3
"Freshman-Sophomore Summer","Engelwood",3
"Freshman-Sophomore Summer","Eurythmics",3
"Freshman-Sophomore Summer","Foghat",3
"Freshman-Sophomore Summer","Foo Fighters",3
"Freshman-Sophomore Summer","Foster the People",3
"Freshman-Sophomore Summer","Gerry Rafferty",3
"Freshman-Sophomore Summer","Golden Earring",3
"Freshman-Sophomore Summer","Gorillaz",3
"Freshman-Sophomore Summer","Gucci Mane",3
"Freshman-Sophomore Summer","Iggy Pop",3
"Freshman-Sophomore Summer","Janet Jackson",3
"Freshman-Sophomore Summer","Jimmy Eat World",3
"Freshman-Sophomore Summer","Joyner Lucas, Chris Brown",3
"Freshman-Sophomore Summer","Justin Timberlake",3
"Freshman-Sophomore Summer","KiddNeutron",3
"Freshman-Sophomore Summer","Kodak Black",3
"Freshman-Sophomore Summer","Lupe Fiasco",3
"Freshman-Sophomore Summer","MKTO",3
"Freshman-Sophomore Summer","MadeinTYO",3
"Freshman-Sophomore Summer","Maverick Sabre, Joey Bada$$, Dyemond Lewis",3
"Freshman-Sophomore Summer","Meek Mill, Lil Durk, Lil Baby",3
"Freshman-Sophomore Summer","Melvoni, Kill Jasper",3
"Freshman-Sophomore Summer","Metro Boomin",3
"Freshman-Sophomore Summer","Metro Boomin, 21 Savage",3
"Freshman-Sophomore Summer","Michael Jackson",3
"Freshman-Sophomore Summer","Mos Def, Kanye West, Al Be Back",3
"Freshman-Sophomore Summer","NAV",3
"Freshman-Sophomore Summer","NOFX",3
"Freshman-Sophomore Summer","Orchestre de la Suisse Romande, Ernest Ansermet",3
"Freshman-Sophomore Summer","Paramore",3
"Freshman-Sophomore Summer","Pearl Jam",3
"Freshman-Sophomore Summer","Pete Rock, C.L. Smooth",3
"Freshman-Sophomore Summer","Pi'erre Bourne",3
"Freshman-Sophomore Summer","Quality Control, Migos",3
"Freshman-Sophomore Summer","Quavo, Quality Control",3
"Freshman-Sophomore Summer","REASON",3
"Freshman-Sophomore Summer","Rejjie Snow, MF DOOM, Cam O'bi",3
"Freshman-Sophomore Summer","Rick Astley",3
"Freshman-Sophomore Summer","SAFE, Kiana Lede",3
"Freshman-Sophomore Summer","Saint Motel",3
"Freshman-Sophomore Summer","Sammy Adams",3
"Freshman-Sophomore Summer","Santigold",3
"Freshman-Sophomore Summer","Seafood Sam",3
"Freshman-Sophomore Summer","Sean Kingston, Justin Bieber",3
"Freshman-Sophomore Summer","Slippery Salazar, Aries",3
"Freshman-Sophomore Summer","Smino, Jay2, Bari",3
"Freshman-Sophomore Summer","Smino, Ravyn Lenae",3
"Freshman-Sophomore Summer","Social House",3
"Freshman-Sophomore Summer","Sublime",3
"Freshman-Sophomore Summer","Swae Lee",3
"Freshman-Sophomore Summer","Swae Lee, Slim Jxmmi, Rae Sremmurd",3
"Freshman-Sophomore Summer","TAB The Band",3
"Freshman-Sophomore Summer","THE CARTERS",3
"Freshman-Sophomore Summer","The Hollies",3
"Freshman-Sophomore Summer","The Notorious B.I.G.",3
"Freshman-Sophomore Summer","The Script",3
"Freshman-Sophomore Summer","The Sugarhill Gang",3
"Freshman-Sophomore Summer","The Who",3
"Freshman-Sophomore Summer","Timbaland, Nelly Furtado",3
"Freshman-Sophomore Summer","Travis Scott, Quavo, Lil Uzi Vert",3
"Freshman-Sophomore Summer","Tyga",3
"Freshman-Sophomore Summer","We Are Scientists",3
"Freshman-Sophomore Summer","Young Thug, Juice WRLD",3
"Sophomore Year","2AM Club",3
"Sophomore Year","A$AP Ferg",3
"Sophomore Year","AC/DC",3
"Sophomore Year","Ace Hood",3
"Sophomore Year","Ahmir",3
"Sophomore Year","Alberta Cross",3
"Sophomore Year","Alice In Chains",3
"Sophomore Year","Bell Biv DeVoe",3
"Sophomore Year","Bill Withers",3
"Sophomore Year","Bon Jovi",3
"Sophomore Year","Boston",3
"Sophomore Year","Breathe Carolina",3
"Sophomore Year","Bruce Springsteen",3
"Sophomore Year","Calvin Priice",3
"Sophomore Year","Cosmo Pyke",3
"Sophomore Year","DDG",3
"Sophomore Year","DJ Kool",3
"Sophomore Year","Daniel Powter",3
"Sophomore Year","Darude",3
"Sophomore Year","Dutchavelli",3
"Sophomore Year","Elroy",3
"Sophomore Year","Eurythmics",3
"Sophomore Year","Farruko",3
"Sophomore Year","Foster the People",3
"Sophomore Year","Freddie Dredd",3
"Sophomore Year","GIVEON, Drake",3
"Sophomore Year","Galantis",3
"Sophomore Year","Haiti Babii",3
"Sophomore Year","Hanson",3
"Sophomore Year","High On Fire",3
"Sophomore Year","Jamie xx",3
"Sophomore Year","Jason Mraz",3
"Sophomore Year","Jeezy",3
"Sophomore Year","Jimmy Eat World",3
"Sophomore Year","Joey Purp",3
"Sophomore Year","Johnny Rain",3
"Sophomore Year","Jonas Brothers",3
"Sophomore Year","Jorja Smith",3
"Sophomore Year","Kanye West, JAY-Z, Big Sean",3
"Sophomore Year","Kenny Beats, 03 Greedo",3
"Sophomore Year","Lecrae",3
"Sophomore Year","Lee Bannon, Joey Bada$$",3
"Sophomore Year","Lil Jon",3
"Sophomore Year","Lil Nas X",3
"Sophomore Year","Ludacris",3
"Sophomore Year","MAGIC!",3
"Sophomore Year","Major Lazer",3
"Sophomore Year","Melvoni, Kill Jasper",3
"Sophomore Year","Metro Boomin, 21 Savage",3
"Sophomore Year","Mick Jenkins, Isaac Zale, Blu",3
"Sophomore Year","Migos, Future",3
"Sophomore Year","Mooski",3
"Sophomore Year","Mura Masa",3
"Sophomore Year","Mustard",3
"Sophomore Year","OK KID",3
"Sophomore Year","Oliver",3
"Sophomore Year","PRO ERA",3
"Sophomore Year","Panic! At the Disco",3
"Sophomore Year","Pharrell Williams",3
"Sophomore Year","Phil Collins",3
"Sophomore Year","Pooh Shiesty, Jack Harlow",3
"Sophomore Year","Quality Control, Migos",3
"Sophomore Year","Quavo, Quality Control",3
"Sophomore Year","REASON",3
"Sophomore Year","Rascal Flatts",3
"Sophomore Year","Ricky Martin",3
"Sophomore Year","Rio Da Yung Og",3
"Sophomore Year","Rob $tone",3
"Sophomore Year","Robert DeLong",3
"Sophomore Year","Ryan Tedder, Far East Movement",3
"Sophomore Year","Ryan Trey",3
"Sophomore Year","Rylo Rodriguez, Lil Baby",3
"Sophomore Year","SALES",3
"Sophomore Year","Santana",3
"Sophomore Year","Simple Plan",3
"Sophomore Year","Smallpools",3
"Sophomore Year","Smash Mouth",3
"Sophomore Year","Smokepurpp, Murda Beatz",3
"Sophomore Year","Soldier Kidd",3
"Sophomore Year","SpotemGottem",3
"Sophomore Year","Sufjan Stevens",3
"Sophomore Year","Swae Lee",3
"Sophomore Year","Taihaul",3
"Sophomore Year","Tanna Leone",3
"Sophomore Year","Team Clutch",3
"Sophomore Year","The Goo Goo Dolls",3
"Sophomore Year","The Hollies",3
"Sophomore Year","The Isley Brothers",3
"Sophomore Year","The Knack",3
"Sophomore Year","The Soulsonic Force, Afrika Bambaataa",3
"Sophomore Year","The Surfaris",3
"Sophomore Year","The Watts 103rd Street Rhythm Band, Charles Wright",3
"Sophomore Year","The Weeknd, Gesaffelstein",3
"Sophomore Year","Theophilus London",3
"Sophomore Year","Third Eye Blind",3
"Sophomore Year","Timeflies",3
"Sophomore Year","Tory Lanez, Snakehips",3
"Sophomore Year","Travie McCoy",3
"Sophomore Year","Travis Scott, JACKBOYS",3
"Sophomore Year","Travis Scott, Pop Smoke, JACKBOYS",3
"Sophomore Year","Trippie Redd, Playboi Carti",3
"Sophomore Year","Twista, Kanye West, Jamie Foxx",3
"Sophomore Year","Tyga",3
"Sophomore Year","UGK, JAY-Z",3
"Sophomore Year","V. Bozeman, Timbaland",3
"Sophomore Year","Vampire Weekend",3
"Sophomore Year","Vince Staples, Foushee",3
"Sophomore Year","Wes",3
"Sophomore Year","Wes Walker, Dyl",3
"Sophomore Year","Whitney Houston",3
"Sophomore Year","XXXTENTACION, Lil Peep",3
"Sophomore Year","Ye Ali, Jazz Cartier",3
"Sophomore Year","Young Thug, Future, Drake",3
"Sophomore Year","Yung Kayo",3
"Sophomore Year","reggie, monte booker, Kenny Beats",3
"Sophomore Year","tobi lou, Galimatias",3
"Sophomore Year","twenty one pilots",3
"Sophomore Year","whiterosemoxie, PmBata",3
"Sophomore-Junior Summer","$NOT",3
"Sophomore-Junior Summer","6ix9ine",3
"Sophomore-Junior Summer","Ahmir",3
"Sophomore-Junior Summer","Aloe Blacc",3
"Sophomore-Junior Summer","Alphaville",3
"Sophomore-Junior Summer","Big K.R.I.T.",3
"Sophomore-Junior Summer","CHASE B",3
"Sophomore-Junior Summer","Chuck Strangers",3
"Sophomore-Junior Summer","Clairo",3
"Sophomore-Junior Summer","Cobra Starship",3
"Sophomore-Junior Summer","Corbin",3
"Sophomore-Junior Summer","Cordae",3
"Sophomore-Junior Summer","Curtis Roach",3
"Sophomore-Junior Summer","Daniel Caesar, Brandy",3
"Sophomore-Junior Summer","Death from Above 1979",3
"Sophomore-Junior Summer","Deorro",3
"Sophomore-Junior Summer","Dreamville",3
"Sophomore-Junior Summer","Fall Out Boy",3
"Sophomore-Junior Summer","Farruko",3
"Sophomore-Junior Summer","Finger Eleven",3
"Sophomore-Junior Summer","Future, Drake",3
"Sophomore-Junior Summer","Gerry Rafferty",3
"Sophomore-Junior Summer","Gorillaz",3
"Sophomore-Junior Summer","H.E.R.",3
"Sophomore-Junior Summer","Hudson Mohawke",3
"Sophomore-Junior Summer","J Boog",3
"Sophomore-Junior Summer","JID, Dreamville, Bas",3
"Sophomore-Junior Summer","JPEGMAFIA",3
"Sophomore-Junior Summer","Jack Harlow, Felly",3
"Sophomore-Junior Summer","Janet Jackson",3
"Sophomore-Junior Summer","Jimmy Eat World",3
"Sophomore-Junior Summer","John Legend",3
"Sophomore-Junior Summer","Juice WRLD, Halsey",3
"Sophomore-Junior Summer","KAYTRANADA",3
"Sophomore-Junior Summer","Lil Tecca",3
"Sophomore-Junior Summer","Lorde",3
"Sophomore-Junior Summer","MIKNNA, Kadhja Bonet, JID, Free Nationals",3
"Sophomore-Junior Summer","MadeinTYO",3
"Sophomore-Junior Summer","Majid Jordan",3
"Sophomore-Junior Summer","Manic Street Preachers",3
"Sophomore-Junior Summer","Marshmello, Logic",3
"Sophomore-Junior Summer","Metro Boomin, 21 Savage",3
"Sophomore-Junior Summer","Mike Dimes, Dro Kenji",3
"Sophomore-Junior Summer","Muse",3
"Sophomore-Junior Summer","NAV, Lil Baby",3
"Sophomore-Junior Summer","Nigo, A$AP Rocky",3
"Sophomore-Junior Summer","Olympic Ayres",3
"Sophomore-Junior Summer","Peter CottonTale",3
"Sophomore-Junior Summer","Pusha T, Joey Bada$$",3
"Sophomore-Junior Summer","Quality Control, Lil Baby, DaBaby",3
"Sophomore-Junior Summer","Quality Control, Migos",3
"Sophomore-Junior Summer","Quavo, Quality Control, Lil Yachty",3
"Sophomore-Junior Summer","Queen",3
"Sophomore-Junior Summer","Red Hot Chili Peppers",3
"Sophomore-Junior Summer","Rex Orange County",3
"Sophomore-Junior Summer","Rick Ross",3
"Sophomore-Junior Summer","Rio Da Yung Og",3
"Sophomore-Junior Summer","Robin Schulz, Lilly Wood and The Prick",3
"Sophomore-Junior Summer","Roddy Ricch, Mustard",3
"Sophomore-Junior Summer","Ryan Adams & The Cardinals",3
"Sophomore-Junior Summer","SUGA, Juice WRLD, BTS",3
"Sophomore-Junior Summer","Saint Parrish, Mick Jenkins",3
"Sophomore-Junior Summer","Seddy Hendrinx",3
"Sophomore-Junior Summer","Sheck Wes",3
"Sophomore-Junior Summer","Shoreline Mafia",3
"Sophomore-Junior Summer","Shout Out Louds",3
"Sophomore-Junior Summer","Sia",3
"Sophomore-Junior Summer","Smino, Dreezy",3
"Sophomore-Junior Summer","Smokepurpp",3
"Sophomore-Junior Summer","TJ Porter",3
"Sophomore-Junior Summer","Tay B",3
"Sophomore-Junior Summer","Tee Grizzley, Takeoff, Quality Control",3
"Sophomore-Junior Summer","The Cab",3
"Sophomore-Junior Summer","The Notorious B.I.G.",3
"Sophomore-Junior Summer","The Waitresses",3
"Sophomore-Junior Summer","The Weeknd, Kendrick Lamar",3
"Sophomore-Junior Summer","Tom Petty",3
"Sophomore-Junior Summer","Train",3
"Sophomore-Junior Summer","Trenchtown",3
"Sophomore-Junior Summer","Trippie Redd, Playboi Carti",3
"Sophomore-Junior Summer","Trv. Scout",3
"Sophomore-Junior Summer","Usher",3
"Sophomore-Junior Summer","Waka Flocka Flame",3
"Sophomore-Junior Summer","Wale",3
"Sophomore-Junior Summer","XXXTENTACION, Lil Peep",3
"Sophomore-Junior Summer","You Me At Six",3
"Sophomore-Junior Summer","Young Thug, Future, Drake",3
"Sophomore-Junior Summer","Young Thug, Young Stoner Life, Gunna",3
"10th Grade","Ab-Soul",2
"10th Grade","B.o.B",2
"10th Grade","BROCKBEATS",2
"10th Grade","Black Sheep",2
"10th Grade","Bobby Shmurda",2
"10th Grade","Bonus Points",2
"10th Grade","Casey Veggies",2
"10th Grade","Clipse",2
"10th Grade","Derez De'Shon",2
"10th Grade","Disclosure",2
"10th Grade","Ed Sheeran",2
"10th Grade","Flux Pavilion",2
"10th Grade","Grouplove",2
"10th Grade","Hott Headzz",2
"10th Grade","Jamie xx",2
"10th Grade","Julian Vaughn",2
"10th Grade","Kennedy Parker",2
"10th Grade","Kevin Garrett",2
"10th Grade","LINKIN PARK",2
"10th Grade","Lance Skiiiwalker",2
"10th Grade","Lil Xan",2
"10th Grade","Majid Jordan",2
"10th Grade","Matthew Tavares, Earl Sweatshirt, Chester Handsen, Alex Sowinski",2
