"SchoolPeriod","Artist","Plays"
"10th Grade","Migos, Marshmello",2
"10th Grade","Muse",2
"10th Grade","N.E.R.D, Kendrick Lamar",2
"10th Grade","Nada Surf",2
"10th Grade","Nova Rockafeller",2
"10th Grade","Of Monsters and Men",2
"10th Grade","Pitbull",2
"10th Grade","Portugal. The Man",2
"10th Grade","Rick Braun",2
"10th Grade","Russ",2
"10th Grade","Saba",2
"10th Grade","Sia",2
"10th Grade","Snow Patrol",2
"10th Grade","Train",2
"10th Grade","Ty Dolla $ign, Khalid, 6LACK",2
"10th Grade","Wale",2
"10th Grade","Yung Lean",2
"10th Grade","will.i.am, The Script",2
"10th-11th Summer","50 Cent",2
"10th-11th Summer","Action Bronson",2
"10th-11th Summer","Anderson .Paak",2
"10th-11th Summer","Bas, A$AP Ferg",2
"10th-11th Summer","Belly",2
"10th-11th Summer","BlocBoy JB",2
"10th-11th Summer","Frankie Avalon",2
"10th-11th Summer","Ice-T",2
"10th-11th Summer","Khalid",2
"10th-11th Summer","LION BABE, Bas",2
"10th-11th Summer","Lil Baby",2
"10th-11th Summer","Luis Fonsi",2
"10th-11th Summer","Mark Battles",2
"10th-11th Summer","Metro Boomin, Big Sean",2
"10th-11th Summer","Miguel",2
"10th-11th Summer","N.W.A.",2
"10th-11th Summer","Nicki Minaj",2
"10th-11th Summer","Peter CottonTale",2
"10th-11th Summer","Public Enemy",2
"10th-11th Summer","Quavo, Quality Control, Lil Yachty",2
"10th-11th Summer","REASON",2
"10th-11th Summer","ScHoolboy Q, Saudi, Kendrick Lamar, 2 Chainz",2
"10th-11th Summer","Sunny Ozuna",2
"10th-11th Summer","The Countdown Kids",2
"10th-11th Summer","The Weeknd, Gesaffelstein",2
"10th-11th Summer","Tyler, The Creator",2
"10th-11th Summer","benny blanco, Khalid, Halsey",2
"10th-11th Summer","blackbear",2
"11th Grade","Avicii",2
"11th Grade","Baauer",2
"11th Grade","Barry White",2
"11th Grade","Bas, A$AP Ferg",2
"11th Grade","Billy Preston",2
"11th Grade","Bryce Vine",2
"11th Grade","Cardi B",2
"11th Grade","Casanova",2
"11th Grade","Charle$",2
"11th Grade","City Girls",2
"11th Grade","Coldplay",2
"11th Grade","Conway",2
"11th Grade","DRAM",2
"11th Grade","DVBBS, Borgeous",2
"11th Grade","Deee-Lite",2
"11th Grade","Dianne Reeves",2
"11th Grade","Dion",2
"11th Grade","Electric Light Orchestra",2
"11th Grade","Flux Pavilion",2
"11th Grade","Foo Fighters",2
"11th Grade","Fort Minor",2
"11th Grade","G Herbo",2
"11th Grade","G-Eazy",2
"11th Grade","Ghost Town DJs",2
"11th Grade","Guns N' Roses",2
"11th Grade","Jason Derulo",2
"11th Grade","Jeremih",2
"11th Grade","Jetta",2
"11th Grade","Joe Satriani",2
"11th Grade","Juicy J",2
"11th Grade","Julia Michaels",2
"11th Grade","KAYTRANADA",2
"11th Grade","Kanye West, DJ Premier",2
"11th Grade","Kanye West, John Legend",2
"11th Grade","Kap G",2
"11th Grade","Kin$oul, Cooliecut",2
"11th Grade","Korn",2
"11th Grade","LANY",2
"11th Grade","LION BABE, Bas",2
"11th Grade","Lil Baby, Drake",2
"11th Grade","Lil Mosey, BlocBoy JB",2
"11th Grade","Lil Pump",2
"11th Grade","Lil Ugly Mane",2
"11th Grade","Lizzo",2
"11th Grade","MAX, Joey Bada$$",2
"11th Grade","Marian Hill",2
"11th Grade","Maroon 5",2
"11th Grade","Matthew Tavares, Earl Sweatshirt, Chester Handsen, Alex Sowinski",2
"11th Grade","Metro Boomin, Big Sean",2
"11th Grade","Mountain",2
"11th Grade","N.W.A.",2
"11th Grade","NF",2
"11th Grade","Natasha Bedingfield",2
"11th Grade","Nick Waterhouse",2
"11th Grade","Nicki Minaj, Anuel AA",2
"11th Grade","Nipsey Hussle",2
"11th Grade","Nirvana",2
"11th Grade","Of Monsters and Men",2
"11th Grade","Pedro Fernandez",2
"11th Grade","Phil Collins",2
"11th Grade","Playboi Carti, Nicki Minaj",2
"11th Grade","Powers Pleasant",2
"11th Grade","Quality Control, Lil Baby, Kodak Black",2
"11th Grade","Queen Naija",2
"11th Grade","Quin NFN",2
"11th Grade","Ramones",2
"11th Grade","Rex Orange County",2
"11th Grade","Roddy Ricch",2
"11th Grade","Russ",2
"11th Grade","Ryan Lewis, Macklemore, Hollis",2
"11th Grade","Skee-Lo",2
"11th Grade","Ski Mask the Slump God, Kin$oul, Craig Xen, Cooliecut",2
"11th Grade","Steve Lacy",2
"11th Grade","Sunbeam Sound Machine",2
"11th Grade","T-Pain, Kanye West",2
"11th Grade","T.I.",2
"11th Grade","Tee Grizzley, Takeoff, Quality Control",2
"11th Grade","The Instrumentals",2
"11th Grade","The Script",2
"11th Grade","The Turtles",2
"11th Grade","The Zombies",2
"11th Grade","Tory Lanez, Snakehips",2
"11th Grade","Trip Lee",2
"11th Grade","Wayne Newton",2
"11th Grade","Will",2
"11th Grade","Wu-Tang Clan",2
"11th Grade","XXXTENTACION, Killstation",2
"11th Grade","YBN Nahmir, Cordae",2
"11th Grade","YBN Nahmir, YBN (Young Boss N*ggas), Almighty Jay",2
"11th Grade","Zhavaughn Reed",2
"11th Grade","ratchet roach, Robb Bank$, Bass Santana",2
"11th Grade","rawhool mane, Kin$oul, Cooliecut",2
"11th-12th Summer","A Great Big World",2
"11th-12th Summer","Action Bronson",2
"11th-12th Summer","Al Green",2
"11th-12th Summer","Andy Grammer",2
"11th-12th Summer","B.o.B",2
"11th-12th Summer","BJ the Chicago Kid",2
"11th-12th Summer","Bell Biv DeVoe",2
"11th-12th Summer","Bgotclout",2
"11th-12th Summer","Brent Faiyaz",2
"11th-12th Summer","Childish Gambino",2
"11th-12th Summer","Chris Brown",2
"11th-12th Summer","Dr. Dre",2
"11th-12th Summer","Dreamville, Bas, Ari Lennox",2
"11th-12th Summer","Dreamville, Cozz",2
"11th-12th Summer","Famous Dex",2
"11th-12th Summer","Felix Snow",2
"11th-12th Summer","Fun.",2
"11th-12th Summer","Gavin DeGraw",2
"11th-12th Summer","Hermitude",2
"11th-12th Summer","JAY-Z, Alicia Keys",2
"11th-12th Summer","JID, Dreamville",2
"11th-12th Summer","Jack Harlow, Felly",2
"11th-12th Summer","Justin Timberlake",2
"11th-12th Summer","Kanye West, JAY-Z",2
"11th-12th Summer","Kendrick Lamar, Jay Rock, James Blake, Future",2
"11th-12th Summer","LCD Soundsystem",2
"11th-12th Summer","Lecrae, John Reilly, Flame",2
"11th-12th Summer","Lil Baby, Gunna, Drake",2
"11th-12th Summer","Lil Mosey",2
"11th-12th Summer","Lil Uzi Vert, HoodRich Pablo Juan",2
"11th-12th Summer","Lil Yachty",2
"11th-12th Summer","Macklemore",2
"11th-12th Summer","Macklemore & Ryan Lewis",2
"11th-12th Summer","Metro Boomin, Big Sean",2
"11th-12th Summer","Metro Station",2
"11th-12th Summer","Michael Da Vinci",2
"11th-12th Summer","Natasha Bedingfield",2
"11th-12th Summer","Nova",2
"11th-12th Summer","NxWorries, Knxwledge, Anderson .Paak",2
"11th-12th Summer","Oasis",2
"11th-12th Summer","Of Monsters and Men",2
"11th-12th Summer","P!nk",2
"11th-12th Summer","Quality Control, Offset",2
"11th-12th Summer","Quavo",2
"11th-12th Summer","RJmrLA",2
"11th-12th Summer","Rae Sremmurd",2
"11th-12th Summer","SZA",2
"11th-12th Summer","Snow Patrol",2
"11th-12th Summer","Solange",2
"11th-12th Summer","Soldier Kidd",2
"11th-12th Summer","T.I.",2
"11th-12th Summer","Takeoff",2
"11th-12th Summer","The Cataracs, Far East Movement, Dev",2
"11th-12th Summer","Tory Lanez, Rich The Kid",2
"11th-12th Summer","Trilla Kid",2
"11th-12th Summer","Trinidad James, Jaden",2
"11th-12th Summer","Trippie Redd, Bali Baby",2
"11th-12th Summer","Yael Naim",2
"11th-12th Summer","Yo Gotti",2
"11th-12th Summer","Yogi",2
"11th-12th Summer","Zack Fox, Kenny Beats",2
"12th Grade","070 Shake",2
"12th Grade","A$AP Ferg",2
"12th Grade","Alberta Cross",2
"12th Grade","BJ the Chicago Kid",2
"12th Grade","Beach House",2
"12th Grade","Bell Biv DeVoe",2
"12th Grade","Billy Joel",2
"12th Grade","Blaqbonez",2
"12th Grade","Brent Faiyaz",2
"12th Grade","Buddy Holly",2
"12th Grade","Cherub",2
"12th Grade","Childish Gambino",2
"12th Grade","DJ Luke Nasty",2
"12th Grade","Daft Punk",2
"12th Grade","Daryl Hall & John Oates",2
"12th Grade","Don McLean",2
"12th Grade","EDEN",2
"12th Grade","Edith Piaf",2
"12th Grade","Edward Sharpe and the Magnetic Zeros",2
"12th Grade","Famous Dex",2
"12th Grade","Golden Earring",2
"12th Grade","Gorillaz",2
"12th Grade","ICECOLDBISHOP",2
"12th Grade","JACKBOYS",2
"12th Grade","JID, J. Cole",2
"12th Grade","JID, J. Cole, EARTHGANG, Dreamville, Cozz",2
"12th Grade","JPEGMAFIA",2
"12th Grade","Karol Conka",2
"12th Grade","Kelly Clarkson",2
"12th Grade","King Los",2
"12th Grade","Kirk Knight",2
"12th Grade","Lance Skiiiwalker",2
"12th Grade","Led Zeppelin",2
"12th Grade","Lil Baby, Drake",2
"12th Grade","Lil Tecca, Juice WRLD",2
"12th Grade","Lil Tjay",2
"12th Grade","Lil Uzi Vert, 21 Savage",2
"12th Grade","Lorde",2
"12th Grade","Lynchparty",2
"12th Grade","Marshmello, Logic",2
"12th Grade","Michael Da Vinci",2
"12th Grade","MihTy",2
"12th Grade","Mura Masa",2
"12th Grade","NAV",2
"12th Grade","Natasha Bedingfield",2
"12th Grade","NxWorries",2
"12th Grade","Nyck @ Knight",2
"12th Grade","Of Monsters and Men",2
"12th Grade","Omen, Lute, EARTHGANG, Dreamville, Ari Lennox",2
"12th Grade","Otis Redding",2
"12th Grade","POUNDZ",2
"12th Grade","Quality Control, Migos",2
"12th Grade","Rex Orange County",2
"12th Grade","Roddy Ricch, Marshmello",2
"12th Grade","Route 94",2
"12th Grade","Ryan Tedder, Far East Movement",2
"12th Grade","ScHoolboy Q, Saudi, Kendrick Lamar, 2 Chainz",2
"12th Grade","Sister Gertrude Morgan, King Britt",2
"12th Grade","Smokepurpp",2
"12th Grade","Southside, G Herbo",2
"12th Grade","Sublime",2
"12th Grade","TM88",2
"12th Grade","Takeoff",2
"12th Grade","Tay B",2
"12th Grade","Teejayx6",2
"12th Grade","The 5th Dimension",2
"12th Grade","The Doors",2
"12th Grade","The Knife",2
"12th Grade","The Naked and Famous",2
"12th Grade","The Turtles",2
"12th Grade","Thin Lizzy",2
"12th Grade","Tory Lanez, Snakehips",2
"12th Grade","Toto",2
"12th Grade","Trevor Daniel",2
"12th Grade","Tyga",2
"12th Grade","UB40",2
"12th Grade","V. Bozeman, Timbaland",2
"12th Grade","Ye Ali, Jazz Cartier",2
"12th Grade","Young Nudy, Pi'erre Bourne",2
"12th Grade","Yuno",2
"12th Grade","bLAck pARty",2
"12th-Freshman Summer","$uicideboy$",2
"12th-Freshman Summer","2 Chainz",2
"12th-Freshman Summer","A Great Big World",2
"12th-Freshman Summer","Action Bronson",2
"12th-Freshman Summer","Aly & AJ",2
"12th-Freshman Summer","Andy Grammer",2
"12th-Freshman Summer","Avicii",2
"12th-Freshman Summer","Bazzi",2
"12th-Freshman Summer","Big Time Rush",2
"12th-Freshman Summer","Black Sheep",2
"12th-Freshman Summer","BlocBoy JB",2
"12th-Freshman Summer","Blue Swede",2
"12th-Freshman Summer","Bruno Major",2
"12th-Freshman Summer","Buddy Holly",2
"12th-Freshman Summer","Calboy",2
"12th-Freshman Summer","Capital Cities",2
"12th-Freshman Summer","Chad & Jeremy",2
"12th-Freshman Summer","Chiddy Bang",2
"12th-Freshman Summer","Chris Brown",2
"12th-Freshman Summer","Chris LeDoux",2
"12th-Freshman Summer","Comethazine",2
"12th-Freshman Summer","Creedence Clearwater Revival",2
"12th-Freshman Summer","DJ ESCO",2
"12th-Freshman Summer","Don McLean",2
"12th-Freshman Summer","Dreamville",2
"12th-Freshman Summer","Dreamville, Cozz, Bas",2
"12th-Freshman Summer","Etta James",2
"12th-Freshman Summer","Flux Pavilion",2
"12th-Freshman Summer","Fly Union",2
"12th-Freshman Summer","Frankie Valli & The Four Seasons",2
"12th-Freshman Summer","Future, Drake",2
"12th-Freshman Summer","Gerry Rafferty",2
"12th-Freshman Summer","HBK",2
"12th-Freshman Summer","Hozier",2
"12th-Freshman Summer","Hudson Mohawke",2
"12th-Freshman Summer","ICECOLDBISHOP",2
"12th-Freshman Summer","Imagine Dragons",2
"12th-Freshman Summer","Jack Harlow, G-Eazy",2
"12th-Freshman Summer","James Blake",2
"12th-Freshman Summer","John Givez",2
"12th-Freshman Summer","Jonas Brothers",2
"12th-Freshman Summer","Justin Bieber",2
"12th-Freshman Summer","Justin Timberlake",2
"12th-Freshman Summer","KIDS SEE GHOSTS",2
"12th-Freshman Summer","Kaash Paige",2
"12th-Freshman Summer","Kirk Knight",2
"12th-Freshman Summer","LCD Soundsystem",2
"12th-Freshman Summer","Lil Xxel",2
"12th-Freshman Summer","Lorde",2
"12th-Freshman Summer","Ludacris",2
"12th-Freshman Summer","M.C. Breed, DFC",2
"12th-Freshman Summer","MAVI",2
"12th-Freshman Summer","MadeinTYO",2
"12th-Freshman Summer","Michael Da Vinci",2
"12th-Freshman Summer","Mick Jenkins, Disclosure",2
"12th-Freshman Summer","Mike Posner",2
"12th-Freshman Summer","Mobb Deep",2
"12th-Freshman Summer","Musa Reems",2
"12th-Freshman Summer","N.W.A.",2
"12th-Freshman Summer","NAV, Gunna",2
"12th-Freshman Summer","NAV, Metro Boomin",2
"12th-Freshman Summer","Nas",2
"12th-Freshman Summer","Natasha Bedingfield",2
"12th-Freshman Summer","Neil Diamond",2
"12th-Freshman Summer","Nelly",2
"12th-Freshman Summer","No Doubt",2
"12th-Freshman Summer","Oh Wonder",2
"12th-Freshman Summer","Paramore",2
"12th-Freshman Summer","Protest the Hero",2
"12th-Freshman Summer","Quality Control, Lil Baby, Kodak Black",2
"12th-Freshman Summer","Quality Control, Offset, Cardi B",2
"12th-Freshman Summer","Recliner",2
"12th-Freshman Summer","Rex Orange County",2
"12th-Freshman Summer","Roberto Szidon",2
"12th-Freshman Summer","Robin Thicke",2
"12th-Freshman Summer","Saweetie",2
"12th-Freshman Summer","ScHoolboy Q, REASON",2
"12th-Freshman Summer","Sean Kingston",2
"12th-Freshman Summer","Seekae",2
"12th-Freshman Summer","Sheck Wes, JACKBOYS",2
"12th-Freshman Summer","Smino, Bari",2
"12th-Freshman Summer","Social Distortion",2
"12th-Freshman Summer","Soldier Kidd",2
"12th-Freshman Summer","Stephen Jerzak",2
"12th-Freshman Summer","Sublime",2
"12th-Freshman Summer","Surf Curse",2
"12th-Freshman Summer","TAB The Band",2
"12th-Freshman Summer","Takeoff",2
"12th-Freshman Summer","Tee Grizzley",2
"12th-Freshman Summer","Tee Grizzley, Lil Durk",2
"12th-Freshman Summer","Tee Grizzley, Takeoff, Quality Control",2
"12th-Freshman Summer","Tegan and Sara",2
"12th-Freshman Summer","The 1-800",2
"12th-Freshman Summer","The Black Crowes",2
"12th-Freshman Summer","The Cool Kids",2
"12th-Freshman Summer","The Killers",2
"12th-Freshman Summer","The Mamas & The Papas",2
"12th-Freshman Summer","The Night Marchers",2
"12th-Freshman Summer","The Offspring",2
"12th-Freshman Summer","The Underachievers",2
"12th-Freshman Summer","The Wolfmen",2
"12th-Freshman Summer","Thrice",2
"12th-Freshman Summer","Timbaland, Nelly Furtado",2
"12th-Freshman Summer","Toto",2
"12th-Freshman Summer","Trey Songz",2
"12th-Freshman Summer","Trick Trick",2
"12th-Freshman Summer","Trick Trick, Royce da 5'9, Eminem, DeJ Loaf, Danny Brown, Big Sean",2
"12th-Freshman Summer","Trilla Kid",2
"12th-Freshman Summer","Urvin June, Corbin, Anthony Carey",2
"12th-Freshman Summer","Vladimir Spivakov, National Philharmonic Orchestra of Russia, Daniel Lozakovich",2
"12th-Freshman Summer","Will Smith",2
"12th-Freshman Summer","YoungBoy Never Broke Again",2
"12th-Freshman Summer","Yugen Blakrok, Vince Staples",2
"12th-Freshman Summer","Yung Lean",2
"12th-Freshman Summer","YungManny, Gunna",2
"8th Grade","2 Chainz",2
"8th Grade","Afrika Bambaataa & The Soul Sonic Force",2
"8th Grade","Aloe Blacc",2
"8th Grade","Benny Benassi",2
"8th Grade","Blackstreet",2
"8th Grade","Carnage",2
"8th Grade","Clipse",2
"8th Grade","D12",2
"8th Grade","Denzel Curry",2
"8th Grade","Diplo",2
"8th Grade","E-40",2
"8th Grade","Empire Cast",2
"8th Grade","Fashawn",2
"8th Grade","G-Eazy",2
"8th Grade","Gang Starr",2
"8th Grade","Ina-P, DJ Inappropriate",2
"8th Grade","Iyaz",2
"8th Grade","Jamie xx",2
"8th Grade","John Newman",2
"8th Grade","Leon Bridges",2
"8th Grade","Lil Wayne, Drake",2
"8th Grade","LunchMoney Lewis",2
"8th Grade","Lupe Fiasco, Guy Sebastian",2
"8th Grade","Matthew Tavares, Earl Sweatshirt, Chester Handsen, Alex Sowinski",2
"8th Grade","Natalie Cole",2
"8th Grade","New Boyz",2
"8th Grade","Orchestre de la Suisse Romande, Ernest Ansermet",2
"8th Grade","PRhyme",2
"8th Grade","Rich Gang",2
"8th Grade","Rich Homie Quan",2
"8th Grade","Snakehips",2
"8th Grade","The Cool Kids",2
"8th Grade","The Sugarhill Gang",2
"8th Grade","Tory Lanez",2
"8th Grade","Wale",2
"8th Grade","YG",2
"8th Grade","will.i.am",2
"8th-9th Summer","Alabama Shakes",2
"8th-9th Summer","Black Eyed Peas",2
"8th-9th Summer","CGB",2
"8th-9th Summer","Chief Keef",2
"8th-9th Summer","Dreezy",2
"8th-9th Summer","G-Eazy",2
"8th-9th Summer","Ghost Town DJs",2
"8th-9th Summer","Joe Budden",2
"8th-9th Summer","John Legend",2
"8th-9th Summer","Knox Brown",2
"8th-9th Summer","Kp & Envyi",2
"8th-9th Summer","Leon Bridges",2
"8th-9th Summer","Mike Posner",2
"8th-9th Summer","Mobb Deep",2
"8th-9th Summer","Nate Ruess",2
"8th-9th Summer","O.T. Genasis",2
"8th-9th Summer","OneRepublic",2
"8th-9th Summer","PARTYNEXTDOOR",2
"8th-9th Summer","Pusha T",2
"8th-9th Summer","Pusha T, Kanye West, Big Sean, 2 Chainz",2
"8th-9th Summer","Santigold",2
"8th-9th Summer","Sofi de la Torre",2
"8th-9th Summer","Steely Dan",2
"8th-9th Summer","The Black Keys",2
"8th-9th Summer","The Cool Kids",2
"8th-9th Summer","The Weeknd",2
"8th-9th Summer","Travis Scott",2
"8th-9th Summer","Wale",2
"8th-9th Summer","Wiz Khalifa, Snoop Dogg",2
"9th Grade","A$AP Ferg",2
"9th Grade","Bankroll Fresh",2
"9th Grade","Biz Markie",2
"9th Grade","Casey Veggies",2
"9th Grade","Chris Brown",2
"9th Grade","Coldplay",2
"9th Grade","Electric Light Orchestra",2
"9th Grade","Flux Pavilion",2
"9th Grade","Hare Squead, GoldLink",2
"9th Grade","Hendersin",2
"9th Grade","Imagine Dragons",2
"9th Grade","Joey Bada$$, Glass Animals",2
"9th Grade","KR Official",2
"9th Grade","Kevin Gates",2
"9th Grade","Lecrae",2
"9th Grade","Luis Fonsi, Daddy Yankee",2
"9th Grade","Luke Christopher",2
"9th Grade","Miguel",2
"9th Grade","NNAMDI",2
"9th Grade","Nicki Minaj, Lil Wayne, Drake",2
"9th Grade","Nova Rockafeller",2
"9th Grade","O.T. Genasis",2
"9th Grade","Oswin Benjamin",2
"9th Grade","Portugal. The Man",2
"9th Grade","Pusha T, Kanye West, Big Sean, 2 Chainz",2
"9th Grade","Raekwon",2
"9th Grade","Rob Thomas",2
"9th Grade","Skrillex, Damian """"Jr. Gong"""" Marley",2
"9th Grade","Statik Selektah",2
"9th Grade","T-Pain",2
"9th Grade","Tame Impala",2
"9th Grade","The Internet",2
"9th Grade","Troy Ave",2
"9th Grade","U2",2
"9th Grade","Vest and Tyler",2
"9th Grade","Wiz Khalifa",2
"9th Grade","Wiz Khalifa, Lil Wayne, Imagine Dragons",2
"9th-10th Summer","2Pac",2
"9th-10th Summer","Betty Wright",2
"9th-10th Summer","Bobby Caldwell",2
"9th-10th Summer","Common",2
"9th-10th Summer","Grouplove",2
"9th-10th Summer","Kanye West, Chris Martin",2
"9th-10th Summer","Kenny Loggins",2
"9th-10th Summer","Lil Windex",2
"9th-10th Summer","Lupe Fiasco",2
"9th-10th Summer","Mos Def, Kanye West, Al Be Back",2
"9th-10th Summer","Nebu Kiniza",2
"9th-10th Summer","Neon Trees",2
"9th-10th Summer","NxWorries",2
"9th-10th Summer","Odd Future",2
"9th-10th Summer","Outasight",2
"9th-10th Summer","Owl City",2
"9th-10th Summer","PARTYNEXTDOOR",2
"9th-10th Summer","Petit Biscuit",2
"9th-10th Summer","Rick Ross, Kanye West",2
"9th-10th Summer","Sounds of Blackness",2
"9th-10th Summer","Taio Cruz",2
"9th-10th Summer","The Script",2
"9th-10th Summer","XXXTENTACION, Rich Brian, Keith Ape",2
"Freshman Year","2 Chainz",2
"Freshman Year","A$AP Mob",2
"Freshman Year","Ak Glock",2
"Freshman Year","Alberta Cross",2
"Freshman Year","Alice Deejay",2
"Freshman Year","America",2
"Freshman Year","American Authors",2
"Freshman Year","Ayanis",2
"Freshman Year","Bastille",2
"Freshman Year","Beach Bunny",2
"Freshman Year","Beyonce",2
"Freshman Year","Billy Idol",2
"Freshman Year","Bingo Players",2
"Freshman Year","Blue Oyster Cult",2
"Freshman Year","Blue Swede",2
"Freshman Year","Bob Dylan",2
"Freshman Year","Bobby Shmurda",2
"Freshman Year","Britney Spears",2
"Freshman Year","Buddy Holly",2
"Freshman Year","CARM",2
"Freshman Year","Chiddy Bang",2
"Freshman Year","Childish Gambino",2
"Freshman Year","Chitown YOMO",2
"Freshman Year","Corroded",2
"Freshman Year","Cream",2
"Freshman Year","DIVINE",2
"Freshman Year","DJ ESCO",2
