"SchoolPeriod","Artist","Plays"
"Sophomore Year","Shaggy",2
"Sophomore Year","Shankar-Ehsaan-Loy",2
"Sophomore Year","Shaqdi",2
"Sophomore Year","Shekar Chandra",2
"Sophomore Year","Sista Prod",2
"Sophomore Year","Sleepy Clouds",2
"Sophomore Year","Smallpools",2
"Sophomore Year","Sofia Reyes",2
"Sophomore Year","Sole Sole",2
"Sophomore Year","Solene Edgar",2
"Sophomore Year","Sophie Ann",2
"Sophomore Year","SpaceWalkers",2
"Sophomore Year","Stephen Oaks",2
"Sophomore Year","Stephen Sanchez",2
"Sophomore Year","Steven Curtis",2
"Sophomore Year","Stevie B",2
"Sophomore Year","Sting",2
"Sophomore Year","Surf Mesa",2
"Sophomore Year","Susie Suh",2
"Sophomore Year","Swae Lee",2
"Sophomore Year","SwuM",2
"Sophomore Year","Szymon Kowalczyk",2
"Sophomore Year","TENDER",2
"Sophomore Year","TRACE",2
"Sophomore Year","Tee Grizzley",2
"Sophomore Year","The Backseat Lovers",2
"Sophomore Year","The Bravery",2
"Sophomore Year","The Deli",2
"Sophomore Year","The Score",2
"Sophomore Year","Thomas Day",2
"Sophomore Year","Tiana Major9",2
"Sophomore Year","Timeflies",2
"Sophomore Year","ToTheMoon",2
"Sophomore Year","Tom Ameen",2
"Sophomore Year","Tommy Richman",2
"Sophomore Year","Tony Kakkar",2
"Sophomore Year","Trey Songz",2
"Sophomore Year","Tunji Ige",2
"Sophomore Year","Twenty One Pilots",2
"Sophomore Year","Two Feet",2
"Sophomore Year","U.S.A. For Africa",2
"Sophomore Year","Universal Balance",2
"Sophomore Year","VIBIE",2
"Sophomore Year","Virginia To Vegas",2
"Sophomore Year","Waka Flocka Flame",2
"Sophomore Year","Waneesa",2
"Sophomore Year","Wet",2
"Sophomore Year","Wild Rivers",2
"Sophomore Year","William Black",2
"Sophomore Year","Wiz Khalifa",2
"Sophomore Year","Wolfgang Snow",2
"Sophomore Year","X Ambassadors",2
"Sophomore Year","Y.V.E. 48",2
"Sophomore Year","Young T & Bugsey",2
"Sophomore Year","Yung Gravy",2
"Sophomore Year","Zac Efron",2
"Sophomore Year","Zac Tenenbaum",2
"Sophomore Year","ZenAware",2
"Sophomore Year","Ziv Zaifman",2
"Sophomore Year","awfultune",2
"Sophomore Year","j. pastel",2
"Sophomore Year","kordz",2
"Sophomore Year","mansionz",2
"Sophomore Year","mommy",2
"Sophomore Year","oh, the joy.",2
"Sophomore Year","omgkirby",2
"Sophomore Year","potsu",2
"Sophomore Year","sohayl ryder",2
"Sophomore Year","vowl.",2
"Sophomore-Junior Summer","$ummer$",2
"Sophomore-Junior Summer","5 Seconds of Summer",2
"Sophomore-Junior Summer","8D Tunes",2
"Sophomore-Junior Summer","Aaron May",2
"Sophomore-Junior Summer","Aaron Taylor",2
"Sophomore-Junior Summer","Addict.",2
"Sophomore-Junior Summer","Adele",2
"Sophomore-Junior Summer","Allie X",2
"Sophomore-Junior Summer","Alvaro",2
"Sophomore-Junior Summer","Angelo De Augustine",2
"Sophomore-Junior Summer","Anthony Daasan",2
"Sophomore-Junior Summer","Ardhito Pramono",2
"Sophomore-Junior Summer","Ardian Bujupi",2
"Sophomore-Junior Summer","Ariella Zeitlin",2
"Sophomore-Junior Summer","Ark Patrol",2
"Sophomore-Junior Summer","Avonlea",2
"Sophomore-Junior Summer","B Free",2
"Sophomore-Junior Summer","B.o.B",2
"Sophomore-Junior Summer","Babe Rainbow",2
"Sophomore-Junior Summer","Bakar",2
"Sophomore-Junior Summer","Before You Exit",2
"Sophomore-Junior Summer","Ben Howard",2
"Sophomore-Junior Summer","Ben Kessler",2
"Sophomore-Junior Summer","Ben Platt",2
"Sophomore-Junior Summer","Bernard Dubicki",2
"Sophomore-Junior Summer","Beyonce",2
"Sophomore-Junior Summer","Billy Lemos",2
"Sophomore-Junior Summer","BoTalks",2
"Sophomore-Junior Summer","Bon Jovi",2
"Sophomore-Junior Summer","Bonjr",2
"Sophomore-Junior Summer","Bruce Healey",2
"Sophomore-Junior Summer","Caamp",2
"Sophomore-Junior Summer","Camilo",2
"Sophomore-Junior Summer","Casper Esmann",2
"Sophomore-Junior Summer","Chalk Gang",2
"Sophomore-Junior Summer","Charlie Who?",2
"Sophomore-Junior Summer","Cheat Codes",2
"Sophomore-Junior Summer","Chilled Teddy",2
"Sophomore-Junior Summer","Chris Malinchak",2
"Sophomore-Junior Summer","Christophe Beck",2
"Sophomore-Junior Summer","Clean Bandit",2
"Sophomore-Junior Summer","Clinton Kane",2
"Sophomore-Junior Summer","Colbie Caillat",2
"Sophomore-Junior Summer","Cold Beat",2
"Sophomore-Junior Summer","Cold hands",2
"Sophomore-Junior Summer","DJ Katch",2
"Sophomore-Junior Summer","Da Vinci Glow",2
"Sophomore-Junior Summer","Dabin",2
"Sophomore-Junior Summer","Daniel Gunnarsson",2
"Sophomore-Junior Summer","Daughter",2
"Sophomore-Junior Summer","David Frank",2
"Sophomore-Junior Summer","Delacey",2
"Sophomore-Junior Summer","Dilaz",2
"Sophomore-Junior Summer","Dimitri Vegas & Like Mike",2
"Sophomore-Junior Summer","Don Omar",2
"Sophomore-Junior Summer","Donovan Lakeberg",2
"Sophomore-Junior Summer","Drake Chisholm",2
"Sophomore-Junior Summer","Dream Note",2
"Sophomore-Junior Summer","Dream, Ivory",2
"Sophomore-Junior Summer","Dru Hill",2
"Sophomore-Junior Summer","Dua Lipa",2
"Sophomore-Junior Summer","Early Hours",2
"Sophomore-Junior Summer","Elderbrook",2
"Sophomore-Junior Summer","Elina",2
"Sophomore-Junior Summer","Evgeny Grinko",2
"Sophomore-Junior Summer","Excision",2
"Sophomore-Junior Summer","FLOOR CRY",2
"Sophomore-Junior Summer","Far East Movement",2
"Sophomore-Junior Summer","Faye",2
"Sophomore-Junior Summer","Finn",2
"Sophomore-Junior Summer","Flower Face",2
"Sophomore-Junior Summer","Frank Pierce",2
"Sophomore-Junior Summer","Fuse ODG",2
"Sophomore-Junior Summer","GRACEY",2
"Sophomore-Junior Summer","Gabe Bondoc",2
"Sophomore-Junior Summer","Game Music Composer | Oliver Moya Bueno",2
"Sophomore-Junior Summer","Gavin Haley",2
"Sophomore-Junior Summer","George Ezra",2
"Sophomore-Junior Summer","Ghibran",2
"Sophomore-Junior Summer","Glenn Travis",2
"Sophomore-Junior Summer","Goth Babe",2
"Sophomore-Junior Summer","Grady",2
"Sophomore-Junior Summer","Greta Van Fleet",2
"Sophomore-Junior Summer","Guus Dielissen",2
"Sophomore-Junior Summer","Hailee Steinfeld",2
"Sophomore-Junior Summer","Haley Joelle",2
"Sophomore-Junior Summer","Haley Reinhart",2
"Sophomore-Junior Summer","Harper Minta",2
"Sophomore-Junior Summer","Harry Styles",2
"Sophomore-Junior Summer","Hollow Coves",2
"Sophomore-Junior Summer","INST",2
"Sophomore-Junior Summer","Instrumental Performers",2
"Sophomore-Junior Summer","Internet Money",2
"Sophomore-Junior Summer","J Lisk",2
"Sophomore-Junior Summer","JP Saxe",2
"Sophomore-Junior Summer","Jack Johnson",2
"Sophomore-Junior Summer","James Heather",2
"Sophomore-Junior Summer","Jasmine Thompson",2
"Sophomore-Junior Summer","Jeff Krolick",2
"Sophomore-Junior Summer","Jidenna",2
"Sophomore-Junior Summer","Jim Brickman",2
"Sophomore-Junior Summer","John De Sohn",2
"Sophomore-Junior Summer","John K",2
"Sophomore-Junior Summer","Joy Oladokun",2
"Sophomore-Junior Summer","Julie and the Phantoms Cast",2
"Sophomore-Junior Summer","Kali Uchis",2
"Sophomore-Junior Summer","Kazy Lambist",2
"Sophomore-Junior Summer","Kendji Girac",2
"Sophomore-Junior Summer","Kevin Abstract",2
"Sophomore-Junior Summer","Kungs",2
"Sophomore-Junior Summer","Kyle Landry",2
"Sophomore-Junior Summer","Lana Jax",2
"Sophomore-Junior Summer","Limited Tym",2
"Sophomore-Junior Summer","Linearwave",2
"Sophomore-Junior Summer","Love Falk",2
"Sophomore-Junior Summer","MAKJ",2
"Sophomore-Junior Summer","MIKA",2
"Sophomore-Junior Summer","MKTO",2
"Sophomore-Junior Summer","Mack David",2
"Sophomore-Junior Summer","Madson.",2
"Sophomore-Junior Summer","Maisie Peters",2
"Sophomore-Junior Summer","Maite Perroni",2
"Sophomore-Junior Summer","Mansionair",2
"Sophomore-Junior Summer","Marc E. Bassy",2
"Sophomore-Junior Summer","Marcus Chow",2
"Sophomore-Junior Summer","Margaret James",2
"Sophomore-Junior Summer","Mariah Carey",2
"Sophomore-Junior Summer","Marnik",2
"Sophomore-Junior Summer","Matthew Chaim",2
"Sophomore-Junior Summer","Matthew Rai",2
"Sophomore-Junior Summer","Midnight Tales",2
"Sophomore-Junior Summer","Mike Posner",2
"Sophomore-Junior Summer","MitiS",2
"Sophomore-Junior Summer","Mob Rich",2
"Sophomore-Junior Summer","Mohit Chauhan",2
"Sophomore-Junior Summer","More Giraffes",2
"Sophomore-Junior Summer","Mountenz",2
"Sophomore-Junior Summer","Muni Long",2
"Sophomore-Junior Summer","NLSN",2
"Sophomore-Junior Summer","Naughty Boy",2
"Sophomore-Junior Summer","Nelly Furtado",2
"Sophomore-Junior Summer","Neptune",2
"Sophomore-Junior Summer","New Friends",2
"Sophomore-Junior Summer","Nicki Minaj",2
"Sophomore-Junior Summer","No Treasure",2
"Sophomore-Junior Summer","Nylonwings",2
"Sophomore-Junior Summer","ORYL",2
"Sophomore-Junior Summer","Olov Helge",2
"Sophomore-Junior Summer","Ouse",2
"Sophomore-Junior Summer","Parachute",2
"Sophomore-Junior Summer","Paratone",2
"Sophomore-Junior Summer","Phillip LaRue",2
"Sophomore-Junior Summer","Phoebe Bridgers",2
"Sophomore-Junior Summer","Piso 21",2
"Sophomore-Junior Summer","Powfu",2
"Sophomore-Junior Summer","Prince Fox",2
"Sophomore-Junior Summer","Project 46",2
"Sophomore-Junior Summer","Purple Tulips",2
"Sophomore-Junior Summer","Q",2
"Sophomore-Junior Summer","Queen",2
"Sophomore-Junior Summer","RainDear",2
"Sophomore-Junior Summer","Ran-D",2
"Sophomore-Junior Summer","Rishi Kumar",2
"Sophomore-Junior Summer","Robert B. Sherman",2
"Sophomore-Junior Summer","Ronald Emery",2
"Sophomore-Junior Summer","Ruben Pol",2
"Sophomore-Junior Summer","Rudimental",2
"Sophomore-Junior Summer","Rusted Root",2
"Sophomore-Junior Summer","SHAED",2
"Sophomore-Junior Summer","Sabrina Claudio",2
"Sophomore-Junior Summer","Sachet Tandon",2
"Sophomore-Junior Summer","Salim-Sulaiman",2
"Sophomore-Junior Summer","Samm Henshaw",2
"Sophomore-Junior Summer","Sara Bareilles",2
"Sophomore-Junior Summer","Sara Kays",2
"Sophomore-Junior Summer","Sean Paul",2
"Sophomore-Junior Summer","Sech",2
"Sophomore-Junior Summer","Shae Gill",2
"Sophomore-Junior Summer","Shake Shake Go",2
"Sophomore-Junior Summer","Shreya Ghoshal",2
"Sophomore-Junior Summer","Skeptika",2
"Sophomore-Junior Summer","Skrillex",2
"Sophomore-Junior Summer","Sleepy Hallow",2
"Sophomore-Junior Summer","Snoop Dogg",2
"Sophomore-Junior Summer","Sofia Reyes",2
"Sophomore-Junior Summer","Sophia Lopez",2
"Sophomore-Junior Summer","Soulja Boy",2
"Sophomore-Junior Summer","Souly Had",2
"Sophomore-Junior Summer","Steve Lacy",2
"Sophomore-Junior Summer","Surf Mesa",2
"Sophomore-Junior Summer","Swik",2
"Sophomore-Junior Summer","TDO - Thorsten Drucker Orchestra",2
"Sophomore-Junior Summer","TRACE",2
"Sophomore-Junior Summer","Tainy",2
"Sophomore-Junior Summer","Takaki Toshio",2
"Sophomore-Junior Summer","Taylor Davis",2
"Sophomore-Junior Summer","Taylor Swift",2
"Sophomore-Junior Summer","Ted Mandy",2
"Sophomore-Junior Summer","Teqkoi",2
"Sophomore-Junior Summer","The 1975",2
"Sophomore-Junior Summer","The Avener",2
"Sophomore-Junior Summer","The Band CAMINO",2
"Sophomore-Junior Summer","The Disco Biscuits",2
"Sophomore-Junior Summer","The Honorary Title",2
"Sophomore-Junior Summer","The Lonely Island",2
"Sophomore-Junior Summer","The Sugarhill Gang",2
"Sophomore-Junior Summer","The Temper Trap",2
"Sophomore-Junior Summer","Thundercat",2
"Sophomore-Junior Summer","Tiana Major9",2
"Sophomore-Junior Summer","Tobias Berntsson",2
"Sophomore-Junior Summer","Tochi Raina",2
"Sophomore-Junior Summer","Tom Odell",2
"Sophomore-Junior Summer","Train",2
"Sophomore-Junior Summer","UNSECRET",2
"Sophomore-Junior Summer","Usher",2
"Sophomore-Junior Summer","Vancouver Sleep Clinic",2
"Sophomore-Junior Summer","Vedo",2
"Sophomore-Junior Summer","Vicetone",2
"Sophomore-Junior Summer","Vintage Reggae Soundsystem",2
"Sophomore-Junior Summer","Wallows",2
"Sophomore-Junior Summer","Wayne Mack",2
"Sophomore-Junior Summer","Wes Walker",2
"Sophomore-Junior Summer","YNW Melly",2
"Sophomore-Junior Summer","Yasuharu Takanashi",2
"Sophomore-Junior Summer","dvsn",2
"Sophomore-Junior Summer","j. pastel",2
"Sophomore-Junior Summer","khai dreams",2
"Sophomore-Junior Summer","kordz",2
"Sophomore-Junior Summer","m3lly",2
"Sophomore-Junior Summer","mxmtoon",2
"Sophomore-Junior Summer","niff_",2
"Sophomore-Junior Summer","nimino",2
"Sophomore-Junior Summer","pluko",2
"Sophomore-Junior Summer","rei brown",2
"Sophomore-Junior Summer","weirdboi",2
"10th Grade","2 Chainz",1
"10th Grade","5 Seconds of Summer",1
"10th Grade","6LACK",1
"10th Grade","9Gotti",1
"10th Grade","A$AP Rocky",1
"10th Grade","A.Millz",1
"10th Grade","AJR",1
"10th Grade","AUGUST 08",1
"10th Grade","AURORA",1
"10th Grade","AXSHN",1
"10th Grade","Alex Mattson",1
"10th Grade","Alex Wiley",1
"10th Grade","Alexander Oscar",1
"10th Grade","Alida",1
"10th Grade","Alok",1
"10th Grade","Alpharo",1
"10th Grade","Andrew McMahon in the Wilderness",1
"10th Grade","Andy Williams",1
"10th Grade","Angele",1
"10th Grade","Anis Don Demina",1
"10th Grade","Ann Sweeten",1
"10th Grade","Anne-Marie",1
"10th Grade","Ardency",1
"10th Grade","Arlissa",1
"10th Grade","Armin van Buuren",1
"10th Grade","Askling",1
"10th Grade","Assier",1
"10th Grade","Au5",1
"10th Grade","Audrey Assad",1
"10th Grade","Austin Mahone",1
"10th Grade","Axel",1
"10th Grade","BAYNK",1
"10th Grade","BLYNE",1
"10th Grade","BTS",1
"10th Grade","Baby Ranks",1
"10th Grade","Bazzi vs.",1
"10th Grade","Beach House",1
"10th Grade","Bearcubs",1
"10th Grade","Bedstudy",1
"10th Grade","Belle and Sebastian",1
"10th Grade","Ben Kyle",1
"10th Grade","Benjamin Francis Leftwich",1
"10th Grade","Benji Lewis",1
"10th Grade","Betty Who",1
"10th Grade","Bibio",1
"10th Grade","Big Yamo",1
"10th Grade","Billie Marten",1
"10th Grade","Bing Crosby",1
"10th Grade","Bishop Briggs",1
"10th Grade","Blake McGrath",1
"10th Grade","Blakey",1
"10th Grade","Blue Wayze",1
"10th Grade","Bomba Estereo",1
"10th Grade","Brandi Carlile",1
"10th Grade","Brandon Ray",1
"10th Grade","Breaking Benjamin",1
"10th Grade","Buddy",1
"10th Grade","Burak Yeter",1
"10th Grade","Buzzy Lee",1
"10th Grade","CADE",1
"10th Grade","CD9",1
"10th Grade","CaRter",1
"10th Grade","Cabas",1
"10th Grade","Cage The Elephant",1
"10th Grade","Calema",1
"10th Grade","Carlos Baute",1
"10th Grade","Carly Rae Jepsen",1
"10th Grade","Carpenters",1
"10th Grade","Cat Clyde",1
"10th Grade","Cathrin Nummiranta",1
"10th Grade","Charles Goose",1
"10th Grade","Charly Black",1
"10th Grade","Chayanne",1
"10th Grade","Cherry Beach",1
"10th Grade","Childish Gambino",1
"10th Grade","Chill Vibes",1
"10th Grade","Chromeo",1
"10th Grade","Ciara",1
"10th Grade","City Girls",1
"10th Grade","Clement Bazin",1
"10th Grade","Cobra Starship",1
"10th Grade","Cody Lovaas",1
"10th Grade","Common Kings",1
"10th Grade","Conan Gray",1
"10th Grade","Conor Maynard",1
"10th Grade","Conrad Sewell",1
"10th Grade","Cousin Stizz",1
"10th Grade","Cristin Milioti",1
"10th Grade","CyHi",1
"10th Grade","DEAMN",1
"10th Grade","DJ Jonathan",1
"10th Grade","DJ Koze",1
"10th Grade","DJ Pauly D",1
"10th Grade","DJ Ufo Latino",1
"10th Grade","DTF",1
"10th Grade","Dallas String Quartet",1
"10th Grade","Dan + Shay",1
"10th Grade","Daniel Skye",1
"10th Grade","Dash of Honey",1
"10th Grade","Davai",1
"10th Grade","Dave B.",1
"10th Grade","Dave Matthews Band",1
"10th Grade","David Christopher Green",1
"10th Grade","David Tolk",1
"10th Grade","Daya",1
"10th Grade","Daydreamer",1
"10th Grade","Dayme y El High",1
"10th Grade","Death Cab for Cutie",1
"10th Grade","Deepend",1
"10th Grade","Destiny's Child",1
"10th Grade","Dimitri Vegas & Like Mike",1
"10th Grade","Disclosure",1
"10th Grade","Divan",1
"10th Grade","Dj Moys",1
"10th Grade","Domino Saints",1
"10th Grade","Donna Missal",1
"10th Grade","Donovan Woods",1
"10th Grade","Dr. Dog",1
"10th Grade","Dr. John",1
"10th Grade","Dragon & Caballero",1
"10th Grade","EDEN",1
"10th Grade","EL BOY C",1
"10th Grade","ELIZA",1
"10th Grade","EXES",1
"10th Grade","Easton",1
"10th Grade","Eddy Lover",1
"10th Grade","Edward Maya",1
"10th Grade","Eiby Lion",1
"10th Grade","El Fisico",1
"10th Grade","Electric Guest",1
"10th Grade","Elephante",1
"10th Grade","Ella Vos",1
"10th Grade","Elliott Yamin",1
"10th Grade","Elvis Presley",1
"10th Grade","Emeli Sande",1
"10th Grade","Eminem",1
"10th Grade","Etham",1
"10th Grade","Eugy",1
"10th Grade","Eurythmics",1
"10th Grade","FDVM",1
"10th Grade","FELIX SANDMAN",1
"10th Grade","FRENSHIP",1
"10th Grade","Fall Out Boy",1
"10th Grade","Far East Movement",1
"10th Grade","Fitz and The Tantrums",1
"10th Grade","Five For Fighting",1
"10th Grade","Flapo",1
"10th Grade","Flavour",1
"10th Grade","Flume",1
"10th Grade","Fossa Beats",1
"10th Grade","GAB",1
"10th Grade","Gabriel Pagan",1
"10th Grade","Galantis",1
"10th Grade","Gallego",1
"10th Grade","Gengahr",1
"10th Grade","George Ezra",1
"10th Grade","Georgio",1
"10th Grade","Ghost",1
"10th Grade","Gill Chang",1
"10th Grade","Glades",1
"10th Grade","Glded",1
"10th Grade","Gloria Estefan",1
"10th Grade","Grayson Kessenich",1
"10th Grade","Grey",1
"10th Grade","Griffin Stoller",1
"10th Grade","Grupo Extra",1
"10th Grade","Haley Reinhart",1
"10th Grade","Handsome Ghost",1
"10th Grade","Hardwell",1
"10th Grade","Haux",1
"10th Grade","Hayley Kiyoko",1
"10th Grade","Hazey Eyes",1
"10th Grade","Henri Purnell",1
"10th Grade","Henry Green",1
"10th Grade","Holmsey",1
"10th Grade","Hovvdy",1
"10th Grade","Howard Shore",1
"10th Grade","Howie Day",1
"10th Grade","Hozier",1
"10th Grade","Human Touch",1
"10th Grade","Hunter Plake",1
"10th Grade","Ikson",1
"10th Grade","Imaginary Future",1
"10th Grade","Indila",1
"10th Grade","Iron & Wine",1
"10th Grade","Ivory Waves",1
"10th Grade","JP Saxe",1
"10th Grade","JT Roach",1
"10th Grade","Jack Buchanan",1
"10th Grade","Jaden",1
"10th Grade","Jake Coco",1
"10th Grade","Jake Paul",1
"10th Grade","James Blunt",1
"10th Grade","Jamila Woods",1
"10th Grade","Janieck",1
"10th Grade","Jarryd James",1
"10th Grade","Jason Upton",1
"10th Grade","Jay Rock",1
"10th Grade","Jenn Ayache",1
"10th Grade","Jess Glynne",1
"10th Grade","Jessie J",1
"10th Grade","Jessie Ware",1
"10th Grade","Jhoni The Voice",1
"10th Grade","Joachim Pastor",1
"10th Grade","John De Sohn",1
"10th Grade","John Paul White",1
"10th Grade","John Vincent III",1
"10th Grade","Johnny Orlando",1
"10th Grade","Joji",1
"10th Grade","Jon Bellion",1
"10th Grade","Jordy Jill",1
"10th Grade","Jordy Searcy",1
"10th Grade","Juan Magan",1
"10th Grade","Juancho Style",1
"10th Grade","Juanes",1
"10th Grade","Judy Garland",1
"10th Grade","Juice Music",1
"10th Grade","Jungle",1
"10th Grade","Kanti y Riko",1
"10th Grade","Kasbo",1
"10th Grade","Kat Deluna",1
"10th Grade","Katie McBride",1
"10th Grade","Katja Petri",1
"10th Grade","Katrin",1
"10th Grade","Katy Perry",1
"10th Grade","Keala Settle",1
"10th Grade","Kelly Clarkson",1
"10th Grade","Kemal Monteno",1
"10th Grade","Kendrick Lamar",1
"10th Grade","Kenza Farah",1
"10th Grade","Kesha",1
"10th Grade","King Tuff",1
"10th Grade","Kodak Black",1
"10th Grade","Koni",1
"10th Grade","Korede Bello",1
"10th Grade","Kota Banks",1
"10th Grade","Krewella",1
"10th Grade","Kuizz",1
"10th Grade","Kungs",1
"10th Grade","Kurt Hugo Schneider",1
"10th Grade","L'Imperatrice",1
"10th Grade","LANCO",1
"10th Grade","LEON",1
"10th Grade","LINES",1
"10th Grade","LRKR",1
"10th Grade","LVNDSCAPE",1
"10th Grade","La Factoria",1
"10th Grade","La Sista",1
"10th Grade","Lady Gaga",1
"10th Grade","Latin Dreams",1
"10th Grade","Le P",1
"10th Grade","League of Legends",1
"10th Grade","Legarda",1
"10th Grade","Lemaitre",1
"10th Grade","Lenny Tavarez",1
"10th Grade","Leo Stannard",1
"10th Grade","Leroy Sanchez",1
"10th Grade","Leslie Powell",1
"10th Grade","Liam",1
"10th Grade","Lil Pump",1
"10th Grade","Lil Silvio & El Vega",1
"10th Grade","Lily Allen",1
"10th Grade","Little Monarch",1
"10th Grade","Liza Anne",1
"10th Grade","Local Natives",1
"10th Grade","Logan Paul",1
"10th Grade","Lolo Zouai",1
"10th Grade","Lori McKenna",1
"10th Grade","Los Rakas",1
"10th Grade","Loud Luxury",1
"10th Grade","Lydia Luce",1
"10th Grade","Lykke Li",1
"10th Grade","M83",1
"10th Grade","MM0100",1
"10th Grade","MOONZz",1
"10th Grade","MOSSS",1
"10th Grade","MOWE",1
"10th Grade","Ma R Va Y",1
"10th Grade","Macklemore",1
"10th Grade","Macy Gray",1
"10th Grade","Madcon",1
"10th Grade","Madison Beer",1
"10th Grade","Maggie Lindemann",1
"10th Grade","Magnate Y Valentino",1
"10th Grade","Maikel Delacalle",1
"10th Grade","Maite Perroni",1
"10th Grade","Mallrat",1
"10th Grade","Marcos Menchaca",1
"10th Grade","Marcus Johns",1
"10th Grade","Maria Jose",1
"10th Grade","Mario",1
"10th Grade","Marius Babanu",1
"10th Grade","Mark the Hammer",1
"10th Grade","Martin Sangar",1
"10th Grade","Matisyahu",1
"10th Grade","Matt DiMona",1
"10th Grade","Matthew And The Atlas",1
"10th Grade","Mau y Ricky",1
"10th Grade","Max Richter",1
"10th Grade","Michael McEachern",1
"10th Grade","Michl",1
"10th Grade","Mike Bahia",1
"10th Grade","Mike Posner",1
"10th Grade","Mishegas",1
"10th Grade","Mome",1
"10th Grade","Moon Taxi",1
"10th Grade","Moss Kena",1
"10th Grade","Motion City Soundtrack",1
"10th Grade","Mountenz",1
"10th Grade","Mr Eazi",1
"10th Grade","Mueka",1
"10th Grade","Music Legends",1
"10th Grade","Mustard",1
"10th Grade","Mykola Dmytrovych Leontovych",1
"10th Grade","NEIL FRANCES",1
"10th Grade","NVDES",1
"10th Grade","Nan2 el Master of Melody",1
"10th Grade","Natalie Prass",1
"10th Grade","Nicki Minaj",1
"10th Grade","Nicky Romero",1
"10th Grade","Nicole Millar",1
"10th Grade","Nils Frahm",1
"10th Grade","Ninho",1
"10th Grade","Nio Garcia",1
"10th Grade","No Kind of Rider",1
"10th Grade","Noah Kahan",1
"10th Grade","November Lights",1
"10th Grade","Novo Amor",1
"10th Grade","Nude",1
"10th Grade","Nuit Ocean",1
"10th Grade","ODIE",1
"10th Grade","Of Monsters and Men",1
"10th Grade","Oh Wonder",1
"10th Grade","Olga Tanon",1
"10th Grade","Oliver Kid",1
"10th Grade","Opi the Hit Machine",1
"10th Grade","Osmani Garcia """"La Voz""""",1
"10th Grade","Outasight",1
"10th Grade","PLVTINUM",1
"10th Grade","PRETTYMUCH",1
"10th Grade","Palace",1
"10th Grade","Panic! At The Disco",1
"10th Grade","Patrick Lite",1
"10th Grade","Paty Cantu",1
"10th Grade","Paul Canning",1
"10th Grade","Peter Bradley Adams",1
"10th Grade","Peter Manos",1
"10th Grade","Pharrell Williams",1
"10th Grade","Pietro Basile",1
"10th Grade","Plan B",1
"10th Grade","Plastic Picnic",1
"10th Grade","Play-N-Skillz",1
"10th Grade","Pleasure P",1
"10th Grade","PnB Rock",1
"10th Grade","Pool Holograph",1
"10th Grade","Pop Culture",1
"10th Grade","Pretty Lights",1
"10th Grade","Proto",1
"10th Grade","Quintino",1
"10th Grade","RY X",1
"10th Grade","Rachel Portman",1
"10th Grade","Rae Sremmurd",1
"10th Grade","Rain Man",1
"10th Grade","Randy",1
"10th Grade","Randy Wisky",1
"10th Grade","Raphy Motiff",1
"10th Grade","Revelries",1
"10th Grade","Rex Orange County",1
"10th Grade","Rhye",1
"10th Grade","Rich The Kid",1
"10th Grade","Robert Linton",1
"10th Grade","Robinson",1
"10th Grade","Ron Pope",1
"10th Grade","Ronald El Killa",1
"10th Grade","Rose Dive",1
"10th Grade","Rosemary & Garlic",1
"10th Grade","Rostam",1
"10th Grade","Rufus Wainwright",1
"10th Grade","Russ",1
"10th Grade","Ruuth",1
"10th Grade","Ryan Adams",1
"10th Grade","Ryan Gosling",1
"10th Grade","S. Carey",1
"10th Grade","SHAED",1
"10th Grade","Sabrina Claudio",1
"10th Grade","Said The Sky",1
"10th Grade","Sam Hunt",1
"10th Grade","Sanluis",1
"10th Grade","Sara Bareilles",1
"10th Grade","Say Anything",1
"10th Grade","Seafret",1
"10th Grade","Sebastian Yatra",1
"10th Grade","Secondhand Serenade",1
"10th Grade","Sencillamente Joe",1
"10th Grade","Sergio Mendes",1
"10th Grade","Seven Lions",1
"10th Grade","Severo",1
"10th Grade","Shontelle",1
"10th Grade","Shout Out Louds",1
"10th Grade","Simon James",1
"10th Grade","Simplicity",1
"10th Grade","Simply Three",1
"10th Grade","Sinjin Hawke",1
"10th Grade","Skepta",1
"10th Grade","Skewby",1
"10th Grade","Skrillex",1
"10th Grade","Sleeping At Last",1
"10th Grade","Snoop Dogg",1
"10th Grade","Soccer Mommy",1
"10th Grade","Sofia Reyes",1
"10th Grade","Son Lux",1
"10th Grade","Stargate",1
"10th Grade","Stefflon Don",1
"10th Grade","Steven Sharp Nelson",1
"10th Grade","Stupead",1
"10th Grade","Sub Focus",1
"10th Grade","Swimming Tapes",1
"10th Grade","T.I.",1
"10th Grade","TLC",1
"10th Grade","Taio Cruz",1
"10th Grade","Taking Back Sunday",1
"10th Grade","Taylor Davis",1
"10th Grade","Tee Grizzley",1
"10th Grade","The 1975",1
"10th Grade","The Ballroom Thieves",1
"10th Grade","The Blaze",1
"10th Grade","The Brummies",1
"10th Grade","The Budos Band",1
"10th Grade","The Dartmouth Aires",1
"10th Grade","The Flying Stars Of Brooklyn NY",1
"10th Grade","The Format",1
"10th Grade","The Hipster Orchestra",1
"10th Grade","The Japanese House",1
"10th Grade","The Marias",1
"10th Grade","The Neighbourhood",1
"10th Grade","The Script",1
"10th Grade","The Undercover Dream Lovers",1
"10th Grade","The Vamps",1
"10th Grade","The Wanted",1
"10th Grade","The Wombats",1
"10th Grade","Thomas Gold",1
"10th Grade","Thurl Ravenscroft",1
"10th Grade","Tino Martin",1
