"SchoolPeriod","Artist","Plays"
"10th Grade","Tito """"El Bambino""""",1
"10th Grade","Tom Odell",1
"10th Grade","Tom Speight",1
"10th Grade","Tove Styrke",1
"10th Grade","Tune-Yards",1
"10th Grade","Twin Shadow",1
"10th Grade","Twist",1
"10th Grade","Tyga",1
"10th Grade","Tyla Yaweh",1
"10th Grade","Tyron Hapi",1
"10th Grade","Ulrik Munther",1
"10th Grade","Un orage",1
"10th Grade","Urban Cone",1
"10th Grade","VERITE",1
"10th Grade","Valee",1
"10th Grade","Valeria Sibaja",1
"10th Grade","Vance Joy",1
"10th Grade","Vera Blue",1
"10th Grade","Verzache",1
"10th Grade","Vianney",1
"10th Grade","Vicetone",1
"10th Grade","Vinchenzo",1
"10th Grade","Vishal-Shekhar",1
"10th Grade","Vitamin String Quartet",1
"10th Grade","Waka Flocka Flame",1
"10th Grade","Win and Woo",1
"10th Grade","Wiz Khalifa",1
"10th Grade","Xantos",1
"10th Grade","Yashua",1
"10th Grade","Years & Years",1
"10th Grade","Yellow Days",1
"10th Grade","Yiruma",1
"10th Grade","Yorky & Mane",1
"10th Grade","Yoshi Flower",1
"10th Grade","Young Thug",1
"10th Grade","Young the Giant",1
"10th Grade","Yulien Oviedo",1
"10th Grade","Zara Larsson",1
"10th Grade","Zedd",1
"10th Grade","Ziggi Recado",1
"10th Grade","Zonoma",1
"10th Grade","blackbear",1
"10th Grade","culpriit",1
"10th Grade","for KING & COUNTRY",1
"10th Grade","kerri",1
"10th Grade","morgxn",1
"10th Grade","swim good now",1
"10th-11th Summer","2 Chainz",1
"10th-11th Summer","3 Doors Down",1
"10th-11th Summer","5 Seconds of Summer",1
"10th-11th Summer","88GLAM",1
"10th-11th Summer","A$AP Ferg",1
"10th-11th Summer","A$AP Mob",1
"10th-11th Summer","AJR",1
"10th-11th Summer","Adam Levine",1
"10th-11th Summer","Akon",1
"10th-11th Summer","Alice Gray",1
"10th-11th Summer","Alicia Keys",1
"10th-11th Summer","Amir Obe",1
"10th-11th Summer","Amy Shark",1
"10th-11th Summer","Amy Winehouse",1
"10th-11th Summer","Anne-Marie",1
"10th-11th Summer","Arizona Zervas",1
"10th-11th Summer","B.o.B",1
"10th-11th Summer","Baauer",1
"10th-11th Summer","Beyonce",1
"10th-11th Summer","BlocBoy JB",1
"10th-11th Summer","Bobby McFerrin",1
"10th-11th Summer","Bobby Morganstein",1
"10th-11th Summer","Boombox Cartel",1
"10th-11th Summer","Bousmara Division N?1",1
"10th-11th Summer","Bright Eyes",1
"10th-11th Summer","Brown Town",1
"10th-11th Summer","Bruno Mars",1
"10th-11th Summer","Bryan White",1
"10th-11th Summer","CMC$",1
"10th-11th Summer","COTIS",1
"10th-11th Summer","Cage The Elephant",1
"10th-11th Summer","Cash Cash",1
"10th-11th Summer","Chelsea Cutler",1
"10th-11th Summer","Cheryl K",1
"10th-11th Summer","Chris Brown",1
"10th-11th Summer","Chris Webby",1
"10th-11th Summer","Colbie Caillat",1
"10th-11th Summer","Cole Swindell",1
"10th-11th Summer","Comet Blue",1
"10th-11th Summer","Cordae",1
"10th-11th Summer","Corinne Bailey Rae",1
"10th-11th Summer","DJ Antoine",1
"10th-11th Summer","Dae",1
"10th-11th Summer","Daniel Powter",1
"10th-11th Summer","Dave Bawa",1
"10th-11th Summer","Dean Lewis",1
"10th-11th Summer","Denzel Curry",1
"10th-11th Summer","Desiigner",1
"10th-11th Summer","Dirty Projectors",1
"10th-11th Summer","Disclosure",1
"10th-11th Summer","Disfigure",1
"10th-11th Summer","Drumsound & Bassline Smith",1
"10th-11th Summer","Dyrigent",1
"10th-11th Summer","Efecto Pasillo",1
"10th-11th Summer","Enrique Iglesias",1
"10th-11th Summer","Five For Fighting",1
"10th-11th Summer","Frank Ocean",1
"10th-11th Summer","G-Eazy",1
"10th-11th Summer","Galantis",1
"10th-11th Summer","George Ezra",1
"10th-11th Summer","Glenn Travis",1
"10th-11th Summer","Gnarls Barkley",1
"10th-11th Summer","GoldLink",1
"10th-11th Summer","Griffin Stoller",1
"10th-11th Summer","Gryffin",1
"10th-11th Summer","Gucci Mane",1
"10th-11th Summer","Haley Reinhart",1
"10th-11th Summer","Howie Day",1
"10th-11th Summer","Hozier",1
"10th-11th Summer","Huncho Jack",1
"10th-11th Summer","Imaginary Future",1
"10th-11th Summer","Imran Khan",1
"10th-11th Summer","Jack Harlow",1
"10th-11th Summer","Jaguar Jonze",1
"10th-11th Summer","Jamie Lawson",1
"10th-11th Summer","Jay Rock",1
"10th-11th Summer","Jennifer Lopez",1
"10th-11th Summer","Jess Glynne",1
"10th-11th Summer","Jessie J",1
"10th-11th Summer","Jessie Reyez",1
"10th-11th Summer","Jessie Ware",1
"10th-11th Summer","Jillian Jacqueline",1
"10th-11th Summer","Joey Bada$$",1
"10th-11th Summer","Jordan Davis",1
"10th-11th Summer","Jorja Smith",1
"10th-11th Summer","Joyner Lucas",1
"10th-11th Summer","Katy Perry",1
"10th-11th Summer","Kelly Clarkson",1
"10th-11th Summer","Kevin Gates",1
"10th-11th Summer","Khia",1
"10th-11th Summer","Kid Ink",1
"10th-11th Summer","Kiiara",1
"10th-11th Summer","Kings of Leon",1
"10th-11th Summer","Kodak Black",1
"10th-11th Summer","Kollegah",1
"10th-11th Summer","Kris Wu",1
"10th-11th Summer","Kyndell",1
"10th-11th Summer","Lea Michele",1
"10th-11th Summer","Leroy Sanchez",1
"10th-11th Summer","Liam Payne",1
"10th-11th Summer","Lil Dicky",1
"10th-11th Summer","Lil Yachty",1
"10th-11th Summer","Logic",1
"10th-11th Summer","Lorde",1
"10th-11th Summer","Luis Fonsi",1
"10th-11th Summer","Lukas Graham",1
"10th-11th Summer","M-22",1
"10th-11th Summer","MO",1
"10th-11th Summer","Macy Gray",1
"10th-11th Summer","Majid Jordan",1
"10th-11th Summer","Manuel Turizo",1
"10th-11th Summer","Marc E. Bassy",1
"10th-11th Summer","Massari",1
"10th-11th Summer","Matt Nathanson",1
"10th-11th Summer","Maxo Kream",1
"10th-11th Summer","Meek Mill",1
"10th-11th Summer","Meghan Trainor",1
"10th-11th Summer","Michael McDaeth",1
"10th-11th Summer","Mike WiLL Made-It",1
"10th-11th Summer","Mokita",1
"10th-11th Summer","Morgan Evans",1
"10th-11th Summer","NF",1
"10th-11th Summer","Niall Horan",1
"10th-11th Summer","Nicki Minaj",1
"10th-11th Summer","Nightcall",1
"10th-11th Summer","Of Monsters and Men",1
"10th-11th Summer","Offset",1
"10th-11th Summer","One After None",1
"10th-11th Summer","Paper Lovee",1
"10th-11th Summer","Pat Boone",1
"10th-11th Summer","Phora",1
"10th-11th Summer","Pi'erre Bourne",1
"10th-11th Summer","Pia Mia",1
"10th-11th Summer","Playboi Carti",1
"10th-11th Summer","R. Kelly",1
"10th-11th Summer","Reo Cragun",1
"10th-11th Summer","Ria Mae",1
"10th-11th Summer","Robyn Sherwell",1
"10th-11th Summer","Rynx",1
"10th-11th Summer","SDJM",1
"10th-11th Summer","SOB X RBE",1
"10th-11th Summer","STRFKR",1
"10th-11th Summer","SZA",1
"10th-11th Summer","Said The Sky",1
"10th-11th Summer","Sara Bareilles",1
"10th-11th Summer","ScHoolboy Q",1
"10th-11th Summer","Seeb",1
"10th-11th Summer","Shawn Mendes",1
"10th-11th Summer","Sidney Samson",1
"10th-11th Summer","Sneakbo",1
"10th-11th Summer","Snow Patrol",1
"10th-11th Summer","SoMo",1
"10th-11th Summer","Stitches",1
"10th-11th Summer","T.I.",1
"10th-11th Summer","Tash Sultana",1
"10th-11th Summer","The Format",1
"10th-11th Summer","The Fray",1
"10th-11th Summer","The Goo Goo Dolls",1
"10th-11th Summer","The Last Shadow Puppets",1
"10th-11th Summer","Thomston",1
"10th-11th Summer","Tiesto",1
"10th-11th Summer","Timeflies",1
"10th-11th Summer","Trobi",1
"10th-11th Summer","Troye Sivan",1
"10th-11th Summer","Tyla Yaweh",1
"10th-11th Summer","Ummet Ozcan",1
"10th-11th Summer","Uzi",1
"10th-11th Summer","VINXEN",1
"10th-11th Summer","Vishal-Shekhar",1
"10th-11th Summer","Wale",1
"10th-11th Summer","Why Don't We",1
"10th-11th Summer","XYLO",1
"10th-11th Summer","YG",1
"10th-11th Summer","Zedd",1
"10th-11th Summer","Zhavaughn Reed",1
"11th Grade","*NSYNC",1
"11th Grade",".ihaveaface",1
"11th Grade","24hrs",1
"11th Grade","3LAU",1
"11th Grade","50 Cent",1
"11th Grade","88GLAM",1
"11th Grade","88rising",1
"11th Grade","A Dancing Beggar",1
"11th Grade","A L E X",1
"11th Grade","A Winged Victory for the Sullen",1
"11th Grade","A$AP Rocky",1
"11th Grade","A.R. Rahman",1
"11th Grade","AHI",1
"11th Grade","AK",1
"11th Grade","AUDREY NUNA",1
"11th Grade","Abstrakt Idea",1
"11th Grade","Adam Daniel",1
"11th Grade","Adventure Club",1
"11th Grade","Ajay-Atul",1
"11th Grade","Alan Gogoll",1
"11th Grade","Alex Couture",1
"11th Grade","Alice Merton",1
"11th Grade","Alistair",1
"11th Grade","Ally Brooke",1
"11th Grade","Alvvays",1
"11th Grade","Alyssa Shouse",1
"11th Grade","Amy Shark",1
"11th Grade","Analaga",1
"11th Grade","Andre Previn",1
"11th Grade","Andrey Azizov",1
"11th Grade","Andy Black",1
"11th Grade","Andy Grammer",1
"11th Grade","Anesthesia",1
"11th Grade","Anna Kendrick",1
"11th Grade","Anne Dudley",1
"11th Grade","Ansel Elgort",1
"11th Grade","Anthony XI",1
"11th Grade","Antologie",1
"11th Grade","Aphex Twin",1
"11th Grade","Aquilo",1
"11th Grade","Arelius",1
"11th Grade","Arijit Singh",1
"11th Grade","Arjun Kanungo",1
"11th Grade","Arliss Parker",1
"11th Grade","Art School Girlfriend",1
"11th Grade","Assaf",1
"11th Grade","Au/Ra",1
"11th Grade","Auntie Flo",1
"11th Grade","Austin Blue",1
"11th Grade","Autograf",1
"11th Grade","Avant",1
"11th Grade","BROCKHAMPTON",1
"11th Grade","BTS",1
"11th Grade","Baby Boy Da Prince",1
"11th Grade","Baby Rasta & Gringo",1
"11th Grade","Bacilos",1
"11th Grade","Background Music & Sounds From I'm In Records",1
"11th Grade","Bad Meets Evil",1
"11th Grade","Badly Drawn Boy",1
"11th Grade","Badshah",1
"11th Grade","Baker Grace",1
"11th Grade","Balmorhea",1
"11th Grade","Barns Courtney",1
"11th Grade","Barrie",1
"11th Grade","Basenji",1
"11th Grade","Beast Coast",1
"11th Grade","Beck",1
"11th Grade","Belle Mt.",1
"11th Grade","Benjamin Ingrosso",1
"11th Grade","Benjamin Taylor",1
"11th Grade","Beowulf",1
"11th Grade","Bharath",1
"11th Grade","Bibi Bourelly",1
"11th Grade","Big Boi",1
"11th Grade","Billy Lockett",1
"11th Grade","Billy Raffoul",1
"11th Grade","Biqram",1
"11th Grade","Biz Markie",1
"11th Grade","Black M",1
"11th Grade","Blake McGrath",1
"11th Grade","Blue Americans",1
"11th Grade","Blue Sky Black Death",1
"11th Grade","Blue Swede",1
"11th Grade","Blueface",1
"11th Grade","Boatkeeper",1
"11th Grade","Bon Vie",1
"11th Grade","Boonz",1
"11th Grade","Bow Wow",1
"11th Grade","Brady Alan",1
"11th Grade","Brambles",1
"11th Grade","Brandi Carlile",1
"11th Grade","Brett Dennen",1
"11th Grade","Brett Eldredge",1
"11th Grade","Brett Young",1
"11th Grade","Brian Eno",1
"11th Grade","Brielle Von Hugel",1
"11th Grade","Bring Me The Horizon",1
"11th Grade","Bronze Radio Return",1
"11th Grade","Bruno Major",1
"11th Grade","Bruno Merz",1
"11th Grade","Bryant Myers",1
"11th Grade","Brytiago",1
"11th Grade","Buju Banton",1
"11th Grade","CHOISIES",1
"11th Grade","COTIS",1
"11th Grade","Cage The Elephant",1
"11th Grade","Caitlyn Smith",1
"11th Grade","Cali Y El Dandee",1
"11th Grade","Cam",1
"11th Grade","Campsite Dream",1
"11th Grade","Canned Heat",1
"11th Grade","Carmen Twillie",1
"11th Grade","Caroline Collette",1
"11th Grade","Casey Dubie",1
"11th Grade","Catching Flies",1
"11th Grade","Causes",1
"11th Grade","Caustic The MC",1
"11th Grade","Cauty",1
"11th Grade","CeeLo Green",1
"11th Grade","Cenji",1
"11th Grade","Chad Lawson",1
"11th Grade","Chance the Rapper",1
"11th Grade","Charming Horses",1
"11th Grade","Chase Rice",1
"11th Grade","Chelsea",1
"11th Grade","Chelsea Bain",1
"11th Grade","Chelsea Jade",1
"11th Grade","Cher Lloyd",1
"11th Grade","Chiefus",1
"11th Grade","Chill House Music Cafe",1
"11th Grade","Chino & Nacho",1
"11th Grade","Chloe Lilac",1
"11th Grade","Choker",1
"11th Grade","Chris Medina",1
"11th Grade","Christy Matterhorn",1
"11th Grade","Chymera",1
"11th Grade","Chymeris",1
"11th Grade","Clara Mae",1
"11th Grade","Clementine Duo",1
"11th Grade","Coasts",1
"11th Grade","Cobra Starship",1
"11th Grade","CocoRosie",1
"11th Grade","Codeko",1
"11th Grade","Conor Maynard",1
"11th Grade","Counting Crows",1
"11th Grade","Crystalsong",1
"11th Grade","Cub Sport",1
"11th Grade","D.E.E.P",1
"11th Grade","D33J",1
"11th Grade","DJ Disse",1
"11th Grade","DJ Kayz",1
"11th Grade","DJ Luian",1
"11th Grade","DJ Sem",1
"11th Grade","Dadju",1
"11th Grade","Daft Punk",1
"11th Grade","Dagny",1
"11th Grade","Dall",1
"11th Grade","Dan Auerbach",1
"11th Grade","Dan Owen",1
"11th Grade","Dana Williams",1
"11th Grade","Dane Hildreth",1
"11th Grade","Danielle Bradbery",1
"11th Grade","Danny Wright",1
"11th Grade","Darell",1
"11th Grade","Darnell Smith",1
"11th Grade","Daryl Hall & John Oates",1
"11th Grade","David Cutter Music",1
"11th Grade","David Huntsinger",1
"11th Grade","David Keenan",1
"11th Grade","DeCarlo",1
"11th Grade","Deep Watch",1
"11th Grade","Deepend",1
"11th Grade","Digital Farm Animals",1
"11th Grade","Dilaz",1
"11th Grade","Diplo",1
"11th Grade","Dirty Heads",1
"11th Grade","Donavon Frankenreiter",1
"11th Grade","Donell Jones",1
"11th Grade","Donovan Woods",1
"11th Grade","Dreamgirl",1
"11th Grade","Dreezy",1
"11th Grade","Dreicon",1
"11th Grade","Dresage",1
"11th Grade","Dustin O'Halloran",1
"11th Grade","Dustin Tebbutt",1
"11th Grade","EarthRise SoundSystem",1
"11th Grade","East Forest",1
"11th Grade","Ebb & Flod",1
"11th Grade","Ed Carlsen",1
"11th Grade","El Dorado",1
"11th Grade","Eli Way",1
"11th Grade","Eli Young Band",1
"11th Grade","Elliot Root",1
"11th Grade","Elohim",1
"11th Grade","Elton John",1
"11th Grade","Elvis Presley",1
"11th Grade","Elyts Sounds",1
"11th Grade","Emancipator",1
"11th Grade","Emeli Sande",1
"11th Grade","Emil Landman",1
"11th Grade","Emily Brimlow",1
"11th Grade","Emotional Oranges",1
"11th Grade","Eriq Johnson",1
"11th Grade","Evan And Jaron",1
"11th Grade","Evenings",1
"11th Grade","Fakear",1
"11th Grade","Famba",1
"11th Grade","Famous Dex",1
"11th Grade","Farhan Akhtar",1
"11th Grade","Faye Webster",1
"11th Grade","Felly",1
"11th Grade","Fickle Friends",1
"11th Grade","Fifth Harmony",1
"11th Grade","Figaro Castello",1
"11th Grade","Flatsound",1
"11th Grade","Florence + The Machine",1
"11th Grade","Flosstradamus",1
"11th Grade","Fortunate Ones",1
"11th Grade","Foster The People",1
"11th Grade","Four Tet",1
"11th Grade","Foxes",1
"11th Grade","Francis and the Lights",1
"11th Grade","Franco """"El Gorilla""""",1
"11th Grade","Franz Liszt",1
"11th Grade","Frederic Chopin",1
"11th Grade","French Cassettes",1
"11th Grade","French Montana",1
"11th Grade","Fritz Kalkbrenner",1
"11th Grade","Fritz Kreisler",1
"11th Grade","G.R.L.",1
"11th Grade","Gallant",1
"11th Grade","Gatton",1
"11th Grade","Genevieve Leclerc",1
"11th Grade","George Frideric Handel",1
"11th Grade","Ghost Of Summer",1
"11th Grade","Gia Woods",1
"11th Grade","Gigis",1
"11th Grade","Giles Lamb",1
"11th Grade","Gloriana",1
"11th Grade","Go Radio",1
"11th Grade","GoGo Penguin",1
"11th Grade","Goratie",1
"11th Grade","Goth Babe",1
"11th Grade","Gotye",1
"11th Grade","Govinda",1
"11th Grade","Grace Carter",1
"11th Grade","Grady",1
"11th Grade","Green Day",1
"11th Grade","Gregory Alan Isakov",1
"11th Grade","Griffin Oskar",1
"11th Grade","Griffin Stoller",1
"11th Grade","Grits",1
"11th Grade","Grizfolk",1
"11th Grade","Grown George",1
"11th Grade","Guitar Tribute Players",1
"11th Grade","Gunna",1
"11th Grade","HNNY",1
"11th Grade","Halloran & Kate",1
"11th Grade","Hammock",1
"11th Grade","Handsome Ghost",1
"11th Grade","Hans Zimmer",1
"11th Grade","Harmony Byrne",1
"11th Grade","Hein Cooper",1
"11th Grade","Heinali",1
"11th Grade","Helios",1
"11th Grade","Hellberg",1
"11th Grade","Henrik Janson",1
"11th Grade","Henry Windon",1
"11th Grade","Herve Pagez",1
"11th Grade","HideMySoul",1
"11th Grade","Hikaru Utada",1
"11th Grade","Hjalmer",1
"11th Grade","Honeywater",1
"11th Grade","Hotel Garuda",1
"11th Grade","Hunter Hayes",1
"11th Grade","Instrumental Players",1
"11th Grade","Instrumental Pop Songs",1
"11th Grade","Inti y Vicente",1
"11th Grade","Intrinsic Focus",1
"11th Grade","Iration",1
"11th Grade","Isaac Bradley",1
"11th Grade","Isabelle Brown",1
"11th Grade","Isaiah Rashad",1
"11th Grade","Isbells",1
"11th Grade","Ivy Rue",1
"11th Grade","J. Ralph",1
"11th Grade","JAC",1
"11th Grade","JON VINYL",1
"11th Grade","JOSEPH",1
"11th Grade","JOY.",1
"11th Grade","JR JR",1
"11th Grade","Jack Harlow",1
"11th Grade","Jacques Brel",1
"11th Grade","Jaden",1
"11th Grade","Jake Miller",1
"11th Grade","Jake Troth",1
"11th Grade","James Horner",1
"11th Grade","Jamie xx",1
"11th Grade","Janiva Magness",1
"11th Grade","Jason Derulo",1
"11th Grade","Jason Weaver",1
"11th Grade","Jay Griffy",1
"11th Grade","Jaz Dhami",1
"11th Grade","Jeff Bernat",1
"11th Grade","Jen Brook",1
"11th Grade","Jesse James Solomon",1
"11th Grade","Jessie J",1
"11th Grade","Jessie Ware",1
"11th Grade","JhayCo",1
"11th Grade","Joey Bada$$",1
"11th Grade","Joey Pecoraro",1
"11th Grade","Johann Johannsson",1
"11th Grade","John Allred",1
"11th Grade","John K",1
"11th Grade","John Smith",1
"11th Grade","John Splithoff",1
"11th Grade","John Williams",1
"11th Grade","Johnnyswim",1
"11th Grade","Jordan Mackampa",1
"11th Grade","Jordan Smith",1
"11th Grade","Joseph Beg",1
"11th Grade","Joseph Fonseca",1
"11th Grade","Josh Kramer",1
"11th Grade","Josh Ritter",1
"11th Grade","Joy Williams",1
"11th Grade","Joyce Jonathan",1
"11th Grade","Julian Perretta",1
"11th Grade","Julianna Barwick",1
"11th Grade","Julien Baker",1
"11th Grade","Justine Skye",1
"11th Grade","Jye",1
"11th Grade","KAYTRANADA",1
"11th Grade","KIDS SEE GHOSTS",1
"11th Grade","KSHMR",1
"11th Grade","Kadiatou",1
"11th Grade","Kanika Kapoor",1
"11th Grade","Keen' V",1
"11th Grade","Keith Keniff",1
"11th Grade","Keith Urban",1
"11th Grade","Kenzie Smith Piano",1
"11th Grade","Kesh",1
"11th Grade","Kevin Abstract",1
"11th Grade","Kevin Kern",1
"11th Grade","Kidswaste",1
"11th Grade","Kings of Leon",1
"11th Grade","Kito",1
"11th Grade","Koh Lantana",1
"11th Grade","Kristoffer Wallin",1
"11th Grade","Krizz Kaliko",1
"11th Grade","Kyson",1
"11th Grade","LOLO",1
"11th Grade","LOYAL",1
"11th Grade","LU2VYK",1
"11th Grade","LVNDSCAPE",1
"11th Grade","La Reve",1
"11th Grade","Lake Street Dive",1
"11th Grade","Landon McNamara",1
"11th Grade","Lane 8",1
"11th Grade","Langhorne Slim",1
"11th Grade","Lauren Aquilina",1
"11th Grade","Le Trio Joubran",1
"11th Grade","Leerseite",1
"11th Grade","Lennon & Maisy",1
"11th Grade","Leo Dynamic1",1
"11th Grade","Leonel Garcia",1
"11th Grade","LightSkinKeisha",1
"11th Grade","Lij Gilmour",1
"11th Grade","Lil Skies",1
"11th Grade","Lil Xan",1
"11th Grade","Lilac",1
"11th Grade","Lily Allen",1
"11th Grade","Lipless",1
"11th Grade","Lissie",1
"11th Grade","Little May",1
"11th Grade","Lo'fi Boy",1
"11th Grade","Lolo Zouai",1
"11th Grade","Lomelda",1
"11th Grade","Los 50 De Joselito",1
"11th Grade","Lovd Ones",1
"11th Grade","Lucas Lucco",1
"11th Grade","Luigi 21 Plus",1
"11th Grade","Luke Howard",1
"11th Grade","Luke Rathborne",1
"11th Grade","Luke Thompson",1
"11th Grade","Lullatone",1
"11th Grade","Luny Tunes",1
"11th Grade","M.O",1
"11th Grade","M83",1
"11th Grade","MAGIC!",1
"11th Grade","MOTi",1
"11th Grade","Macy Gray",1
"11th Grade","Madeon",1
"11th Grade","Madson.",1
"11th Grade","Mae Ji-Yoon",1
"11th Grade","Magic System",1
"11th Grade","Mammal Hands",1
"11th Grade","Mansionair",1
"11th Grade","Marc Broussard",1
"11th Grade","Maria Lynn",1
"11th Grade","Marina Lin",1
"11th Grade","Mario Bautista",1
"11th Grade","Marisa Anderson",1
"11th Grade","Mark Wills",1
"11th Grade","Mark X Forrestgate",1
"11th Grade","Marwa Loud",1
