"Year","Artist","Plays"
"2021","Jeremy Ng",21
"2021","Jon Schmidt",21
"2021","Justin Timberlake",21
"2021","Khaled",21
"2021","Lord Huron",21
"2021","Marc E. Bassy",21
"2021","Rook1e",21
"2021","Universo",21
"2021","Zaeden",21
"2021","almost monday",21
"2022","Bastille",21
"2022","Benny Martin",21
"2022","Foudeqush",21
"2022","John Mayer",21
"2022","Marshmello",21
"2022","Of Monsters and Men",21
"2022","Shafqat Amanat Ali",21
"2022","Tiesto",21
"2022","Verzache",21
"2022","ayokay",21
"2016","The Piano Guys",20
"2018","6ix9ine",20
"2018","Aqualung",20
"2018","Canyon City",20
"2018","Holmsey",20
"2018","Ina Wroldsen",20
"2018","alayna",20
"2018","shy martin",20
"2019","AJR",20
"2019","Dreamville",20
"2019","George Ezra",20
"2019","Jack Johnson",20
"2019","Jozef Gatysik",20
"2019","Marshmello",20
"2019","Pitbull",20
"2019","Shallou",20
"2019","Strange Imagining",20
"2019","Sub Urban",20
"2019","TAL",20
"2019","gianni & kyle",20
"2020","24kGoldn",20
"2020","Alaina Castillo",20
"2020","Alma Grotte",20
"2020","Benjamin Martins",20
"2020","Chama Wijnen",20
"2020","Daigo Hanada",20
"2020","Donato Manna",20
"2020","Edwin Austin",20
"2020","Forest Creatures",20
"2020","Galantis",20
"2020","Harold Budd",20
"2020","J. Cole",20
"2020","Jakob Ahlbom",20
"2020","Jeff Bernat",20
"2020","Joaquin Mans",20
"2020","Kane Brown",20
"2020","Keeva Craig",20
"2020","Mitch James",20
"2020","Omotesando",20
"2020","Pathos Humano",20
"2020","Poppy Robson",20
"2020","Richard Ramsey",20
"2020","SYML",20
"2020","Tom Misch",20
"2020","Yonatan Awate",20
"2020","cloudcrush",20
"2021","Ariana Grande",20
"2021","Bakermat",20
"2021","Bon Iver",20
"2021","Clinton Kane",20
"2021","Daddy Yankee",20
"2021","Dennis Lloyd",20
"2021","Devault",20
"2021","Flo Rida",20
"2021","Kim Bo",20
"2021","Kodaline",20
"2021","ROLE MODEL",20
"2021","Ski Mask The Slump God",20
"2021","j'san",20
"2022","A.R. Rahman",20
"2022","AJ Mitchell",20
"2022","AJR",20
"2022","Andrew Rayel",20
"2022","BRONSON",20
"2022","Calvin Harris",20
"2022","Colouring",20
"2022","Dekleyn",20
"2022","Jeremy Ng",20
"2022","Lil Wayne",20
"2022","Maurice West",20
"2022","Mithoon",20
"2022","Mr. Probz",20
"2022","Nazareno Aversa",20
"2022","Omar Apollo",20
"2022","Pipe Calderon",20
"2022","Raven Corteir",20
"2022","Tanishk Bagchi",20
"2022","Thomas Newman",20
"2022","Xavier Omar",20
"2022","Yoke Lore",20
"2018","Brooklyn Duo",19
"2018","Chainwave",19
"2018","Dappy",19
"2018","Five For Fighting",19
"2018","GoldFish",19
"2018","JT Roach",19
"2018","Jon Schmidt",19
"2018","Lartiste",19
"2018","Natalie Taylor",19
"2018","Olivia O'Brien",19
"2018","TAL",19
"2018","The Mayries",19
"2018","Tiwa Savage",19
"2019","A Boogie Wit da Hoodie",19
"2019","Ave Air",19
"2019","Biqram",19
"2019","Coldplay",19
"2019","Evelyn Stein",19
"2019","GIMS",19
"2019","Hailee Steinfeld",19
"2019","Halsey",19
"2019","Mr Killjoy",19
"2019","Seeb",19
"2019","St. Viper",19
"2019","Tom Walker",19
"2019","Verzache",19
"2020","Aaron Lansing",19
"2020","Artemio Li Fonti",19
"2020","Ashe",19
"2020","BANNERS",19
"2020","Belle Margaux",19
"2020","Doja Cat",19
"2020","Dream Runner",19
"2020","Empty Space",19
"2020","Felix Hertzog",19
"2020","Fouad Elalamy",19
"2020","Giveon",19
"2020","Into A Dream",19
"2020","James TW",19
"2020","Jamie Troy",19
"2020","John Legend",19
"2020","Jordan Beggs",19
"2020","Jozef Gatysik",19
"2020","Kasper Schill",19
"2020","Leerseite",19
"2020","Lou D'Audrey",19
"2020","Najma Wallin",19
"2020","Night Poets",19
"2020","Noname",19
"2020","Sabrina Claudio",19
"2020","San Holo",19
"2020","Summer Salt",19
"2020","The Cinematic Orchestra",19
"2020","Zaeden",19
"2021","A.CHAL",19
"2021","Anuel AA",19
"2021","Cash Cash",19
"2021","Clyde Boudreaux",19
"2021","Elijah Who",19
"2021","JAY-Z",19
"2021","Jinsang",19
"2021","John Mayer",19
"2021","Munn",19
"2021","Slow Magic",19
"2021","Thundercat",19
"2021","Whethan",19
"2021","tobi lou",19
"2022","Amit Trivedi",19
"2022","Anirudh Ravichander",19
"2022","Fabrizio Paterlini",19
"2022","Glass Animals",19
"2022","Harry Styles",19
"2022","Jenevieve",19
"2022","RY X",19
"2022","Steve Aoki",19
"2022","Tom Ameen",19
"2017","Bryson Tiller",18
"2017","Yiruma",18
"2018","Dua Lipa",18
"2018","Ex-poets",18
"2018","Frank Pierce",18
"2018","GASHI",18
"2018","Grace VanderWaal",18
"2018","Hearts & Colors",18
"2018","Hook N Sling",18
"2018","John Legend",18
"2018","Jome",18
"2018","KamiKwazi",18
"2019","Axwell /\ Ingrosso",18
"2019","Bebe Rexha",18
"2019","Johann Eder",18
"2019","Jon Schmidt",18
"2019","Jose Anos",18
"2019","Kevin Garrett",18
"2019","Lolobe",18
"2019","Matilda Charpie",18
"2019","Nina Linea",18
"2019","Rudimental",18
"2019","Timal",18
"2019","Tones And I",18
"2019","fun.",18
"2020","Antoine Minot",18
"2020","Beautiful Sleep",18
"2020","Benette",18
"2020","By Lotus",18
"2020","Carl Borg",18
"2020","Dean Lewis",18
"2020","Ebb & Flod",18
"2020","Flo Rida",18
"2020","GROUPLOVE",18
"2020","Gil Talmi",18
"2020","Hilder Sky",18
"2020","J-AX",18
"2020","Kyle McEvoy",18
"2020","Labrinth",18
"2020","Lost Kings",18
"2020","Lucky Daye",18
"2020","Luna Lighthouse",18
"2020","Lupe Fiasco",18
"2020","Mac Ayres",18
"2020","Mjuk",18
"2020","Nicholas Sipka",18
"2020","Nova Meme",18
"2020","Novo Talos",18
"2020","Roger Reuse",18
"2020","Samuel Lindon",18
"2020","Shreya Ghoshal",18
"2020","Snoop Dogg",18
"2020","The Piano Guys",18
"2020","Trond Asker",18
"2020","Troye Sivan",18
"2020","Tyler and Mark",18
"2020","Universal Balance",18
"2020","Vincent Fanguro",18
"2020","Zak Brady",18
"2020","khai dreams",18
"2021","Charlotte Lawrence",18
"2021","Ekali",18
"2021","Elephante",18
"2021","Jason Derulo",18
"2021","KSI",18
"2021","LEON",18
"2021","Lugar",18
"2021","Nohidea",18
"2021","Pretty Lights",18
"2021","Rich Brian",18
"2021","Tungevaag",18
"2022","5 Seconds of Summer",18
"2022","Dean Lewis",18
"2022","Don Diablo",18
"2022","Harry Hudson",18
"2022","Hippie Sabotage",18
"2022","Israel """"IZ"""" Kamakawiwo<U+0091>ole",18
"2022","Jacquees",18
"2022","Kaskade",18
"2022","MOWE",18
"2022","Mark Sixma",18
"2022","Piano Dreamers",18
"2022","Ski Mask The Slump God",18
"2022","Summer Walker",18
"2022","Whethan",18
"2016","Lindsey Stirling",17
"2018","Adele",17
"2018","Angus & Julia Stone",17
"2018","Ben Kyle",17
"2018","Calvin Harris",17
"2018","Coldplay",17
"2018","Labrinth",17
"2018","Lukas Graham",17
"2018","Phillip Phillips",17
"2018","Zonoma",17
"2019","Alonzo",17
"2019","Canyon City",17
"2019","DJ Khaled",17
"2019","Dua Lipa",17
"2019","Evan Rachel Wood",17
"2019","Farruko",17
"2019","Five For Fighting",17
"2019","Hearts & Colors",17
"2019","John Adams",17
"2019","Kina",17
"2019","King Princess",17
"2019","LANY",17
"2019","Labrinth",17
"2019","Megan Thee Stallion",17
"2019","Mike Donelli",17
"2019","Phillip Phillips",17
"2019","Sigala",17
"2019","The Avener",17
"2019","Zedd",17
"2020","A Boogie Wit da Hoodie",17
"2020","AURORA",17
"2020","Alvaro Soler",17
"2020","Ariana Grande",17
"2020","Berlioz",17
"2020","Christine Papst",17
"2020","Elise Magnefold",17
"2020","Francesca Caroleo",17
"2020","J Balvin",17
"2020","JOMALU",17
"2020","Jean Petri",17
"2020","Kazy Lambist",17
"2020","Lijo George",17
"2020","Madison Beer",17
"2020","Mehdi Teyt & Rehla X",17
"2020","Milky Chance",17
"2020","Nuit Pluie",17
"2020","Paradise Sunset",17
"2020","Reka Ioescu",17
"2020","SiR",17
"2020","Stevie B",17
"2020","Sub Urban",17
"2020","Tyla Yaweh",17
"2020","Vilhelm Brandt",17
"2020","Volatilis",17
"2020","Wallows",17
"2020","Young Thug",17
"2020","Zen Gaya",17
"2021","Black Eyed Peas",17
"2021","Childish Gambino",17
"2021","Dijon",17
"2021","Enrique Iglesias",17
"2021","Jonas Blue",17
"2021","Miike Snow",17
"2021","Minnz Piano",17
"2021","SLANDER",17
"2021","Tanishk Bagchi",17
"2021","The Neighbourhood",17
"2021","Universal Balance",17
"2021","mehro",17
"2022","*NSYNC",17
"2022","6LACK",17
"2022","Andrew Belle",17
"2022","Aquilo",17
"2022","BANNERS",17
"2022","Jatin-Lalit",17
"2022","Jon Schmidt",17
"2022","KK",17
"2022","Kodaline",17
"2022","Lord Huron",17
"2022","MEMBA",17
"2022","Sufjan Stevens",17
"2022","Tame Impala",17
"2022","The 1975",17
"2022","Trinidad Cardona",17
"2017","Ludovico Einaudi",16
"2018","Ali Gatie",16
"2018","Craig David",16
"2018","David Guetta",16
"2018","Eagles",16
"2018","GAMPER & DADONI",16
"2018","James Bay",16
"2018","MAX",16
"2019","6LACK",16
"2019","Avonlea",16
"2019","Bob Marley & The Wailers",16
"2019","Chino Mambo",16
"2019","GROUPLOVE",16
"2019","Godinez",16
"2019","Israel Kamakawiwo'ole",16
"2019","J-AX",16
"2019","John Mayer",16
"2019","Jome",16
"2019","Lindsey Stirling",16
"2019","Maggie Lindemann",16
"2019","New Hope Club",16
"2019","The Spacies",16
"2019","Xuitcasecity",16
"2019","mxmtoon",16
"2020","Alicia Keys",16
"2020","Antologie",16
"2020","Aquilo",16
"2020","Bryson Tiller",16
"2020","Degravitated",16
"2020","Doosi",16
"2020","Evan Michael Brown",16
"2020","Fabijan Spaci",16
"2020","Gnarls Barkley",16
"2020","Jaymes Young",16
"2020","Joseph Beg",16
"2020","Joseph Gatscyjk",16
"2020","Kap Slap",16
"2020","Levi Stills",16
"2020","Maisie Peters",16
"2020","Rick Hagen",16
"2020","Robin Schulz",16
"2020","Sahlene Williams",16
"2020","Shadow",16
"2020","Sid Sriram",16
"2020","Silje Mansson",16
"2020","Tedosio",16
"2020","The Lumineers",16
"2020","Toledo Rains",16
"2020","Tones And I",16
"2020","William Edessa",16
"2020","gnash",16
"2020","xerLK",16
"2021","5 Seconds of Summer",16
"2021","Alessia Cara",16
"2021","American Authors",16
"2021","Armaan Malik",16
"2021","Babe Rainbow",16
"2021","Boy In Space",16
"2021","Bryant Myers",16
"2021","Don Toliver",16
"2021","Far East Movement",16
"2021","GRACEY",16
"2021","Joseph Alphane",16
"2021","Julia Michaels",16
"2021","Mau y Ricky",16
"2021","NGHTMRE",16
"2021","Sara Kays",16
"2021","Scintillante",16
"2021","The 1975",16
"2021","The Deli",16
"2021","WATTS",16
"2021","iann dior",16
"2021","potsu",16
"2022","Bad Bunny",16
"2022","Daddy Yankee",16
"2022","FKJ",16
"2022","Forester",16
"2022","Future",16
"2022","Kevin Ross",16
"2022","Madison Beer",16
"2022","Midnite String Quartet",16
"2022","Porter Robinson",16
"2022","The Paper Kites",16
"2022","Ty Dolla $ign",16
"2018","Alessia Cara",15
"2018","American Authors",15
"2018","BoTalks",15
"2018","Eklipse",15
"2018","Jennifer Lopez",15
"2018","John Paul White",15
"2018","Miguel",15
"2018","Wiz Khalifa",15
"2019","6ix9ine",15
"2019","American Authors",15
"2019","Billie Marten",15
"2019","Clean Bandit",15
"2019","DJ Snake",15
"2019","Ethan DeRose",15
"2019","Ivy Rue",15
"2019","Jack & Jack",15
"2019","John Legend",15
"2019","Louis The Child",15
"2019","Moha La Squale",15
"2019","Naza",15
"2019","Pink Sweat$",15
"2019","Rich The Kid",15
"2019","Social House",15
"2019","The Lumineers",15
"2019","Trippie Redd",15
"2020","Alaskan Tapes",15
"2020","Chord Overstreet",15
"2020","Conan Gray",15
"2020","Dua Lipa",15
"2020","IGRAINE",15
"2020","MOGUAI",15
"2020","Martin Lindgaarden",15
"2020","Michel Landau",15
"2020","NREM",15
"2020","Opus Monik",15
"2020","Rich The Kid",15
"2020","Sleepy Clouds",15
"2020","Strange Imagining",15
"2020","The Tides",15
"2020","Trevor Kowalski",15
"2020","Vala Capon",15
"2020","Why Don't We",15
"2020","X Ambassadors",15
"2020","Y.V.E. 48",15
"2020","iann dior",15
"2020","therealTylerJordan",15
"2021","24kGoldn",15
"2021","Axwell /\ Ingrosso",15
"2021","Callisto Mazzi",15
"2021","Charlie Puth",15
"2021","Chiiild",15
"2021","Chord Overstreet",15
"2021","Clean Bandit",15
"2021","DVBBS",15
"2021","Darcie Roman",15
"2021","Enchanted Feel",15
"2021","Eric Ardouin",15
"2021","GROUPLOVE",15
"2021","Halsey",15
"2021","Jakob",15
"2021","Jasleen Royal",15
"2021","Juliana Stipe",15
"2021","Justin Wellington",15
"2021","Kayou.",15
"2021","Kazy Lambist",15
"2021","Leah Day",15
"2021","Lostboycrow",15
"2021","NOTD",15
"2021","Nicki Minaj",15
"2021","Olivia Rodrigo",15
"2021","Peter Manos",15
"2021","Rudimental",15
"2021","Samira Tesfay",15
"2021","Sebastian Yatra",15
"2021","Souly Had",15
"2021","Swedish House Mafia",15
"2021","The Head And The Heart",15
"2021","The Lumineers",15
"2021","Troye Sivan",15
"2021","Tyler, The Creator",15
"2022","Angel",15
"2022","BAYNK",15
"2022","Galantis",15
"2022","IHF",15
"2022","Old Man Canyon",15
"2022","Roxy Tones",15
"2022","Skrillex",15
"2022","The Lumineers",15
"2022","Tiana Major9",15
"2022","Tom Misch",15
"2022","Tones And I",15
"2022","Vance Joy",15
"2022","Vishal Dadlani",15
"2022","Zaeden",15
"2022","beabadoobee",15
"2018","Bastille",14
"2018","Dimitri Vegas & Like Mike",14
"2018","Imaginary Future",14
"2018","John De Sohn",14
"2018","Kina Grannis",14
"2018","Lindsey Stirling",14
"2018","PRETTYMUCH",14
"2018","Peter Hollens",14
"2018","Quinn XCII",14
"2018","Ruel",14
"2018","Wet",14
"2018","Wolfgang Amadeus Mozart",14
"2019","Alle Farben",14
"2019","Arizona Zervas",14
"2019","Arlette Leduc",14
"2019","Backstreet Boys",14
"2019","Benette",14
"2019","Bobby McFerrin",14
"2019","Corey Hommel",14
"2019","Cuco",14
"2019","Don Diablo",14
"2019","GASHI",14
"2019","GoldFish",14
"2019","Goody Grace",14
"2019","Grace VanderWaal",14
"2019","HAEVN",14
"2019","Johannes Bornlof",14
"2019","John Paul White",14
"2019","Kacey Musgraves",14
"2019","Kasbo",14
"2019","Kazy Lambist",14
"2019","Keeva Craig",14
"2019","Leerseite",14
"2019","Levi Stills",14
"2019","Mac Miller",14
"2019","Marco Delicio",14
"2019","Matoma",14
"2019","Mike Bahia",14
"2019","Miley Cyrus",14
"2019","Mister V",14
"2019","Natalie Taylor",14
"2019","Nelit Gro",14
"2019","Pathos Humano",14
"2019","Phoebe Ryan",14
"2019","Poppy Robson",14
"2019","Reo Cragun",14
"2019","SAFE",14
"2019","SALES",14
"2019","Samira Tesfay",14
"2019","Sebastian Pol",14
"2019","Smeyeul.",14
"2019","Sofia Reyes",14
"2019","Tyga",14
"2019","Wet",14
"2019","Wisin",14
"2019","Xavier Ronte",14
"2019","Yonder Dale",14
"2020","5 Seconds of Summer",14
"2020","Alexander Molina",14
"2020","Alina Linnea",14
"2020","Angus & Julia Stone",14
"2020","Bela Nemeth",14
"2020","Broken Back",14
"2020","Clean Bandit",14
"2020","Echo River",14
"2020","Enrique Iglesias",14
"2020","Faustix",14
"2020","Gyr",14
"2020","Internet Money",14
"2020","John Mayer",14
"2020","Jon E. Amber",14
"2020","Jonathan Coffey",14
"2020","Joyce Dulaney",14
"2020","Justin Timberlake",14
"2020","Kaivon",14
"2020","Kevin Abstract",14
"2020","LANY",14
"2020","Leyton Miller",14
"2020","Lil Skies",14
"2020","Lorde",14
"2020","Luca",14
"2020","Niccolo Pagliani",14
"2020","Nujabes",14
"2020","One Direction",14
"2020","Rascal Flatts",14
"2020","Rosetta Arroyo",14
"2020","Shankar-Ehsaan-Loy",14
"2020","Social House",14
"2020","Soft Voyage",14
"2020","Souly Had",14
"2020","Steve Mokwebe",14
"2020","Trevor Daniel",14
"2020","Waht Poo",14
"2020","ZAYN",14
"2021","Aaron Taylor",14
"2021","Alma Grotte",14
"2021","Andrew Garcia",14
"2021","Atlas in Motion",14
"2021","BANNERS",14
"2021","Bob Marley & The Wailers",14
"2021","Cigarettes After Sex",14
"2021","Corbin Dallas",14
"2021","Dreams And Memories",14
"2021","Duncan Laurence",14
"2021","Evann McIntosh",14
"2021","Future",14
"2021","Healy",14
"2021","Jacquees",14
"2021","Jaymes Young",14
"2021","Jeff Birma",14
"2021","John Legend",14
"2021","Mike Perry",14
"2021","Monty Datta",14
"2021","Nessa Manuel",14
"2021","OTR",14
"2021","Phillip Phillips",14
"2021","Selena Gomez",14
"2021","Serene & Pax",14
"2021","Smino",14
"2021","SwuM",14
"2021","gigi",14
"2022","A.CHAL",14
"2022","Adele",14
"2022","BLK ODYSSY",14
"2022","Cali Y El Dandee",14
"2022","Christian French",14
"2022","Cuco",14
"2022","DVBBS",14
"2022","Ekali",14
"2022","GASHI",14
"2022","George Ezra",14
"2022","Keala Settle",14
"2022","Lostboycrow",14
"2022","Mac Ayres",14
"2022","Marc E. Bassy",14
"2022","Mokita",14
"2022","Munn",14
"2022","Myles Cameron",14
"2022","NGHTMRE",14
"2022","Noname",14
"2022","Ran-D",14
"2022","Shakira",14
"2022","Takagi & Ketra",14
"2022","Tate McRae",14
"2022","lovelytheband",14
"2018","Alida",13
"2018","Dermot Kennedy",13
"2018","Harrison Storm",13
"2018","Justice Skolnik",13
"2018","KIDS SEE GHOSTS",13
"2018","Kodaline",13
"2018","Lewis Capaldi",13
"2018","Lil Uzi Vert",13
"2018","Ludovico Einaudi",13
"2018","MORTEN",13
"2018","Machine Gun Kelly",13
"2018","Marnik",13
"2018","Noah Cyrus",13
"2018","benny blanco",13
"2019","Alvaro",13
"2019","Anderson .Paak",13
"2019","Angus & Julia Stone",13
"2019","Anson Seabra",13
"2019","Bad Bunny",13
"2019","Bon Iver",13
"2019","Calvin Harris",13
"2019","Chaima Bergevoet",13
"2019","Chaka Demus & Pliers",13
"2019","Charlotte Funke",13
"2019","Dadju",13
"2019","Dimitri Vegas & Like Mike",13
"2019","Ex-poets",13
"2019","Fenne Lily",13
"2019","Frances",13
"2019","Greeicy",13
"2019","Gretta Ray",13
"2019","Jason Derulo",13
"2019","Josep Alba",13
"2019","Joshua Hyslop",13
"2019","Judithe Abelsen",13
"2019","Kris Kross Amsterdam",13
"2019","Late Era",13
"2019","Olivia O'Brien",13
"2019","Pacecamp",13
"2019","Panic! At The Disco",13
"2019","Pedro Caceres",13
"2019","Petit Biscuit",13
"2019","Raven Corteir",13
"2019","Roxy Tones",13
"2019","SHAED",13
"2019","SRTW",13
"2019","Selena Gomez",13
"2019","Taylor Swift",13
"2019","The Vamps",13
"2019","Ty Dolla $ign",13
"2019","Youngr",13
"2019","Zara Larsson",13
"2019","alayna",13
"2019","shy martin",13
"2020","Ann Windsor",13
"2020","BROCKHAMPTON",13
"2020","Breakbot",13
"2020","Cellophane Roses",13
"2020","DVBBS",13
"2020","Dirty Heads",13
"2020","Floriscope",13
"2020","Gentle States",13
"2020","Goldmund",13
"2020","Jaden",13
"2020","Jakob",13
"2020","John Goodlove",13
"2020","Lord Huron",13
"2020","Ne-Yo",13
"2020","Niel Hupkes",13
"2020","Petros Idris",13
"2020","Phillip Phillips",13
"2020","Powfu",13
"2020","Solidao",13
"2020","Syla Lo",13
"2021","*NSYNC",13
"2021","A L E X",13
"2021","Ambar Lucid",13
"2021","Big Wild",13
"2021","Charmaine D'Avis",13
"2021","Chill Fruits Music",13
"2021","Col3trane",13
"2021","DC The Don",13
"2021","Dave",13
"2021","Djo",13
"2021","Jeff Bernat",13
"2021","Jessie Reyez",13
"2021","Jorja Smith",13
"2021","Kane Brown",13
"2021","Louis Armstrong",13
"2021","MELON",13
"2021","Maria Isabel",13
"2021","Matisyahu",13
"2021","Mind Explorer",13
"2021","Modl",13
"2021","Nelly Furtado",13
"2021","Neon Trees",13
"2021","PARTYNEXTDOOR",13
"2021","Polo G",13
"2021","RAC",13
"2021","Rebecka Aether",13
"2021","Sigala",13
"2021","b47sd",13
"2021","slenderbodies",13
"2022","Alaina Castillo",13
"2022","Amir Obe",13
"2022","Angus & Julia Stone",13
"2022","Ari Lennox",13
"2022","Armaan Malik",13
"2022","Armin van Buuren",13
"2022","Carnage",13
"2022","Elephante",13
"2022","Elton John",13
"2022","Eminem",13
"2022","GROUPLOVE",13
"2022","JP Cooper",13
"2022","Jason Derulo",13
"2022","Jonah Zed",13
"2022","KSI",13
"2022","Kenyon Dixon",13
"2022","Louis Armstrong",13
"2022","Mansionair",13
"2022","Mike Posner",13
"2022","Minnz Piano",13
"2022","Nico & Vinz",13
"2022","OTR",13
"2022","Ollie",13
"2022","Ozuna",13
"2022","Reggie Becton",13
"2022","Rich Brian",13
