"Year","Artist","Plays"
"2021","Alann8h",2
"2021","Alec Wynter",2
"2021","Alexander Descartes",2
"2021","Alfa Mist",2
"2021","Alvaro",2
"2021","Amel Scott",2
"2021","Amity Fall",2
"2021","Amplified Pieces",2
"2021","Ant Saunders",2
"2021","Anthony Daasan",2
"2021","Anup Rubens",2
"2021","Ardhito Pramono",2
"2021","Arshad Khan",2
"2021","Ashley Singh",2
"2021","Astrid S",2
"2021","Attom",2
"2021","Austin Marc",2
"2021","Avonlea",2
"2021","Aysha Mathis",2
"2021","Azido 88",2
"2021","BEAUZ",2
"2021","BabyJake",2
"2021","Bad Suns",2
"2021","Bando.",2
"2021","Barrio Latino",2
"2021","Ben Kyle",2
"2021","Benjamin Earl Turner",2
"2021","Benji Lewis",2
"2021","Benny Martin",2
"2021","Beren Olivia",2
"2021","Bhoomi Trivedi",2
"2021","Big Star",2
"2021","Big Time Rush",2
"2021","Bliss Phenomena",2
"2021","Blissful Heaven",2
"2021","Blue Wednesday",2
"2021","Bonny Lauren",2
"2021","Boombox Cartel",2
"2021","Boudoin",2
"2021","Breakbot",2
"2021","Britney Spears",2
"2021","Bruce Hornsby",2
"2021","Camille Saint-Saens",2
"2021","Cara Berge",2
"2021","Carrie Underwood",2
"2021","Cavetown",2
"2021","Center of Jupiter",2
"2021","Chieloka",2
"2021","Chris Lake",2
"2021","Christine and the Queens",2
"2021","Churchill Morris",2
"2021","Cl4pers",2
"2021","Cleo Sol",2
"2021","CloZee",2
"2021","Coi Leray",2
"2021","Conway the Machine",2
"2021","Cookin Soul",2
"2021","Corey Hommel",2
"2021","Curren$y",2
"2021","Cyndi Lauper",2
"2021","DallasK",2
"2021","Dan Stevens",2
"2021","Daniela Andrade",2
"2021","Danilo Stankovic",2
"2021","Danny Ocean",2
"2021","Darius Rucker",2
"2021","Daughter",2
"2021","Dave Bawa",2
"2021","David Ripperton",2
"2021","David Simon, Anitha",2
"2021","David Solomon",2
"2021","Dayglow",2
"2021","Dazik69",2
"2021","Delle Alpi",2
"2021","Devin Kennedy",2
"2021","Deyaz",2
"2021","Dharan Kumar",2
"2021","Diddy - Dirty Money",2
"2021","Dierks Bentley",2
"2021","Dr. Dre",2
"2021","Drake Chisholm",2
"2021","Dre'es",2
"2021","Dream",2
"2021","Dries Wold",2
"2021","Dru Hill",2
"2021","Duke Dumont",2
"2021","E I S U",2
"2021","Eklipse",2
"2021","Elevie J",2
"2021","Elijah Lee",2
"2021","Elina",2
"2021","Elise Magnefold",2
"2021","Ella Fitzgerald",2
"2021","Ella Vos",2
"2021","Else",2
"2021","Elskavon",2
"2021","Emelie Norstadt",2
"2021","Erratic Peace",2
"2021","Esmay Gouin",2
"2021","Ethan DeRose",2
"2021","Euforbia",2
"2021","FLETCHER",2
"2021","Fenne Lily",2
"2021","Fergie",2
"2021","Fetty Wap",2
"2021","Finn Askew",2
"2021","Fiona Kolev",2
"2021","Fivio Foreign",2
"2021","Flatsound",2
"2021","Foster The People",2
"2021","Fran Vasilic",2
"2021","Francesco Parrino",2
"2021","Frank Pierce",2
"2021","Freddie Gibbs",2
"2021","Friends At The Falls",2
"2021","Furco",2
"2021","Gaidaa",2
"2021","Gentle Bones",2
"2021","Goldbird",2
"2021","Good Night World",2
"2021","Gordi",2
"2021","Gotye",2
"2021","Gus Glasser",2
"2021","HAEVN",2
"2021","HM Surf",2
"2021","HONNE",2
"2021","Hailee Steinfeld",2
"2021","Harmony Byrne",2
"2021","Hayne",2
"2021","Headie One",2
"2021","Hearts & Colors",2
"2021","Hey Violet",2
"2021","Hitimpulse",2
"2021","Hope Tala",2
"2021","Horizon Blue",2
"2021","Hot Chelle Rae",2
"2021","Ikioma",2
"2021","In Stars Above",2
"2021","Invadable Harmony",2
"2021","J Elle",2
"2021","J Lisk",2
"2021","J. Maya",2
"2021","JON VINYL",2
"2021","Jack Gilinsky",2
"2021","Jax Jones",2
"2021","Jazmine Sullivan",2
"2021","Jazz Fruits Music",2
"2021","Jenna Lotti",2
"2021","Jennifer Lopez",2
"2021","Jerzy Elle",2
"2021","Jesper Jenset",2
"2021","Jess Benko",2
"2021","Jimi Charles Moody",2
"2021","Joao Marta",2
"2021","Joe Nora",2
"2021","Joel Corry",2
"2021","Joey Montana",2
"2021","John Adams",2
"2021","Jonas Brothers",2
"2021","Jordan Ward",2
"2021","Josh Ritter",2
"2021","Joshua Hyslop",2
"2021","Joy Again",2
"2021","Jubin Nautiyal",2
"2021","Juke Ross",2
"2021","Jungle",2
"2021","KAROL G",2
"2021","KWAYE",2
"2021","Kaash Paige",2
"2021","Kailash Kher",2
"2021","Kainbeats",2
"2021","Kameron Marlowe",2
"2021","Kate Bollinger",2
"2021","Kevin Krauter",2
"2021","KhakiKid",2
"2021","Khruangbin",2
"2021","Kid Kio",2
"2021","King Von",2
"2021","Kodak Black",2
"2021","Kris Bowers",2
"2021","LIL DUSTY G",2
"2021","LIONE",2
"2021","Lara Di Umbra",2
"2021","Lateras",2
"2021","Lawrence",2
"2021","League of Legends",2
"2021","Leah Kate",2
"2021","Leslie Grace",2
"2021","Leslie Miles",2
"2021","Leven Kali",2
"2021","Lianne La Havas",2
"2021","Lil Durk",2
"2021","Lil Nas X",2
"2021","Lil Tecca",2
"2021","Lina Amsler",2
"2021","LissA",2
"2021","Lonely Benson",2
"2021","Los Sobriles",2
"2021","Lucas Leigh",2
"2021","Luke Christopher",2
"2021","Lulleaux",2
"2021","Luna Li",2
"2021","MEDUZA",2
"2021","MVCA",2
"2021","Macklemore",2
"2021","Macklemore & Ryan Lewis",2
"2021","Madison Beer",2
"2021","Magical Piano Player",2
"2021","Majestic Sleep",2
"2021","Mamadou.",2
"2021","Martin Solveig",2
"2021","Matt Large",2
"2021","Maverick Sabre",2
"2021","Meek Mill",2
"2021","Meet Bros Anjjan",2
"2021","Megan Britt",2
"2021","Megan Thee Stallion",2
"2021","Melanie Martinez",2
"2021","Michael Franti & Spearhead",2
"2021","Michael Giacchino",2
"2021","Mike WiLL Made-It",2
"2021","Mimi Webb",2
"2021","Mitch James",2
"2021","MitiS",2
"2021","Modal Colours",2
"2021","Moi Je",2
"2021","Mondo Loops",2
"2021","Monocle Twins",2
"2021","Montell Fish",2
"2021","Morgan Wallen",2
"2021","Mumford & Sons",2
"2021","Mura Masa",2
"2021","NREM",2
"2021","Nathanael Ekstrom",2
"2021","Nebu Kiniza",2
"2021","Nghtfall",2
"2021","Ngyn",2
"2021","Nice & Wild",2
"2021","NoMBe",2
"2021","Oasis",2
"2021","October Tooth",2
"2021","Olin And The Moon",2
"2021","Otto A. Totland",2
"2021","Pachanga",2
"2021","Pacific Air",2
"2021","Paige",2
"2021","PakistaniPlug",2
"2021","Paloma Mami",2
"2021","PawPaw Rod",2
"2021","Pax Gene",2
"2021","Pim Miles",2
"2021","Player",2
"2021","PnB Rock",2
"2021","Popcaan",2
"2021","Purrple Cat",2
"2021","Pusher",2
"2021","Pyres",2
"2021","REASON",2
"2021","Raftaar",2
"2021","Rando",2
"2021","Raven Corteir",2
"2021","Ray J",2
"2021","Restless Modern",2
"2021","Rightfield from College",2
"2021","Rnwy Lites",2
"2021","Robin Thicke",2
"2021","Ruth B.",2
"2021","S1mba",2
"2021","SABAI",2
"2021","SALES",2
"2021","SANJ",2
"2021","SAULT",2
"2021","SNBRN",2
"2021","SPEECHLESS",2
"2021","STEPHAN",2
"2021","SYDE",2
"2021","Sage The Gemini",2
"2021","Sam Hunt",2
"2021","Sam Marsey",2
"2021","Sam Opoku",2
"2021","Sammy Adams",2
"2021","Santana",2
"2021","Seeb",2
"2021","Shania Twain",2
"2021","Shankar Mahadevan",2
"2021","Shaqdi",2
"2021","Shekar Chandra",2
"2021","Shirene Sanjay",2
"2021","Shreya Ghoshal, Ashwin, Hari",2
"2021","Skepta",2
"2021","Sleep in 8D",2
"2021","Sody",2
"2021","Sonder",2
"2021","Songs On The Moon",2
"2021","Spencer.",2
"2021","Spillage Village",2
"2021","Stan Whitmire",2
"2021","Stephan Moccio",2
"2021","Steven Curtis",2
"2021","Stromae",2
"2021","Summer Walker",2
"2021","Suriel Hess",2
"2021","TOTO",2
"2021","Teen Daze",2
"2021","Teenage Priest",2
"2021","Tenant Rights",2
"2021","Teqkoi",2
"2021","Thaehan",2
"2021","Thaman S",2
"2021","The Backseat Lovers",2
"2021","The Foundations",2
"2021","The National",2
"2021","The Police",2
"2021","The Strumbellas",2
"2021","The Temper Trap",2
"2021","The Wldlfe",2
"2021","Thomston",2
"2021","Timeflies",2
"2021","Tiny Meat Gang",2
"2021","Tom Doolie",2
"2021","Tommy Richman",2
"2021","Topic",2
"2021","Trinidad Cardona",2
"2021","Two Feet",2
"2021","Two Friends",2
"2021","TyLuv.",2
"2021","VAX",2
"2021","VIBIE",2
"2021","Valeria Rosso",2
"2021","Vansire",2
"2021","Vivek - Mervin",2
"2021","Vlad Holiday",2
"2021","WYS",2
"2021","Waka Flocka Flame",2
"2021","Waneesa",2
"2021","Weyes Blood",2
"2021","Whitney Houston",2
"2021","William Black",2
"2021","Wolfgang Schulmann",2
"2021","YE<U+0418>DRY",2
"2021","YSRBEATS",2
"2021","Yasumu",2
"2021","Yellow Days",2
"2021","Yo La Tengo",2
"2021","YoungBoy Never Broke Again",2
"2021","Yung L",2
"2021","Yung Pinch",2
"2021","ZUHAIR",2
"2021","Zac Efron",2
"2021","Zara Larsson",2
"2021","ZenAware",2
"2021","alayna",2
"2021","awfultune",2
"2021","cxlt.",2
"2021","iamnotshane",2
"2021","itssvd",2
"2021","j. pastel",2
"2021","juniorodeo",2
"2021","kudo",2
"2021","less.people",2
"2021","lophiile",2
"2021","remy",2
"2021","will.i.am",2
"2021","xander.",2
"2022","2Pac",2
"2022","ARTY",2
"2022","ASTN",2
"2022","Adam Christopher",2
"2022","Adrian Rodriguez van der Spoel",2
"2022","Alec King",2
"2022","Alex Vaughn",2
"2022","Alfie Templeman",2
"2022","Allison Leah",2
"2022","Anders Linros",2
"2022","Anderson .Paak",2
"2022","Andre Soueid",2
"2022","Andy Shauf",2
"2022","Ankit Tiwari",2
"2022","Apashe",2
"2022","Asgeir",2
"2022","Audien",2
"2022","Aukai",2
"2022","Austin Harms",2
"2022","Avalon Kali",2
"2022","Azinu",2
"2022","Bad Suns",2
"2022","Bakermat",2
"2022","Barrio Latino",2
"2022","Bathe",2
"2022","Beachbag",2
"2022","Beatsole",2
"2022","Becky Kinder",2
"2022","Beele",2
"2022","Before You Exit",2
"2022","Belinda Carlisle",2
"2022","Bernard Dubicki",2
"2022","Bharatt-Saurabh",2
"2022","Bibio",2
"2022","Big Wild",2
"2022","Billie Marten",2
"2022","Billy Lemos",2
"2022","Bizarrap",2
"2022","Bob Marley & The Wailers",2
"2022","Bon Jovi",2
"2022","Bonjr",2
"2022","Brooks",2
"2022","Bruce Healey",2
"2022","CARYS",2
"2022","Cage The Elephant",2
"2022","Cardi B",2
"2022","Casper Esmann",2
"2022","Chalk Gang",2
"2022","Charlene Soraia",2
"2022","Cherub",2
"2022","Chiiild",2
"2022","Chilled Teddy",2
"2022","Christophe Beck",2
"2022","City of the Sun",2
"2022","Cobra Starship",2
"2022","Cold hands",2
"2022","Conch",2
"2022","Costantino Carrara",2
"2022","Coyote Theory",2
"2022","Crystal Fighters",2
"2022","Crywolf",2
"2022","Culture Club",2
"2022","Cupido",2
"2022","D4L",2
"2022","Da Vinci Glow",2
"2022","DaBaby",2
"2022","Daniel Gunnarsson",2
"2022","Dario Marianelli",2
"2022","Dathan",2
"2022","Daughter",2
"2022","David Solomon",2
"2022","Demi Lovato",2
"2022","Dermot Kennedy",2
"2022","Dev Negi",2
"2022","Dexys Midnight Runners",2
"2022","Diddy - Dirty Money",2
"2022","Diljit Dosanjh",2
"2022","Dj Kass",2
"2022","Doechii",2
"2022","Dominique Cerejo",2
"2022","Don Omar",2
"2022","Donovan Lakeberg",2
"2022","Dream, Ivory",2
"2022","Duncan Laurence",2
"2022","EVAN GIIA",2
"2022","Elderbrook",2
"2022","Eli Derby",2
"2022","Elinaura",2
"2022","Elisa Avaria",2
"2022","Ellie Goulding",2
"2022","Em Casa",2
"2022","Emanuel Fremont",2
"2022","Emma Peters",2
"2022","Erica Banks",2
"2022","FLOOR CRY",2
"2022","Farsjon",2
"2022","Fat Joe",2
"2022","Faye",2
"2022","Felix Tanguy",2
"2022","Fivio Foreign",2
"2022","Florian Picasso",2
"2022","Flower Face",2
"2022","G-Eazy",2
"2022","GOLDHOUSE",2
"2022","Game Music Composer | Oliver Moya Bueno",2
"2022","George Harrison",2
"2022","Gervs",2
"2022","Goldmund",2
"2022","Gorillaz",2
"2022","Gracie Abrams",2
"2022","Gregory Alan Isakov",2
"2022","Greta Van Fleet",2
"2022","Grits",2
"2022","Haley Joelle",2
"2022","Hazlett",2
"2022","Hearts & Colors",2
"2022","Henry Jamison",2
"2022","Hey Violet",2
"2022","Hitimpulse",2
"2022","Hyacinth D'Souza",2
"2022","INST",2
"2022","Isshi Matsuriza",2
"2022","Ivan Gough",2
"2022","JOSEPH",2
"2022","JP Saxe",2
"2022","James Vickery",2
"2022","Jani Lechleiter",2
"2022","Jay Sean",2
"2022","Jaz Dhami",2
"2022","Jeff Krolick",2
"2022","Jidenna",2
"2022","Jitendra Thankur",2
"2022","Joey Bada$$",2
"2022","John Newman",2
"2022","John Williams",2
"2022","Jords",2
"2022","Jordy Searcy",2
"2022","Joyner Lucas",2
"2022","Jozef De Schutter",2
"2022","Jubel",2
"2022","Julie Bergan",2
"2022","Julie and the Phantoms Cast",2
"2022","K CAMP",2
"2022","KAYTRANADA",2
"2022","KIRBY",2
"2022","KYLE",2
"2022","Kacey Musgraves",2
"2022","Kansh",2
"2022","Kayou.",2
"2022","Keane",2
"2022","Kendji Girac",2
"2022","Kevin Krauter",2
"2022","Kevin Smuts",2
"2022","Keyshia Cole",2
"2022","King Harvest",2
"2022","Klur",2
"2022","Knxwledge",2
"2022","Kranium",2
"2022","Kyle Dion",2
"2022","LOONY",2
"2022","Lamis Kan",2
"2022","Lana Jax",2
"2022","Lateras",2
"2022","Lavern",2
"2022","Leah Day",2
"2022","Leith Ross",2
"2022","Lianne La Havas",2
"2022","Libor Kolman",2
"2022","Lil Jon",2
"2022","Lil Yachty",2
"2022","Linearwave",2
"2022","Lizzy McAlpine",2
"2022","Lomelda",2
"2022","Lookas",2
"2022","Loren Allred",2
"2022","Love Falk",2
"2022","Luca",2
"2022","Luciano CDs",2
"2022","M. Ljungstrom",2
"2022","MYA",2
"2022","Mack David",2
"2022","Madson.",2
"2022","Maharani",2
"2022","Maisie Peters",2
"2022","Manse",2
"2022","Marco Luka",2
"2022","Marcus Chow",2
"2022","Margaret James",2
"2022","Maria Isabel",2
"2022","Mark Mancina",2
"2022","Martin O'Donnell",2
"2022","Masterkraft",2
"2022","Matthew Rai",2
"2022","Melanie Martinez",2
"2022","Meltt",2
"2022","Mestizia CRK",2
"2022","Midnight Tales",2
"2022","Milky Chance",2
"2022","Milo Greene",2
"2022","Miriam Raye",2
"2022","Miya Folick",2
"2022","Mizmo",2
"2022","More Giraffes",2
"2022","Mountenz",2
"2022","Mustard",2
"2022","NATTI NATASHA",2
"2022","NLSN",2
"2022","NOTD",2
"2022","Naeleck",2
"2022","Nbdy",2
"2022","Neha Kakkar",2
"2022","Neil Diamond",2
"2022","Nija",2
"2022","Niklas Paschburg",2
"2022","No Suits",2
"2022","Noname feat. Smino, Phoelix, Saba",2
"2022","Nylonwings",2
"2022","ORYL",2
"2022","Odunsi (The Engine)",2
"2022","Olafur Arnalds",2
"2022","Olivia O'Brien",2
"2022","PHABO",2
"2022","Peach Pit",2
"2022","Pesukone",2
"2022","Pheelz",2
"2022","Pinkfong",2
"2022","Prince of Spain",2
"2022","Project 46",2
"2022","Purple Tulips",2
"2022","ROSALIA",2
"2022","Rahul",2
"2022","RainDear",2
"2022","Rashid Ali",2
"2022","Ray LaMontagne",2
"2022","Rebecka Aether",2
"2022","Rezz",2
"2022","Rich The Kid",2
"2022","Rishi Kumar",2
"2022","River Tiber",2
"2022","Robert B. Sherman",2
"2022","Ronald Emery",2
"2022","Ryan Lott",2
"2022","S. Carey",2
"2022","S1mba",2
"2022","SALES",2
"2022","SG Lewis",2
"2022","Sachin-Jigar",2
"2022","Sadie Jean",2
"2022","Sandesh Shandilya",2
"2022","Santhosh Narayanan",2
"2022","Sara Bareilles",2
"2022","Seafret",2
"2022","Shirtless Violinist",2
"2022","Sista Prod",2
"2022","Sisulu",2
"2022","Skeptika",2
"2022","Smallpools",2
"2022","Sohail Sen",2
"2022","Sons Of The East",2
"2022","Sophia Lopez",2
"2022","Sophie Hutchings",2
"2022","Soulja Boy",2
"2022","SpaceWalkers",2
"2022","St. South",2
"2022","StaySolidRocky",2
"2022","Sting",2
"2022","Sukhwinder Singh",2
"2022","Sunidhi Chauhan",2
"2022","Supergrass",2
"2022","Swik",2
"2022","TDO - Thorsten Drucker Orchestra",2
"2022","THEY.",2
"2022","TOTO",2
"2022","Tanzeel Khan",2
"2022","Tay-K",2
"2022","Ted Mandy",2
"2022","Teqkoi",2
"2022","Tevvez",2
"2022","The Barden Bellas",2
"2022","The Black Skirts",2
"2022","The Disco Biscuits",2
"2022","The Hails",2
"2022","The Kooks",2
"2022","The Lonely Island",2
"2022","The Score",2
"2022","The Walters",2
"2022","TheUnder",2
"2022","Tierra Whack",2
"2022","Timbaland",2
"2022","Tobias Berntsson",2
"2022","Tomo",2
"2022","Tony Kakkar",2
"2022","Traditional",2
"2022","Trey Songz",2
"2022","Tujamo",2
"2022","Tulsi Kumar",2
"2022","U.S.A. For Africa",2
"2022","Universo",2
"2022","Vampire Weekend",2
"2022","Vanbur",2
"2022","Vincent Delerm",2
"2022","Vintage Reggae Soundsystem",2
"2022","Vishal Mishra",2
"2022","Wayne Mack",2
"2022","Weezer",2
"2022","Wes Walker",2
"2022","Wizkid",2
"2022","Yasuharu Takanashi",2
"2022","Yeat",2
"2022","Young Money",2
"2022","Young the Giant",2
"2022","Yung Gravy",2
"2022","ZHU",2
"2022","d4vd",2
"2022","dabl",2
"2022","emawk",2
"2022","lilbootycall",2
"2022","m3lly",2
"2022","mazie",2
"2022","mxmtoon",2
"2022","niff_",2
"2022","pluko",2
"2022","sadHAPPY",2
"2022","slenderbodies",2
"2022","weirdboi",2
"2016","21 Savage",1
"2016","Adam Friedman",1
"2016","Adele",1
"2016","Adventure Club",1
"2016","Alex Kozobolis",1
"2016","Andy Grammer",1
"2016","Angele Dubeau",1
"2016","Anne-Marie",1
"2016","Astrid S",1
"2016","Avicii",1
"2016","Bebe Rexha",1
"2016","Ben Phipps",1
"2016","Billon",1
"2016","Britney Spears",1
"2016","Broken Back",1
"2016","Bruno Mars",1
"2016","Buku",1
"2016","Cash Cash",1
"2016","Charlie Puth",1
"2016","DJ Kaywise",1
"2016","Daya",1
"2016","Demi Lovato",1
"2016","Deorro",1
"2016","Didrik Thulin",1
"2016","Don Diablo",1
"2016","Dyrisk",1
"2016","Elephante",1
"2016","Ellie Goulding",1
"2016","Elohim",1
"2016","Ember Island",1
"2016","Fancy Cars",1
"2016","Felix Jaehn",1
"2016","Fifth Harmony",1
"2016","Frank Tayla",1
"2016","Future",1
"2016","Galantis",1
"2016","Goldchain",1
"2016","Hailee Steinfeld",1
"2016","Hitimpulse",1
"2016","ILLENIUM",1
"2016","Iceman",1
"2016","It's Different",1
"2016","Jack Garratt",1
"2016","Jacob Banks",1
"2016","James Hersey",1
"2016","Jen Jis",1
"2016","Joseph Haydn",1
"2016","KINGDM",1
"2016","Keith James",1
"2016","Kiiara",1
"2016","Kiso",1
"2016","Krewella",1
"2016","Kxa",1
"2016","LISTENBEE",1
"2016","Levi",1
"2016","Ludovico Einaudi",1
"2016","MO",1
"2016","Madcon",1
"2016","Madden",1
"2016","Malaika",1
"2016","Marc E. Bassy",1
"2016","Mariah Carey",1
"2016","Marshmello",1
"2016","Masterkraft",1
"2016","Matthew Koma",1
"2016","MiC LOWRY",1
"2016","Michael Calfan",1
"2016","Milky Chance",1
"2016","Morgan Page",1
"2016","Nause",1
"2016","Nevada",1
"2016","Nico & Vinz",1
"2016","ODESZA",1
"2016","OneRepublic",1
"2016","Otto Knows",1
"2016","P-Square",1
"2016","Petit Biscuit",1
"2016","Sabina Ddumba",1
"2016","Sauti Sol",1
"2016","Selena Gomez",1
"2016","Shake Shake Go",1
"2016","Shawn Mendes",1
"2016","Skrux",1
"2016","Sno",1
"2016","Stooki Sound",1
"2016","T.O.L.D.",1
"2016","Tekno",1
"2016","Terror Jr",1
"2016","The Game Music Committee",1
"2016","TheFatRat",1
"2016","Topic",1
"2016","Tove Lo",1
"2016","Tritonal",1
"2016","Troye Sivan",1
"2016","Wizkid",1
"2016","Yemi Alade",1
"2016","Yuna",1
"2016","dvsn",1
"2016","filous",1
"2016","gnash",1
"2016","thefaded",1
"2016","tyDi",1
"2017","2 Chainz",1
"2017","21 Savage",1
"2017","5 Seconds of Summer",1
"2017","6LACK",1
"2017","ALMA",1
"2017","Aarohi",1
"2017","Akacia",1
"2017","Andy Rivera",1
"2017","Andy Williams",1
"2017","Anjulie",1
"2017","Astrid S",1
"2017","August Wilhelmsson",1
"2017","Avicii",1
"2017","Axel",1
"2017","Axwell /\ Ingrosso",1
"2017","Baby Ranks",1
"2017","Bearson",1
"2017","Becky G",1
"2017","Belly",1
"2017","Bethel Music",1
"2017","Bing Crosby",1
"2017","Birdy",1
"2017","Boil The Ocean",1
"2017","CD9",1
"2017","Calema",1
"2017","Calvin Harris",1
"2017","Camila Cabello",1
"2017","Carlitos Rossy",1
"2017","Carole Bayer Sager",1
"2017","Carpenters",1
"2017","Cathrin Nummiranta",1
"2017","Chad Lawson",1
"2017","Charlie Puth",1
"2017","Charly Black",1
"2017","Chayanne",1
"2017","Chelsea Cutler",1
"2017","Chris Brown",1
"2017","Christian Villanueva",1
"2017","Chyno Miranda",1
"2017","Clement Bazin",1
"2017","Coast Modern",1
"2017","DJDS",1
"2017","DROELOE",1
"2017","DVBBS",1
"2017","David Christopher Green",1
"2017","Dayme y El High",1
"2017","De La Ghetto",1
"2017","Descemer Bueno",1
"2017","Divan",1
"2017","Dj Moys",1
"2017","Domino Saints",1
"2017","Don Diablo",1
"2017","Don Omar",1
"2017","Dua Lipa",1
"2017","Dustin O'Halloran",1
"2017","EL BOY C",1
"2017","Edward Elgar",1
"2017","El Chacal",1
"2017","El Taiger",1
"2017","Ella Vos",1
"2017","Ellusive",1
"2017","Elohim",1
"2017","Elvis Presley",1
"2017","Erik Satie",1
"2017","Feid",1
"2017","Feki",1
"2017","Felipe Pelaez",1
"2017","Flo Rida",1
"2017","Franco """"El Gorilla""""",1
"2017","Frank Ocean",1
"2017","Frederic Chopin",1
"2017","Freedom Fry",1
"2017","Fuse ODG",1
"2017","Future",1
"2017","Gadiel",1
"2017","Great Good Fine Ok",1
"2017","Gryffin",1
"2017","Guard",1
"2017","HAIM",1
"2017","HEDEGAARD",1
"2017","Hans Zimmer",1
"2017","Heartshot",1
"2017","Hounded",1
"2017","IAmChino",1
"2017","J Alvarez",1
"2017","J. Cole",1
"2017","Jack Vallier",1
"2017","James Horner",1
"2017","James Spiteri",1
"2017","Jax Jones",1
"2017","Jeet Gannguli",1
"2017","Jennifer Lopez",1
"2017","Jeremy Soule",1
"2017","Jessie J",1
"2017","Jhoni The Voice",1
"2017","John Splithoff",1
"2017","Jordy Jill",1
"2017","Jorja Smith",1
"2017","Jose Montoro",1
"2017","Joy Williams",1
"2017","Juan Magan",1
"2017","Juanes",1
"2017","Judy Garland",1
"2017","Justin Bieber",1
"2017","Justin Caruso",1
"2017","Kanti y Riko",1
"2017","Katrin",1
"2017","Kehlani",1
"2017","Kemal Monteno",1
"2017","Kesha",1
"2017","Kota Banks",1
"2017","Kraddy",1
"2017","Kush Kush",1
"2017","Kygo",1
"2017","LANY",1
"2017","LINES",1
"2017","La Factoria",1
"2017","La Sista",1
"2017","Lauv",1
"2017","Levi Patel",1
"2017","Liam",1
"2017","Little Monarch",1
"2017","Local Natives",1
"2017","Logic",1
"2017","Loote",1
"2017","Los Rakas",1
"2017","Lostboycrow",1
"2017","Louis Mattrs",1
"2017","Louis Tomlinson",1
"2017","Lucy Neville",1
"2017","Luigi 21 Plus",1
"2017","Lulleaux",1
"2017","MO",1
"2017","MOONZz",1
"2017","Ma R Va Y",1
"2017","Macklemore",1
"2017","Magnate Y Valentino",1
"2017","Maikel Delacalle",1
"2017","Maite Perroni",1
"2017","Manuel Turizo",1
"2017","Maria Jose",1
"2017","Marian Hill",1
"2017","Mark B.",1
"2017","Marnik",1
"2017","Matt Terry",1
"2017","Mattia Cupelli",1
"2017","Max Richter",1
"2017","Medii",1
"2017","Mome",1
"2017","Mykola Dmytrovych Leontovych",1
"2017","N.O.R.E.",1
"2017","Nan2 el Master of Melody",1
"2017","Niall Horan",1
"2017","Nicole Millar",1
"2017","Nils Frahm",1
"2017","Noize Generation",1
"2017","Nowi",1
"2017","Oliver Kid",1
"2017","Opi the Hit Machine",1
"2017","PARTYNEXTDOOR",1
"2017","Parachute Band",1
"2017","Party Favor",1
"2017","Peter Gergely",1
"2017","Peter Sandberg",1
"2017","Pietro Basile",1
"2017","Plan B",1
"2017","Play-N-Skillz",1
"2017","Pleasure P",1
"2017","Pritam",1
"2017","Pusho",1
"2017","R3HAB",1
"2017","RAC",1
"2017","Rachel Platten",1
"2017","Rae Sremmurd",1
"2017","Rhaeide",1
"2017","Rihanna",1
"2017","Robotaki",1
"2017","Ronald El Killa",1
"2017","Russ",1
"2017","SYDE",1
"2017","SZA",1
"2017","Sage The Gemini",1
"2017","Samuel Barber",1
"2017","Sasha Alex Sloan",1
"2017","Shallou",1
"2017","Shoffy",1
"2017","Sigrid",1
"2017","Simon James",1
"2017","Smallpools",1
"2017","Spada",1
"2017","Stupead",1
"2017","Take/Five",1
"2017","Thalia",1
"2017","The Knocks",1
"2017","Thomas Rhett",1
"2017","Thurl Ravenscroft",1
"2017","Tim Legend",1
"2017","Tommy Torres",1
"2017","Tory Lanez",1
"2017","Trap Capos",1
"2017","Travis Scott",1
"2017","Two Friends",1
"2017","Ty Dolla $ign",1
"2017","Valeria Sibaja",1
"2017","Various Artists",1
"2017","Vexare",1
"2017","Vishal-Shekhar",1
"2017","Whethan",1
"2017","Wisin",1
"2017","Wolfine",1
"2017","XXXTENTACION",1
"2017","XY&O",1
"2017","Xantos",1
"2017","Yorky & Mane",1
"2017","ZAYN",1
"2017","Ziggi Recado",1
"2017","ayokay",1
"2017","culpriit",1
"2018","3 Doors Down",1
"2018","50 Cent",1
"2018","88GLAM",1
"2018","9Gotti",1
"2018","A$AP Ferg",1
"2018","A$AP Mob",1
"2018","A.Millz",1
"2018","AHI",1
"2018","ALMA",1
"2018","AUDREY NUNA",1
"2018","AUGUST 08",1
"2018","AURORA",1
"2018","AXSHN",1
"2018","Abraham Mateo",1
"2018","Adam Daniel",1
"2018","Adam Levine",1
"2018","Adam Turley",1
"2018","Akacia",1
"2018","Alex Mattson",1
"2018","Alex Sensation",1
"2018","Alex Wiley",1
"2018","Alexander Oscar",1
"2018","Alice Gray",1
"2018","Alok",1
"2018","Alpharo",1
"2018","Alyssa Shouse",1
"2018","Ameba",1
"2018","Amy Winehouse",1
"2018","Anderson .Paak",1
"2018","Andrew McMahon in the Wilderness",1
"2018","Angele",1
"2018","Anis Don Demina",1
"2018","Ann Sweeten",1
"2018","Anna of the North",1
"2018","Anthony XI",1
"2018","Ardency",1
"2018","Arizona Zervas",1
"2018","Armin van Buuren",1
"2018","Art School Girlfriend",1
"2018","Askling",1
"2018","Assaf",1
"2018","Assier",1
"2018","Au/Ra",1
"2018","Au5",1
