"Artist","Album","Songs","Plays Per Song"
"Peach Tree Rascals","Mariposa",5,33.2
"Logic","Bobby Tarantino",2,82
"Quinn XCII","Change of Scenery II",9,18.1111111111111
"Briston Maroney","Indiana",4,40.75
"Lil Uzi Vert","Luv Is Rage 2",3,54.3333333333333
"David Guetta","One Love",2,81
"Rihanna","Unapologetic",2,81
"Rex Orange County","Pony",9,17.6666666666667
"Big Time Rush","Elevate",10,15.7
"Lil Durk","Just Cause Y'all Waited 2",2,76
"Coldplay","X&Y",2,76
"XXXTENTACION","?",4,37.5
"MadeinTYO","Sincerely, Tokyo",2,75
"The Weeknd","Beauty Behind The Madness",2,74.5
"NF","Therapy Session",9,16.5555555555556
"Joji","In Tongues",16,9.25
"Noah Kahan","Busyhead",10,14.2
"The Weeknd","After Hours",10,14.1
"AJR","Neotheater",5,28
"The Weeknd","Starboy",4,35
"The Kid LAROI","F*CK LOVE (SAVAGE)",5,27.8
"J. Cole","The Off-Season",11,12.5454545454545
"Swedish House Mafia","Don't You Worry Child",3,45.6666666666667
"iann dior","Industry Plant",2,68.5
"Pitbull","Globalization",2,67.5
"Hoodie Allen","Whatever USA",2,67.5
"Mike Dimes","IN DIMES WE TRUST",12,11.1666666666667
"Comethazine","BAWSKEE 3.5",2,66.5
"Jaden","CTV3: Cool Tape Vol. 3",17,7.82352941176471
"Galantis","Pharmacy",2,66.5
"George Ezra","Wanted on Voyage",2,65
"Fall Out Boy","From Under The Cork Tree",3,43
"Kid Cudi","Man On The Moon III: The Chosen",14,8.92857142857143
"Harry Hudson","Yesterday's Tomorrow Night",2,62.5
"Harry Styles","Fine Line",7,17.5714285714286
"Khalid","Suncity",6,20.5
"The Score","Metamorph",11,10.9090909090909
"Kendrick Lamar","To Pimp A Butterfly",4,30
"Lil Skies","Unbothered",4,29
"SAINt JHN","While The World Was Burning",11,10.5454545454545
"Mt. Joy","Mt. Joy",13,8.76923076923077
"Maroon 5","Red Pill Blues",2,56.5
"Juice WRLD","Death Race For Love",13,8.53846153846154
"Bruno Mars","Doo-Wops & Hooligans",6,18.3333333333333
"DaBaby","KIRK",4,27.25
"Steve Aoki","Neon Future I",4,27.25
"David Guetta","Nothing but the Beat 2.0",4,27.25
"Rae Sremmurd","SR3MM",2,51.5
"Nico & Vinz","Black Star Elephant",2,51
"Pitbull","Planet Pit",2,51
"The Lumineers","Cleopatra",3,33.6666666666667
"JID","DiCaprio 2",9,11.1111111111111
"B.o.B","B.o.B Presents: The Adventures of Bobby Ray",3,32.3333333333333
"Amine","Good For You",4,24.25
"Far East Movement","Free Wired",2,48
"Metro Boomin","HEROES & VILLAINS",15,6.33333333333333
"Daniel Caesar","Pilgrim's Paradise",2,47.5
"Pop Smoke","Shoot For The Stars Aim For The Moon",5,19
"BROCKHAMPTON","GINGER",12,7.83333333333333
"J. Cole","4 Your Eyez Only",2,45.5
"Aries","BELIEVE IN ME, WHO BELIEVES IN YOU",10,9.1
"Drake","Scary Hours 2",3,30.3333333333333
"Ed Sheeran","x",2,44.5
"Alfie Templeman","Happiness in Liquid Form",2,44
"Drake","What A Time To Be Alive",2,43.5
"Arden Jones","age tape 2",3,29
"Lauv","I met you when I was 18.",2,43
"Daniel Caesar","CASE STUDY 01",2,42.5
"John Mayer","Continuum",2,42
"Drake","Views",4,21
"Dreamville","D-Day: A Gangsta Grillz Mixtape",5,16.6
"Tory Lanez","Alone At Prom",10,8.1
"Drake","Nothing Was The Same",3,27
"The Mowgli's","Waiting For The Dawn",2,40.5
"KSI","Disstracktions",4,20
"Nico Segal","Surf",3,26.6666666666667
"Marc E. Bassy","Gossip Columns",2,38.5
"Imagine Dragons","Origins",4,18.75
"Smash Mouth","Shrek",2,36
"Steve Lacy","Gemini Rights",10,6.9
"Justin Bieber","Justice",6,11.5
"Shawn Mendes","Shawn Mendes",2,34.5
"JID","The Forever Story",12,5.66666666666667
"Lil Tecca","Virgo World",5,13.6
"blackbear","everything means nothing",2,33
"Forrest.","Warm",2,32.5
"Louis The Child","Kids At Play- EP",2,32
"BROCKHAMPTON","SATURATION",3,21.3333333333333
"Prison Mike","Launch Party",5,12.6
"Phillip Phillips","The World From The Side Of The Moon",2,30.5
"The Kooks","10 Tracks to Echo in the Dark",10,6
"Tyler, The Creator","CALL ME IF YOU GET LOST",4,15
"Sia","LABRINTH, SIA & DIPLO PRESENT... LSD",3,20
"Arden Jones","age tape 0",4,15
"Logic","No Pressure",6,9.83333333333333
"Miguel","War & Leisure",2,29.5
"Passion Pit","Gossamer",2,29
"Kendrick Lamar","Mr. Morale & The Big Steppers",15,3.86666666666667
"The Academic","Tales from the Backseat",10,5.8
"NF","Time",3,19
"Pitbull","Global Warming: Meltdown",3,18.3333333333333
"Lil Tecca","Ransom",2,27
"The Chainsmokers","Memories...Do Not Open",2,26
"fun.","Some Nights",2,26
"Pritam","Yeh Jawaani Hai Deewani",3,17
"Tai Verdes","AOK",3,16
"Sean Kingston","Eenie Meenie EP",2,24
"Avicii","Levels",3,15.3333333333333
"Bas","Milky Way",2,22
"Maroon 5","Overexposed",4,11
"BROCKHAMPTON","ROADRUNNER: NEW LIGHT, NEW MACHINE",13,3.38461538461538
"JID","The Never Story",7,6.28571428571429
"Rod Wave","Pray 4 Love",2,21.5
"Young Thug","So Much Fun",3,14.3333333333333
"Samm Henshaw","Untidy Soul",15,2.86666666666667
"Grant Schaffer","Indigo Dreams",3,14
"Yeah Yeah Yeahs","Heads Will Roll",2,20
"Harry Hudson","Hey, I'm Here For You",5,8
"Harry Styles","Harry's House",5,7.4
"Two Door Cinema Club","Tourist History",2,18
"Big Time Rush","24/seven",9,3.88888888888889
"courtship.","Islands",2,17.5
"Kota the Friend","Lyrics to GO, Vol. 3",10,3.5
"Chance the Rapper","The Big Day",6,5.83333333333333
"The Neighbourhood","I Love You.",2,16.5
"Jack Harlow","Come Home The Kids Miss You",14,2.28571428571429
"Lil Nas X","Panini",2,16
"Bruno Mars","An Evening With Silk Sonic",9,3.44444444444444
"Samm Henshaw","Church (feat. EARTHGANG)",2,15.5
"Briston Maroney","Big Shot",4,7.5
"Kota the Friend","FOTO",2,15
"Ed Sheeran","No.6 Collaborations Project",5,6
"Kevin Abstract","ARIZONA BABY",2,14.5
"Briston Maroney","Oregon / Harvard",2,14.5
"KYLE","Light of Mine",3,9
"Noah Kahan","Stick Season",2,13.5
"Justin Timberlake","The 20/20 Experience",2,13.5
"Eminem","The Marshall Mathers LP2",3,9
"Holy Holy","Hello My Beautiful World",2,13
"American Authors","Oh, What A Life",2,13
"Kendrick Lamar","good kid, m.A.A.d city",3,8.66666666666667
"Ed Sheeran","+",2,12.5
"Chief Keef","Finally Rich",2,12.5
"Martin Solveig","Intoxicated",2,12.5
"NF","Mansion",10,2.5
"Ocean Park Standoff","Ocean Park Standoff",2,12.5
"Travis Scott","Rodeo",2,12.5
"Comethazine","Bawskee",3,7.66666666666667
"Eminem","Recovery",2,11.5
"Black Eyed Peas","THE E.N.D. (THE ENERGY NEVER DIES)",2,11.5
"Arctic Monkeys","Favourite Worst Nightmare",2,10.5
"Wallows","Remote",11,1.90909090909091
"Drake","Her Loss",15,1.13333333333333
"88rising","History",2,8.5
"Art of Sleeping","Shake Shiver",10,1.7
"Cage The Elephant","Social Cues",2,8.5
"Arctic Monkeys","AM",3,5.33333333333333
"Baby Keem","DIE FOR MY BITCH",2,8
"Juice WRLD","Fighting Demons",16,1
"Jason Derulo","Jason Derulo",2,8
"Flo Rida","My House",2,8
"Arden Jones","age tape 1",3,5
"Quinn XCII","A Letter to My Younger Self (feat. Logic)",2,7
"The Griswolds","Be Impressive",2,7
"James Bay","Chaos And The Calm",3,4.66666666666667
"Sam Smith","In The Lonely Hour",2,7
"SZA","SOS",10,1.4
"Jay Sean","All Or Nothing",2,6.5
"The Kid LAROI","F*CK LOVE 3: OVER YOU",13,1
"Chris Brown","Forever",2,6.5
"Cordae","The Lost Boy",3,4.33333333333333
"Maroon 5","V",3,4.33333333333333
"Billie Eilish","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",4,3.25
"Frank Ocean","channel ORANGE",2,6.5
"Giveon","Give Or Take",12,1
"Arden Jones","either way",2,6
"Clinton Kane","this is what it feels like",2,6
"Mac Miller","Live From Space",6,1.83333333333333
"Jungle","Loving In Stereo",2,5.5
"21 Savage","SAVAGE MODE II",11,1
"Justin Bieber","Under The Mistletoe",2,5.5
"Vince Guaraldi Trio","A Charlie Brown Christmas [2012 Remastered & Expanded Edition]",7,1.42857142857143
"The Score","Breathe You Got This",2,5
"Migos","Culture",3,3.33333333333333
"Matty Wood$","DopeBoy",2,5
"Cher","Mamma Mia! Here We Go Again",6,1.66666666666667
"Olivia Rodrigo","SOUR",4,2.5
"Khalid","Scenic Drive (The Tape)",7,1.42857142857143
"Flo Rida","Wild Ones",2,4.5
"Tiesto","A Town Called Paradise",2,4
"Taylor Swift","Fearless",5,1.6
"Mustard","Perfect Ten",2,4
"Rudimental","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2,4
"Kendrick Lamar","untitled unmastered.",8,1
"OneRepublic","13 Reasons Why",3,2.33333333333333
"ODIE","Analogue",4,1.75
"Drake","Honestly, Nevermind",7,1
"Morgan Wallen","If I Know Me",2,3.5
"Kanye West","Late Registration",2,3.5
"Joji","SMITHEREENS",7,1
"Tame Impala","The Slow Rush",2,3.5
"Bruno Mars","Unorthodox Jukebox",3,2.33333333333333
"Tiny Meat Gang","Locals Only",3,2
"Lil Nas X","MONTERO",6,1
"Cat Burns","Naive",4,1.5
"M83","Oblivion (Original Motion Picture Soundtrack)",2,3
"Hans Zimmer","The Lion King",2,3
"Hans Zimmer","Wonder Woman 1984 (Original Motion Picture Soundtrack)",2,3
"Ariana Grande","thank u, next",3,2
"Mike Posner","31 Minutes to Takeoff",2,2.5
"KALEO","A/B",2,2.5
"Tiny Meat Gang","Bangers & Ass",4,1.25
"Kanye West","Donda",3,1.66666666666667
"Rihanna","Good Girl Gone Bad: Reloaded",3,1.66666666666667
"Daft Punk","Random Access Memories",2,2.5
"Rae Sremmurd","SremmLife",2,2.5
"Samm Henshaw","The Sound Experiment",5,1
"Rex Orange County","WHO CARES?",4,1.25
"Declan McKenna","Zeros",5,1
"Arden Jones","age tape 4",2,2.5
"Smino","blkswn",4,1.25
"Marcus Mumford","(self-titled)",3,1.33333333333333
"XXXTENTACION","17",4,1
"A$AP Rocky","AT.LONG.LAST.A$AP",2,2
"The Lumineers","BRIGHTSIDE",4,1
"Waka Flocka Flame","Brick Squad Boyz",2,2
"Michael Buble","Christmas",3,1.33333333333333
"The Weeknd","Dawn FM",4,1
"Ed Sheeran","Divide",2,2
"Quinn XCII","From Michigan With Love",3,1.33333333333333
"Pitbull","Greatest Hits",2,2
"88rising","Head In The Clouds II",2,2
"Surfaces","Horizons",4,1
"John Mayer","Last Train Home",2,2
"Mura Masa","Mura Masa",2,2
"NF","NF",4,1
"Metro Boomin","NOT ALL HEROES WEAR CAPES",2,2
"Young Thug","Punk",4,1
"Loren Allred","The Greatest Showman (Original Motion Picture Soundtrack)",2,2
"Post Malone","Twelve Carat Toothache",4,1
"Logic","Vinyl Days",3,1.33333333333333
"Dominic Fike","What Could Possibly Go Wrong",2,2
"Giveon","When It's All Said And Done... Take Time",4,1
"Jeremy Zucker","love is not dying",3,1.33333333333333
"Kesha","Cannibal",2,1.5
"Drake","Certified Lover Boy",3,1
"Kygo","Cloud Nine",2,1.5
"6ix9ine","DUMMY BOY",3,1
"Mac Ayres","Drive Slow",3,1
"Higher Brothers","Five Stars",2,1.5
"Jungle","For Ever",2,1.5
"NAV","Good Intentions",3,1
"Maroon 5","Hands All Over",2,1.5
"Vance Joy","In Our Own Sweet Time",3,1
"Queen","Jazz",2,1.5
"Jason Mraz","Love Is a Four Letter Word",2,1.5
"Jack Kays","MIXED EMOTIONS",3,1
"Hozier","One World: Together At Home",3,1
"Vince Guaraldi Trio","Peanuts Greatest Hits",2,1.5
"Joji","SLOW DANCING IN THE DARK",3,1
"Marcus Mumford","Ted Lasso: Season 1",2,1.5
"Afroman","The Good Times",2,1.5
"Kanye West","The Life Of Pablo",3,1
"Denzel Curry","ZUU",3,1
"Arden Jones","age tape 6",3,1
"Freddie Gibbs","$oul $old $eparately",2,1
"Savage Garden","90 Sweet 90s Hits!",2,1
"Fall Out Boy","Believers Never Die",2,1
"DaBaby","Blank Blank",2,1
"Frank Ocean","Blonde",2,1
"Jon Pardi","California Sunrise",2,1
"Lil Mosey","Certified Hitmaker",2,1
"Ariana Grande","Christmas Kisses",2,1
"24kGoldn","DROPPED OUTTA COLLEGE",2,1
"Big Sean","Dark Sky Paradise",2,1
"Jaden","ERYS IS COMING",2,1
"Enrique Iglesias","Escape",2,1
"Samm Henshaw","Grow",2,1
"Polo G","Hall of Fame",2,1
"Maggie Rogers","Heard It In A Past Life",2,1
"KIDS SEE GHOSTS","KIDS SEE GHOSTS",2,1
"Rihanna","Loud",2,1
"will.i.am","Madagascar: Escape 2 Africa",2,1
"Fall Out Boy","Make America Psycho Again",2,1
"Maroon 5","Memories",2,1
"One Direction","Midnight Memories",2,1
"Backstreet Boys","Millennium",2,1
"T.I.","Paper Trail",2,1
"Future","Pluto x Baby Pluto",2,1
"Senor Wooly","Senor Wooly, Pt. 2",2,1
"Mumford & Sons","Sigh No More",2,1
"Lil Tecca","Space Jam: A New Legacy",2,1
"Samm Henshaw","Still Broke - A COLORS ENCORE",2,1
"One Direction","Take Me Home: Yearbook Edition",2,1
"Thomas Rhett","Tangled Up",2,1
"Marcus Mumford","Ted Lasso: Season 2 (Apple TV+ Original Series Soundtrack)",2,1
"Katy Perry","Teenage Dream",2,1
"Eminem","The Eminem Show",2,1
"The Jam","The Gift",2,1
"Macklemore","The Language of My World",2,1
"Nicki Minaj","The Pinkprint",2,1
"Samm Henshaw","The Sound Experiment 2",2,1
"Ludovico Einaudi","Underwater",2,1
"Khalid","Up All Night",2,1
"Shawn Mendes","Wonder",2,1
"Arden Jones","age tape 5",2,1
"Billie Eilish","dont smile at me",2,1
"redveil","learn 2 swim",2,1
"JVKE","this is what ____ feels like (Vol. 1-4)",2,1
