"Artist","Songs","Plays Per Song"
"KIDS SEE GHOSTS",10,22.8
"Chester Watson",43,5.18604651162791
"Knxwledge",30,7.23333333333333
"Ab-Soul",25,8.64
"Greta Van Fleet",18,11.6111111111111
"Kevin Gates",24,8.625
"Baby Keem",26,7.88461538461539
"Dro Kenji",15,13.6666666666667
"Juice WRLD, Future",12,16.1666666666667
"Pop Smoke",38,5
"Rick Ross",19,10
"Madvillain, Madlib, MF DOOM",22,8.5
"Beast Coast",13,13.9230769230769
"Lil Peep",11,16.4545454545455
"Kodak Black",34,5.29411764705882
"Offset",16,11.1875
"EARTHGANG",14,12.7142857142857
"Pink Floyd",11,16.1818181818182
"MAVI",29,6.06896551724138
"Sheck Wes",15,11.7333333333333
"DaBaby",26,6.69230769230769
"Saba",17,10.2352941176471
"The Underachievers",25,6.92
"Wiz Khalifa",50,3.42
"OutKast",11,15.3636363636364
"MadeinTYO",10,16.2
"Calvin Harris",13,12.3846153846154
"Guapdad 4000, !llmind",14,11.2857142857143
"redveil",12,12.75
"Takeoff",12,12.5
"Quavo",20,7.45
"Southside, G Herbo",15,9.2
"Famous Dex",19,7.21052631578947
"WESTSIDE BOOGIE",13,10.1538461538462
"Wallows",11,11.9090909090909
"REASON",18,7.05555555555556
"6ix9ine",18,6.83333333333333
"G Herbo",25,4.92
"Comethazine",15,8.13333333333333
"A$AP Ferg",20,5.95
"Common",10,11.8
"Don Toliver",18,6.5
"T-Pain",18,6.33333333333333
"Zacari",11,10.2727272727273
"Fun.",11,9.81818181818182
"Young Thug, Young Stoner Life",26,4.11538461538461
"Lil Mosey",13,7.69230769230769
"French Montana",22,4.5
"Of Monsters and Men",13,7.61538461538461
"OneRepublic",20,4.9
"Maroon 5",18,5.16666666666667
"Lil Durk, Lil Baby",14,6.57142857142857
"MihTy",11,8.18181818181818
"Johnny Rain",16,5.5625
"YBN Nahmir",12,7.25
"GoldLink",26,3.26923076923077
"Metro Boomin, Big Sean",10,8.5
"NxWorries",24,3.54166666666667
"Chuck Strangers",14,5.78571428571429
"Statik Selektah, Kota the Friend",10,8.1
"Smokepurpp, Murda Beatz",11,7.27272727272727
"KAYTRANADA",21,3.71428571428571
"Lil Keed",11,7.09090909090909
"Neon Trees",11,7.09090909090909
"The Cure",11,7.09090909090909
"Bruno Mars",15,5.06666666666667
"YG",21,3.61904761904762
"YoungBoy Never Broke Again",17,4.47058823529412
"Coldplay",13,5.76923076923077
"JPEGMAFIA",21,3.47619047619048
"Kenny Beats, 03 Greedo",13,5.61538461538461
"Van Morrison",14,5.07142857142857
"Freddie Gibbs",22,3.18181818181818
"Black Eyed Peas",12,5.75
"BORNS",10,6.8
"Ugly God",11,6
"Led Zeppelin",13,5
"Drake, 21 Savage",11,5.54545454545455
"Cordae",16,3.6875
"Yeat",22,2.68181818181818
"Chief Keef",20,2.9
"Usher",12,4.83333333333333
"Lance Skiiiwalker",15,3.73333333333333
"Rihanna",12,4.66666666666667
"Imagine Dragons",22,2.5
"Machine Gun Kelly",15,3.66666666666667
"Metro Boomin, 21 Savage",19,2.89473684210526
"Jason Derulo",11,4.90909090909091
"Chris Brown",10,5.3
"James Blake",12,4.41666666666667
"John Legend",11,4.81818181818182
"Seafood Sam",12,4.16666666666667
"twenty one pilots",10,5
"Flo Rida",11,4.45454545454545
"Macklemore",18,2.72222222222222
"Bas",12,4
"BJ the Chicago Kid",11,4.27272727272727
"Snoh Aalegra",14,3.35714285714286
"Free Nationals",10,4.6
"Guns N' Roses",10,4.6
"Wale",14,3.21428571428571
"Silk Sonic, Bruno Mars, Anderson .Paak",11,4
"CJ Fly",14,3.07142857142857
"NAV, Metro Boomin",15,2.8
"Gorillaz",22,1.86363636363636
"Juicy J",15,2.6
"SAINt JHN",11,3.54545454545455
"Syndicate Sound Labs",29,1.3448275862069
"MF DOOM, CZARFACE",10,3.6
"Ed Sheeran",14,2.5
"Symere Woods",10,3.5
"Roy Woods",17,1.70588235294118
"Fall Out Boy",11,2.54545454545455
"Jeezy",13,2.15384615384615
"2forwOyNE",13,2.07692307692308
"John Givez",12,2.25
"Blaccmass",24,1.04166666666667
"Nicki Minaj",12,1.91666666666667
"YFN Lucci",10,2.2
"Rapsody",11,1.81818181818182
"Casey Veggies",10,1.9
"Statik Selektah",11,1.72727272727273
"Anarbor",13,1.38461538461538
"Talib Kweli",12,1.41666666666667
"Injury Reserve",12,1.33333333333333
"Mir Fontane, Ish Williams",10,1.3
"Jordan Carter",10,1.1
"WALLACE",10,1.1
